date,rank,symbol,score,score_base,rv_z,volume_boost,rel_dvol,score_6m,mom_6m,vol_6m
2020-07-09,1,ALKYLAMINE,4.867422322363276,4.161183554266159,1.0564867327539096,1.0564867327539096,2.034236914678567,4.161183554266159,1.1022105493543446,0.05
2020-07-09,2,GRANULES,4.69932807527376,3.3664673635815596,1.9070028761832984,1.9070028761832984,4.000942650825821,3.3664673635815596,0.879253112033195,0.05
2020-07-09,3,LTFOODS,4.186797374792237,3.8752003222573266,0.726961027614344,0.726961027614344,1.5652591486875913,3.8752003222573266,1.021978021978022,0.05
2020-07-09,4,ADANIGREEN,4.07304192740955,3.306441112761734,1.2973874235551093,1.2973874235551093,2.463806013117816,3.306441112761734,0.8624127617148556,0.05
2020-07-09,5,SUZLON,3.581827719552425,2.5281657566756524,2.751443329009484,2.0,13.469618171742699,2.5281657566756524,0.6440677966101693,0.05
2020-07-09,6,IRB,3.5511010017633655,2.5067299074890896,2.6561917823391576,2.0,7.259815520743349,2.5067299074890896,0.6666666666666667,0.05224218432738716
2020-07-09,7,ESCORTS,3.4717196027930166,3.29738318645354,0.6315903708378958,0.6315903708378958,1.4509286783004163,3.29738318645354,0.859871562654372,0.05
2020-07-09,8,AUROPHARMA,2.8216760346639465,3.1965790436628203,-0.011587228600632226,0.0,0.8699577854195049,3.1965790436628203,0.8329199549041713,0.050079905292233724
2020-07-09,9,TTML,2.6362338766803446,2.6879274051142263,0.37409234156603616,0.37409234156603616,1.1822477886082547,2.6879274051142263,0.6888888888888889,0.05
2020-07-09,10,NAVINFLUOR,2.5961252370094594,2.9448178023549945,-1.139290433036431,0.0,0.35481290798900683,2.9448178023549945,0.7609594284256187,0.05
2020-07-09,11,INDIACEM,2.4076019067349126,2.734386856692316,-0.7808024711538966,0.0,0.4718652549185274,2.734386856692316,0.7019230769230771,0.05
2020-07-09,12,DIXON,2.3283602306463775,2.2681872759966053,0.5551415728846016,0.5551415728846016,1.365341598939745,2.2681872759966053,0.5711308960030308,0.05
2020-07-09,13,JBCHEPHARM,2.3020068317345044,2.504050023800485,0.1497187016992725,0.1497187016992725,0.9890353823984022,2.504050023800485,0.6373021335168618,0.05
2020-07-09,14,BSOFT,2.2835979084084084,1.759686939827516,1.5841565200913017,1.5841565200913017,3.0949528309629613,1.759686939827516,0.42847124824684424,0.05
2020-07-09,15,APLLTD,2.2338765563782546,2.540473510753151,-0.24843994147446194,0.0,0.7205951508385838,2.540473510753151,0.647520734074466,0.05
2020-07-09,16,BAYERCROP,2.024932989026153,2.3072493660066873,-0.41179904530975137,0.0,0.6328030119764385,2.3072493660066873,0.5820897560176399,0.05
2020-07-09,17,TARIL,1.9406740143394703,2.21319896016002,-0.2601973217752652,0.0,0.7138885880001451,2.21319896016002,0.6249999999999998,0.05623498037612607
2020-07-09,18,IRCTC,1.9171936715759064,2.186990051559557,-1.4312578632881292,0.0,0.28129138314723584,2.186990051559557,0.548351034097261,0.05
2020-07-09,19,SYNGENE,1.7772078012812216,1.4605074057691319,1.3014415875693255,1.3014415875693255,2.4717627521154295,1.4605074057691319,0.344536501485071,0.05
2020-07-09,20,TATACOMM,1.7764193072463563,2.029856806736281,-2.1188459983386205,0.0,0.16280567317740077,2.029856806736281,0.5042673398244983,0.05
2020-07-09,21,LAURUSLABS,1.7669829658108347,2.019323902140436,-0.2589664144393778,0.0,0.7145877782311132,2.019323902140436,0.5013123359580052,0.05
2020-07-09,22,AJANTPHARM,1.6981103966786792,1.942447900472146,-0.4365718556908665,0.0,0.6204577688552011,1.942447900472146,0.47974479206703036,0.05
2020-07-09,23,POLYMED,1.6961849494982293,1.940298704028313,-0.9027541405880833,0.0,0.42824959991850003,1.940298704028313,0.47914183551847445,0.05
2020-07-09,24,BDL,1.6741142844208616,1.3163088554130356,1.5177654514474905,1.5177654514474905,2.9357775380151527,1.3163088554130356,0.3040816326530611,0.05
2020-07-16,1,GRANULES,3.909619837676359,3.5645557373992145,0.7437785877538405,0.7437785877538405,1.2668140484307018,3.5645557373992145,0.869912514263979,0.05
2020-07-16,2,TATACOMM,3.376306638063701,2.6504911266140945,1.4112666362589708,1.4112666362589708,2.020462319666118,2.6504911266140945,0.6159317211948792,0.05
2020-07-16,3,BSOFT,3.3210649040195883,2.319890722540482,2.78712230581759,2.0,5.288627561673537,2.319890722540482,0.5240715268225584,0.05
2020-07-16,4,APLLTD,3.1201153161410726,3.0800990445441405,0.44419049920644904,0.44419049920644904,1.0273494668994172,3.0800990445441405,0.7353020134228188,0.05
2020-07-16,5,POLYMED,3.083537963133096,2.551923508838867,1.173418983490342,1.173418983490342,1.710837133735152,2.551923508838867,0.5885438522870332,0.05
2020-07-16,6,ALKYLAMINE,3.0243691135378095,3.3851108302375814,-0.3394821857787277,0.0,0.5938698165125026,3.3851108302375814,0.8200521878763549,0.05
2020-07-16,7,AUROPHARMA,3.0052051167333063,3.3640078941764706,-0.29888413975399214,0.0,0.6109732598438251,3.3640078941764706,0.8170864090316978,0.05017795971577486
2020-07-16,8,IPCALAB,2.83887309269293,2.235384064087122,1.4098441945638696,1.4098441945638696,2.0184533363410564,2.235384064087122,0.5005906176172796,0.05
2020-07-16,9,NEULANDLAB,2.787923582850789,2.2009946450665465,1.398985696508914,1.398985696508914,2.0031830359402383,2.2009946450665465,0.4910352187833511,0.05
2020-07-16,10,SUZLON,2.6888446240059163,3.0156392674023924,-0.2764615194423244,0.0,0.620629884743428,3.0156392674023924,0.7173913043478264,0.05
2020-07-16,11,LTFOODS,2.6882622505602516,3.0149979716584556,-1.2971869533732496,0.0,0.3039520575560544,3.0149979716584556,0.7172131147540983,0.05
2020-07-16,12,ESCORTS,2.5591901953500837,2.872866903898296,-1.0021705750477055,0.0,0.3736037107418383,2.872866903898296,0.677720762809221,0.05
2020-07-16,13,MUTHOOTFIN,2.548616407831117,2.2640833145211436,0.8791490180651008,0.8791490180651008,1.392609278744704,2.2640833145211436,0.5085649536759316,0.05
2020-07-16,14,ADANIGREEN,2.5348713411194,2.8167678108673706,0.0346966841983681,0.0346966841983681,0.7715100295083906,2.8167678108673706,0.662133142448103,0.05
2020-07-16,15,CIPLA,2.504181806135631,1.916989228698656,1.5567880020727969,1.5567880020727969,2.2369194167064412,1.916989228698656,0.4121218465403538,0.05
2020-07-16,16,TTML,2.3294061965853716,2.1183982986845042,0.7890174199638404,0.7890174199638404,1.3075351698811288,2.1183982986845042,0.46808510638297873,0.05
2020-07-16,17,NAVINFLUOR,2.231933063262411,2.512499157835751,-1.4130261664070902,0.0,0.280298608339955,2.512499157835751,0.5775894538606403,0.05
2020-07-16,18,EIDPARRY,2.184456173260372,1.5376367120515355,2.378584902076344,2.0,3.974265288379273,1.5376367120515355,0.30671545415411106,0.05
2020-07-16,19,JBCHEPHARM,2.1603941949977856,2.43372226289712,-1.3742228564214893,0.0,0.2880094726748093,2.43372226289712,0.5557006092254133,0.05
2020-07-16,20,DRREDDY,2.1581929251248755,1.8923644378944955,0.9493129835264438,0.9493129835264438,1.4626498420268115,1.8923644378944955,0.40527963448684323,0.05
2020-07-16,21,LAURUSLABS,2.122508183812609,2.3920030912750794,-0.2034804107467058,0.0,0.6531296899846923,2.3920030912750794,0.5441085749537324,0.05
2020-07-16,22,DIXON,2.1058821333152946,2.3736948811364105,-0.45953170550702666,0.0,0.546044829676314,2.3736948811364105,0.5390214797136039,0.05
2020-07-16,23,BIOCON,1.9852562688563724,2.2408645571199357,-0.13461002781438836,0.0,0.685358190541898,2.2408645571199357,0.5021134202183868,0.05
2020-07-16,24,ASTRAZEN,1.958833699542541,1.6305918146183438,1.188069334417898,1.188069334417898,1.7284565126586189,1.6305918146183438,0.3325438369524114,0.05
2020-07-23,1,GRANULES,4.857062271341842,3.6661008061155713,1.6438694428209064,1.6438694428209064,2.6304484966273276,3.6661008061155713,0.9065896739130435,0.05
2020-07-23,2,DIXON,4.659377017567519,3.349222806444769,1.8952333510075183,1.8952333510075183,3.157935422020508,3.349222806444769,0.8188466111771702,0.05
2020-07-23,3,LAURUSLABS,3.880851336756006,3.2170858019306525,1.2098779586394555,1.2098779586394555,1.9186151173085786,3.2170858019306525,0.7822580645161292,0.05
2020-07-23,4,APLLTD,3.5934906167344236,2.5791515007225803,1.9191923124762273,1.9191923124762273,3.2134296072693442,2.5791515007225803,0.6056149732620322,0.05
2020-07-23,5,MUTHOOTFIN,3.155963354012036,2.872016464110947,0.8169465891833254,0.8169465891833254,1.4418215629824567,2.872016464110947,0.6867088607594936,0.05
2020-07-23,6,SUZLON,3.106405847189167,3.441667610042037,0.07645051093301095,0.07645051093301095,0.8415584830817986,3.441667610042037,0.8444444444444446,0.05
2020-07-23,7,ALKYLAMINE,2.8810133027273475,3.2690978210946118,-1.3646913530310147,0.0,0.2951300572071851,3.2690978210946118,0.7966601178781925,0.05
2020-07-23,8,RPOWER,2.6889352061903575,2.5902771594446095,0.597734912767815,0.597734912767815,1.229393232190697,2.5902771594446095,0.6086956521739133,0.05
2020-07-23,9,LTFOODS,2.677401152143293,2.939665929693315,0.11592093584768898,0.11592093584768898,0.8660598772597946,2.939665929693315,0.7054409005628519,0.05
2020-07-23,10,AUROPHARMA,2.55623863924341,2.906697015169129,-0.7688141970122878,0.0,0.4551705858343212,2.906697015169129,0.6987265762501293,0.050173393625398
2020-07-23,11,NAVINFLUOR,2.373719114724807,2.703032043052395,-0.7510025771814631,0.0,0.4611036742372527,2.703032043052395,0.6399173174092787,0.05
2020-07-23,12,ESCORTS,2.3638474838909227,2.692016753461693,-0.24368268639654073,0.0,0.6667998763031974,2.692016753461693,0.6368671995512549,0.05
2020-07-23,13,ADANIGREEN,2.3004163468230594,2.621236924310087,-0.40151331173384497,0.0,0.5945072708641365,2.621236924310087,0.6172683665740974,0.05
2020-07-23,14,NEULANDLAB,2.146545084382054,1.7650046617175477,1.292790809692451,1.292790809692451,2.0378365108034235,1.7650046617175477,0.38017888352009854,0.05
2020-07-23,15,BIOCON,2.0129651759126697,2.101586266727861,0.31547183929283756,0.31547183929283756,1.0012910049663257,2.101586266727861,0.4733778462592022,0.05
2020-07-23,16,POLYMED,1.9343205977663165,2.1496244012676136,0.09785191125933788,0.09785191125933788,0.8547561701664057,2.1496244012676136,0.4866795366795367,0.05
2020-07-23,17,SYNGENE,1.9273453507249405,1.8919142789087688,0.5515229237325767,0.5515229237325767,1.1887715703536446,1.8919142789087688,0.41531997414350363,0.05
2020-07-23,18,TATACOMM,1.9160715316209456,2.1520316530228354,0.06247263838109721,0.06247263838109721,0.8330488991683799,2.1520316530228354,0.48734610123119015,0.05
2020-07-23,19,JBCHEPHARM,1.887320716334884,2.1602828960392997,-0.6415105894856606,0.0,0.4993131240452033,2.1602828960392997,0.48963085856491073,0.05
2020-07-23,20,DIVISLAB,1.853125351718884,1.3568128692803827,1.880173361742806,1.880173361742806,3.1235447783931005,1.3568128692803827,0.2671511627906975,0.05
2020-07-23,21,TTML,1.813312109553506,1.7115761860387657,0.7130347293576014,0.7130347293576014,1.3369007304980163,1.7115761860387657,0.3653846153846152,0.05
2020-07-23,22,IPCALAB,1.8129976785474815,2.077349306010911,-0.05050704073132908,0.0,0.767352273978156,2.077349306010911,0.46666666666666656,0.05
2020-07-23,23,RELIANCE,1.7961544952987907,1.6305235502694553,0.8750384457842988,0.8750384457842988,1.5040256471139866,1.6305235502694553,0.342941257017664,0.05
2020-07-23,24,BSOFT,1.7914211771500799,2.0532731006456566,-0.14685050457181648,0.0,0.7154385029898709,2.0532731006456566,0.45999999999999996,0.05
2020-07-30,1,PATANJALI,19.53768845860017,19.592091218095078,-0.9737195983641285,0.0,0.35700689225922183,19.592091218095078,38.63157894736842,0.05
2020-07-30,2,LAURUSLABS,0.7086995846774613,0.44875165344395285,2.327110084094481,2.0,4.3645580447760155,0.44875165344395285,0.8659976387249115,0.05
2020-07-30,3,LTFOODS,0.6995276296447185,0.4430054509782065,2.8680408049646813,2.0,8.032562281796096,0.4430054509782065,0.8652482269503547,0.05061934314500708
2020-07-30,4,GRANULES,0.5738295439621418,0.43503813451049284,1.1322488323581408,1.1322488323581408,1.763452235448393,0.43503813451049284,0.8389438943894392,0.05
2020-07-30,5,TATACOMM,0.4664475414193961,0.3256520944352552,1.5304498449620123,1.5304498449620123,2.385215048675964,0.3256520944352552,0.6231493943472408,0.05
2020-07-30,6,MUTHOOTFIN,0.4311487610106497,0.38174492470528926,0.5068139850484514,0.5068139850484514,1.0973649266236485,0.38174492470528926,0.7338081608200757,0.05
2020-07-30,7,SUZLON,0.4274049943847564,0.4360342908778343,-0.5316062610868646,0.0,0.4992347022884206,0.4360342908778343,0.8409090909090906,0.05
2020-07-30,8,RPOWER,0.4180266541309549,0.3646075980653066,0.5670561048461167,0.5670561048461167,1.1486673823952347,0.3646075980653066,0.7,0.05
2020-07-30,9,ADANIGREEN,0.4016807673578597,0.4102484484930979,-0.8716868260235551,0.0,0.3857316544641448,0.4102484484930979,0.7900393184796854,0.05
2020-07-30,10,APLLTD,0.3978463031743841,0.3165074416844528,0.946764029047588,0.946764029047588,1.532027889588046,0.3165074416844528,0.6051090139928408,0.05
2020-07-30,11,SYNGENE,0.3939562928484663,0.27260875407165475,1.588316786158539,1.588316786158539,2.4922315626082816,0.27260875407165475,0.518506598004506,0.05
2020-07-30,12,DIXON,0.39265873965290454,0.3304006366322851,0.7143264520215351,0.7143264520215351,1.284410418334687,0.3304006366322851,0.6325172194246687,0.05
