date,portfolio_value,cash,invested,benchmark,drawdown,exposure
2020-07-10,1000000.0,1000000.0,0.0,10919.7,0.0,1.0
2020-07-13,998415.4794432189,0.0,998415.4794432189,10953.75,-0.0015845205567810439,1.0
2020-07-14,981426.2398358025,0.0,981426.2398358025,10768.6,-0.01857376016419754,1.0
2020-07-15,982191.0013332842,0.0,982191.0013332842,10769.6,-0.017808998666715814,1.0
2020-07-16,975576.5285718298,0.0,975576.5285718298,10879.9,-0.02442347142817025,1.0
2020-07-17,996701.6353620082,0.0,996701.6353620082,11045.85,-0.003298364637991713,1.0
2020-07-20,999783.7008087117,0.0,999783.7008087117,11159.45,-0.0002162991912882939,1.0
2020-07-21,997247.3278313276,0.0,997247.3278313276,11283.9,-0.0027526721686724764,1.0
2020-07-22,1004948.4326737414,0.0,1004948.4326737414,11249.45,0.0,1.0
2020-07-23,1008026.678878807,0.0,1008026.678878807,11334.3,0.0,1.0
2020-07-24,1009799.6711133072,0.0,1009799.6711133072,11297.75,0.0,1.0
2020-07-27,1008226.887178376,0.0,1008226.887178376,11231.3,-0.0015575207438890404,1.0
2020-07-28,1012057.8978095757,0.0,1012057.8978095757,11388.4,0.0,1.0
2020-07-29,1017608.0600958616,0.0,1017608.0600958616,11310.85,0.0,1.0
2020-07-30,1021085.4760152,0.0,1021085.4760152,11231.3,0.0,1.0
2020-07-31,1048486.7623225235,0.0,1048486.7623225235,11222.95,0.0,1.0
2020-08-03,1062807.8029749112,0.0,1062807.8029749112,11056.0,0.0,1.0
2020-08-04,1076893.6250716788,0.0,1076893.6250716788,11244.1,0.0,1.0
2020-08-05,1082140.861320644,0.0,1082140.861320644,11248.4,0.0,1.0
2020-08-06,1100241.4272523178,0.0,1100241.4272523178,11345.45,0.0,1.0
2020-08-07,1104107.0124398682,0.0,1104107.0124398682,11361.4,0.0,1.0
2020-08-10,1140363.373905177,0.0,1140363.373905177,11433.0,0.0,1.0
2020-08-11,1123301.909491009,0.0,1123301.909491009,11471.25,-0.014961427913754322,1.0
2020-08-12,1106100.9536674526,0.0,1106100.9536674526,11458.25,-0.030045177722950456,1.0
2020-08-13,1104302.184669777,0.0,1104302.184669777,11458.9,-0.03162254248126917,1.0
2020-08-14,1104772.0221848034,0.0,1104772.0221848034,11337.55,-0.031210535636979397,1.0
2020-08-17,1106357.1297541417,0.0,1106357.1297541417,11402.85,-0.02982053346257596,1.0
2020-08-18,1122892.8234231793,0.0,1122892.8234231793,11541.95,-0.015320160995849652,1.0
2020-08-19,1128923.755160855,0.0,1128923.755160855,11564.5,-0.01003155573573633,1.0
2020-08-20,1126658.579981925,0.0,1126658.579981925,11479.0,-0.012017918355550106,1.0
2020-08-21,1149521.0577191657,0.0,1149521.0577191657,11535.8,0.0,1.0
2020-08-24,1174119.3704024958,0.0,1174119.3704024958,11619.15,0.0,1.0
2020-08-25,1166073.4270508052,0.0,1166073.4270508052,11625.6,-0.0068527473053549,1.0
2020-08-26,1167895.4700402913,0.0,1167895.4700402913,11694.35,-0.005300909361601769,1.0
2020-08-27,1163963.5854699775,0.0,1163963.5854699775,11709.45,-0.008649703930050046,1.0
2020-08-28,1162762.9532968383,0.0,1162762.9532968383,11791.5,-0.009672284941321108,1.0
2020-08-31,1114916.925902368,7.275957614183426e-12,1114916.925902368,11496.05,-0.05042284966292043,1.0
2020-09-01,1116234.2457501935,7.275957614183426e-12,1116234.2457501935,11586.6,-0.04930088550745826,1.0
2020-09-02,1148838.559972107,7.275957614183426e-12,1148838.559972107,11660.6,-0.02153172076679266,1.0
2020-09-03,1175716.0090126216,7.275957614183426e-12,1175716.0090126216,11663.35,0.0,1.0
2020-09-04,1167967.8394930882,7.275957614183426e-12,1167967.8394930882,11464.95,-0.0065901709767823835,1.0
2020-09-07,1166476.6122703145,0.0,1166476.6122703145,11478.4,-0.007858527630381085,1.0
2020-09-08,1163185.1334993143,0.0,1163185.1334993143,11434.9,-0.010658080197301079,1.0
2020-09-09,1145537.4120257408,0.0,1145537.4120257408,11397.95,-0.025668270871147758,1.0
2020-09-10,1159310.0102073262,0.0,1159310.0102073262,11562.65,-0.013954049004634483,1.0
2020-09-11,1159648.1080481664,0.0,1159648.1080481664,11589.65,-0.013666481396259256,1.0
2020-09-14,1195334.4902152228,7.275957614183426e-12,1195334.4902152228,11566.45,0.0,1.0
2020-09-15,1213745.7576933242,7.275957614183426e-12,1213745.7576933242,11652.85,0.0,1.0
2020-09-16,1216930.6050872689,7.275957614183426e-12,1216930.6050872689,11732.7,0.0,1.0
2020-09-17,1202990.7395467293,7.275957614183426e-12,1202990.7395467293,11646.15,-0.011454938746930377,1.0
2020-09-18,1203166.6008434289,7.275957614183426e-12,1203166.6008434289,11640.2,-0.011310426565246057,1.0
2020-09-21,1155456.731650191,0.0,1155456.731650191,11367.25,-0.05051551270063548,1.0
2020-09-22,1126557.0604022648,0.0,1126557.0604022648,11264.55,-0.07426351536168585,1.0
2020-09-23,1117595.602384721,0.0,1117595.602384721,11241.6,-0.08162749978288564,1.0
2020-09-24,1081390.1814075739,0.0,1081390.1814075739,10922.25,-0.11137892589197806,1.0
2020-09-25,1121276.4834366958,0.0,1121276.4834366958,11176.3,-0.07860277426724227,1.0
2020-09-28,1158933.6133017822,0.0,1158933.6133017822,11365.25,-0.047658421559155006,1.0
2020-09-29,1159924.909670052,0.0,1159924.909670052,11353.65,-0.04684383413393478,1.0
2020-09-30,1166130.4581196439,0.0,1166130.4581196439,11385.2,-0.0417444895832676,1.0
2020-10-01,1178824.2599989655,0.0,1178824.2599989655,11545.9,-0.031313490620585194,1.0
2020-10-05,1197869.4894829127,0.0,1197869.4894829127,11625.6,-0.015663272436959752,1.0
2020-10-06,1209082.7995223328,0.0,1209082.7995223328,11770.75,-0.006448852163080554,1.0
2020-10-07,1192242.5793628374,0.0,1192242.5793628374,11833.9,-0.020287126990828797,1.0
2020-10-08,1193447.3325207427,0.0,1193447.3325207427,11925.4,-0.01929713368071806,1.0
2020-10-09,1188621.9410440675,0.0,1188621.9410440675,11990.7,-0.023262348670383903,1.0
2020-10-12,1175234.2870545227,0.0,1175234.2870545227,11999.05,-0.034263513349437114,1.0
2020-10-13,1174793.3677183795,0.0,1174793.3677183795,11995.7,-0.034625834203477535,1.0
2020-10-14,1171672.2714360848,0.0,1171672.2714360848,12039.05,-0.03719056243797769,1.0
2020-10-15,1148891.4026236534,0.0,1148891.4026236534,11758.2,-0.05591050317839297,1.0
2020-10-16,1160376.1046750753,0.0,1160376.1046750753,11843.35,-0.04647306935643869,1.0
