symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,1450.0130438515762,223.558725,2025-08-22,20,152,286.6,0.2819897769590518,415573.7383678618,0.04928971252507443
NETWEB,114.06575061764256,2886.9123,2025-09-05,12,138,3146.0,0.0897456081364163,358850.8514431035,0.042562014087983165
ATHERENERG,487.612655139627,645.100125,2025-11-07,2,75,612.0,-0.05131005826421142,298418.94494545175,0.03539440212503775
NATIONALUM,1194.293745418637,263.93431499999997,2025-11-14,13,68,361.7,0.3704167266010865,431976.04771792097,0.051235131684107316
MUTHOOTFIN,85.53993168092656,3685.0053000000003,2025-11-14,21,68,3976.0,0.07896724056272042,340106.768363364,0.040338845535092906
IDEA,29263.80741826601,10.7715,2025-11-14,22,68,10.23,-0.050271549923408876,299368.74988886126,0.03550705508717972
HINDCOPPER,864.1871136388327,366.99502500000006,2025-12-05,14,47,551.75,0.5034263747853256,476815.2399502259,0.05655334766105265
ASHOKLEY,1974.3131783779404,162.77991000000003,2025-12-12,21,40,182.17,0.11911844649625336,359660.6317051094,0.042658059224231444
M&MFIN,977.7093120680521,371.31615000000005,2025-12-19,17,33,350.15,-0.05700304174757831,342344.9156206284,0.04060430416424645
JKTYRE,687.0630326111029,511.79655,2025-12-24,15,28,507.95,-0.007515779463538874,348993.66741480975,0.04139288879876367
SHRIRAMFIN,362.4047301925297,970.2866999999999,2025-12-24,17,28,988.9,0.019183299121795727,358382.0376873926,0.04250640976770647
HINDZINC,562.9139358895394,624.6718500000001,2025-12-24,18,28,690.7,0.10570053700995174,388804.6555189049,0.046114727495060265
HEROMOTOCO,59.716837095182086,5946.243750000001,2026-01-02,21,19,5595.0,-0.059069853972938846,334115.7035475438,0.039628266797248145
VEDL,560.5856034962304,608.84025,2026-01-09,18,12,674.0,0.10702273708086807,377834.6967564593,0.0448136199805757
INDIACEM,731.2901855983619,466.71907500000003,2026-01-09,20,12,458.1,-0.018467372476687394,335004.0340226096,0.03973362849290105
MCX,143.7679246450725,2367.2250000000004,2026-01-14,10,7,2359.0,-0.0034745324166483016,339148.534237726,0.04022519281784011
HINDALCO,358.2729590189961,949.92105,2026-01-14,16,7,940.1,-0.010338806577662396,336812.4087737583,0.03994811334454686
CANBK,2226.7133574195022,152.84007,2026-01-14,20,7,152.29,-0.003598990762042953,339106.177201416,0.04022016900148604
INDIANB,408.62815444415753,832.8624000000001,2026-01-14,23,7,849.45,0.01991637514192024,347109.1857925896,0.041169377183754456
BANKINDIA,2000.5010785169272,159.90918,2026-01-21,13,0,159.47,-0.00274643394456775,319019.9069910944,0.03783780844074402
ABCAPITAL,908.5048685533849,352.11532500000004,2026-01-21,18,0,351.2,-0.00259950344393578,319066.9098359488,0.037843383279808275
FEDERALBNK,1169.3968851994555,273.55852500000003,2026-01-21,21,0,275.4,0.0067315577169453356,322051.90218393004,0.03819742252997693
CUB,1178.8423045158918,271.36665,2026-01-21,22,0,272.85,0.005466220701770164,321647.1227871611,0.03814941309564363
