symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,1951.782793183274,217.82728499999996,2025-08-29,19,165,294.65,0.35267719101397255,575092.8000114516,0.04730837723365837
ATHERENERG,665.9240056646022,645.100125,2025-11-07,2,95,728.65,0.12951458504212798,485225.52672751236,0.039915701016198846
NATIONALUM,1705.9106317847059,263.93431499999997,2025-11-14,13,88,368.95,0.3978856822766681,629395.7275969672,0.05177545347432153
IDEA,42944.96639169607,10.115189999999998,2025-11-21,15,81,11.5,0.1369040027918409,493867.1135045048,0.040626576629900164
HINDCOPPER,1201.4744021466913,366.99502500000006,2025-12-05,14,67,598.35,0.630403572909469,718902.2085244728,0.059138450132411084
ASHOKLEY,2733.089823490373,162.77991000000003,2025-12-12,21,60,209.36,0.28615380116624944,572199.6854459445,0.04707038337381093
M&MFIN,1401.5139062708092,371.31615000000005,2025-12-19,17,53,393.0,0.0583972714356753,550794.965164428,0.04530958480071323
JKTYRE,895.6957778165191,503.818125,2025-12-26,15,46,571.2,0.13374245914634386,511621.42828879575,0.04208708495364136
SHRIRAMFIN,465.225161891271,969.998625,2025-12-26,17,46,1050.0,0.0824757612414142,488486.41998583457,0.040183949146553335
HINDZINC,703.0531087218664,641.868675,2025-12-26,18,46,618.55,-0.036329355066283764,434873.5003999104,0.03577363445591873
VEDL,747.6522652556439,603.57975,2025-12-26,21,46,690.35,0.14375937893874013,516141.7413192338,0.042458935677653076
MCX,199.77731862758586,2459.409,2026-01-16,10,25,2472.8,0.005444804015924287,494009.35350229434,0.04063827759967932
HINDALCO,516.480906425194,951.311325,2026-01-16,16,25,968.9,0.018488873765904135,500418.35023537045,0.04116549552891024
CANBK,3149.8534033814644,155.98635,2026-01-16,20,25,147.17,-0.05652000960340442,463563.92537565005,0.0381337708508088
INDIANB,576.3862866882082,852.4389749999999,2026-01-16,23,25,907.9,0.06506157816165081,523301.10968422424,0.04304788079982978
BANKINDIA,3154.0574626298726,155.778435,2026-01-16,24,25,167.89,0.07774866270803127,529534.7074009293,0.04356067002671435
FEDERALBNK,1521.3448522619005,281.59957499999996,2026-01-23,22,18,283.2,0.005683335992250793,430844.8621605702,0.03544222996335535
GMDCLTD,780.2879482164046,591.2300999999999,2026-01-30,16,11,606.75,0.026250185841350193,473439.7125803035,0.03894617446036152
MRPL,2416.5233668338046,184.771305,2026-02-06,15,4,194.62,0.05330208064504394,470303.7776531951,0.038688205672526066
KARURVYSYA,1412.682227549263,316.068375,2026-02-06,16,4,325.95,0.031264200349054194,460463.77206968225,0.03787874553649783
UNIONBANK,2514.4974404478717,177.571935,2026-02-06,18,4,179.4,0.01029478560336683,451100.8408163482,0.037108530566432624
CHENNPETRO,496.2075082082549,899.8335749999999,2026-02-06,20,4,920.8,0.023300336398316857,456907.8735581611,0.037586229636134796
APLAPOLLO,203.65757188024526,2192.4261,2026-02-06,22,4,2240.6,0.02197287288269356,456315.1555548775,0.03753747137156956
GESHIP,349.55518524676046,1277.3496,2026-02-06,23,4,1343.0,0.051395796420964146,469452.6137863993,0.03861818709239912
