symbol,date,move_pct,revert_pct,kite_agrees
20MICRONS,2008-10-14,-10.1,9.9,True
20MICRONS,2009-04-22,10.0,-8.5,True
20MICRONS,2010-12-09,-9.0,9.0,True
20MICRONS,2015-08-07,13.3,-9.6,True
20MICRONS,2020-12-18,8.9,-8.2,True
20MICRONS,2020-12-21,-8.2,9.6,True
20MICRONS,2022-02-23,8.1,-10.0,True
360ONE,2020-03-23,-9.6,9.1,True
3IINFOLTD,2024-03-13,-9.6,9.6,True
3IINFOTECH,2006-05-17,8.7,-9.3,
3IINFOTECH,2006-06-08,-11.0,10.8,
3IINFOTECH,2018-06-19,-8.0,8.7,
3IINFOTECH,2020-02-07,9.1,-8.3,
3MINDIA,2006-04-24,10.0,-8.1,True
3MINDIA,2009-04-16,-8.2,9.5,True
3MINDIA,2010-10-28,10.7,-8.5,True
63MOONS,2005-07-20,11.8,-12.4,
63MOONS,2008-10-10,-11.3,9.8,True
63MOONS,2008-10-27,-9.4,8.9,True
63MOONS,2015-09-04,-11.1,11.2,True
8KMILES,2018-11-01,-9.9,8.4,
8KMILES,2022-02-23,10.0,-10.0,
8KMILES,2026-03-30,-8.8,9.0,
A2ZINFRA,2013-02-07,11.8,-9.5,
A2ZINFRA,2020-03-06,-11.5,14.5,
A2ZINFRA,2020-12-10,-9.4,9.2,
A2ZMES,2013-02-07,11.8,-9.5,
A2ZMES,2020-03-06,-11.5,14.5,
A2ZMES,2020-12-10,-9.4,9.2,
AANJANEYA,2011-10-20,-17.5,19.3,
AANJANEYA,2012-05-09,-16.3,13.3,
AANJANEYA,2014-05-07,9.9,-10.0,
AANJANEYA,2015-05-05,-9.9,9.6,
AARTIDRUGS,2008-01-22,-18.2,17.4,True
AARTIDRUGS,2008-01-24,-8.4,9.2,True
AARTIDRUGS,2009-01-29,8.2,-9.8,True
AARTIIND,2006-05-31,10.8,-9.4,True
AARTIIND,2008-01-22,-17.3,20.1,True
AASTHA,2026-07-21,20.0,-20.0,
AASTHA,2026-08-05,10.0,-10.0,
AASTHA,2026-08-27,10.0,-9.9,
ABAN,2009-06-05,8.4,-8.5,True
ABAN,2022-06-20,-13.2,11.4,True
ABANLOYD,2009-06-05,8.4,-8.5,
ABANLOYD,2022-06-20,-13.2,11.4,
ABB,2008-11-10,9.3,-9.6,True
ABBOTINDIA,2020-03-20,11.2,-9.9,True
ABFRL,2014-08-07,11.3,-9.8,True
ABGSHIP,2008-10-28,11.4,-8.8,
ABGSHIP,2009-06-18,-8.5,9.1,
ABGSHIP,2013-05-31,-10.2,9.0,
ABGSHIP,2015-02-19,14.1,-13.2,
ABREL,2006-06-08,-11.7,13.8,True
ABREL,2008-10-10,-16.6,12.8,True
ABREL,2008-11-10,13.3,-13.6,True
ABSHEKINDS,2006-05-22,-9.9,10.0,
ABSHEKINDS,2006-06-08,-11.5,11.2,
ABSHEKINDS,2008-10-27,-10.1,9.8,
ABSIND,2009-03-27,10.1,-8.7,
ABSLAMC,2024-06-03,10.0,-9.1,True
ACCELYA,2008-01-22,-14.5,11.5,True
ACE,2008-10-27,-11.8,13.6,True
ACE,2008-11-05,8.4,-9.3,True
ACE,2024-03-13,-14.7,18.1,True
ACKRUTI,2007-03-13,11.1,-8.3,
ACKRUTI,2019-02-13,12.0,-9.0,
ACLGATI,2009-04-15,9.4,-9.3,
ACLGATI,2019-08-06,9.9,-9.9,
ACMESOLAR,2024-11-14,-9.6,10.0,True
ACROPETAL,2011-03-14,11.2,-9.8,
ACROPETAL,2011-03-29,-9.4,10.0,
ACROPETAL,2011-03-30,10.0,-10.0,
ADANIENSOL,2022-12-23,-9.8,8.6,True
ADANIENSOL,2024-03-13,-8.6,11.2,True
ADANIGAS,2020-02-20,12.5,-10.9,
ADANIGAS,2021-04-08,-10.0,10.0,
ADANIGAS,2021-04-09,10.0,-9.4,
ADANIGAS,2021-05-14,-9.2,8.2,
ADANIGAS,2024-03-13,-9.5,11.5,
ADANIGREEN,2024-03-13,-9.1,9.9,True
ADANIPORTS,2008-10-10,-11.9,8.8,True
ADANIPOWER,2012-02-21,8.5,-9.9,True
ADANIPOWER,2020-03-23,-11.7,9.0,True
ADANIPOWER,2022-02-24,-11.5,11.6,True
ADANIPOWER,2024-06-03,15.7,-17.3,True
ADANITRANS,2022-12-23,-9.8,8.6,
ADANITRANS,2024-03-13,-8.6,11.2,
ADFFOODS,2020-03-23,-9.4,9.7,
ADHUNIK,2006-05-17,8.4,-8.2,
ADHUNIK,2015-07-17,10.0,-8.5,
ADHUNIK,2016-05-09,-10.0,9.5,
ADHUNIK,2019-10-25,-10.0,11.1,
ADHUNIK,2019-11-22,-9.1,10.0,
ADHUNIK,2019-11-25,10.0,-9.1,
ADHUNIK,2019-11-27,-10.0,11.1,
ADLABS,2018-10-12,9.2,-10.0,
ADLABS,2022-02-23,8.9,-10.0,
ADLABSFILM,2008-03-28,10.2,-10.1,
ADLABSFILM,2008-11-04,8.1,-9.1,
ADOR,2008-01-23,10.3,-10.7,True
ADOR,2008-01-24,-10.7,8.8,True
ADORWELD,2008-01-23,10.3,-10.7,
ADORWELD,2008-01-24,-10.7,8.8,
ADSL,2009-03-19,8.7,-11.9,
ADSL,2013-02-15,-11.9,11.3,
ADSL,2014-08-26,-8.4,10.0,
ADSL,2019-08-05,-9.0,9.9,True
ADSL,2022-05-12,-9.4,9.8,True
ADVANCE,2026-03-30,-8.2,8.8,
ADVANTA,2011-06-20,-10.5,14.2,
ADVANTA,2011-12-09,11.0,-9.1,
AEGISCHEM,2006-05-17,8.3,-9.0,
AEGISCHEM,2006-06-08,-8.7,10.0,
AEGISCHEM,2008-01-22,-11.7,11.9,
AEGISCHEM,2008-12-17,11.5,-8.1,
AEGISCHEM,2009-04-16,-9.6,9.3,
AEGISCHEM,2025-03-27,14.7,-10.8,
AEGISLOG,2006-05-17,8.3,-9.0,True
AEGISLOG,2006-06-08,-8.7,10.0,True
AEGISLOG,2008-01-22,-11.7,11.9,True
AEGISLOG,2008-12-17,11.5,-8.1,True
AEGISLOG,2009-04-16,-9.6,9.3,True
AEGISLOG,2025-03-27,14.7,-10.8,True
AFL,2007-09-26,11.2,-9.9,
AFL,2008-09-18,-9.8,10.6,
AFL,2008-09-19,10.6,-8.1,
AFL,2008-09-25,9.0,-11.9,
AFL,2008-10-20,11.1,-8.2,
AFL,2008-11-19,-15.5,17.3,
AFL,2009-02-27,8.8,-8.2,
AFL,2020-03-13,9.5,-9.4,
AFL,2020-03-23,-8.6,9.9,
AFL,2025-04-07,-8.1,8.6,
AFTEK,2014-05-12,9.2,-9.3,
AFTEKINFO,2014-05-12,9.2,-9.3,
AGARIND,2015-09-30,8.4,-8.9,
AGEEGOLD,2013-11-08,10.9,-11.4,
AGI,2008-01-22,-10.8,10.7,True
AGI,2008-03-18,-12.2,14.1,True
AGI,2008-03-19,14.1,-10.4,True
AGI,2021-11-22,-9.3,10.4,True
AGI,2022-02-24,-8.6,8.7,True
AGI,2024-03-13,-8.8,9.6,True
AGIIL,2025-05-09,-9.7,10.5,
AGIIL,2025-10-14,-14.2,14.0,
AGRODUTCH,2009-04-15,11.5,-9.9,
AGRODUTCH,2011-07-20,-8.9,8.8,
AGRODUTCH,2013-04-03,8.1,-10.4,
AGRODUTCH,2013-06-05,-8.7,9.5,
AGRODUTCH,2013-06-17,-8.0,8.7,
AGRODUTCH,2013-07-10,-9.1,10.0,
AGROPHOS,2017-02-28,-10.1,10.5,
AGROPHOS,2018-06-18,-8.6,11.0,
AGROPHOS,2018-06-29,10.2,-10.1,
AGROPHOS,2022-02-23,8.4,-9.8,
AGROPHOS,2022-12-19,10.8,-9.9,
AGROPHOS,2024-03-13,-9.3,12.3,
AHLEAST,2011-09-30,12.0,-9.3,
AHLEAST,2013-05-03,15.0,-15.2,
AHLEAST,2020-03-19,-12.3,14.0,
AHLEAST,2020-03-20,14.0,-13.0,
AIAENG,2008-10-27,-9.3,8.4,True
AIAENG,2008-10-28,8.4,-10.9,True
AIIL,2024-06-03,11.9,-10.9,True
AIIL,2025-04-07,-10.1,8.5,True
AIL,2006-05-22,-11.9,9.3,
AIL,2026-02-17,10.0,-10.0,
AIRDECCAN,2008-03-24,-9.4,12.6,
AIRDECCAN,2008-07-02,8.0,-8.8,
AIRDECCAN,2008-07-10,8.4,-9.4,
AIRDECCAN,2010-12-09,-10.2,8.9,
AIRDECCAN,2011-11-11,-9.4,8.9,
AIRDECCAN,2012-04-02,-8.8,11.6,
AJANTPHARM,2008-01-22,-17.8,17.2,True
AJANTPHARM,2008-10-27,-8.6,10.2,True
AJMERA,2014-09-25,-10.0,10.0,
AJMERA,2015-09-03,12.6,-9.2,
AJMERA,2018-06-05,-8.8,10.1,
AJMERA,2026-05-25,9.5,-9.1,
AJRINFRA,2012-04-09,16.2,-12.3,
AJRINFRA,2017-10-26,8.6,-9.5,
AJRINFRA,2018-11-05,-8.3,9.1,
AJRINFRA,2019-02-15,-8.3,9.1,
AJRINFRA,2019-02-18,9.1,-8.3,
AJRINFRA,2019-02-19,-8.3,9.1,
AJRINFRA,2019-02-20,9.1,-8.3,
AJRINFRA,2019-02-21,-8.3,9.1,
AJRINFRA,2019-02-27,-8.3,9.1,
AJRINFRA,2019-05-02,-8.3,9.1,
AJRINFRA,2019-05-03,9.1,-8.3,
AJRINFRA,2019-05-10,9.1,-8.3,
AJRINFRA,2019-05-23,-10.0,11.1,
AJRINFRA,2019-05-24,11.1,-10.0,
AJRINFRA,2019-05-31,11.1,-10.0,
AJRINFRA,2019-06-17,12.5,-11.1,
AJRINFRA,2019-06-28,12.5,-11.1,
AJRINFRA,2019-07-16,-12.5,14.3,
AJRINFRA,2019-07-19,-12.5,14.3,
AJRINFRA,2019-07-22,14.3,-12.5,
AJRINFRA,2019-07-29,-12.5,14.3,
AJRINFRA,2019-08-06,14.3,-12.5,
AJRINFRA,2019-08-29,16.7,-14.3,
AJRINFRA,2019-09-04,-16.7,20.0,
AJRINFRA,2019-09-09,-16.7,20.0,
AJRINFRA,2019-10-11,20.0,-16.7,
AJRINFRA,2019-10-14,-16.7,20.0,
AJRINFRA,2019-10-15,20.0,-16.7,
AJRINFRA,2019-10-16,-16.7,20.0,
AJRINFRA,2019-10-24,20.0,-16.7,
AJRINFRA,2019-10-25,-16.7,20.0,
AJRINFRA,2019-11-01,-16.7,20.0,
AJRINFRA,2019-11-18,-16.7,20.0,
AJRINFRA,2019-11-19,20.0,-16.7,
AJRINFRA,2019-11-20,-16.7,20.0,
AJRINFRA,2019-11-22,16.7,-14.3,
AJRINFRA,2019-11-25,-14.3,16.7,
AJRINFRA,2019-12-05,9.1,-8.3,
AJRINFRA,2020-01-02,12.5,-11.1,
AJRINFRA,2020-01-23,14.3,-12.5,
AJRINFRA,2020-01-24,-12.5,14.3,
AJRINFRA,2020-01-31,-12.5,14.3,
AJRINFRA,2020-02-07,-14.3,16.7,
AJRINFRA,2020-02-12,-14.3,16.7,
AJRINFRA,2020-02-13,16.7,-14.3,
AJRINFRA,2020-02-19,16.7,-14.3,
AJRINFRA,2020-03-06,20.0,-16.7,
AJRINFRA,2020-04-23,12.5,-11.1,
AJRINFRA,2020-05-14,9.1,-8.3,
AJRINFRA,2020-05-20,-9.1,10.0,
AJRINFRA,2020-05-21,10.0,-9.1,
AJRINFRA,2020-10-19,9.1,-8.3,
AJRINFRA,2020-10-20,-8.3,9.1,
AJRINFRA,2020-10-27,-8.3,9.1,
AJRINFRA,2020-11-02,-8.3,9.1,
AJRINFRA,2020-11-17,-8.3,9.1,
AJRINFRA,2020-11-18,9.1,-8.3,
AJRINFRA,2020-11-19,-8.3,9.1,
AJRINFRA,2020-11-25,-8.3,9.1,
AJRINFRA,2020-12-01,-8.3,9.1,
AJRINFRA,2020-12-02,9.1,-8.3,
AJRINFRA,2020-12-03,-8.3,9.1,
AJRINFRA,2023-07-17,9.1,-8.3,
AKRUTI,2007-03-13,11.1,-8.3,
AKRUTI,2019-02-13,12.0,-9.0,
AKSHOPTFBR,2006-05-22,-9.7,9.2,
AKSHOPTFBR,2008-11-12,-10.6,10.4,True
AKSHOPTFBR,2022-12-23,-8.8,8.5,True
AKSHOPTFBR,2026-01-21,-12.3,15.9,True
ALANKIT,2019-10-27,-9.9,9.6,
ALBK,2012-02-27,-8.4,8.6,
ALBK,2020-03-12,-10.5,8.6,
ALCHEM,2007-09-05,-8.5,10.0,
ALCHEM,2007-09-06,10.0,-10.0,
ALCHEM,2008-10-27,-15.6,19.2,
ALCHEM,2015-06-11,-9.5,9.4,
ALEMBICLTD,2006-06-08,-8.5,8.3,True
ALEMBICLTD,2020-03-23,-20.0,17.5,True
ALIVUS,2024-04-25,-9.2,8.6,True
ALKALI,2011-06-17,13.3,-12.0,
ALKALI,2015-04-27,-8.3,9.1,
ALKALI,2015-05-05,9.0,-8.1,
ALKALI,2022-12-23,-10.9,14.3,
ALKYLAMINE,2008-02-15,-8.7,10.7,True
ALKYLAMINE,2008-03-10,-10.4,12.6,True
ALKYLAMINE,2008-09-04,16.1,-12.2,True
ALKYLAMINE,2008-11-06,-11.4,12.2,True
ALKYLAMINE,2008-12-08,8.5,-8.8,True
ALKYLAMINE,2010-04-13,8.2,-9.9,True
ALKYLAMINE,2012-09-13,-8.6,11.0,True
ALKYLAMINE,2020-03-20,15.7,-12.3,True
ALLCARGO,2026-08-24,9.5,-8.0,True
ALLCARGO,2026-08-25,-8.0,8.6,True
ALLSEC,2008-01-22,-15.2,11.8,
ALLSEC,2008-10-10,-11.1,9.1,
ALLSEC,2012-01-06,-8.9,9.3,
ALLSEC,2018-10-08,-8.4,9.9,
ALLSEC,2019-01-24,-8.0,8.4,
ALOKINDS,2007-11-19,11.1,-8.6,
ALOKINDS,2008-11-04,10.3,-8.5,
ALOKINDS,2008-11-10,8.6,-9.5,
ALOKINDS,2016-12-20,10.4,-9.5,
ALOKINDS,2018-04-13,9.3,-9.8,
ALOKINDS,2019-09-11,9.4,-8.6,
ALOKINDS,2022-02-24,-12.6,8.9,True
ALOKTEXT,2007-11-19,11.1,-8.6,
ALOKTEXT,2008-11-04,10.3,-8.5,
ALOKTEXT,2008-11-10,8.6,-9.5,
ALOKTEXT,2016-12-20,10.4,-9.5,
ALOKTEXT,2018-04-13,9.3,-9.8,
ALOKTEXT,2019-09-11,9.4,-8.6,
ALOKTEXT,2022-02-24,-12.6,8.9,
ALPA,2007-08-17,-9.6,11.9,
ALPA,2008-03-24,-13.5,9.6,
ALPA,2013-06-05,-14.3,12.5,
ALPA,2013-06-24,-9.8,10.0,
ALPA,2013-06-26,12.4,-11.8,
ALPA,2019-07-22,13.7,-11.6,
ALPA,2020-03-09,-14.1,10.8,
ALPA,2020-03-11,10.8,-9.4,
ALPA,2021-04-09,8.9,-9.5,
ALPA,2022-02-14,-8.5,10.0,
ALPA,2023-01-19,8.5,-8.6,
ALPA,2025-01-13,-9.8,9.1,
ALPA,2026-03-30,-10.0,8.1,
ALPEXSOLAR,2024-03-07,9.0,-11.1,
ALPEXSOLAR,2024-03-13,-11.1,13.9,
ALPHAGEO,2008-03-10,-8.7,10.0,
ALPHAGEO,2008-11-06,-10.6,12.4,
ALPHAGEO,2009-04-15,11.3,-9.4,
ALPHAGEO,2024-03-13,-8.8,9.8,
ALPSINDUS,2008-01-09,9.4,-11.4,
ALPSINDUS,2008-01-22,-12.1,10.2,
ALPSINDUS,2008-10-27,-11.5,10.3,
ALPSINDUS,2009-02-03,-9.6,8.6,
ALPSINDUS,2011-01-21,-9.7,9.7,
ALPSINDUS,2014-11-28,9.1,-8.3,
ALPSINDUS,2014-12-30,-13.3,11.5,
ALPSINDUS,2015-03-09,9.5,-8.7,
ALPSINDUS,2015-06-12,-17.9,18.7,
ALPSINDUS,2015-06-17,13.2,-14.0,
ALPSINDUS,2016-09-29,-9.1,9.1,
ALPSINDUS,2019-08-06,9.1,-8.3,
ALPSINDUS,2019-08-13,10.0,-9.1,
ALPSINDUS,2019-08-20,-11.1,12.5,
ALPSINDUS,2019-08-27,9.1,-8.3,
ALPSINDUS,2019-09-05,-11.1,12.5,
ALPSINDUS,2019-09-12,11.1,-10.0,
ALPSINDUS,2019-09-23,14.3,-12.5,
ALPSINDUS,2019-09-24,-12.5,14.3,
ALPSINDUS,2019-09-26,12.5,-11.1,
ALPSINDUS,2019-10-09,16.7,-14.3,
ALPSINDUS,2019-10-16,-14.3,16.7,
ALPSINDUS,2019-10-25,12.5,-11.1,
ALPSINDUS,2020-03-18,-8.3,9.1,
ALPSINDUS,2020-10-16,9.1,-8.3,
ALPSINDUS,2020-10-22,-9.1,10.0,
ALPSINDUS,2020-10-23,10.0,-9.1,
ALPSINDUS,2020-10-26,-9.1,10.0,
ALPSINDUS,2020-11-05,-8.7,9.5,
ALPSINDUS,2020-11-06,9.5,-8.7,
ALPSINDUS,2023-03-08,9.1,-8.3,
AMAR,2006-06-08,-15.2,18.6,
AMAR,2008-01-22,-17.2,16.8,
AMAR,2009-05-25,10.0,-9.3,
AMAR,2013-05-10,-8.7,9.9,
AMARAJABAT,2008-01-21,-17.0,19.7,
AMARAJABAT,2008-01-23,9.0,-8.6,
AMARAJABAT,2008-01-24,-8.6,8.4,
AMARAJABAT,2008-07-01,-10.9,8.4,
AMARAJABAT,2024-06-04,-9.5,12.5,
AMBER,2020-03-20,11.1,-11.7,True
AMBER,2024-10-22,-10.3,12.6,True
AMBIKCO,2008-06-10,-11.0,8.2,
AMBIKCO,2008-09-04,9.1,-9.8,
AMBIKCO,2008-10-17,18.3,-15.7,
AMBIKCO,2021-08-10,-10.6,12.2,
AMBUJACEM,2007-03-07,-8.4,8.7,True
AMBUJACEM,2008-11-10,8.9,-9.7,True
AMDMET,2008-03-17,12.5,-9.6,
AMDMET,2013-04-08,12.4,-11.0,
AMDMET,2013-04-23,9.1,-8.3,
AMDMET,2013-05-22,10.0,-8.2,
AMDMET,2013-06-12,11.0,-8.1,
AMDMET,2013-12-04,9.5,-9.4,
AMDMET,2013-12-05,-9.4,8.8,
AMDMET,2020-03-23,-18.0,16.6,
AMDMET,2020-12-21,-10.6,10.2,
AML,2007-11-21,11.8,-9.0,
AML,2008-08-18,-8.1,8.5,
AML,2012-03-09,13.2,-9.9,
AMTEKAUTO,2005-09-22,-10.4,8.8,
AMTEKAUTO,2006-06-08,-8.1,10.9,
AMTEKINDIA,2008-09-17,13.4,-10.9,
AMTEKINDIA,2013-01-01,11.6,-9.2,
AMTEKINDIA,2013-03-15,-18.3,14.9,
AMTEKINDIA,2013-12-20,-14.1,10.2,
AMTEKINDIA,2015-12-08,13.0,-9.3,
AMTEKINDIA,2016-01-18,-10.2,13.9,
AMTEKINDIA,2017-06-27,-8.9,8.3,
AMTEKINDIA,2019-06-21,-8.3,9.1,
AMTEKINDIA,2019-07-22,9.1,-8.3,
AMTEKINDIA,2019-07-26,9.1,-8.3,
AMTEKINDIA,2019-07-31,9.1,-8.3,
AMTEKINDIA,2019-08-07,-8.3,9.1,
AMTEKINDIA,2019-08-08,9.1,-8.3,
AMTEKINDIA,2019-08-16,9.1,-8.3,
AMTEKINDIA,2019-08-22,-10.0,11.1,
AMTEKINDIA,2019-09-03,-9.1,10.0,
AMTEKINDIA,2019-09-04,10.0,-9.1,
AMTEKINDIA,2019-09-13,-9.1,10.0,
AMTEKINDIA,2019-09-24,11.1,-10.0,
AMTEKINDIA,2019-09-25,-10.0,11.1,
AMTEKINDIA,2019-09-26,11.1,-10.0,
AMTEKINDIA,2019-09-30,-11.1,12.5,
AMTEKINDIA,2019-10-03,11.1,-10.0,
AMTEKINDIA,2019-10-10,-12.5,14.3,
AMTEKINDIA,2019-10-27,-14.3,16.7,
AMTEKINDIA,2019-11-20,10.0,-9.1,
AMTEKINDIA,2019-11-22,-10.0,11.1,
AMTEKINDIA,2019-12-20,12.5,-11.1,
AMTEKINDIA,2019-12-24,-12.5,14.3,
AMTEKINDIA,2019-12-31,-12.5,14.3,
AMTEKINDIA,2020-01-14,-12.5,14.3,
AMTEKINDIA,2020-01-15,14.3,-12.5,
AMTEKINDIA,2020-01-23,14.3,-12.5,
AMTEKINDIA,2020-02-06,-16.7,20.0,
AMTEKINDIA,2020-02-18,-14.3,16.7,
AMTEKINDIA,2020-02-20,14.3,-12.5,
AMTEKINDIA,2020-03-12,-16.7,20.0,
AMTEKINDIA,2020-03-19,12.5,-11.1,
AMTEKINDIA,2020-03-23,-12.5,14.3,
AMTEKINDIA,2020-03-24,14.3,-12.5,
AMTEKINDIA,2020-05-12,-14.3,16.7,
AMTEKINDIA,2020-05-18,-12.5,14.3,
AMTEKINDIA,2020-05-21,-12.5,14.3,
AMTEKINDIA,2020-06-03,14.3,-12.5,
AMTEKINDIA,2020-06-04,-12.5,14.3,
AMTEKINDIA,2020-08-03,-11.1,12.5,
AMTEKINDIA,2020-08-17,11.1,-10.0,
AMTEKINDIA,2020-09-23,-12.5,14.3,
AMTEKINDIA,2020-09-30,-16.7,20.0,
AMTEKINDIA,2020-10-05,16.7,-14.3,
AMTEKINDIA,2020-10-06,-14.3,16.7,
AMTEKINDIA,2020-10-08,14.3,-12.5,
AMTEKINDIA,2020-10-09,-12.5,14.3,
AMTEKINDIA,2020-11-03,12.5,-11.1,
AMTEKINDIA,2020-11-04,-11.1,12.5,
AMTEKINDIA,2020-11-20,-12.5,14.3,
AMTEKINDIA,2020-12-17,9.1,-8.3,
AMTEKINDIA,2020-12-22,-10.0,11.1,
AMTEKINDIA,2020-12-23,11.1,-10.0,
AMTEKINDIA,2020-12-24,-10.0,11.1,
AMTEKINDIA,2020-12-30,-10.0,11.1,
AMTEKINDIA,2021-03-12,-14.3,16.7,
AMTEKINDIA,2021-03-22,-14.3,16.7,
AMTEKINDIA,2021-03-31,-14.3,16.7,
AMTEKINDIA,2021-04-06,12.5,-11.1,
AMTEKINDIA,2021-04-09,-12.5,14.3,
AMTEKINDIA,2021-07-05,-10.0,11.1,
ANANTRAJ,2008-07-01,-9.0,9.3,True
ANANTRAJ,2008-07-02,9.3,-8.7,True
ANANTRAJ,2008-09-16,-16.5,14.6,True
ANANTRAJ,2009-04-15,9.5,-9.7,True
ANANTRAJ,2009-04-16,-9.7,10.1,True
ANANTRAJ,2009-11-03,-10.5,8.2,True
ANANTRAJ,2026-04-24,-9.4,8.3,True
ANDHRABANK,2008-01-22,-11.0,14.9,
ANDHRABANK,2008-10-27,-10.1,9.6,
ANDHRAPAP,2006-06-08,-8.3,11.6,True
ANDHRAPAP,2008-01-09,8.5,-8.6,True
ANDHRAPAP,2008-07-18,9.9,-10.2,True
ANDHRAPAP,2008-11-05,13.9,-9.9,True
ANDHRAPAP,2015-07-23,8.9,-10.8,True
ANDHRSUGAR,2006-06-08,-12.3,13.2,True
ANDHRSUGAR,2008-01-22,-8.7,8.9,True
ANDHRSUGAR,2020-03-24,-12.5,8.8,True
ANDHRSUGAR,2022-02-24,-8.2,8.3,True
ANGELBRKG,2020-10-30,8.5,-10.6,
ANKURDRUGS,2013-06-25,9.8,-9.5,
ANSALAPI,2008-01-10,-9.3,10.6,True
ANSALAPI,2008-10-29,-12.8,9.8,True
ANSALAPI,2008-11-04,14.2,-10.4,True
ANSALAPI,2012-09-24,-17.7,15.7,True
ANSALAPI,2018-10-01,-8.3,10.5,True
ANSALHSG,2008-03-24,-10.0,10.0,
ANSALHSG,2019-11-11,9.6,-9.8,
ANSALINFRA,2008-01-10,-9.3,10.6,
ANSALINFRA,2008-10-29,-12.8,9.8,
ANSALINFRA,2008-11-04,14.2,-10.4,
ANSALINFRA,2012-09-24,-17.7,15.7,
ANSALINFRA,2018-10-01,-8.3,10.5,
ANTELOPUS,2007-09-24,8.7,-8.2,
ANTELOPUS,2008-01-22,-17.9,19.0,
APARINDS,2006-06-08,-10.4,9.4,True
APCOTEXIND,2008-01-22,-13.6,15.2,
APCOTEXIND,2009-01-15,-8.2,9.6,
APCOTEXIND,2009-03-09,-13.3,16.4,
APCOTEXIND,2020-03-19,-9.1,12.5,
APCOTEXIND,2020-03-20,12.5,-12.7,
APIL,2006-05-22,-11.9,9.3,
APIL,2026-02-17,10.0,-10.0,
APLAPOLLO,2013-09-02,10.0,-8.2,True
APOLLOHOSP,2011-12-15,-13.7,10.7,True
APOLLOHOSP,2020-03-20,15.5,-15.0,True
APOLLOTYRE,2008-01-22,-10.4,10.2,True
APOLLOTYRE,2009-06-16,9.6,-9.0,True
APPAPER,2006-06-08,-8.3,11.6,
APPAPER,2008-01-09,8.5,-8.6,
APPAPER,2008-07-18,9.9,-10.2,
APPAPER,2008-11-05,13.9,-9.9,
APPAPER,2015-07-23,8.9,-10.8,
APTECHT,2006-05-22,-13.4,10.6,
APTECHT,2006-06-08,-13.9,12.3,
APTECHT,2008-01-22,-12.6,13.5,True
APTECHT,2008-07-01,-9.8,11.7,True
APTECHT,2008-10-16,8.2,-10.1,True
APTECHT,2008-11-10,12.7,-8.9,True
APTECHT,2008-12-24,10.2,-9.5,True
APTECHT,2009-06-08,-11.2,8.2,True
AQUA,2010-11-26,-12.7,12.2,
ARCHIES,2006-06-08,-10.5,9.3,True
ARCHIES,2009-04-15,8.8,-10.6,True
ARCHIES,2014-09-15,11.8,-12.4,True
ARCHIES,2016-02-15,10.7,-8.1,True
ARCOTECH,2015-10-26,-19.7,19.1,
ARE&M,2008-01-21,-17.0,19.7,True
ARE&M,2008-01-23,9.0,-8.6,True
ARE&M,2008-01-24,-8.6,8.4,True
ARE&M,2008-07-01,-10.9,8.4,True
ARE&M,2024-06-04,-9.5,12.5,True
ARHAMFISCL,2005-02-15,-15.0,11.0,
ARHAMFISCL,2005-07-05,-8.9,10.0,
ARHAMFISCL,2007-01-08,12.2,-10.9,
ARHAMFISCL,2016-03-30,-13.1,9.9,
ARIES,2008-01-14,-16.6,14.8,
ARIES,2009-04-02,8.0,-8.4,
ARIHANTCAP,2025-10-23,12.6,-12.0,
ARIHANTSUP,2021-08-10,-8.7,8.7,
ARIHANTSUP,2022-06-20,10.6,-8.1,
ARIHANTSUP,2024-06-04,-12.1,9.9,
ARMANFIN,2020-03-12,-15.1,12.0,
ARMANFIN,2020-03-13,12.0,-12.2,
ARMANFIN,2020-03-19,-8.3,8.6,
ARMANFIN,2020-03-20,8.6,-10.0,
ARSHIYA,2015-07-20,11.0,-8.5,True
ARSHIYA,2016-06-13,-19.0,19.8,True
ARSHIYA,2019-04-02,-8.3,11.4,True
ARSHIYA,2020-03-06,-13.3,13.5,True
ARSHIYA,2021-10-13,11.7,-9.9,True
ARSSINFRA,2020-03-12,-13.0,13.8,
ARSSINFRA,2020-03-19,-11.7,12.7,
ARSSINFRA,2020-03-20,12.7,-15.2,
ARSSINFRA,2021-04-12,-12.7,16.1,
ARSSINFRA,2022-01-04,10.5,-10.6,
ARVIND,2008-07-01,-11.2,8.4,True
ARVIND,2008-07-02,8.4,-8.9,True
ARVIND,2008-10-10,-12.0,14.2,True
ARVIND,2008-11-04,10.8,-8.3,True
ARVINDFASN,2020-04-20,10.0,-8.1,True
ARVINDMILL,2008-07-01,-11.2,8.4,
ARVINDMILL,2008-07-02,8.4,-8.9,
ARVINDMILL,2008-10-10,-12.0,14.2,
ARVINDMILL,2008-11-04,10.8,-8.3,
ARVINDREM,2015-02-16,-11.1,10.2,
ASAL,2008-10-08,10.1,-12.3,
ASAL,2008-10-27,-13.3,14.8,
ASAL,2008-11-04,8.4,-10.7,
ASAL,2008-11-05,-10.7,8.7,
ASAL,2008-11-11,9.6,-9.7,
ASAL,2013-09-11,9.8,-8.0,
ASAL,2019-10-30,10.8,-13.7,
ASAL,2024-03-13,-9.7,10.0,
ASHAPURMIN,2011-05-31,-11.6,15.1,
ASHAPURMIN,2016-02-22,10.9,-8.1,
ASHAPURMIN,2022-02-24,-9.5,9.0,
