symbol,date,move_pct,revert_pct,kite_agrees
KAMATHOTEL,2008-11-07,-8.2,9.2,
KAMATHOTEL,2020-03-12,-10.4,9.1,
KAMATHOTEL,2020-03-13,9.1,-8.1,
KAMDHENU,2006-05-17,10.0,-10.0,
KAMDHENU,2008-10-10,-13.9,16.5,
KAMDHENU,2009-04-15,13.5,-12.4,
KAMDHENU,2014-07-09,-9.9,9.9,
KANSAINER,2008-03-17,-17.1,20.0,True
KARDA,2022-04-05,9.7,-8.0,
KARDA,2026-03-30,-8.3,9.1,
KARURVYSYA,2008-01-22,-9.0,10.7,True
KARURVYSYA,2024-06-04,-11.0,9.6,True
KAUSHALYA,2008-01-22,-19.4,19.3,
KAUSHALYA,2009-07-13,-10.0,9.0,
KAUSHALYA,2012-12-10,9.3,-10.1,
KAUSHALYA,2013-04-05,11.0,-9.9,
KAUSHALYA,2013-04-18,-12.8,12.2,
KAUSHALYA,2015-06-05,9.9,-9.0,
KAUSHALYA,2016-01-18,-11.9,9.0,
KAUSHALYA,2016-01-19,9.0,-8.2,
KAUSHALYA,2019-06-17,-10.0,11.1,
KAUSHALYA,2019-06-20,-10.0,11.1,
KAUSHALYA,2019-06-24,10.0,-9.1,
KAUSHALYA,2019-07-03,12.5,-11.1,
KAUSHALYA,2019-07-04,-11.1,12.5,
KAUSHALYA,2019-09-17,14.3,-12.5,
KAUSHALYA,2019-09-26,12.5,-11.1,
KAUSHALYA,2019-09-27,-11.1,12.5,
KAUSHALYA,2019-10-16,12.5,-11.1,
KAUSHALYA,2019-11-06,-10.0,11.1,
KAUSHALYA,2020-01-10,-9.1,10.0,
KAUSHALYA,2020-01-22,-10.0,11.1,
KAUSHALYA,2020-01-24,10.0,-9.1,
KAUSHALYA,2020-01-29,-10.0,11.1,
KAUSHALYA,2020-02-10,12.5,-11.1,
KAUSHALYA,2020-02-12,-12.5,14.3,
KAUSHALYA,2020-02-20,-11.1,12.5,
KAUSHALYA,2020-02-24,12.5,-11.1,
KAUSHALYA,2020-02-25,-11.1,12.5,
KAUSHALYA,2020-03-03,-12.5,14.3,
KAUSHALYA,2020-03-12,-12.5,14.3,
KAUSHALYA,2020-03-13,14.3,-12.5,
KAUSHALYA,2020-03-20,-12.5,14.3,
KAUSHALYA,2020-03-23,14.3,-12.5,
KAUSHALYA,2020-03-24,-12.5,14.3,
KAUSHALYA,2020-03-25,14.3,-12.5,
KAUSHALYA,2020-03-26,-12.5,14.3,
KAUSHALYA,2020-04-15,-11.1,12.5,
KAUSHALYA,2020-04-16,12.5,-11.1,
KAUSHALYA,2020-04-21,12.5,-11.1,
KAUSHALYA,2020-04-22,-11.1,12.5,
KAUSHALYA,2020-05-20,14.3,-12.5,
KAUSHALYA,2020-06-16,-9.1,10.0,
KAUSHALYA,2020-06-17,10.0,-9.1,
KAUSHALYA,2023-06-02,9.6,-8.7,
KAUSHALYA,2023-06-05,-8.7,9.6,
KAVVERITEL,2009-04-27,9.9,-9.9,
KAVVERITEL,2013-05-06,10.0,-8.2,
KAVVERITEL,2014-05-16,-8.4,9.6,
KAVVERITEL,2015-09-09,8.3,-8.7,
KAVVERITEL,2015-09-10,-8.7,8.4,
KAVVERITEL,2016-02-10,8.5,-9.5,
KAVVERITEL,2018-07-05,-9.4,8.4,
KAVVERITEL,2018-07-13,-11.1,11.9,
KAVVERITEL,2018-07-16,11.9,-13.6,
KAVVERITEL,2018-07-17,-13.6,16.4,
KAYNES,2025-12-08,-12.6,13.8,True
KAYNES,2025-12-09,13.8,-10.2,True
KBCGLOBAL,2022-04-05,9.7,-8.0,
KBCGLOBAL,2026-03-30,-8.3,9.1,
KCP,2008-01-22,-15.2,16.7,True
KCP,2008-10-17,-16.3,16.6,True
KCPSUGIND,2018-09-17,17.2,-13.7,
KCPSUGIND,2020-03-17,13.7,-10.5,
KCPSUGIND,2024-06-04,-8.4,8.0,
KDDL,2024-09-13,9.6,-8.4,
KEC,2008-02-11,9.7,-11.6,True
KEC,2008-10-27,-9.2,9.2,True
KEC,2008-10-28,9.2,-10.0,True
KECINFRA,2009-04-15,9.4,-8.6,
KECINTL,2009-04-15,9.4,-8.6,
KEI,2008-10-14,12.0,-10.0,True
KEI,2008-12-16,13.8,-9.8,True
KEI,2013-03-20,-10.0,12.6,True
KEI,2019-08-22,-9.6,8.4,True
KELLTONTEC,2020-03-05,10.3,-11.9,
KELLTONTEC,2020-03-09,-16.8,15.9,
KELLTONTEC,2024-03-13,-9.5,12.6,
KEMROCK,2014-11-14,10.0,-10.0,
KEMROCK,2014-11-17,-10.0,9.9,
KEMROCK,2014-12-08,14.2,-14.1,
KESORAMIND,2008-01-22,-13.8,12.0,False
KESORAMIND,2009-01-06,8.8,-9.3,True
KESORAMIND,2020-03-17,9.8,-9.5,True
KESORAMIND,2022-01-20,11.2,-8.7,True
KFA,2008-03-24,-9.4,12.6,
KFA,2008-07-02,8.0,-8.8,
KFA,2008-07-10,8.4,-9.4,
KFA,2010-12-09,-10.2,8.9,
KFA,2011-11-11,-9.4,8.9,
KFA,2012-04-02,-8.8,11.6,
KGL,2012-09-11,-12.7,12.9,
KGL,2015-05-11,8.3,-10.3,
KGL,2016-11-09,-8.6,9.4,
KGL,2019-07-30,-9.1,10.0,
KGL,2019-07-31,10.0,-9.1,
KGL,2019-08-06,11.1,-10.0,
KGL,2019-08-16,-14.3,16.7,
KGL,2019-08-29,-14.3,16.7,
KGL,2019-08-30,16.7,-14.3,
KGL,2019-09-04,-16.7,20.0,
KGL,2019-09-06,16.7,-14.3,
KGL,2019-09-09,-14.3,16.7,
KGL,2019-09-11,16.7,-14.3,
KGL,2019-09-12,-14.3,16.7,
KGL,2019-09-20,14.3,-12.5,
KGL,2019-09-26,16.7,-14.3,
KGL,2019-11-04,14.3,-12.5,
KGL,2019-11-05,-12.5,14.3,
KGL,2019-11-08,-12.5,14.3,
KGL,2019-11-13,12.5,-11.1,
KGL,2019-11-26,14.3,-12.5,
KGL,2019-11-29,14.3,-12.5,
KGL,2019-12-10,14.3,-12.5,
KGL,2019-12-13,-14.3,16.7,
KGL,2019-12-16,16.7,-14.3,
KGL,2019-12-17,-14.3,16.7,
KGL,2019-12-24,-14.3,16.7,
KGL,2019-12-31,-16.7,20.0,
KGL,2020-01-08,-14.3,16.7,
KGL,2020-01-23,16.7,-14.3,
KGL,2020-02-10,20.0,-16.7,
KGL,2020-02-13,20.0,-16.7,
KGL,2020-03-05,20.0,-16.7,
KGL,2020-06-05,16.7,-14.3,
KGL,2020-07-02,-9.1,10.0,
KGL,2020-07-13,9.1,-8.3,
KGL,2020-07-20,-10.0,11.1,
KGL,2020-07-31,-12.5,14.3,
KGL,2020-08-11,11.1,-10.0,
KGL,2020-08-18,-12.5,14.3,
KGL,2020-08-20,12.5,-11.1,
KGL,2020-09-01,14.3,-12.5,
KGL,2020-09-04,14.3,-12.5,
KGL,2020-12-21,-14.3,16.7,
KGL,2020-12-22,16.7,-14.3,
KGL,2020-12-23,-14.3,16.7,
KGL,2020-12-24,16.7,-14.3,
KGL,2020-12-28,-14.3,16.7,
KGL,2020-12-31,-14.3,16.7,
KGL,2021-01-05,12.5,-11.1,
KGL,2021-01-13,-14.3,16.7,
KGL,2021-01-28,-14.3,16.7,
KGL,2021-02-12,16.7,-14.3,
KGL,2021-02-22,-16.7,20.0,
KGL,2021-03-01,-16.7,20.0,
KGL,2021-03-02,20.0,-16.7,
KGL,2021-03-03,-16.7,20.0,
KGL,2021-03-04,20.0,-16.7,
KGL,2021-03-05,-16.7,20.0,
KGL,2021-03-08,20.0,-16.7,
KGL,2021-03-09,-16.7,20.0,
KGL,2021-03-10,20.0,-16.7,
KGL,2021-03-19,-16.7,20.0,
KGL,2021-03-22,20.0,-16.7,
KHADIM,2020-06-08,10.0,-10.0,
KIL,2006-05-17,10.0,-10.0,
KIL,2008-10-10,-13.9,16.5,
KIL,2009-04-15,13.5,-12.4,
KIL,2014-07-09,-9.9,9.9,
KIOCL,2022-06-17,12.0,-8.1,True
KIOCL,2024-02-12,-12.3,9.1,True
KIRIDYES,2009-05-18,18.1,-16.4,
KIRIDYES,2020-03-20,8.6,-10.0,
KIRIINDUS,2009-05-18,18.1,-16.4,
KIRIINDUS,2020-03-20,8.6,-10.0,
KIRLOSBROS,2020-03-12,-12.9,10.3,True
KIRLOSBROS,2020-03-13,10.3,-8.0,True
KIRLOSENG,2014-01-15,8.5,-8.5,True
KIRLOSIND,2009-05-26,-10.0,9.7,True
KIRLOSOIL,2009-05-26,-10.0,9.7,
KIRLPNU,2025-03-24,13.4,-9.7,
KITEX,2020-03-20,9.9,-9.3,True
KITEX,2021-07-14,10.0,-10.0,True
KITEX,2021-12-16,11.2,-8.2,True
KITEX,2022-02-24,-11.3,10.4,True
KITPLYIND,2008-11-21,10.5,-8.6,
KITPLYIND,2011-12-26,9.3,-8.5,
KITPLYIND,2013-02-14,-12.2,9.3,
KITPLYIND,2013-04-03,15.8,-18.2,
KITPLYIND,2013-04-08,-20.0,18.7,
KITPLYIND,2013-05-27,-15.0,14.7,
KITPLYIND,2013-06-14,20.0,-16.7,
KITPLYIND,2013-06-17,-16.7,20.0,
KKCL,2008-06-24,9.9,-8.9,True
KKCL,2008-07-08,-13.3,13.0,True
KKCL,2008-11-18,-8.5,8.1,True
KKCL,2008-11-19,8.1,-11.4,True
KKCL,2008-12-02,10.4,-10.6,True
KKCL,2008-12-03,-10.6,12.7,True
KKCL,2022-12-23,-8.0,8.9,True
KLGSYSTEL,2013-07-22,8.2,-9.7,
KMSUGAR,2008-03-10,-8.4,10.1,
KMSUGAR,2011-02-07,11.8,-8.4,
KMSUGAR,2011-11-17,11.1,-8.0,
KMSUGAR,2011-11-30,-10.2,9.1,
KMSUGAR,2012-01-30,-8.0,10.9,
KMSUGAR,2015-02-02,-11.0,11.0,
KMSUGAR,2015-10-09,9.1,-9.7,
KMSUGAR,2020-03-20,12.6,-11.2,
KMSUGAR,2022-06-20,-9.8,9.7,
KNL,2012-09-11,-12.7,12.9,
KNL,2015-05-11,8.3,-10.3,
KNL,2016-11-09,-8.6,9.4,
KNL,2019-07-30,-9.1,10.0,
KNL,2019-07-31,10.0,-9.1,
KNL,2019-08-06,11.1,-10.0,
KNL,2019-08-16,-14.3,16.7,
KNL,2019-08-29,-14.3,16.7,
KNL,2019-08-30,16.7,-14.3,
KNL,2019-09-04,-16.7,20.0,
KNL,2019-09-06,16.7,-14.3,
KNL,2019-09-09,-14.3,16.7,
KNL,2019-09-11,16.7,-14.3,
KNL,2019-09-12,-14.3,16.7,
KNL,2019-09-20,14.3,-12.5,
KNL,2019-09-26,16.7,-14.3,
KNL,2019-11-04,14.3,-12.5,
KNL,2019-11-05,-12.5,14.3,
KNL,2019-11-08,-12.5,14.3,
KNL,2019-11-13,12.5,-11.1,
KNL,2019-11-26,14.3,-12.5,
KNL,2019-11-29,14.3,-12.5,
KNL,2019-12-10,14.3,-12.5,
KNL,2019-12-13,-14.3,16.7,
KNL,2019-12-16,16.7,-14.3,
KNL,2019-12-17,-14.3,16.7,
KNL,2019-12-24,-14.3,16.7,
KNL,2019-12-31,-16.7,20.0,
KNL,2020-01-08,-14.3,16.7,
KNL,2020-01-23,16.7,-14.3,
KNL,2020-02-10,20.0,-16.7,
KNL,2020-02-13,20.0,-16.7,
KNL,2020-03-05,20.0,-16.7,
KNL,2020-06-05,16.7,-14.3,
KNL,2020-07-02,-9.1,10.0,
KNL,2020-07-13,9.1,-8.3,
KNL,2020-07-20,-10.0,11.1,
KNL,2020-07-31,-12.5,14.3,
KNL,2020-08-11,11.1,-10.0,
KNL,2020-08-18,-12.5,14.3,
KNL,2020-08-20,12.5,-11.1,
KNL,2020-09-01,14.3,-12.5,
KNL,2020-09-04,14.3,-12.5,
KNL,2020-12-21,-14.3,16.7,
KNL,2020-12-22,16.7,-14.3,
KNL,2020-12-23,-14.3,16.7,
KNL,2020-12-24,16.7,-14.3,
KNL,2020-12-28,-14.3,16.7,
KNL,2020-12-31,-14.3,16.7,
KNL,2021-01-05,12.5,-11.1,
KNL,2021-01-13,-14.3,16.7,
KNL,2021-01-28,-14.3,16.7,
KNL,2021-02-12,16.7,-14.3,
KNL,2021-02-22,-16.7,20.0,
KNL,2021-03-01,-16.7,20.0,
KNL,2021-03-02,20.0,-16.7,
KNL,2021-03-03,-16.7,20.0,
KNL,2021-03-04,20.0,-16.7,
KNL,2021-03-05,-16.7,20.0,
KNL,2021-03-08,20.0,-16.7,
KNL,2021-03-09,-16.7,20.0,
KNL,2021-03-10,20.0,-16.7,
KNL,2021-03-19,-16.7,20.0,
KNL,2021-03-22,20.0,-16.7,
KNRCON,2005-05-26,11.4,-8.2,
KNRCON,2008-10-27,-9.6,8.3,True
KOHINOOR,2006-06-08,-14.8,11.3,True
KOHINOOR,2008-10-13,-12.7,13.4,True
KOHINOOR,2018-09-19,9.0,-8.8,True
KOHINOOR,2024-06-04,-9.4,9.1,True
KOLTEPATIL,2008-01-22,-13.7,16.2,True
KOLTEPATIL,2008-03-24,-12.5,11.6,True
KOLTEPATIL,2008-10-14,9.5,-10.2,True
KOLTEPATIL,2014-07-08,-13.7,10.4,True
KOLTEPATIL,2020-03-27,8.5,-8.2,True
KOLTEPATIL,2022-02-24,-9.9,9.1,True
KOPDRUGS,2008-07-02,-8.6,8.7,
KOPDRUGS,2009-02-04,-8.5,9.2,
KOPDRUGS,2009-12-09,9.4,-9.8,
KOPDRUGS,2010-05-03,10.2,-8.9,
KOPDRUGS,2011-12-16,-10.1,8.5,
KOPDRUGS,2013-01-18,9.2,-8.5,
KOPDRUGS,2013-01-24,-9.2,8.5,
KOPDRUGS,2013-03-19,8.9,-10.2,
KOPRAN,2009-04-15,10.6,-9.6,True
KOPRAN,2011-02-10,-12.3,10.1,True
KOPRAN,2011-03-29,-8.6,10.2,True
KOPRAN,2020-03-12,-17.9,16.0,True
KOPRAN,2020-03-31,12.1,-8.7,True
KOTAKBANK,2006-06-08,-19.0,19.8,True
KOTAKBANK,2008-07-02,8.4,-10.7,True
KOTARISUG,2013-11-05,16.7,-19.6,
KOTARISUG,2013-11-06,-19.6,18.5,
KOTARISUG,2013-12-11,12.1,-14.0,
KOTARISUG,2022-02-24,-11.7,9.1,
KOTARISUG,2022-12-23,-11.3,10.7,
KOTHARIPRO,2009-04-15,10.3,-12.3,True
KOTHARIPRO,2020-03-12,-11.1,8.8,True
KOUTONS,2011-11-25,9.6,-8.4,
KPIT,2008-10-10,-13.2,14.6,
KPIT,2008-11-28,-9.5,11.2,
KPIT,2020-03-19,-13.4,9.9,
KPIT,2020-03-20,9.9,-10.0,
KPITTECH,2020-12-21,-10.7,12.8,True
KPRMILL,2008-11-06,-8.2,9.1,True
KPRMILL,2025-05-09,9.9,-9.5,True
KRBL,2006-05-22,-16.4,20.0,True
KRBL,2006-05-30,11.8,-10.1,True
KRBL,2008-03-24,-8.5,8.6,True
KRBL,2008-10-28,13.0,-11.2,True
KRBL,2009-04-15,11.8,-8.7,True
KRBL,2020-03-12,-17.6,14.7,True
KRBL,2020-03-13,14.7,-12.6,True
KRIDHANINF,2021-10-08,9.6,-8.7,
KRIDHANINF,2023-04-11,9.1,-9.7,
KRIDHANINF,2024-10-21,9.8,-10.2,
KRIDHANINF,2025-04-07,-9.8,9.9,
KRISHANA,2017-10-30,10.6,-9.6,
KRISHANA,2018-06-04,-15.7,15.3,
KRISHANA,2018-08-24,10.7,-9.6,
KRISHANA,2018-10-22,15.3,-13.3,
KRISHANA,2019-03-26,11.9,-10.0,
KRISHANA,2019-07-02,18.1,-15.3,
KRISHANA,2019-07-25,-9.1,9.5,
KRISHNADEF,2024-03-13,-9.7,10.1,
KSCL,2008-10-01,11.8,-11.6,True
KSCL,2008-10-06,-16.3,16.2,True
KSCL,2008-10-10,-15.7,11.9,True
KSCL,2015-12-30,-9.0,10.3,True
KSERAPRO,2013-04-09,9.8,-9.5,
KSERAPRO,2015-03-17,9.3,-8.5,
KSERASERA,2013-04-09,9.8,-9.5,
KSERASERA,2015-03-17,9.3,-8.5,
KSERASERA,2015-04-08,12.5,-11.1,
KSERASERA,2015-04-17,-12.5,14.3,
KSERASERA,2015-05-07,-14.3,16.7,
KSERASERA,2015-05-13,-14.3,16.7,
KSERASERA,2015-05-18,-14.3,16.7,
KSERASERA,2015-06-01,-14.3,16.7,
KSERASERA,2015-06-02,16.7,-14.3,
KSERASERA,2015-06-05,-16.7,20.0,
KSERASERA,2015-06-24,-16.7,20.0,
KSERASERA,2015-07-28,20.0,-16.7,
KSERASERA,2015-08-04,20.0,-16.7,
KSERASERA,2015-08-05,-16.7,20.0,
KSERASERA,2015-08-18,20.0,-16.7,
KSERASERA,2015-08-19,-16.7,20.0,
KSERASERA,2015-08-20,20.0,-16.7,
KSERASERA,2015-12-04,-14.3,16.7,
KSERASERA,2016-01-01,16.7,-14.3,
KSERASERA,2016-01-04,-14.3,16.7,
KSERASERA,2018-01-16,11.1,-10.0,
KSERASERA,2018-01-22,-14.3,16.7,
KSERASERA,2018-01-23,16.7,-14.3,
KSERASERA,2018-04-09,-16.7,20.0,
KSERASERA,2018-04-12,-16.7,20.0,
KSERASERA,2020-05-11,20.0,-16.7,
KSERASERA,2020-06-18,16.7,-14.3,
KSERASERA,2020-06-24,-16.7,20.0,
KSERASERA,2020-07-07,-12.5,14.3,
KSERASERA,2020-07-10,-12.5,14.3,
KSERASERA,2020-07-13,14.3,-12.5,
KSERASERA,2020-07-15,-14.3,16.7,
KSERASERA,2020-07-30,-16.7,20.0,
KSERASERA,2020-08-07,-16.7,20.0,
KSERASERA,2020-08-10,20.0,-16.7,
KSERASERA,2020-08-11,-16.7,20.0,
KSHINTL,2026-06-08,-8.5,9.3,
KSK,2012-12-27,-10.2,12.6,
KSK,2017-09-22,-9.9,10.0,
KSK,2019-09-04,-8.3,9.1,
KSK,2019-09-09,-8.3,9.1,
KSK,2019-09-17,9.1,-8.3,
KSK,2019-09-18,-8.3,9.1,
KSK,2019-10-01,-11.1,12.5,
KSK,2019-10-10,11.1,-10.0,
KSK,2019-10-23,11.1,-10.0,
KSK,2019-10-24,-10.0,11.1,
KSK,2019-11-15,-8.3,9.1,
KSK,2019-12-17,9.1,-8.3,
KSK,2020-01-01,-9.1,10.0,
KSK,2020-01-06,9.1,-8.3,
KSK,2020-01-15,10.0,-9.1,
KSK,2020-01-21,10.0,-9.1,
KSK,2020-01-28,10.0,-9.1,
KSK,2020-02-07,11.1,-10.0,
KSK,2020-02-14,-11.1,12.5,
KSK,2020-02-17,12.5,-11.1,
KSK,2020-02-20,12.5,-11.1,
KSK,2020-02-27,-12.5,14.3,
KSK,2020-02-28,14.3,-12.5,
KSK,2020-03-19,-16.7,20.0,
KSK,2020-03-20,20.0,-16.7,
KSK,2020-03-23,-16.7,20.0,
KSK,2020-03-24,20.0,-16.7,
KSK,2020-03-25,-16.7,20.0,
KSK,2020-04-07,-14.3,16.7,
KSK,2020-04-08,16.7,-14.3,
KSK,2020-04-21,14.3,-12.5,
KSK,2020-04-22,-12.5,14.3,
KSK,2020-05-22,-14.3,16.7,
KSK,2020-05-28,-14.3,16.7,
KSK,2020-06-12,-8.3,9.1,
KSK,2020-09-01,-11.1,12.5,
KSK,2020-09-02,12.5,-11.1,
KSK,2020-09-03,-11.1,12.5,
KSK,2020-09-04,12.5,-11.1,
KSK,2020-09-07,-11.1,12.5,
KSK,2020-09-08,12.5,-11.1,
KSK,2020-09-22,-11.1,12.5,
KSK,2020-09-23,12.5,-11.1,
KSK,2020-09-24,-11.1,12.5,
KSK,2020-09-25,12.5,-11.1,
KSK,2020-10-06,-12.5,14.3,
KSK,2020-10-22,-12.5,14.3,
KSK,2020-10-30,14.3,-12.5,
KSK,2020-11-04,14.3,-12.5,
KSK,2020-11-05,-12.5,14.3,
KSK,2020-11-11,-12.5,14.3,
KSK,2020-11-12,14.3,-12.5,
KSK,2020-11-13,-12.5,14.3,
KSK,2020-12-23,-8.3,9.1,
KSL,2012-02-27,-8.7,9.8,True
KSOILS,2008-03-17,-11.2,11.9,
KSOILS,2008-03-18,11.9,-9.6,
KSOILS,2012-02-21,12.2,-8.9,
KTKBANK,2022-12-23,-9.4,10.0,True
KUANTUM,2019-10-27,11.6,-8.3,
KUANTUM,2021-08-09,9.1,-8.9,
KUANTUM,2022-02-24,-9.6,10.8,
KWALITY,2019-06-19,-9.3,8.2,
LAKSHMIEFL,2007-04-26,8.2,-8.5,
LAKSHMIEFL,2009-07-07,10.7,-8.1,
LAKSHMIEFL,2013-02-15,-11.6,9.7,
LAKSHMIEFL,2016-07-20,9.4,-9.4,
LAKSHVILAS,2008-01-22,-12.8,12.2,
LAKSHVILAS,2008-12-19,9.6,-8.2,
LAKSHVILAS,2018-09-28,-19.2,19.4,
LAKSHVILAS,2019-03-06,12.5,-9.8,
LAKSHVILAS,2019-06-12,-9.3,9.6,
LAMBODHARA,2015-05-27,8.5,-8.2,
LAMBODHARA,2015-05-28,-8.2,10.0,
LAMBODHARA,2015-06-09,14.1,-15.6,
LAMBODHARA,2016-03-14,15.6,-13.3,
LAMBODHARA,2017-09-06,11.5,-8.6,
LAMBODHARA,2020-03-09,-8.5,8.1,
LAMBODHARA,2020-12-14,10.0,-10.0,
LAMBODHARA,2025-04-07,-9.1,10.0,
LAOPALA,2008-01-22,-16.8,16.9,True
LAOPALA,2008-01-24,-12.8,13.7,True
LAOPALA,2009-07-15,8.1,-8.9,True
LAOPALA,2015-07-10,10.6,-9.0,True
LAXMIINDIA,2026-03-30,-8.5,10.4,
LAXMIMACH,2007-01-29,8.1,-8.5,
LAXMIMACH,2008-10-29,-11.3,9.2,
LEEL,2009-04-15,10.2,-10.0,
LEEL,2015-04-27,-10.3,9.2,
LGBBROSLTD,2006-06-08,-9.0,9.9,True
LGBBROSLTD,2008-10-27,-11.9,12.3,True
LGBBROSLTD,2013-12-06,8.7,-8.4,True
LGBBROSLTD,2020-01-06,-9.3,10.0,True
LGBROS,2006-06-08,-9.0,9.9,
LGBROS,2008-10-27,-11.9,12.3,
LGBROS,2013-12-06,8.7,-8.4,
LGBROS,2020-01-06,-9.3,10.0,
LIBERTSHOE,2008-01-22,-10.8,8.6,
LIBERTSHOE,2024-01-23,-9.2,8.7,
LICHSGFIN,2008-01-22,-16.9,17.9,False
LICHSGFIN,2008-10-10,-9.3,11.5,False
LICHSGFIN,2008-10-14,10.4,-11.2,False
LICHSGFIN,2020-03-12,-11.5,9.8,True
LICHSGFIN,2020-03-13,9.8,-8.8,True
LICHSGFIN,2020-04-23,9.2,-9.2,True
LIKHITHA,2026-03-27,10.8,-9.4,
LIKHITHA,2026-03-30,-9.4,9.0,
LITL,2007-03-13,10.6,-8.1,
LITL,2007-09-19,11.9,-8.1,
LITL,2008-01-24,-9.9,8.4,
LITL,2008-10-27,-8.5,9.1,
LITL,2008-12-04,9.7,-8.7,
LITL,2009-06-08,-9.1,8.0,
LITL,2012-02-27,-12.1,10.6,
LITL,2013-06-12,-10.1,8.0,
LITL,2014-05-23,10.0,-9.8,
LITL,2015-10-05,9.3,-9.3,
LITL,2018-08-30,-9.1,10.0,
LLOYDELENG,2009-04-15,10.2,-10.0,
LLOYDELENG,2015-04-27,-10.3,9.2,
LLOYDSENGG,2016-09-26,-9.1,10.0,
LLOYDSENGG,2017-05-24,-10.3,8.6,
LLOYDSENGG,2019-04-23,-14.3,16.7,
LLOYDSENGG,2019-04-24,16.7,-14.3,
LLOYDSENGG,2019-04-25,-14.3,16.7,
LLOYDSENGG,2019-04-26,16.7,-14.3,
LLOYDSENGG,2019-06-14,-8.3,9.1,
LLOYDSENGG,2019-06-17,9.1,-8.3,
LLOYDSENGG,2019-06-24,-9.1,10.0,
LLOYDSENGG,2019-06-25,10.0,-9.1,
LLOYDSENGG,2019-07-11,-9.1,10.0,
LLOYDSENGG,2019-07-16,-9.1,10.0,
LLOYDSENGG,2019-07-17,10.0,-9.1,
LLOYDSENGG,2019-08-06,10.0,-9.1,
LLOYDSENGG,2019-08-09,10.0,-9.1,
LLOYDSENGG,2019-08-22,-10.0,11.1,
LLOYDSENGG,2019-08-28,-10.0,11.1,
LLOYDSENGG,2019-09-03,-10.0,11.1,
LLOYDSENGG,2019-09-04,11.1,-10.0,
LLOYDSENGG,2019-09-11,11.1,-10.0,
LLOYDSENGG,2019-09-12,-10.0,11.1,
LLOYDSENGG,2019-09-23,11.1,-10.0,
LLOYDSENGG,2019-09-24,-10.0,11.1,
LLOYDSENGG,2019-10-04,-11.1,12.5,
LLOYDSENGG,2019-10-11,11.1,-10.0,
LLOYDSENGG,2019-10-24,11.1,-10.0,
LLOYDSENGG,2019-10-31,11.1,-10.0,
LLOYDSENGG,2019-11-01,-10.0,11.1,
LLOYDSENGG,2019-11-11,10.0,-9.1,
LLOYDSENGG,2019-12-04,10.0,-9.1,
LLOYDSENGG,2019-12-09,10.0,-9.1,
LLOYDSENGG,2019-12-13,10.0,-9.1,
LLOYDSENGG,2019-12-19,-10.0,11.1,
LLOYDSENGG,2019-12-20,11.1,-10.0,
LLOYDSENGG,2019-12-23,-10.0,11.1,
LLOYDSENGG,2019-12-27,-10.0,11.1,
LLOYDSENGG,2019-12-30,11.1,-10.0,
LLOYDSENGG,2020-01-06,-10.0,11.1,
LLOYDSENGG,2020-01-15,-10.0,11.1,
LLOYDSENGG,2020-01-16,11.1,-10.0,
LLOYDSENGG,2020-01-17,-10.0,11.1,
LLOYDSENGG,2020-01-20,11.1,-10.0,
LLOYDSENGG,2020-01-21,-10.0,11.1,
LLOYDSENGG,2020-01-30,-10.0,11.1,
LLOYDSENGG,2020-02-06,-10.0,11.1,
LLOYDSENGG,2020-02-07,11.1,-10.0,
LLOYDSENGG,2020-02-12,11.1,-10.0,
LLOYDSENGG,2020-02-17,11.1,-10.0,
LLOYDSENGG,2020-02-20,11.1,-10.0,
LLOYDSENGG,2020-02-27,12.5,-11.1,
LLOYDSENGG,2020-03-04,12.5,-11.1,
LLOYDSENGG,2020-03-17,14.3,-12.5,
LLOYDSENGG,2020-03-20,14.3,-12.5,
LLOYDSENGG,2020-04-20,12.5,-11.1,
LLOYDSENGG,2020-04-27,-11.1,12.5,
LLOYDSENGG,2020-05-04,-11.1,12.5,
LLOYDSENGG,2020-05-05,12.5,-11.1,
LLOYDSENGG,2020-05-06,-11.1,12.5,
LLOYDSENGG,2020-12-11,-9.1,10.0,
LLOYDSENGG,2023-08-04,10.0,-9.3,
LLOYDSENGG,2024-03-13,-9.4,10.0,
LLOYDSTEEL,2008-07-01,-10.0,10.5,
LLOYDSTEEL,2011-02-09,-11.3,11.1,
LMW,2007-01-29,8.1,-8.5,True
LMW,2008-10-29,-11.3,9.2,True
LODHA,2021-10-25,-8.1,9.5,True
LODHA,2022-02-24,-11.6,11.5,True
LODHA,2023-02-24,-10.7,12.2,True
LOKESHMACH,2006-05-23,9.9,-11.1,
LOKESHMACH,2006-06-06,9.3,-10.0,
LOKESHMACH,2008-01-22,-19.2,17.1,
LOKESHMACH,2009-05-25,10.1,-9.9,
LOKESHMACH,2015-03-05,-8.2,10.0,
LOKESHMACH,2020-03-17,13.7,-10.9,
LOKESHMACH,2020-03-23,-9.3,10.9,
LOKESHMACH,2022-08-10,10.4,-8.7,
LOVABLE,2014-02-13,8.1,-9.4,True
LOVABLE,2018-05-25,14.7,-12.2,True
LOVABLE,2021-02-15,10.0,-10.0,True
LSIL,2016-09-26,-9.1,10.0,
LSIL,2017-05-24,-10.3,8.6,
LSIL,2019-04-23,-14.3,16.7,
LSIL,2019-04-24,16.7,-14.3,
LSIL,2019-04-25,-14.3,16.7,
LSIL,2019-04-26,16.7,-14.3,
LSIL,2019-06-14,-8.3,9.1,
LSIL,2019-06-17,9.1,-8.3,
