symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,2117.9671869056215,223.558725,2025-08-22,20,161,286.35,0.2808715025548656,606479.9039704248,0.04744312533931681
NETWEB,167.33557325336912,2886.9123000000004,2025-09-05,12,147,3144.7,0.08929530003388031,526220.1772098698,0.04116464479697387
ATHERENERG,710.1486713538278,645.100125,2025-11-07,2,84,621.25,-0.03697119885072109,441179.8620785655,0.0345121929955928
NATIONALUM,1741.0242126219134,263.93431499999997,2025-11-14,13,77,385.45,0.4604012365728194,671077.7827551165,0.052496425934723805
MUTHOOTFIN,124.69887979720924,3685.0053000000003,2025-11-14,21,77,3829.6,0.03923866812348953,477546.8300713925,0.037357073113465186
IDEA,42660.356770809914,10.7715,2025-11-14,22,77,11.17,0.036995775890080296,476516.18512994674,0.037276448814428674
HINDCOPPER,1256.7942748853836,366.99502500000006,2025-12-05,14,56,685.9,0.868962665093348,862035.1931438847,0.06743445816998066
ASHOKLEY,2883.0667676478224,162.77991,2025-12-12,21,49,196.69,0.20831864325272087,567070.4025286501,0.0443602368475107
M&MFIN,1458.7981337844292,371.31615000000005,2025-12-19,17,42,375.55,0.011402278085668849,547851.6391427424,0.042856809950403224
JKTYRE,1014.7595177031491,511.79655,2025-12-24,15,37,519.7,0.015442562088392453,527370.5213503266,0.04125463280957206
SHRIRAMFIN,535.2546007691702,970.2867,2025-12-24,17,37,1020.0,0.05123568116516486,545959.6927845536,0.04270880859434973
HINDZINC,831.3971891644157,624.6718500000001,2025-12-24,18,37,628.5,0.006128257580359842,522533.1333898353,0.04087621828697696
GPIL,2030.3339117254282,255.79557,2025-12-24,22,37,248.5,-0.028521095967377397,504537.9770637689,0.03946851054350686
VEDL,811.0169907720804,608.84025,2026-01-09,18,21,681.55,0.11942336269653664,552748.6300607113,0.04323988703570435
MCX,211.1494389305846,2367.225,2026-01-14,10,16,2528.0,0.06791707590110785,533785.7816165179,0.041756479605979835
HINDALCO,526.1892349605824,949.92105,2026-01-14,16,16,962.6,0.013347372394790114,506509.7575730567,0.039622757088580055
CANBK,3270.3350016291743,152.84007,2026-01-14,20,16,147.42,-0.03546236271679282,482112.78594017285,0.037714254308024435
INDIANB,600.1450306466627,832.8624,2026-01-14,23,16,911.7,0.09465861347564752,547152.2244405624,0.04280209681124981
BANKINDIA,3322.945306911172,150.42024,2026-01-14,24,16,164.1,0.09094361237556847,545295.3248641232,0.04265683706105729
CUB,1632.4919337211077,279.75839999999994,2026-01-23,19,7,301.75,0.07860925713043843,492604.44100034423,0.03853498538712192
AUBANK,462.81496498863584,986.7946499999999,2026-01-23,21,7,982.35,-0.00450412859453575,454646.2808565864,0.0355656310234232
FEDERALBNK,1621.8182551970228,281.59957499999996,2026-01-23,22,7,287.75,0.02184103083252187,466678.2029329433,0.03650685262599312
GMDCLTD,775.3645000988327,591.2300999999999,2026-01-30,16,0,577.75,-0.022800090861408884,447966.83993210056,0.03504311815712319
KARURVYSYA,1515.6661364363654,302.4537,2026-01-30,20,0,301.4,-0.003483839014037704,456821.7735219205,0.0357358133666806
