start,end,total_return,cagr,max_drawdown,max_drawdown_duration_days,cost_drag_pct,avg_turnover_pct,max_turnover_pct,annualized_turnover,avg_holding_days,median_holding_days,hit_rate_overall,hit_rate_q1,hit_rate_q2,hit_rate_q3,hit_rate_q4,hit_rate_q5,trades_total,buys,sells,trades_per_week,trades_per_month,trades_per_year
2020-07-10,2026-02-03,13.102812853443432,0.6083606633218495,-0.3001445653506216,392,1.359677213346576,0.28732686694162646,0.9980039920159688,122.0801627765086,43.34396551724138,21.0,0.49482758620689654,0.5555555555555556,0.5531914893617021,0.475177304964539,0.4909090909090909,0.4960505529225908,2345,1185,1160,8.030821917808218,34.48529411764706,335.0
