book,cagr,maxdd,sharpe,taken,expo,cash,mean_w,chg_yr,turnover_x,median_hold,pct_stcg,tax,tax_pct_end,cagr_after_tax,tax_drag_pp
rule,0.2281262888214426,0.35097522294788397,0.964921013370683,424,0.717421241845605,0.4645015105740181,0.6612868047982552,24.512167008196723,1.365854871252656,121.0,0.9268867924528302,15225364.162784657,0.16931186212483534,0.19481657430105992,3.330971452038267
always on,0.19092363554543756,0.41042871351501253,0.6567234258119391,620,0.8950130590035672,0.0,1.0,0.0,2.0186132949246045,105.0,0.95,11097622.032053286,0.17145076886224508,0.16386906361739206,2.70545719280455
