symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,2117.9671869056215,223.558725,2025-08-22,20,161,290.8,0.3007767869493798,615904.8579521547,0.04793375192150076
NETWEB,167.33557325336912,2886.9123000000004,2025-09-05,12,147,3121.9,0.08139758869710034,522404.92613969307,0.04065697454540165
ATHERENERG,710.1486713538278,645.100125,2025-11-07,2,84,618.45,-0.04131161034885866,439191.44579877483,0.03418075622744821
NATIONALUM,1741.0242126219134,263.93431499999997,2025-11-14,13,77,390.0,0.47764037427266715,678999.4429225462,0.05284418596746138
MUTHOOTFIN,124.69887979720924,3685.0053000000003,2025-11-14,21,77,3903.8,0.05937432437342771,486799.48695234547,0.037885925954005445
IDEA,42660.356770809914,10.7715,2025-11-14,22,77,11.12,0.03235389685744794,474383.1672914062,0.03691960659684956
HINDCOPPER,1256.7942748853836,366.99502500000006,2025-12-05,14,56,687.0,0.8719599809288965,863417.6668462586,0.0671968206012504
ASHOKLEY,2883.0667676478224,162.77991,2025-12-12,21,49,195.31,0.19984093860231278,563091.7703892962,0.04382349137596174
M&MFIN,1458.7981337844292,371.31615000000005,2025-12-19,17,42,376.65,0.01436471319655741,549456.3170899053,0.042762291050373484
JKTYRE,1014.7595177031491,511.79655,2025-12-24,15,37,513.25,0.0028398980024386677,520825.3224611413,0.04053403943637565
SHRIRAMFIN,535.2546007691702,970.2867,2025-12-24,17,37,1025.05,0.05644032841014934,548662.728518438,0.042700528787547806
HINDZINC,831.3971891644157,624.6718500000001,2025-12-24,18,37,644.4,0.03158162161461231,535752.3486975495,0.041695758431287866
GPIL,2030.3339117254282,255.79557,2025-12-24,22,37,249.0,-0.026566410043770472,505553.1440196316,0.039345458435163475
VEDL,811.0169907720804,608.84025,2026-01-09,18,21,698.5,0.1472631778204545,566495.3680542981,0.044088381649205005
MCX,211.1494389305846,2367.225,2026-01-14,10,16,2618.0,0.10593627559695418,552789.2311202706,0.04302168025999656
HINDALCO,526.1892349605824,949.92105,2026-01-14,16,16,963.6,0.014400091460232467,507035.94680801727,0.03946085986460391
CANBK,3270.3350016291743,152.84007,2026-01-14,20,16,148.14,-0.030751556185495188,484467.4271413458,0.03770442977808919
INDIANB,600.1450306466627,832.8624,2026-01-14,23,16,913.0,0.09621949556133158,547932.412980403,0.042643690846796735
BANKINDIA,3322.945306911172,150.42024,2026-01-14,24,16,166.1,0.10423969540269296,551941.2154779456,0.0429556821258693
CUB,1632.4919337211077,279.75839999999994,2026-01-23,19,7,300.8,0.07521346990832112,491053.5736633092,0.038217006857854605
AUBANK,462.81496498863584,986.7946499999999,2026-01-23,21,7,977.8,-0.009115016989603597,452540.4727658881,0.0352196649789761
FEDERALBNK,1621.8182551970228,281.59957499999996,2026-01-23,22,7,287.35,0.020420574143267256,466029.47563086456,0.03626946757210392
GMDCLTD,769.5795523191916,594.51165,2026-01-30,16,0,581.85,-0.021297564143612724,447779.86251692165,0.03484916309427325
KARURVYSYA,1514.4636413923183,302.103,2026-01-30,20,0,300.0,-0.006961201974161169,454339.0924176955,0.035359645346199585
