symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,2117.9671869056215,223.558725,2025-08-22,20,158,284.55,0.2728199268447251,602667.5630339946,0.04842050536712692
NETWEB,167.33557325336912,2886.9123000000004,2025-09-05,12,144,3032.6,0.0504648859613781,507461.8594481672,0.04077133264866983
ATHERENERG,710.1486713538278,645.100125,2025-11-07,2,81,615.0,-0.04665961737334967,436741.43288260413,0.03508939619792675
NATIONALUM,1741.0242126219134,263.93431499999997,2025-11-14,13,74,380.2,0.44050992384222587,661937.4056388515,0.0531824602291233
MUTHOOTFIN,124.69887979720924,3685.0053000000003,2025-11-14,21,74,3857.6,0.04683702897252262,481038.3987057144,0.03864837564687441
IDEA,42660.356770809914,10.7715,2025-11-14,22,74,9.89,-0.08183632734530932,421910.92846331006,0.03389785949862854
HINDCOPPER,1256.7942748853836,366.99502500000006,2025-12-05,14,53,553.5,0.5081948317964253,695635.6311490599,0.05588989830819519
ASHOKLEY,2883.0667676478224,162.77991,2025-12-12,21,46,190.05,0.1675273687029315,547926.8391914687,0.04402243638980595
M&MFIN,1458.7981337844292,371.31615000000005,2025-12-19,17,39,359.8,-0.031014406456600474,524875.5685356377,0.04217041341234433
JKTYRE,1014.7595177031491,511.79655,2025-12-24,15,34,508.05,-0.007320389322671317,515548.5729690849,0.0414210486437879
SHRIRAMFIN,535.2546007691702,970.2867,2025-12-24,17,34,996.85,0.0273767536955829,533568.5487767473,0.042868839082214394
HINDZINC,831.3971891644157,624.6718500000001,2025-12-24,18,34,717.15,0.14804276837510755,596236.4942092607,0.04790380989246633
GPIL,2030.3339117254282,255.79557,2025-12-24,22,34,244.6,-0.043767646171511077,496619.67480803974,0.03990023207555161
VEDL,811.0169907720804,608.84025,2026-01-09,18,18,700.0,0.14972687827389874,567711.8935404563,0.04561203966208297
INDIACEM,1057.9807294482682,466.71907500000003,2026-01-09,20,18,451.35,-0.03293003398243366,477519.6022364759,0.03836566273220078
MCX,211.1494389305846,2367.225,2026-01-14,10,13,2397.0,0.01257801856604246,506125.2051166113,0.04066394097504255
HINDALCO,526.1892349605824,949.92105,2026-01-14,16,13,961.15,0.011820929749898568,505746.7831823638,0.0406335371796134
CANBK,3270.3350016291743,152.84007,2026-01-14,20,13,153.29,0.002943796086981587,501309.6523997361,0.04027704194400911
INDIANB,600.1450306466627,832.8624,2026-01-14,23,13,860.8,0.033544076428471126,516604.8423806472,0.041505913172507854
BANKINDIA,3322.945306911172,150.42024,2026-01-14,24,13,161.17,0.07146485074083109,535559.0951148735,0.04302876681942914
CUB,1632.4919337211077,279.75839999999994,2026-01-23,19,4,285.0,0.01873616663521127,465260.2011105157,0.03738069782878215
AUBANK,462.81496498863584,986.7946499999999,2026-01-23,21,4,950.2,-0.03708436197946541,439766.7797322018,0.03533246357429408
FEDERALBNK,1621.8182551970228,281.59957499999996,2026-01-23,22,4,281.8,0.0007117375798597614,457028.38431452104,0.036719323708454425
ABCAPITAL,1298.274579206532,351.77714999999995,2026-01-23,23,4,347.95,-0.010879472984529959,451734.6398349128,0.03629400501086822
