start,end,total_return,cagr,max_drawdown,max_drawdown_duration_days,cost_drag_pct,avg_turnover_pct,max_turnover_pct,annualized_turnover,avg_holding_days,median_holding_days,hit_rate_overall,hit_rate_q1,hit_rate_q2,hit_rate_q3,hit_rate_q4,hit_rate_q5,trades_total,buys,sells,trades_per_week,trades_per_month,trades_per_year
2020-07-10,2026-02-06,11.43542303340484,0.571379863560928,-0.28353204256843345,395,1.279798907753484,0.2898925906787821,0.9980039920159688,114.7389668770152,43.764655172413796,21.0,0.4870689655172414,0.5555555555555556,0.5531914893617021,0.46099290780141844,0.49085365853658536,0.48503937007874015,2344,1184,1160,8.027397260273972,34.470588235294116,334.85714285714283
