symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,1332.4443282002178,223.558725,2025-08-22,20,168,285.3,0.27617475005728354,380146.3668355222,0.030569636900517845
ATHERENERG,428.6988981814572,645.100125,2025-11-07,2,91,706.1,0.09455877101248422,302704.29200592695,0.024342098470858855
NATIONALUM,2318.3718263439996,263.93431499999997,2025-11-14,13,84,354.65,0.3437055352200036,822210.5682128994,0.06611842363578818
IDEA,56807.118776530886,10.7715,2025-11-14,22,84,11.12,0.03235389685744794,631695.1607950234,0.05079804354850839
HINDCOPPER,1333.4267623135315,366.99502500000006,2025-12-05,14,63,579.85,0.5799941702206997,773187.5081275012,0.06217621274728771
ASHOKLEY,2974.357545214424,162.77991000000003,2025-12-12,21,56,201.84,0.23995645408576505,600344.3269260793,0.04827695248592633
M&MFIN,744.5048984757556,371.31615000000005,2025-12-19,17,49,380.45,0.024598579943263754,283246.8886251012,0.022777422839916666
JKTYRE,900.5751214798371,503.81812499999995,2025-12-26,15,42,541.45,0.0746933727324719,487616.3995252578,0.03921188673802178
SHRIRAMFIN,467.75949721126545,969.998625,2025-12-26,17,42,1002.5,0.033506619661445525,468928.8959542936,0.03770912293812815
HINDZINC,706.8830226457442,641.8686749999999,2025-12-26,18,42,608.95,-0.051285685502567846,430456.416640126,0.034615341632030214
VEDL,751.7251351219434,603.57975,2025-12-26,21,42,671.05,0.11178348842882802,504445.15192358004,0.04056517824673168
MCX,200.54844220168738,2459.409,2026-01-16,10,21,2380.4,-0.03212519755762466,477385.5118168967,0.0383891654135539
HINDALCO,518.4744790952739,951.311325,2026-01-16,16,21,942.55,-0.00920973478372078,488688.1202712504,0.03929806963209089
CANBK,3162.0115714407684,155.98635000000002,2026-01-16,20,21,147.31,-0.055622495173455966,465795.9245889396,0.037457183671008885
INDIANB,578.6110890657127,852.4389749999999,2026-01-16,23,21,871.2,0.0220086429060804,504085.9807940489,0.040536295342743105
BANKINDIA,3166.2318580027463,155.778435,2026-01-16,24,21,163.66,0.05059471164927287,518185.50588072947,0.04167011483957932
FEDERALBNK,1851.5020089628786,281.59957499999996,2026-01-23,22,14,286.8,0.018467446195542303,531010.7761705536,0.04270146457777255
GMDCLTD,301.84279024184866,591.2300999999999,2026-01-30,16,7,600.1,0.015002449976752041,181135.8584241334,0.014566119539122593
KARURVYSYA,590.0359065171536,302.4537,2026-01-30,20,7,318.1,0.05173122365505867,187690.4218631066,0.01509320763426547
MRPL,3646.0333842398736,184.771305,2026-02-06,15,0,185.25,0.0025907431892631116,675427.6844304366,0.054314813626851206
UNIONBANK,3793.8559743664896,177.571935,2026-02-06,18,0,178.13,0.0031427545124176337,675799.5647139028,0.05434471854303035
CHENNPETRO,748.6743829041587,899.8335749999999,2026-02-06,20,0,905.6,0.006408323894782519,677999.5211580062,0.05452162900584241
APLAPOLLO,307.2771057047569,2192.4261,2026-02-06,22,0,2198.0,0.0025423433884499413,675395.0783390556,0.054312191593704984
GESHIP,527.4063940518467,1277.3495999999998,2026-02-06,23,0,1274.2,-0.0024657306034304716,672021.2273008631,0.05404088188199437
