symbol,entry_date,exit_date_x0,ret_x0,hold_x0,why_x0,peak_gain_x0,closed_x0,exit_date_win,ret_win,hold_win,why_win,peak_gain_win,closed_win,exit_date_winbs,ret_winbs,hold_winbs,why_winbs,peak_gain_winbs,closed_winbs,d_ret_win,d_ret_winbs,kept_x0,kept_win
RENUKA,2021-07-01,2021-11-23,-0.3555242456263943,97,ma150,0.13063633082419046,True,2022-05-10,0.1482146196247407,211,ratchet,0.5244953603530569,True,2021-11-23,-0.3555242456263943,97,ma150_backstop,0.13063633082419046,True,0.503738865251135,0.0,-2.7214806431210667,0.2825851872645204
SHAKTIPUMP,2021-07-01,2021-10-25,-0.12242541788768146,78,ma150,0.1166425920121259,True,2023-12-21,0.24045751497949452,614,ratchet,0.47541525934391027,True,2021-10-25,-0.12242541788768146,78,ma150_backstop,0.1166425920121259,True,0.362882932867176,0.0,-1.0495773094184533,0.5057841755254855
ELECON,2021-07-01,2022-02-09,0.20598947625440345,152,ma150,0.5394404460746536,True,2021-08-24,0.1304396209854053,36,ratchet,0.29799518743322806,True,2021-08-24,0.1304396209854053,36,ratchet,0.29799518743322806,True,-0.07554985526899816,-0.07554985526899816,0.3818576781799124,0.4377239179898936
RPOWER,2021-07-01,2021-12-07,-0.12427447450884499,107,ma150,0.18615939276963034,True,2022-02-11,0.09898361400569855,154,ratchet,0.28327185767474616,True,2021-12-07,-0.12427447450884499,107,ma150_backstop,0.18615939276963034,True,0.22325808851454354,0.0,-0.6675702614835713,0.34942974857513703
KOPRAN,2021-07-01,2021-11-01,-0.15529636324370133,83,ma150,0.07275274494617712,True,2022-01-19,0.265397108948233,138,ratchet,0.48906690029212685,True,2021-11-01,-0.15529636324370133,83,ma150_backstop,0.07275274494617712,True,0.4206934721919343,0.0,-2.1345773737965548,0.5426601325702217
HFCL,2021-07-01,2022-02-21,0.08414700622922222,160,ma150,0.43011986809055247,True,2021-07-23,0.11451423236442171,15,ratchet,0.32473480256441967,True,2021-07-23,0.11451423236442171,15,ratchet,0.32473480256441967,True,0.030367226135199488,0.030367226135199488,0.19563617603339095,0.3526392350314987
TANLA,2021-07-28,2021-09-13,-0.04759502916822478,31,ma150,0.059893099945476536,True,2022-02-15,0.6456673189355353,138,ratchet,1.2234245056548523,True,2021-09-13,-0.04759502916822478,31,ma150_backstop,0.059893099945476536,True,0.6932623481037601,0.0,-0.7946663173479539,0.5277541163767472
ONMOBILE,2021-08-02,2021-09-21,-0.1907435129740519,34,ma150,0.016286392731777788,True,2022-05-04,0.19018303192465646,186,ratchet,0.3088048041847342,True,2021-09-21,-0.1907435129740519,34,ma150_backstop,0.016286392731777788,True,0.38092654489870836,0.0,-11.711833069202351,0.6158681126310604
ACE,2021-08-02,2021-11-23,-0.14414561372111234,76,ma150,0.08826932123015108,True,2022-12-23,0.08540958259864384,347,ratchet,0.34997031903855214,True,2021-11-23,-0.14414561372111234,76,ma150_backstop,0.08826932123015108,True,0.22955519631975618,0.0,-1.6330205298086626,0.24404807480040977
RELIGARE,2021-08-02,2021-12-14,-0.13727883035377564,91,ma150,0.10795920904809764,True,2023-11-10,0.30666709144336046,565,ratchet,0.6020570991321135,True,2021-12-14,-0.13727883035377564,91,ma150_backstop,0.10795920904809764,True,0.4439459217971361,0.0,-1.2715805493963523,0.5093654603283175
JSL,2021-08-02,2022-02-25,0.15006259169205327,143,ma150,0.3523097739788452,True,2022-02-25,0.15006259169205327,143,ratchet,0.3523097739788452,True,2022-02-25,0.15006259169205327,143,ma150_backstop,0.3523097739788452,True,0.0,0.0,0.4259393374112406,0.4259393374112406
TATASTLBSL,2021-08-02,2021-10-29,-0.0980216562672972,61,ma150,0.043606065180563425,True,2021-11-12,-0.10704536305540169,70,open_at_end,0.043606065180563425,False,2021-10-29,-0.0980216562672972,61,ma150_backstop,0.043606065180563425,True,-0.00902370678810449,0.0,-2.247890422155964,-2.454827387248761
JSWENERGY,2021-08-02,2022-03-09,0.24122865716022712,150,ma150,0.6063931870883128,True,2021-11-09,0.27348924571521915,67,ratchet,0.6063931870883128,True,2021-11-09,0.27348924571521915,67,ratchet,0.6063931870883128,True,0.03226058855499203,0.03226058855499203,0.39780898317562313,0.45100975990251224
KPITTECH,2021-08-02,2022-05-10,0.7660270166114957,190,ma150,1.5516525248542692,True,2021-10-25,0.06397972231120752,57,ratchet,0.26376191375821745,True,2021-10-25,0.06397972231120752,57,ratchet,0.26376191375821745,True,-0.7020472943002882,-0.7020472943002882,0.49368463901635506,0.24256618933185248
HIKAL,2021-09-01,2021-11-22,-0.2127100655310964,54,ma150,0.12470889736016,True,2026-09-09,-0.6196737212126338,1246,open_at_end,0.12470889736016,False,2021-11-22,-0.2127100655310964,54,ma150_backstop,0.12470889736016,True,-0.40696365568153736,0.0,-1.7056526842410331,-4.96896159239555
ADANITRANS,2021-09-01,2022-05-26,0.26391468689519026,181,ma150,0.6937082691690615,True,2022-05-13,0.3247248272796417,172,ratchet,0.6937082691690615,True,2022-05-13,0.3247248272796417,172,ratchet,0.6937082691690615,True,0.06081014038445143,0.06081014038445143,0.3804404511586879,0.4680999805128516
GLOBUSSPR,2021-09-01,2022-02-15,0.21573068723250133,114,ma150,0.7213610494986658,True,2021-10-25,0.16532709338701546,36,ratchet,0.4695888459808324,True,2021-10-25,0.16532709338701546,36,ratchet,0.4695888459808324,True,-0.05040359384548587,-0.05040359384548587,0.2990606262736679,0.35206776055699535
ATGL,2021-09-01,2022-06-21,0.44728417476949867,199,ma150,0.7666280676663628,True,2021-12-22,0.13132468384939533,76,ratchet,0.2895059094288903,True,2021-12-22,0.13132468384939533,76,ratchet,0.2895059094288903,True,-0.31595949092010334,-0.31595949092010334,0.5834435153555545,0.4536165914832625
GRAVITA,2021-09-01,2022-05-12,0.3733959472221746,171,ma150,0.9446331360158615,True,2022-05-12,0.3733959472221746,171,ratchet,0.9446331360158615,True,2022-05-12,0.3733959472221746,171,ma150_backstop,0.9446331360158615,True,0.0,0.0,0.3952814410015624,0.3952814410015624
TATASTEEL,2021-09-01,2021-11-17,-0.14794034844049142,52,ma150,0.02046581515350776,True,2024-07-22,0.10619613531476402,715,ratchet,0.27710761587594335,True,2021-11-17,-0.14794034844049142,52,ma150_backstop,0.02046581515350776,True,0.25413648375525544,0.0,-7.228656534364087,0.3832306628566511
MAXHEALTH,2021-09-01,2022-02-08,-0.06897451179146397,109,ma150,0.1546916616088616,True,2026-09-09,1.69947304972083,1246,open_at_end,2.392900718938299,False,2022-02-08,-0.06897451179146397,109,ma150_backstop,0.1546916616088616,True,1.7684475615122939,0.0,-0.44588383804336046,0.7102146095199743
FLUOROCHEM,2021-09-01,2022-05-10,0.34418439278749124,169,ma150,0.8342360410509702,True,2021-10-22,0.09028257517760863,35,ratchet,0.2553908291384146,True,2021-10-22,0.09028257517760863,35,ratchet,0.2553908291384146,True,-0.2539018176098826,-0.2539018176098826,0.4125743504846517,0.35350750644486933
RELINFRA,2021-09-15,2022-05-12,0.18145352651340674,162,ma150,0.7197539652629474,True,2021-10-06,0.13066640611550806,15,ratchet,0.2864713463515858,True,2021-10-06,0.13066640611550806,15,ratchet,0.2864713463515858,True,-0.05078712039789868,-0.05078712039789868,0.25210493483994406,0.4561238245277816
OLECTRA,2021-09-30,2022-02-28,0.46130759585020575,103,ma150,1.1974554851112917,True,2022-02-25,0.5035582822382085,102,ratchet,1.1974554851112917,True,2022-02-25,0.5035582822382085,102,ratchet,1.1974554851112917,True,0.04225068638800278,0.04225068638800278,0.3852398703633912,0.42052359231659264
USHAMART,2021-10-01,2022-06-14,0.23056620737983025,173,ma150,0.8455783355897784,True,2022-05-12,0.3822798493855628,150,ratchet,0.8455783355897784,True,2022-05-12,0.3822798493855628,150,ratchet,0.8455783355897784,True,0.15171364200573256,0.15171364200573256,0.2726727940812411,0.45209276692138556
TIRUMALCHM,2021-10-01,2021-12-21,-0.2975457383987212,54,ma150,0.07618787321622311,True,2024-12-23,0.08366495225316983,800,ratchet,0.2786046164931546,True,2021-12-21,-0.2975457383987212,54,ma150_backstop,0.07618787321622311,True,0.38121069065189106,0.0,-3.905421241439289,0.30029994946342
FCL,2021-10-01,2022-06-14,0.24175600427777177,173,ma150,0.7511300784426855,True,2022-02-25,0.1755108857767207,101,ratchet,0.3532521459908349,True,2022-02-25,0.1755108857767207,101,ratchet,0.3532521459908349,True,-0.06624511850105108,-0.06624511850105108,0.3218563751021705,0.49684308437654706
MANINFRA,2021-10-01,2022-05-05,0.3500084549153528,145,ma150,0.7602568100073981,True,2021-11-30,0.22582065955619046,39,ratchet,0.4309361077072975,True,2021-11-30,0.22582065955619046,39,ratchet,0.4309361077072975,True,-0.12418779535916236,-0.12418779535916236,0.46038187400379466,0.5240235281225807
GNA,2021-10-01,2021-12-21,-0.30347741810326345,54,ma150,0.13374727532933606,True,2026-09-09,0.13389657451548165,1225,open_at_end,0.24661661774696686,False,2021-12-21,-0.30347741810326345,54,ma150_backstop,0.13374727532933606,True,0.4373739926187451,0.0,-2.2690362652696137,0.5429341126268383
FILATEX,2021-10-01,2021-11-18,-0.07604721088425614,32,ma150,0.15758422070698708,True,2022-01-25,0.10027328263583013,79,ratchet,0.33975670649358847,True,2021-11-18,-0.07604721088425614,32,ma150_backstop,0.15758422070698708,True,0.17632049352008627,0.0,-0.4825813812009689,0.29513260730210894
DATAMATICS,2021-10-19,2022-02-09,-0.10953344767244622,78,ma150,0.05908511077907286,True,2024-03-12,0.61439574919863,596,ratchet,1.2853006083738698,True,2022-02-09,-0.10953344767244622,78,ma150_backstop,0.05908511077907286,True,0.7239291968710763,0.0,-1.8538248676897036,0.47801716205203404
CHEMPLASTS,2021-11-01,2022-02-22,-0.2907545533073368,78,ma150,-0.0161943208580545,True,2026-09-09,-0.7412774414456997,1205,open_at_end,-0.0161943208580545,False,2022-02-22,-0.2907545533073368,78,ma150_backstop,-0.0161943208580545,True,-0.45052288813836294,0.0,,
NELCO,2021-11-01,2022-02-23,-0.1158765733415067,79,ma150,0.20818494103272545,True,2022-09-26,0.15253950550276607,224,ratchet,0.39027595823390215,True,2022-02-23,-0.1158765733415067,79,ma150_backstop,0.20818494103272545,True,0.26841607884427277,0.0,-0.5566040116383422,0.3908503772383164
TATAPOWER,2021-11-01,2022-05-10,0.02394135242263351,128,ma150,0.3109192380112298,True,2022-04-20,0.12963670392925186,115,ratchet,0.3109192380112298,True,2022-04-20,0.12963670392925186,115,ratchet,0.3109192380112298,True,0.10569535150661835,0.10569535150661835,0.07700183679778862,0.4169465510029638
APOLLOPIPE,2021-11-01,2022-01-28,-0.11859495025610856,61,ma150,0.05230019442135503,True,2023-09-08,0.14837510846005775,461,ratchet,0.30123325531021505,True,2022-01-28,-0.11859495025610856,61,ma150_backstop,0.05230019442135503,True,0.2669700587161663,0.0,-2.2675814414885673,0.4925588587729418
GOLDIAM,2021-11-01,2022-02-14,-0.1780886011216255,72,ma150,0.047994413271803316,True,2025-02-19,0.9233310099351064,822,ratchet,1.75773289805324,True,2022-02-14,-0.1780886011216255,72,ma150_backstop,0.047994413271803316,True,1.1014196110567318,0.0,-3.710611068689789,0.5252965401954601
HGINFRA,2021-11-01,2021-12-31,-0.23931148143108216,42,ma150,0.05619381223454889,True,2023-06-15,0.1351401791764062,402,ratchet,0.2809130488645082,True,2021-12-31,-0.23931148143108216,42,ma150_backstop,0.05619381223454889,True,0.37445166060748836,0.0,-4.258680305087924,0.48107476574214925
TATAMTRDVR,2021-11-01,2022-02-25,-0.13045022401377282,81,ma150,0.1675857257148865,True,2024-08-29,2.0663123537644847,701,open_at_end,2.169789388880195,False,2022-02-25,-0.13045022401377282,81,ma150_backstop,0.1675857257148865,True,2.196762577778258,0.0,-0.778408921507478,0.9523101017794573
ADANIENT,2021-12-01,2022-02-25,-0.05051663115613625,61,ma150,0.11143015696403635,True,2023-01-30,0.6901855236177703,290,ratchet,1.4653531395922545,True,2022-02-25,-0.05051663115613625,61,ma150_backstop,0.11143015696403635,True,0.7407021547739066,0.0,-0.45334793140819407,0.4710028627023105
KPRMILL,2021-12-01,2022-05-11,0.11590865540166573,109,ma150,0.45211146231687116,True,2022-01-27,0.22140311919086697,40,ratchet,0.45211146231687116,True,2022-01-27,0.22140311919086697,40,ratchet,0.45211146231687116,True,0.10549446378920124,0.10549446378920124,0.2563718575231098,0.48970914839511914
TTML,2021-12-01,2022-03-07,-0.17722912195076634,66,ma150,1.4508748056151766,True,2022-01-21,0.6244666823779439,37,ratchet,1.4508748056151766,True,2022-01-21,0.6244666823779439,37,ratchet,1.4508748056151766,True,0.8016958043287102,0.8016958043287102,-0.12215328384286094,0.43040700683555366
PERSISTENT,2021-12-01,2022-02-21,-0.08333794437446973,57,ma150,0.17361840270316442,True,2023-07-13,0.1359671684059729,401,ratchet,0.25070938691734646,True,2022-02-21,-0.08333794437446973,57,ma150_backstop,0.17361840270316442,True,0.21930511278044262,0.0,-0.48000639953445895,0.5423297870007491
IEX,2021-12-01,2022-02-15,-0.12293066323909685,53,ma150,0.19904652965198721,True,2026-09-09,-0.521948575457724,1185,open_at_end,0.19904652965198721,False,2022-02-15,-0.12293066323909685,53,ma150_backstop,0.19904652965198721,True,-0.39901791221862715,0.0,-0.6175976212900005,-2.622244036961099
BCG,2021-12-01,2022-03-07,-0.2852737419029001,66,ma150,0.43744827641815154,True,2022-01-05,0.14213548664697773,25,ratchet,0.43744827641815154,True,2022-01-05,0.14213548664697773,25,ratchet,0.43744827641815154,True,0.42740922854987784,0.42740922854987784,-0.6521313656524969,0.32491952605412056
POONAWALLA,2021-12-01,2022-05-12,0.1885041304331434,110,ma150,0.791883044488465,True,2022-02-23,0.29224376395616747,59,ratchet,0.5753705756323295,True,2022-02-23,0.29224376395616747,59,ratchet,0.5753705756323295,True,0.10373963352302407,0.10373963352302407,0.23804541812725888,0.5079226785884783
BSE,2022-01-03,2022-05-26,0.049422660465090695,97,ma150,0.5806529806802259,True,2022-04-26,0.294932163804279,76,ratchet,0.5806529806802259,True,2022-04-26,0.294932163804279,76,ratchet,0.5806529806802259,True,0.2455095033391883,0.2455095033391883,0.08511565790498969,0.5079318863717373
HAPPSTMNDS,2022-01-03,2022-01-19,-0.0455868895721806,12,ma150,0.01386209630252222,True,2026-09-09,-0.7442922663902658,1162,open_at_end,0.01386209630252222,False,2022-01-19,-0.0455868895721806,12,ma150_backstop,0.01386209630252222,True,-0.6987053768180852,0.0,-3.288599976317148,-53.692619799131045
JBMA,2022-01-03,2022-05-13,-0.048110724498669266,88,ma150,0.3819689836599798,True,2022-02-10,0.17417379752072426,27,ratchet,0.3819689836599798,True,2022-02-10,0.17417379752072426,27,ratchet,0.3819689836599798,True,0.22228452201939353,0.22228452201939353,-0.1259545317990959,0.45598937340883644
TRIVENI,2022-02-01,2022-05-17,0.0154783812325483,70,ma150,0.34100164189928517,True,2022-05-09,0.07997133880371798,64,ratchet,0.34100164189928517,True,2022-05-09,0.07997133880371798,64,ratchet,0.34100164189928517,True,0.06449295757116968,0.06449295757116968,0.04539092875429567,0.23451892594504725
COFFEEDAY,2022-02-01,2022-05-02,-0.3100588899949085,60,ma150,0.010936291060973158,True,2026-09-09,-0.5110305120968726,1082,open_at_end,0.03606190063412584,False,2022-05-02,-0.3100588899949085,60,ma150_backstop,0.010936291060973158,True,-0.20097162210196406,0.0,-28.351375092911812,-14.170925633722083
RPOWER,2022-02-01,2022-02-22,-0.13936377656548515,15,ma150,0.21667702486295926,True,2022-09-12,0.3028506413860912,151,ratchet,0.5323553880706462,True,2022-02-22,-0.13936377656548515,15,ma150_backstop,0.21667702486295926,True,0.44221441795157634,0.0,-0.6431866814380894,0.5688880927526208
GOKEX,2022-02-01,2022-06-21,-0.10138044797627077,95,ma150,0.2401394421110432,True,2025-02-28,1.0575323977866509,765,ratchet,2.1711339785077595,True,2022-06-21,-0.10138044797627077,95,ma150_backstop,0.2401394421110432,True,1.1589128457629216,0.0,-0.4221732468645917,0.4870875810775633
EKC,2022-02-01,2022-04-29,-0.2085821645645779,59,ma150,0.08357957565845031,True,2026-09-09,-0.5750859542594642,1142,open_at_end,0.08357957565845031,False,2022-04-29,-0.2085821645645779,59,ma150_backstop,0.08357957565845031,True,-0.3665037896948863,0.0,-2.4956116721261337,-6.880699617446791
STEELXIND,2022-02-01,2022-05-11,-0.2769475219925369,66,ma150,0.08675222145410255,True,2026-09-09,-0.4887077350565966,1142,open_at_end,0.08675222145410255,False,2022-05-11,-0.2769475219925369,66,ma150_backstop,0.08675222145410255,True,-0.21176021306405968,0.0,-3.192396890252082,-5.633374302871934
JINDWORLD,2022-02-28,2022-05-27,-0.18800860807909636,59,ma150,0.2882116377080497,True,2022-04-22,0.14995398938005455,35,ratchet,0.2882116377080497,True,2022-04-22,0.14995398938005455,35,ratchet,0.2882116377080497,True,0.3379625974591509,0.3379625974591509,-0.6523283014322406,0.5202912365806468
GNFC,2022-03-02,2022-06-21,0.003205336873323139,75,ma150,0.5929424629923394,True,2022-05-12,0.2109601181266918,47,ratchet,0.5929424629923394,True,2022-05-12,0.2109601181266918,47,ratchet,0.5929424629923394,True,0.20775478125336866,0.20775478125336866,0.005405814346888074,0.3557851415499269
GMDCLTD,2022-03-02,2022-06-21,-0.024824760474423613,75,ma150,0.6119542497605437,True,2022-05-04,0.3348627132592752,41,ratchet,0.6119542497605437,True,2022-05-04,0.3348627132592752,41,ratchet,0.6119542497605437,True,0.3596874737336988,0.3596874737336988,-0.04056636665917017,0.5472022024363851
KITEX,2022-03-02,2022-06-17,-0.05000053337032895,73,ma150,0.2931973308927518,True,2022-04-29,0.13658144486509816,39,ratchet,0.2931973308927518,True,2022-04-29,0.13658144486509816,39,ratchet,0.2931973308927518,True,0.1865819782354271,0.1865819782354271,-0.1705354316087501,0.4658345437498477
DWARKESH,2022-03-02,2022-06-17,0.08106841910245799,73,ma150,0.5823060658109818,True,2022-05-10,0.23710460681299295,45,ratchet,0.5823060658109818,True,2022-05-10,0.23710460681299295,45,ratchet,0.5823060658109818,True,0.15603618771053496,0.15603618771053496,0.13921960264925873,0.4071821001602923
MIRZAINT,2022-03-02,2022-12-14,0.6785352266574332,195,ma150,1.46301707519787,True,2022-05-12,0.11343814257470419,47,ratchet,0.5133735484389752,True,2022-05-12,0.11343814257470419,47,ratchet,0.5133735484389752,True,-0.565097084082729,-0.565097084082729,0.4637917343279556,0.2209660838966825
TV18BRDCST,2022-03-02,2022-05-02,-0.12844209331847545,40,ma150,0.3061810938450298,True,2022-04-26,0.14815889693006623,36,ratchet,0.3061810938450298,True,2022-04-26,0.14815889693006623,36,ratchet,0.3061810938450298,True,0.2766009902485417,0.2766009902485417,-0.4194971404194049,0.48389302902241
DEEPAKFERT,2022-03-02,2022-12-21,0.24724183452452153,200,ma150,0.7857072203950282,True,2022-11-18,0.3447567073901838,177,ratchet,0.7857072203950282,True,2022-11-18,0.3447567073901838,177,ratchet,0.7857072203950282,True,0.0975148728656623,0.0975148728656623,0.31467425538003374,0.43878520960625933
NATIONALUM,2022-03-02,2022-04-29,-0.14509397979399874,39,ma150,0.04136064181459509,True,2024-02-13,0.13111411370096193,484,ratchet,0.30370341888711816,True,2022-04-29,-0.14509397979399874,39,ma150_backstop,0.04136064181459509,True,0.27620809349496067,0.0,-3.5080205100395436,0.4317176085189051
POWERINDIA,2022-03-02,2022-05-11,-0.1512609718339345,46,ma150,0.14543057205541543,True,2023-10-05,0.18647810840526535,395,ratchet,0.37808733073425516,True,2022-05-11,-0.1512609718339345,46,ma150_backstop,0.14543057205541543,True,0.33773908023919985,0.0,-1.040090606095515,0.49321437997702844
VTL,2022-03-02,2022-04-01,-0.1589916448032166,21,ma150,0.06591028792269493,True,2026-08-03,0.12033199813681406,1095,ratchet,0.2773170425707676,True,2022-04-01,-0.1589916448032166,21,ma150_backstop,0.06591028792269493,True,0.27932364294003065,0.0,-2.4122432144386203,0.4339149048371484
GLOBUSSPR,2022-03-02,2022-04-26,-0.04929988183689782,36,ma150,0.13406627259949544,True,2026-09-09,-0.39520715624841785,1122,open_at_end,0.13406627259949544,False,2022-04-26,-0.04929988183689782,36,ma150_backstop,0.13406627259949544,True,-0.34590727441152,0.0,-0.3677276982569243,-2.947849213568016
ANDHRSUGAR,2022-03-02,2022-05-11,-0.05511790107996939,46,ma150,0.18463384327094157,True,2026-09-09,-0.3269285832069011,1122,open_at_end,0.18463384327094157,False,2022-05-11,-0.05511790107996939,46,ma150_backstop,0.18463384327094157,True,-0.2718106821269317,0.0,-0.2985254496332313,-1.7706861180761353
ANGELONE,2022-03-02,2022-03-08,-0.05528259552006576,4,ma150,-0.0013880791744781407,True,2022-05-06,0.0908885556690795,43,ratchet,0.45843056687004613,True,2022-03-08,-0.05528259552006576,4,ma150_backstop,-0.0013880791744781407,True,0.14617115118914525,0.0,,0.19826024318060836
RAYMOND,2022-03-02,2023-02-23,0.7106901240451613,245,ma150,1.1544193469409332,True,2022-04-29,0.11980749240915278,39,ratchet,0.2782702379451809,True,2022-04-29,0.11980749240915278,39,ratchet,0.2782702379451809,True,-0.5908826316360085,-0.5908826316360085,0.6156256181329611,0.43054368046630553
BCG,2022-04-01,2022-04-28,-0.22825627828425377,17,ma150,0.06889507947050633,True,2026-09-09,-0.8996512453364844,860,open_at_end,0.06889507947050633,False,2022-04-28,-0.22825627828425377,17,ma150_backstop,0.06889507947050633,True,-0.6713949670522307,0.0,-3.3130998619715544,-13.058280101434836
NIITLTD,2022-04-01,2022-05-13,-0.28027147714750233,27,ma150,0.064847079114418,True,2024-09-25,0.16215462161344552,616,ratchet,0.3214157809104583,True,2022-05-13,-0.28027147714750233,27,ma150_backstop,0.064847079114418,True,0.44242609876094785,0.0,-4.322037028884269,0.5045011204929586
ANGELONE,2022-04-01,2022-05-13,-0.15016722013051842,27,ma150,0.249365786782608,True,2024-03-12,0.6628518930925034,483,ratchet,1.4841817052295063,True,2022-05-13,-0.15016722013051842,27,ma150_backstop,0.249365786782608,True,0.8130191132230218,0.0,-0.6021965646050359,0.44661101181677976
JSLHISAR,2022-04-01,2022-05-04,-0.12471546686999258,20,ma150,0.016628669790037742,True,2023-03-08,0.42326594747536794,232,open_at_end,0.4261181838430539,False,2022-05-04,-0.12471546686999258,20,ma150_backstop,0.016628669790037742,True,0.5479814143453605,0.0,-7.500026667479426,0.9933064664315371
JSL,2022-04-01,2022-04-29,-0.09494410834435285,18,ma150,0.003887582241559606,True,2023-04-19,0.2733904580914319,258,ratchet,0.5581708114108308,True,2022-04-29,-0.09494410834435285,18,ma150_backstop,0.003887582241559606,True,0.36833456643578477,0.0,-24.42240509522019,0.4897971239313124
HFCL,2022-04-01,2022-04-20,-0.034908501512027956,11,ma150,0.04112473851236853,True,2024-03-12,0.1726514215368984,483,ratchet,0.43403724449401015,True,2022-04-20,-0.034908501512027956,11,ma150_backstop,0.04112473851236853,True,0.20755992304892634,0.0,-0.848844339801188,0.39778019911210877
EASEMYTRIP,2022-04-01,2022-09-27,0.07649905942315294,121,ma150,0.33371463030098525,True,2022-05-30,0.12039193206345566,38,ratchet,0.33371463030098525,True,2022-05-30,0.12039193206345566,38,ratchet,0.33371463030098525,True,0.04389287264030273,0.04389287264030273,0.22923495848580747,0.3607631225363757
AVADHSUGAR,2022-04-01,2022-05-26,-0.22558955415774562,36,ma150,0.160678978403771,True,2026-09-09,0.10194061926600884,1101,open_at_end,0.160678978403771,False,2022-05-26,-0.22558955415774562,36,ma150_backstop,0.160678978403771,True,0.32753017342375446,0.0,-1.4039767765442255,0.6344365658701274
ADANIPOWER,2022-05-02,2022-11-28,0.17089960161658513,143,ma150,0.5385376102188779,True,2022-10-04,0.2582344667286347,107,ratchet,0.5385376102188779,True,2022-10-04,0.2582344667286347,107,ratchet,0.5385376102188779,True,0.08733486511204958,0.08733486511204958,0.3173401418465952,0.4795105519625276
MAWANASUG,2022-05-02,2022-06-14,-0.3092853630911401,30,ma150,0.0005314375469893662,True,2026-09-09,-0.05972003317356522,1082,open_at_end,0.02809744347199561,False,2022-06-14,-0.3092853630911401,30,ma150_backstop,0.0005314375469893662,True,0.24956532991757485,0.0,-581.9787571338627,-2.12546145819592
BLS,2022-05-02,2023-02-28,0.7022644466055998,208,ma150,1.2269118333167222,True,2025-10-15,2.129673386952274,859,ratchet,4.56315261547617,True,2023-02-28,0.7022644466055998,208,ma150_backstop,1.2269118333167222,True,1.4274089403466743,0.0,0.5723837911866592,0.4667109707725698
ADANIGREEN,2022-05-02,2022-06-02,-0.34215142713471625,22,ma150,0.00718755391839121,True,2026-09-09,-0.54021054329488,1082,open_at_end,0.00718755391839121,False,2022-06-02,-0.34215142713471625,22,ma150_backstop,0.00718755391839121,True,-0.1980591161601638,0.0,-47.603319713433194,-75.15916394207662
POLYPLEX,2022-05-02,2022-06-17,-0.2503724293239822,33,ma150,-0.010786738240654015,True,2026-09-09,-0.5799941363752638,1082,open_at_end,-0.010786738240654015,False,2022-06-17,-0.2503724293239822,33,ma150_backstop,-0.010786738240654015,True,-0.3296217070512816,0.0,,
RENUKA,2022-05-02,2022-12-26,-0.03298855154755198,163,ma150,0.2055371696532995,True,2026-09-09,-0.5517043546917256,1082,open_at_end,0.2055371696532995,False,2022-12-26,-0.03298855154755198,163,ma150_backstop,0.2055371696532995,True,-0.5187158031441736,0.0,-0.1604992012062691,-2.684207219659304
FLUOROCHEM,2022-06-01,2022-06-17,-0.13416447920126395,12,ma150,-0.00488788171376997,True,2022-11-16,0.17628416301361471,114,ratchet,0.39585661729524846,True,2022-06-17,-0.13416447920126395,12,ma150_backstop,-0.00488788171376997,True,0.31044864221487867,0.0,,0.4453232693648107
SCHAEFFLER,2022-06-01,2022-12-01,0.1562265789188153,125,ma150,0.5715520986294764,True,2022-10-21,0.27049858137358984,98,ratchet,0.5715520986294764,True,2022-10-21,0.27049858137358984,98,ratchet,0.5715520986294764,True,0.11427200245477453,0.11427200245477453,0.27333742504564446,0.47327020935137465
SHARDACROP,2022-06-01,2022-07-26,-0.23459043370269195,39,ma150,0.040203934922756535,True,2025-07-15,0.12066717898383672,775,ratchet,0.294037648266928,True,2022-07-26,-0.23459043370269195,39,ma150_backstop,0.040203934922756535,True,0.35525761268652867,0.0,-5.835011775673413,0.4103800302276081
BDL,2022-06-01,2022-12-23,0.011354606592379524,141,ma150,0.215056893244999,True,2023-09-25,0.21086069987814038,327,ratchet,0.5030776112098638,True,2022-12-23,0.011354606592379524,141,ma150_backstop,0.215056893244999,True,0.19950609328576085,0.0,0.052798152251944,0.4191414906559571
VRLLOG,2022-06-01,2022-10-17,-0.1076962322546774,94,ma150,0.07092672211834183,True,2026-09-09,-0.1251604091060159,1061,open_at_end,0.20841209862193133,False,2022-10-17,-0.1076962322546774,94,ma150_backstop,0.07092672211834183,True,-0.017464176851338498,0.0,-1.5184154721683785,-0.6005429144162228
MRPL,2022-06-01,2022-09-21,-0.19791974296490245,77,ma150,0.45729720589079026,True,2022-06-15,0.21705847004931123,10,ratchet,0.45729720589079026,True,2022-06-15,0.21705847004931123,10,ratchet,0.45729720589079026,True,0.41497821301421367,0.41497821301421367,-0.4328033069420695,0.4746551416742052
BORORENEW,2022-06-01,2022-06-17,-0.09480238541668173,12,ma150,0.006962269035494684,True,2026-09-09,-0.2567099071384633,1061,open_at_end,0.037602173044310794,False,2022-06-17,-0.09480238541668173,12,ma150_backstop,0.006962269035494684,True,-0.16190752172178158,0.0,-13.61659323036284,-6.826996589690539
JKPAPER,2022-06-01,2022-12-26,0.13090915842733142,142,ma150,0.3280972937845239,True,2022-09-26,0.09744329016385844,80,ratchet,0.3280972937845239,True,2022-09-26,0.09744329016385844,80,ratchet,0.3280972937845239,True,-0.033465868263472975,-0.033465868263472975,0.3989949350612605,0.2969951048357436
