start,end,total_return,cagr,max_drawdown,max_drawdown_duration_days,cost_drag_pct,avg_turnover_pct,max_turnover_pct,annualized_turnover,avg_holding_days,median_holding_days,hit_rate_overall,hit_rate_q1,hit_rate_q2,hit_rate_q3,hit_rate_q4,hit_rate_q5,trades_total,buys,sells,trades_per_week,trades_per_month,trades_per_year
2020-07-10,2026-02-06,13.049181743459128,0.6061377433553712,-0.3001445653506216,395,1.3745237017760485,0.28816969452566976,0.9980039920159688,123.23141435289683,43.398799313893655,21.0,0.4939965694682676,0.5555555555555556,0.5531914893617021,0.4788732394366197,0.49244712990936557,0.49293563579277866,2356,1190,1166,8.068493150684931,34.64705882352941,336.57142857142856
