date,portfolio_value,cash,invested,benchmark,drawdown,exposure
2020-07-10,1000000.0,1000000.0,0.0,10919.7,0.0,1.0
2020-07-13,999936.9728449067,0.0,999936.9728449067,10953.75,-6.302715509332035e-05,1.0
2020-07-14,983789.269036377,0.0,983789.269036377,10768.6,-0.01621073096362302,1.0
2020-07-15,984698.8605236765,0.0,984698.8605236765,10769.6,-0.0153011394763235,1.0
2020-07-16,978694.4459252475,0.0,978694.4459252475,10879.9,-0.021305554074752542,1.0
2020-07-17,997223.6873173667,0.0,997223.6873173667,11045.85,-0.0027763126826333417,1.0
2020-07-20,1001844.5690106261,0.0,1001844.5690106261,11159.45,0.0,1.0
2020-07-21,998445.5007379488,0.0,998445.5007379488,11283.9,-0.0033928100004914086,1.0
2020-07-22,1005714.8151315898,0.0,1005714.8151315898,11249.45,0.0,1.0
2020-07-23,1009579.4364934042,0.0,1009579.4364934042,11334.3,0.0,1.0
2020-07-24,1011002.8626463162,0.0,1011002.8626463162,11297.75,0.0,1.0
2020-07-27,1011541.9593671542,0.0,1011541.9593671542,11231.3,0.0,1.0
2020-07-28,1015236.1991095745,0.0,1015236.1991095745,11388.4,0.0,1.0
2020-07-29,1022210.2146180335,0.0,1022210.2146180335,11310.85,0.0,1.0
2020-07-30,1025623.9610689938,0.0,1025623.9610689938,11231.3,0.0,1.0
2020-07-31,1055590.7912516182,0.0,1055590.7912516182,11222.95,0.0,1.0
2020-08-03,1071718.2684589203,0.0,1071718.2684589203,11056.0,0.0,1.0
2020-08-04,1082829.4519014677,0.0,1082829.4519014677,11244.1,0.0,1.0
2020-08-05,1087635.533681829,0.0,1087635.533681829,11248.4,0.0,1.0
2020-08-06,1106895.2061587865,0.0,1106895.2061587865,11345.45,0.0,1.0
2020-08-07,1113895.7452237175,0.0,1113895.7452237175,11361.4,0.0,1.0
2020-08-10,1138473.4098549047,0.0,1138473.4098549047,11433.0,0.0,1.0
2020-08-11,1130118.203462765,0.0,1130118.203462765,11471.25,-0.00733895611422708,1.0
2020-08-12,1122683.734269039,0.0,1122683.734269039,11458.25,-0.013869165014471552,1.0
2020-08-13,1129790.0989992921,0.0,1129790.0989992921,11458.9,-0.007627152975596796,1.0
2020-08-14,1131621.5749465348,0.0,1131621.5749465348,11337.55,-0.006018440877985198,1.0
2020-08-17,1131787.958200576,0.0,1131787.958200576,11402.85,-0.005872294949058832,1.0
2020-08-18,1139247.4547116947,0.0,1139247.4547116947,11541.95,0.0,1.0
2020-08-19,1148448.3443004936,0.0,1148448.3443004936,11564.5,0.0,1.0
2020-08-20,1145008.335643405,0.0,1145008.335643405,11479.0,-0.0029953534037124863,1.0
2020-08-21,1157889.554624097,0.0,1157889.554624097,11535.8,0.0,1.0
2020-08-24,1184560.4383110339,0.0,1184560.4383110339,11619.15,0.0,1.0
2020-08-25,1177093.8036445598,0.0,1177093.8036445598,11625.6,-0.006303295657180796,1.0
2020-08-26,1177351.4170912013,0.0,1177351.4170912013,11694.35,-0.006085819673423587,1.0
2020-08-27,1172565.8132033336,0.0,1172565.8132033336,11709.45,-0.010125802550693286,1.0
2020-08-28,1171878.3213020822,0.0,1171878.3213020822,11791.5,-0.010706179776722946,1.0
2020-08-31,1127435.7518986994,0.0,1127435.7518986994,11496.05,-0.04822437468347651,1.0
2020-09-01,1118996.1559955296,0.0,1118996.1559955296,11586.6,-0.05534903935251034,1.0
2020-09-02,1162705.3132690482,0.0,1162705.3132690482,11660.6,-0.018449987299210324,1.0
2020-09-03,1188337.9755936356,0.0,1188337.9755936356,11663.35,0.0,1.0
2020-09-04,1180549.771585182,0.0,1180549.771585182,11464.95,-0.006553862763295837,1.0
2020-09-07,1178826.6710863586,7.275957614183426e-12,1178826.6710863586,11478.4,-0.008003871543805219,1.0
2020-09-08,1171295.2723014473,7.275957614183426e-12,1171295.2723014473,11434.9,-0.014341629773865106,1.0
2020-09-09,1154706.4333815626,7.275957614183426e-12,1154706.4333815626,11397.95,-0.028301327486628836,1.0
2020-09-10,1169136.2729299793,7.275957614183426e-12,1169136.2729299793,11562.65,-0.016158452442003424,1.0
2020-09-11,1169700.8570122428,7.275957614183426e-12,1169700.8570122428,11589.65,-0.01568334847843489,1.0
2020-09-14,1210426.0956143811,0.0,1210426.0956143811,11566.45,0.0,1.0
2020-09-15,1230608.1930488043,0.0,1230608.1930488043,11652.85,0.0,1.0
2020-09-16,1233172.4081823232,0.0,1233172.4081823232,11732.7,0.0,1.0
2020-09-17,1219659.9719529,0.0,1219659.9719529,11646.15,-0.010957459102851841,1.0
2020-09-18,1220347.7458625287,0.0,1220347.7458625287,11640.2,-0.010399731809356605,1.0
2020-09-21,1173836.841333241,0.0,1173836.841333241,11367.25,-0.048116197261129035,1.0
2020-09-22,1143628.6355600713,0.0,1143628.6355600713,11264.55,-0.07261253335552487,1.0
2020-09-23,1132920.7645896042,0.0,1132920.7645896042,11241.6,-0.08129572388056294,1.0
2020-09-24,1094986.8778070828,0.0,1094986.8778070828,10922.25,-0.11205694309924086,1.0
2020-09-25,1133849.0332056303,0.0,1133849.0332056303,11176.3,-0.0805429754328465,1.0
2020-09-28,1171612.2763016573,0.0,1171612.2763016573,11365.25,-0.04992013401548978,1.0
2020-09-29,1173091.1438762452,0.0,1173091.1438762452,11353.65,-0.048720895721821145,1.0
2020-09-30,1179360.2346906366,0.0,1179360.2346906366,11385.2,-0.04363718579383791,1.0
2020-10-01,1192404.3148647337,0.0,1192404.3148647337,11545.9,-0.03305952439990201,1.0
2020-10-05,1211754.0295114324,0.0,1211754.0295114324,11625.6,-0.017368519218217915,1.0
2020-10-06,1222777.8062002389,0.0,1222777.8062002389,11770.75,-0.008429155496112561,1.0
2020-10-07,1204215.1575045488,0.0,1204215.1575045488,11833.9,-0.02348191581780279,1.0
2020-10-08,1205310.7734095035,0.0,1205310.7734095035,11925.4,-0.022593462672334086,1.0
2020-10-09,1201209.1098290873,0.0,1201209.1098290873,11990.7,-0.025919569835615608,1.0
2020-10-12,1187786.4644121756,7.275957614183426e-12,1187786.4644121756,11999.05,-0.0368042160763602,1.0
2020-10-13,1187772.8844019945,7.275957614183426e-12,1187772.8844019945,11995.7,-0.03681522833230344,1.0
2020-10-14,1185293.5924728285,7.275957614183426e-12,1185293.5924728285,12039.05,-0.038825727361243345,1.0
2020-10-15,1163047.4427817496,7.275957614183426e-12,1163047.4427817496,11758.2,-0.056865499856533996,1.0
2020-10-16,1174793.5659134176,7.275957614183426e-12,1174793.5659134176,11843.35,-0.04734037339917063,1.0
2020-10-19,1184130.599753018,7.275957614183426e-12,1184130.599753018,11952.9,-0.03976881748561989,1.0
2020-10-20,1192349.9881762415,7.275957614183426e-12,1192349.9881762415,11976.85,-0.03310357881446058,1.0
2020-10-21,1200232.2195010805,7.275957614183426e-12,1200232.2195010805,12009.0,-0.02671174643762597,1.0
2020-10-22,1207445.631333249,7.275957614183426e-12,1207445.631333249,11971.8,-0.02086227090256998,1.0
2020-10-23,1220757.863504278,7.275957614183426e-12,1220757.863504278,12006.1,-0.010067160597879488,1.0
2020-10-26,1201781.5683318693,0.0,1201781.5683318693,11842.7,-0.025455353721969387,1.0
2020-10-27,1202807.8223619729,0.0,1202807.8223619729,11971.9,-0.024623147273548973,1.0
2020-10-28,1200970.5761255207,0.0,1200970.5761255207,11819.05,-0.026113000780051077,1.0
2020-10-29,1206399.1747209725,0.0,1206399.1747209725,11774.4,-0.021710859960623052,1.0
2020-10-30,1210783.8589873933,0.0,1210783.8589873933,11748.95,-0.018155246619513843,1.0
2020-11-02,1186127.4955357502,0.0,1186127.4955357502,11777.85,-0.038149501508808914,1.0
2020-11-03,1194144.7515366264,0.0,1194144.7515366264,11913.35,-0.031648175378188204,1.0
2020-11-04,1198471.761081365,0.0,1198471.761081365,12007.1,-0.028139331427392555,1.0
2020-11-05,1213178.2809663985,0.0,1213178.2809663985,12217.9,-0.016213570043620784,1.0
2020-11-06,1206400.8790427013,0.0,1206400.8790427013,12349.15,-0.02170947789780886,1.0
2020-11-09,1203776.5237926005,0.0,1203776.5237926005,12545.45,-0.02383761118451544,1.0
2020-11-10,1188657.2505116984,0.0,1188657.2505116984,12683.35,-0.036098081156583306,1.0
2020-11-11,1214512.0120753404,0.0,1214512.0120753404,12805.6,-0.015132025321980658,1.0
