start,end,total_return,cagr,max_drawdown,max_drawdown_duration_days,cost_drag_pct,avg_turnover_pct,max_turnover_pct,annualized_turnover,avg_holding_days,median_holding_days,hit_rate_overall,hit_rate_q1,hit_rate_q2,hit_rate_q3,hit_rate_q4,hit_rate_q5,trades_total,buys,sells,trades_per_week,trades_per_month,trades_per_year
2020-07-10,2026-01-30,9.665699076982213,0.5309539193431898,-0.2944953459921199,389,1.4968681604091678,0.4054017094364166,1.1599446464682848,134.6628314259726,29.74472049689441,14.0,0.453416149068323,0.3333333333333333,0.45714285714285713,0.45387453874538747,0.4349593495934959,0.468232044198895,3244,1634,1610,11.147766323024054,48.417910447761194,463.42857142857144
