symbol,status,merged_rows,kite_rows,gdf_rows_used,anchor_date,rescale_pct,boundary_pct,warn,gdf_rows
LTIM,stitched,2407.0,1557.0,850.0,2023-12-29,0.0,1.8051985147100824,False,
LTM,no_data,,,,,,,,
LTTS,stitched,2386.0,1579.0,807.0,2023-12-29,0.0,1.7263100548196908,False,
LUMAXTECH,gdf_only,,,,,,,,3668.0
LUPIN,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,1.0085794747527688,False,
LXCHEM,gdf_only,,,,,,,,685.0
M&M,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.9500517354905647,False,
M&MFIN,stitched,4258.0,1579.0,2679.0,2023-12-29,-7.228044813877843,2.171359944137996,True,
MAHABANK,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.0,False,
MAHSCOOTER,stitched,4237.0,1576.0,2661.0,2023-12-29,0.0,-0.18767629771977434,False,
MAHSEAMLES,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,1.1794573438409062,False,
MANAPPURAM,stitched,3935.0,1579.0,2356.0,2023-12-29,0.0,-0.08455467869222799,False,
MANKIND,no_pre_history,,747.0,,,0.0,,,
MANORAMA,gdf_only,,,,,,,,371.0
MANYAVAR,no_pre_history,,1048.0,,,0.0,,,
MAPMYINDIA,no_pre_history,,1088.0,,,0.0,,,
MARICO,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,1.2148711943793744,False,
MARKSANS,gdf_only,,,,,,,,3673.0
MARUTI,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-0.7721955323942153,False,
MASTEK,gdf_only,,,,,,,,3672.0
MAXHEALTH,no_pre_history,,1419.0,,,0.0,,,
MAZDOCK,no_pre_history,,1384.0,,,0.0,,,
MCX,stitched,3507.0,1579.0,1928.0,2023-12-29,0.0,1.0273972602739656,False,
MEDANTA,no_pre_history,,864.0,,,0.0,,,
MEDPLUS,gdf_only,,,,,,,,501.0
MEESHO,no_data,,,,,,,,
METROPOLIS,stitched,1752.0,1579.0,173.0,2023-12-29,299.98808246931236,-1.1647323651805208,True,
MFSL,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,1.450088876415001,False,
MGL,stitched,2442.0,1579.0,863.0,2023-12-29,0.0,0.08449117536610817,False,
MIDHANI,gdf_only,,,,,,,,1423.0
MINDACORP,stitched,3091.0,1579.0,1512.0,2023-12-29,0.0,-1.3452914798206206,False,
MMTC,stitched,4053.0,1579.0,2474.0,2023-12-29,0.0,0.0,False,
MOIL,gdf_only,,,,,,,,3232.0
MOTHERSON,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-11.054813450023026,False,
MOTILALOFS,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,7.821964708980778,False,
MPHASIS,stitched,4258.0,1579.0,2679.0,2023-12-29,-3.9255406515193103,-3.865112447178909,False,
MRF,stitched,4258.0,1579.0,2679.0,2023-12-29,-3.85864100227451e-05,0.5710448175833438,False,
MRPL,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-2.7808676307007785,False,
MSTCLTD,gdf_only,,,,,,,,1178.0
MSUMI,no_pre_history,,1022.0,,,0.0,,,
MTARTECH,gdf_only,,,,,,,,693.0
MUTHOOTFIN,stitched,3721.0,1579.0,2142.0,2023-12-29,0.0,-0.11162912863615926,False,
NAM-INDIA,stitched,2109.0,1579.0,530.0,2023-12-29,0.0,0.07052186177716191,False,
NATCOPHARM,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,4.187378886174042,False,
NATIONALUM,stitched,4258.0,1579.0,2679.0,2023-12-29,-2.09170140204622,-1.022469103685708,False,
NAUKRI,stitched,4256.0,1579.0,2677.0,2023-12-29,-0.004863576674285497,1.3883303086694943,False,
NAVA,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,-1.8791946308724938,False,
NAVINFLUOR,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,-0.37241173841799924,False,
NAZARA,gdf_only,,,,,,,,683.0
NBCC,stitched,3485.0,1579.0,1906.0,2023-12-29,0.0,-0.43047783039174004,False,
NCC,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-1.7857142857142905,False,
NEOGEN,gdf_only,,,,,,,,1154.0
NESCO,gdf_only,,,,,,,,3673.0
NESTLEIND,stitched,4053.0,1579.0,2474.0,2023-12-29,0.0,-0.04057892601108115,False,
NETWEB,no_pre_history,,691.0,,,0.0,,,
NETWORK18,gdf_only,,,,,,,,3673.0
NEULANDLAB,stitched,4237.0,1579.0,2658.0,2023-12-29,0.0,0.15544661006816618,False,
NEWGEN,stitched,2051.0,1579.0,472.0,2023-12-29,-0.0038405899146054523,0.034620620689485015,False,
NFL,gdf_only,,,,,,,,3673.0
NH,stitched,2562.0,1579.0,983.0,2023-12-29,0.0,6.085258704848684,False,
NHPC,stitched,4138.0,1579.0,2559.0,2023-12-29,0.0,0.20876826722338038,False,
NIACL,stitched,2104.0,1579.0,525.0,2023-12-29,0.0,-0.36913990402362984,False,
NIVABUPA,kite_only,,367.0,,,,,,
NLCINDIA,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.17497812773403787,False,
NMDC,stitched,4258.0,1579.0,2679.0,2023-12-29,-5.9816828849456165,-61.831372211471745,True,
NSLNISP,no_pre_history,,797.0,,,0.0,,,
NTPC,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,2.0999580008399743,False,
NTPCGREEN,kite_only,,360.0,,,,,,
NUVAMA,no_pre_history,,650.0,,,0.0,,,
NUVOCO,no_pre_history,,1170.0,,,0.0,,,
NYKAA,no_pre_history,,1116.0,,,0.0,,,
OBEROIRLTY,stitched,3856.0,1579.0,2277.0,2023-12-29,0.0,-1.4510505983228006,False,
OFSS,stitched,4258.0,1579.0,2679.0,2023-12-29,-8.623718192176232,-3.3910135544512943,True,
OIL,stitched,4119.0,1579.0,2540.0,2023-12-29,0.0,-0.5879470847623636,False,
OLAELEC,kite_only,,434.0,,,,,,
OLECTRA,stitched,4252.0,1579.0,2673.0,2023-12-29,0.0,-0.6000000000000116,False,
ONESOURCE,kite_only,,318.0,,,,,,
ONGC,stitched,4258.0,1579.0,2679.0,2023-12-29,-4.7305535235308565,-3.9174987719127974,False,
OPTIEMUS,gdf_only,,,,,,,,1584.0
ORIENTCEM,gdf_only,,,,,,,,2585.0
ORKLAINDIA,no_data,,,,,,,,
OSWALPUMPS,no_data,,,,,,,,
PAGEIND,stitched,4256.0,1579.0,2677.0,2023-12-29,0.0,0.8936395774822525,False,
PARADEEP,gdf_only,,,,,,,,396.0
PARAS,gdf_only,,,,,,,,557.0
PARKHOSPS,no_data,,,,,,,,
PATANJALI,no_pre_history,,1561.0,,,0.0,,,
PAYTM,no_pre_history,,1109.0,,,0.0,,,
PCBL,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,3.6811887875717764,False,
PCJEWELLER,gdf_only,,,,,,,,2719.0
PERSISTENT,stitched,3995.0,1579.0,2416.0,2023-12-29,0.0,4.776030851379409,False,
PETRONET,stitched,4258.0,1579.0,2679.0,2023-12-29,-4.4913541432741955,-3.9917159778371514,False,
PFC,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.40288379983037803,False,
PFIZER,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.13373730679102636,False,
PFOCUS,gdf_only,,,,,,,,3672.0
PGEL,stitched,3620.0,1579.0,2041.0,2023-12-29,0.0,-0.877192982456132,False,
PGHH,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,-0.3354590722460027,False,
PGIL,gdf_only,,,,,,,,3667.0
PHOENIXLTD,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,1.320845341018262,False,
PICCADIL,no_data,,,,,,,,
PIDILITIND,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,1.3412171906547643,False,
PIIND,stitched,3688.0,1579.0,2109.0,2023-12-29,0.0,0.3665537035756339,False,
PINELABS,no_data,,,,,,,,
PIRAMALFIN,no_data,,,,,,,,
PNB,stitched,4258.0,1579.0,2679.0,2023-12-29,-2.8198433420365543,0.5509983478817482,False,
PNBHOUSING,stitched,2357.0,1579.0,778.0,2023-12-29,0.0,-15.108245048364799,False,
PNCINFRA,gdf_only,,,,,,,,2130.0
PNGJL,no_data,,,,,,,,
POLICYBZR,no_pre_history,,1113.0,,,0.0,,,
POLYCAB,stitched,1751.0,1579.0,172.0,2023-12-29,0.0,0.16628873771731278,False,
POLYMED,stitched,3571.0,1579.0,1992.0,2023-12-29,0.0,-0.32102728731943087,False,
POONAWALLA,stitched,4253.0,1579.0,2674.0,2023-12-29,0.0,-1.2999071494893322,False,
POWERGRID,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-0.53261072696692,False,
POWERINDIA,no_pre_history,,1517.0,,,0.0,,,
POWERMECH,gdf_only,,,,,,,,2065.0
PPLPHARMA,no_pre_history,,882.0,,,0.0,,,
PRAJIND,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,4.778156996587035,False,
PREMIERENE,kite_only,,418.0,,,,,,
PRESTIGE,stitched,3851.0,1579.0,2272.0,2023-12-29,0.0,-1.4925373134328401,False,
PRICOLLTD,gdf_only,,,,,,,,1705.0
PRIVISCL,gdf_only,,,,,,,,2142.0
PRSMJOHNSN,gdf_only,,,,,,,,3672.0
PRUDENT,gdf_only,,,,,,,,401.0
PTC,gdf_only,,,,,,,,3648.0
PTCIL,no_pre_history,,724.0,,,0.0,,,
PURVA,gdf_only,,,,,,,,3673.0
PVRINOX,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-1.7225031605562657,False,
PWL,no_data,,,,,,,,
QPOWER,no_data,,,,,,,,
QUESS,gdf_only,,,,,,,,1851.0
RADICO,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,2.360446570972874,False,
RAILTEL,no_pre_history,,1288.0,,,0.0,,,
RAIN,gdf_only,,,,,,,,3668.0
RAINBOW,no_pre_history,,994.0,,,0.0,,,
RALLIS,gdf_only,,,,,,,,3673.0
RAMCOCEM,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,-0.16563970052342336,False,
RATEGAIN,gdf_only,,,,,,,,505.0
RATNAMANI,gdf_only,,,,,,,,3671.0
RAYMONDLSL,no_data,,,,,,,,
RBA,gdf_only,,,,,,,,755.0
RBLBANK,stitched,2401.0,1579.0,822.0,2023-12-29,0.0,0.8989415687980173,False,
RCF,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-0.5353319057815886,False,
RECLTD,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.5776576912326581,False,
REDINGTON,stitched,4256.0,1579.0,2677.0,2023-12-29,0.0,-0.7640067911714676,False,
REDTAPE,gdf_only,,,,,,,,95.0
REFEX,gdf_only,,,,,,,,3333.0
RELAXO,gdf_only,,,,,,,,3102.0
RELIANCE,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,4.684999272515644,False,
RELIGARE,gdf_only,,,,,,,,3673.0
RELINFRA,stitched,4220.0,1541.0,2679.0,2023-12-29,0.16682554814109185,4.757210997651518,False,
RENUKA,gdf_only,,,,,,,,3673.0
RHIM,stitched,3504.0,1579.0,1925.0,2023-12-29,0.0,1.7547568710359451,False,
RITES,stitched,1946.0,1579.0,367.0,2023-12-29,0.0,1.6013252346769757,False,
RKFORGE,stitched,4200.0,1579.0,2621.0,2023-12-29,0.0,-2.0084011551588343,False,
ROUTE,gdf_only,,,,,,,,813.0
RPOWER,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,4.285714285714293,False,
RRKABEL,no_pre_history,,654.0,,,0.0,,,
RTNINDIA,gdf_only,,,,,,,,2794.0
RTNPOWER,gdf_only,,,,,,,,3508.0
RUBICON,no_data,,,,,,,,
RVNL,stitched,1754.0,1579.0,175.0,2023-12-29,0.0,0.21786492374729072,False,
SAATVIKGL,no_data,,,,,,,,
SAFARI,gdf_only,,,,,,,,1068.0
SAGILITY,kite_only,,369.0,,,,,,
SAIL,stitched,4270.0,1579.0,2691.0,2023-12-29,0.0,0.0,False,
SAILIFE,kite_only,,345.0,,,,,,
SAMHI,gdf_only,,,,,,,,67.0
SAMMAANCAP,kite_only,,1579.0,,,,,,
SANDUMA,gdf_only,,,,,,,,77.0
SANOFICONR,no_data,,,,,,,,
SANSERA,gdf_only,,,,,,,,562.0
SAPPHIRE,no_pre_history,,1110.0,,,0.0,,,
SARDAEN,stitched,4076.0,1579.0,2497.0,2023-12-29,0.0,2.616147947677039,False,
SAREGAMA,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-6.380510440835263,False,
SBFC,no_pre_history,,678.0,,,0.0,,,
SBICARD,no_pre_history,,1527.0,,,0.0,,,
SBILIFE,stitched,2132.0,1579.0,553.0,2023-12-29,0.0,1.5391014975041584,False,
SBIN,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.20973782771536165,False,
SCHAEFFLER,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,-1.1166055192215696,False,
SCHNEIDER,stitched,3494.0,1579.0,1915.0,2023-12-29,0.0,0.0753579502637658,False,
SCI,stitched,4258.0,1579.0,2679.0,2023-12-29,-2.971147943523633,-40.55642406109563,False,
SENCO,gdf_only,,,,,,,,115.0
SFL,gdf_only,,,,,,,,1749.0
SHAILY,gdf_only,,,,,,,,432.0
SHAKTIPUMP,gdf_only,,,,,,,,3012.0
SHARDACROP,gdf_only,,,,,,,,2291.0
SHAREINDIA,gdf_only,,,,,,,,813.0
SHILPAMED,gdf_only,,,,,,,,3490.0
SHREECEM,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-0.21631363266949588,False,
SHRIPISTON,gdf_only,,,,,,,,1856.0
SHRIRAMFIN,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-4.931682322801024,False,
SHYAMMETL,no_pre_history,,1210.0,,,0.0,,,
SIEMENS,stitched,4258.0,1579.0,2679.0,2023-12-29,-23.82040897458195,-0.3622181672042313,True,
SIGNATURE,no_pre_history,,649.0,,,0.0,,,
SJVN,stitched,3964.0,1579.0,2385.0,2023-12-29,0.0,1.1787819253438192,False,
SKFINDIA,stitched,4257.0,1579.0,2678.0,2023-12-29,-53.120584335123155,0.9375753396603459,True,
SKFINDUS,no_data,,,,,,,,
SKIPPER,gdf_only,,,,,,,,2129.0
SKYGOLD,gdf_only,,,,,,,,242.0
SMARTWORKS,no_data,,,,,,,,
SMLMAH,no_data,,,,,,,,
SOBHA,stitched,4258.0,1579.0,2679.0,2023-12-29,-2.668154610936402,-0.04794403725241203,False,
SOLARINDS,stitched,4255.0,1579.0,2676.0,2023-12-29,0.0,0.9760927995473345,False,
SONACOMS,no_pre_history,,1210.0,,,0.0,,,
SONATSOFTW,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,1.1642949547218562,False,
SOUTHBANK,gdf_only,,,,,,,,3673.0
SPARC,gdf_only,,,,,,,,3673.0
SPLPETRO,gdf_only,,,,,,,,399.0
SRF,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.09894939029713168,False,
STAR,gdf_only,,,,,,,,3672.0
STARCEMENT,gdf_only,,,,,,,,1620.0
STARHEALTH,no_pre_history,,1095.0,,,0.0,,,
STLTECH,gdf_only,,,,,,,,3673.0
STYL,no_data,,,,,,,,
STYRENIX,gdf_only,,,,,,,,3668.0
SUBROS,gdf_only,,,,,,,,3672.0
SUDARSCHEM,gdf_only,,,,,,,,3621.0
SUDEEPPHRM,no_data,,,,,,,,
SUMICHEM,no_pre_history,,1561.0,,,0.0,,,
SUNDARMFIN,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,0.7910228108903627,False,
SUNDRMFAST,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.5499450054994526,False,
SUNPHARMA,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.4045775054906997,False,
SUNTECK,gdf_only,,,,,,,,3505.0
SUNTV,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-0.5092802172928956,False,
SUPREMEIND,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-1.1575479060088378,False,
SUPRIYA,gdf_only,,,,,,,,498.0
SURYAROSNI,gdf_only,,,,,,,,3672.0
SUZLON,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-5.405405405405405,False,
SWANCORP,kite_only,,1579.0,,,,,,
SWIGGY,kite_only,,368.0,,,,,,
SWSOLAR,gdf_only,,,,,,,,1083.0
SYNGENE,stitched,2661.0,1579.0,1082.0,2023-12-29,0.0,0.6715602061533765,False,
SYRMA,no_pre_history,,918.0,,,0.0,,,
TANLA,gdf_only,,,,,,,,3673.0
TARC,gdf_only,,,,,,,,751.0
TARIL,kite_only,,1579.0,,,,,,
TATACAP,no_data,,,,,,,,
TATACHEM,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-0.02998051266677182,False,
TATACOMM,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.604610152412155,False,
TATACONSUM,stitched,4258.0,1579.0,2679.0,2023-12-29,-1.2283768862716093,0.7710677354793916,False,
TATAELXSI,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.23003813790181127,False,
TATAINVEST,stitched,4258.0,1579.0,2679.0,2023-12-29,-0.04670714619336991,0.2943693902100586,False,
TATAPOWER,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,1.9469026548672552,False,
TATASTEEL,stitched,4258.0,1579.0,2679.0,2023-12-29,-4.799426934097417,-6.1526443993827336,False,
TATATECH,no_pre_history,,606.0,,,0.0,,,
TBOTEK,kite_only,,494.0,,,,,,
TCS,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.2729333395013134,False,
TDPOWERSYS,gdf_only,,,,,,,,3040.0
TECHM,stitched,4258.0,1579.0,2679.0,2023-12-29,-3.956311633206311,-1.5353648902175054,False,
TECHNOE,stitched,1843.0,1579.0,264.0,2023-12-29,0.0,-1.3106624158696345,False,
TEGA,gdf_only,,,,,,,,509.0
TEJASNET,stitched,2199.0,1579.0,620.0,2023-12-29,0.0,-3.2088374539715914,False,
TENNIND,no_data,,,,,,,,
TEXRAIL,gdf_only,,,,,,,,3179.0
THANGAMAYL,gdf_only,,,,,,,,3434.0
THELEELA,kite_only,,234.0,,,,,,
THERMAX,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,3.1359689636061283,False,
THOMASCOOK,gdf_only,,,,,,,,3673.0
THYROCARE,gdf_only,,,,,,,,1896.0
TI,gdf_only,,,,,,,,3338.0
TIINDIA,stitched,2111.0,1579.0,532.0,2023-12-29,0.0,1.8583887043189362,False,
TIMETECHNO,gdf_only,,,,,,,,3673.0
TIMKEN,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,0.5585683297180122,False,
TIPSMUSIC,no_data,,,,,,,,
TITAGARH,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,4.989816700610983,False,
TITAN,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-2.794730417946889,False,
TMB,gdf_only,,,,,,,,320.0
TMCV,no_data,,,,,,,,
TMPV,kite_only,,1579.0,,,,,,
TORNTPHARM,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,-0.2898770185932209,False,
TORNTPOWER,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.5457746478873204,False,
TRANSRAILL,no_data,,,,,,,,
TRAVELFOOD,no_data,,,,,,,,
TRENT,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,0.47424831641846854,False,
TRIDENT,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,0.0,False,
TRITURBINE,stitched,3600.0,1579.0,2021.0,2023-12-29,0.0,0.0,False,
TRIVENI,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,3.232607167955015,False,
TSFINV,no_data,,,,,,,,
TTML,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,2.2727272727272707,False,
TVSMOTOR,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.032020493115592075,False,
TVSSCS,gdf_only,,,,,,,,88.0
UBL,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.2913271131057771,False,
UCOBANK,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-0.29940119760479833,False,
UJJIVANSFB,gdf_only,,,,,,,,1007.0
ULTRACEMCO,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.468358028200333,False,
UNIONBANK,stitched,4258.0,1579.0,2679.0,2023-12-29,-6.196473551637272,-4.132594259371059,True,
UNITDSPR,kite_only,,1579.0,,,,,,
UNOMINDA,stitched,4238.0,1579.0,2659.0,2023-12-29,0.0,1.745012220769615,False,
UPL,stitched,4256.0,1579.0,2677.0,2023-12-29,-4.078331204767993,0.648848128095203,False,
URBANCO,no_data,,,,,,,,
USHAMART,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,2.4074074074073915,False,
UTIAMC,no_pre_history,,1384.0,,,0.0,,,
UTLSOLAR,no_data,,,,,,,,
V2RETAIL,gdf_only,,,,,,,,3645.0
VAIBHAVGBL,gdf_only,,,,,,,,3664.0
VARROC,gdf_only,,,,,,,,1357.0
VBL,stitched,2356.0,1579.0,777.0,2023-12-29,0.0,-1.3492063492063555,False,
VEDL,stitched,4249.0,1579.0,2670.0,2023-12-29,-65.98336878746858,-8.80929282585683,True,
VENTIVE,kite_only,,338.0,,,,,,
VGUARD,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,0.02351834430855959,False,
VIJAYA,no_pre_history,,1155.0,,,0.0,,,
VIKRAMSOLR,no_data,,,,,,,,
VIPIND,gdf_only,,,,,,,,3672.0
VIYASH,no_data,,,,,,,,
VMART,gdf_only,,,,,,,,2679.0
VMM,kite_only,,345.0,,,,,,
VOLTAMP,gdf_only,,,,,,,,3673.0
VOLTAS,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-0.9100561201274115,False,
VTL,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,0.2317497103128563,False,
WAAREEENER,kite_only,,380.0,,,,,,
WAAREERTL,no_data,,,,,,,,
WABAG,gdf_only,,,,,,,,3275.0
WAKEFIT,no_data,,,,,,,,
WEBELSOLAR,gdf_only,,,,,,,,3548.0
WELCORP,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,1.8024263431542398,False,
WELENT,gdf_only,,,,,,,,3669.0
WELSPUNLIV,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,2.5000000000000133,False,
WESTLIFE,gdf_only,,,,,,,,1083.0
WEWORK,no_data,,,,,,,,
WHIRLPOOL,stitched,4053.0,1579.0,2474.0,2023-12-29,0.0,-1.6958078786602049,False,
WIPRO,stitched,4258.0,1579.0,2679.0,2023-12-29,-1.9520475281137206,0.7876008789251987,False,
WOCKPHARMA,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-7.394742466338955,False,
YATHARTH,gdf_only,,,,,,,,99.0
YESBANK,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,-0.6389776357827559,False,
ZAGGLE,gdf_only,,,,,,,,67.0
ZEEL,stitched,4258.0,1579.0,2679.0,2023-12-29,-2.056789224608657,-1.2125025805680867,False,
ZENSARTECH,stitched,4258.0,1579.0,2679.0,2023-12-29,0.0,0.45819014891179677,False,
ZENTEC,stitched,2752.0,1579.0,1173.0,2023-12-29,0.0,-0.8857395925597866,False,
ZFCVINDIA,stitched,4255.0,1579.0,2676.0,2023-12-29,0.0,0.5539140430324885,False,
ZYDUSLIFE,stitched,4257.0,1579.0,2678.0,2023-12-29,0.0,-0.019661816751870287,False,
ZYDUSWELL,gdf_only,,,,,,,,3505.0
