date,open,high,low,close,volume
2019-10-16,750.0,750.0,712.5,714.0,56446
2019-10-17,687.0,735.0,678.3,724.05,424931
2019-10-18,710.35,748.95,690.0,719.4,82769
2019-10-22,692.0,749.0,683.45,716.55,208878
2019-10-23,698.0,731.75,691.25,698.8,5507
2019-10-24,723.0,723.0,690.0,697.85,4170
2019-10-25,670.0,700.0,670.0,688.7,5532
2019-10-27,699.0,710.0,682.2,692.4,3720
2019-10-29,685.0,719.1,675.05,707.65,9500
2019-10-30,677.0,690.0,672.3,679.25,16606
2019-10-31,673.1,705.3,653.0,661.45,39192
2019-11-01,668.9,668.9,630.0,635.15,13350
2019-11-04,635.15,650.0,624.95,640.55,20336
2019-11-05,632.0,635.0,575.65,608.9,33701
2019-11-06,625.0,640.0,584.4,619.55,40890
2019-11-07,603.1,632.9,601.3,608.4,11792
2019-11-08,602.0,634.0,595.0,616.9,21249
2019-11-11,611.0,667.5,601.0,635.0,49732
2019-11-13,625.1,631.3,598.0,610.75,47466
2019-11-14,600.05,607.9,590.0,602.1,15435
2019-11-15,592.3,597.0,539.05,545.25,55469
2019-11-18,545.0,547.8,495.15,531.9,73289
2019-11-19,512.0,548.45,512.0,524.25,40428
2019-11-20,531.7,531.7,515.0,523.75,4277
2019-11-21,510.35,530.35,510.3,522.5,5239
2019-11-22,526.15,529.45,495.0,503.6,14079
2019-11-25,524.0,524.0,488.3,494.25,14318
2019-11-26,505.95,513.4,492.7,503.4,11635
2019-11-27,506.0,506.0,476.6,483.45,14877
2019-11-28,488.35,488.35,450.0,452.05,28906
2019-11-29,455.05,465.95,425.65,433.55,22343
2019-12-02,438.0,448.0,401.15,429.3,53607
2019-12-03,439.15,459.0,430.0,452.15,25119
2019-12-04,435.0,497.4,435.0,486.25,27246
2019-12-05,486.0,508.05,470.0,492.25,85870
2019-12-06,508.95,527.0,495.0,503.6,19931
2019-12-09,501.95,525.9,488.4,516.8,14202
2019-12-10,512.0,539.8,510.0,535.85,11380
2019-12-11,533.0,550.0,512.15,541.15,24852
2019-12-12,540.95,579.8,538.3,569.5,19070
2019-12-13,579.95,590.0,558.05,584.45,11792
2019-12-16,589.95,589.95,544.05,569.8,22445
2019-12-17,570.05,594.0,564.0,582.65,21883
2019-12-18,593.95,600.0,576.45,595.7,6327
2019-12-19,599.0,607.05,585.0,600.9,24555
2019-12-20,600.9,613.9,598.0,603.7,10034
2019-12-23,592.2,604.95,583.5,603.7,13370
2019-12-24,608.85,608.85,585.75,596.45,6714
2019-12-26,595.1,610.9,591.1,601.0,17932
2019-12-27,601.2,605.95,594.95,600.5,6647
2019-12-30,600.0,620.0,599.95,614.35,12580
