start,end,total_return,cagr,max_drawdown,max_drawdown_duration_days,cost_drag_pct,avg_turnover_pct,max_turnover_pct,annualized_turnover,avg_holding_days,median_holding_days,hit_rate_overall,hit_rate_q1,hit_rate_q2,hit_rate_q3,hit_rate_q4,hit_rate_q5,trades_total,buys,sells,trades_per_week,trades_per_month,trades_per_year
2020-07-10,2026-01-21,10.548029807495656,0.5560525152664879,-0.27111124067472747,260,1.1974589520862389,0.2963761259004048,0.9980039920159685,108.20679917107837,40.31924072476273,21.0,0.47627264883520276,0.5555555555555556,0.5660377358490566,0.4551282051282051,0.4631578947368421,0.48128342245989303,2342,1183,1159,8.075862068965517,34.95522388059702,334.57142857142856
