symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,1332.4443282002178,223.558725,2025-08-22,20,171,294.35,0.3166562834888238,392204.98800573417,0.030800431758119487
ATHERENERG,428.6988981814572,645.100125,2025-11-07,2,94,725.3,0.12432159271399912,310935.3108510109,0.024418205060962185
NATIONALUM,2318.3718263439996,263.93431499999997,2025-11-14,13,87,364.35,0.38045710350319584,844698.7749284363,0.0663354311367658
IDEA,56807.118776530886,10.7715,2025-11-14,22,87,11.59,0.07598755976419258,658394.506619993,0.05170468426264217
HINDCOPPER,1333.4267623135315,366.99502500000006,2025-12-05,14,66,598.55,0.6309485394250232,798122.5885827643,0.06267773505190022
ASHOKLEY,2974.357545214424,162.77991000000003,2025-12-12,21,59,205.67,0.2634851561227669,611736.1163242506,0.04804053258125991
M&MFIN,744.5048984757556,371.31615000000005,2025-12-19,17,52,383.05,0.031600699296273405,285182.60136113816,0.022395807091821863
JKTYRE,900.5751214798371,503.81812499999995,2025-12-26,15,45,567.95,0.12729171861373612,511481.6402444735,0.040167401837455985
SHRIRAMFIN,467.75949721126545,969.998625,2025-12-26,17,45,1044.0,0.0762901854628919,488340.91508856113,0.0383501268210871
HINDZINC,706.8830226457442,641.8686749999999,2025-12-26,18,45,622.8,-0.02970806294605355,440246.7465037694,0.034573221369191845
VEDL,751.7251351219434,603.57975,2025-12-26,21,45,677.05,0.1217241797790598,508955.50273431174,0.03996902056140698
MCX,200.54844220168738,2459.409,2026-01-16,10,24,2426.3,-0.013462177295439637,486590.68531395413,0.03821267871516698
HINDALCO,518.4744790952739,951.311325,2026-01-16,16,24,961.7,0.01092037351705022,498616.9065459249,0.039157115470667775
CANBK,3162.0115714407684,155.98635000000002,2026-01-16,20,24,147.74,-0.05286584371004266,467155.58956465917,0.03668641219983667
INDIANB,578.6110890657127,852.4389749999999,2026-01-16,23,24,902.25,0.058433537720398165,522051.8551095393,0.040997496281882984
BANKINDIA,3166.2318580027463,155.778435,2026-01-16,24,24,168.73,0.0831409366771465,534238.3014008034,0.04195451574580317
FEDERALBNK,1851.5020089628786,281.59957499999996,2026-01-23,22,17,287.6,0.021308359574051527,532491.9777777239,0.041817374395679736
GMDCLTD,301.84279024184866,591.2300999999999,2026-01-30,16,10,626.85,0.06024710176291803,189210.15306310283,0.014858950257099325
KARURVYSYA,590.0359065171536,302.4537,2026-01-30,20,10,320.95,0.06115415351176057,189372.02419668046,0.014871662234141532
MRPL,3646.0333842398736,184.771305,2026-02-06,15,3,193.58,0.047673501034156684,705799.1425211548,0.05542743970365887
UNIONBANK,3793.8559743664896,177.571935,2026-02-06,18,3,180.21,0.01485631724405101,683690.7851405852,0.05369123803971063
CHENNPETRO,748.6743829041587,899.8335749999999,2026-02-06,20,3,922.0,0.024633916332806427,690277.7810376344,0.05420852446854899
APLAPOLLO,307.2771057047569,2192.4261,2026-02-06,22,3,2238.3,0.020923806736290906,687778.3456989573,0.05401224015310926
GESHIP,527.4063940518467,1277.3495999999998,2026-02-06,23,3,1320.0,0.03338976267734406,696176.4401484377,0.05467175480208073
