symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,3002.286002309344,223.558725,2025-08-22,20,167,283.4,0.26767586458546844,850847.853054468,0.060402179878202754
ATHERENERG,801.9581833956252,645.100125,2025-11-07,2,90,714.5,0.10758000550689695,572999.1220361742,0.0406775381932657
NATIONALUM,1879.1540493277528,263.93431499999997,2025-11-14,13,83,363.85,0.37856269276694876,683730.2008479029,0.048538401350506716
IDEA,46044.955371934884,10.7715,2025-11-14,22,83,11.24,0.04349440653576564,517545.29838054813,0.03674083926483009
HINDCOPPER,1109.3308616858935,366.99502500000006,2025-12-05,14,62,607.3,0.6547908244805223,673696.6323018431,0.04782611253181402
ASHOKLEY,3596.6211517761726,162.77991,2025-12-12,21,55,201.5,0.2378677442443604,724719.1620828988,0.05144823135201511
M&MFIN,1038.772223658429,371.3161500000001,2025-12-19,17,48,375.3,0.01072899737864863,389851.21553900844,0.027675762666836905
JKTYRE,990.6219100500304,511.79654999999997,2025-12-24,15,43,536.05,0.04738885012022842,531022.8748823188,0.03769762019488678
SHRIRAMFIN,522.5227511806726,970.2866999999999,2025-12-24,17,43,992.0,0.022378231093964418,518342.56917122717,0.036797437978145706
HINDZINC,811.6211350295612,624.6718500000001,2025-12-24,18,43,610.8,-0.022206619363430713,495738.18927605596,0.035192740010627936
VEDL,228.5241097293926,608.84025,2026-01-09,18,27,655.2,0.07614435806436926,149728.99669469803,0.010629347842706511
MCX,290.1319312768546,2367.225,2026-01-14,10,22,2410.4,0.01823865496520205,699334.0071497303,0.04964612456053082
HINDALCO,723.0154137723889,949.9210499999998,2026-01-14,16,22,935.45,-0.015233950231969051,676344.7688133812,0.048014105270278065
CANBK,4493.635478031723,152.84007,2026-01-14,20,22,148.29,-0.029770138158141446,666361.2050373242,0.04730536631905184
INDIANB,824.6350910028499,832.8624,2026-01-14,23,22,879.5,0.05599676489177563,725266.5625370065,0.0514870916260062
BANKINDIA,4565.925177468488,150.42023999999998,2026-01-14,24,22,163.46,0.08668886580688895,746346.1295089991,0.0529835422445581
FEDERALBNK,2087.411830605132,281.59957499999996,2026-01-23,22,13,287.6,0.021308359574051527,600339.642482036,0.042618457510398784
GMDCLTD,113.37440662311265,591.2301,2026-01-30,16,6,613.85,0.03825904668926716,69594.8795055977,0.004940580640132208
KARURVYSYA,221.62189374844291,302.4537,2026-01-30,20,6,314.15,0.038671373502787265,69622.51792107333,0.004942542707189338
MRPL,4047.3236827077517,184.45818000000003,2026-02-05,15,0,182.59,-0.010127932521073468,739000.8312256084,0.05246209528247237
UNIONBANK,4205.050183422243,177.53937,2026-02-05,18,0,177.92,0.002143918838959369,748162.5286344854,0.05311248946621985
CHENNPETRO,831.924761891101,897.3912000000001,2026-02-05,20,0,894.4,-0.003333217441847225,744073.5070354007,0.05282220746425309
APLAPOLLO,341.9956929907602,2182.9572,2026-02-05,22,0,2182.1,-0.00039267833560818755,746268.8016751377,0.0529780526970277
GESHIP,593.8365048715156,1257.1843500000002,2026-02-05,23,0,1266.1,0.007091760249799295,751856.3988178258,0.05337471944124991
