symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,1964.1052868157642,223.558725,2025-08-22,20,154,288.0,0.2882521136224945,565662.3226029401,0.04959323917742079
NETWEB,155.88858931561353,2886.9123,2025-09-05,12,140,3100.1,0.07384626820842466,483270.21573733346,0.04236968671715585
ATHERENERG,663.3679685295755,645.100125,2025-11-07,2,77,621.2,-0.037048706198902104,412084.1820505723,0.03612860285200763
NATIONALUM,1617.1088589600124,263.93431499999997,2025-11-14,13,70,370.65,0.4043266787799078,599381.3985735285,0.05254948733578508
MUTHOOTFIN,115.82358347491181,3685.0053000000003,2025-11-14,21,70,3802.8,0.031965951310843455,440453.92323839467,0.038615859478284276
IDEA,39624.05597827995,10.7715,2025-11-14,22,70,9.93,-0.07812282411920346,393466.87586431985,0.034496370190151185
HINDCOPPER,1152.2102923176792,366.99502500000006,2025-12-05,14,49,535.9,0.4602377784276501,617469.4956530443,0.05413532271651364
ASHOKLEY,2672.403407886703,162.77991000000003,2025-12-12,21,42,192.98,0.18552713292444967,515720.4096539759,0.04521468834437466
M&MFIN,1330.0927955972195,371.31615000000005,2025-12-19,17,35,360.65,-0.02872525205273213,479697.9667321372,0.04205649739512219
JKTYRE,932.2767843832041,511.79655,2025-12-24,15,30,508.05,-0.007320389322671317,473643.2203058869,0.041525660399838626
SHRIRAMFIN,491.7474823600259,970.2866999999999,2025-12-24,17,30,1003.55,0.03428192924833451,493493.185922404,0.04326596385146964
HINDZINC,763.818702399376,624.6718500000001,2025-12-24,18,30,698.7,0.11850726105234277,533680.127366444,0.04678926833756716
GPIL,1865.3022094652292,255.79557,2025-12-24,22,30,241.85,-0.054518418751348996,451123.3393591657,0.039551277809004956
VEDL,743.9492001756315,608.84025,2026-01-09,18,14,684.15,0.1236937768158397,508972.8453001583,0.04462311001311146
INDIACEM,970.4900469778987,466.71907500000003,2026-01-09,20,14,431.5,-0.07546097189192458,418766.4552709633,0.036714456922228855
MCX,194.40203072015723,2367.225,2026-01-14,10,9,2282.0,-0.03600206993420563,443625.4341033988,0.03889391493751687
HINDALCO,484.4543103571862,949.9210499999999,2026-01-14,16,9,950.3,0.0003989278898492987,460376.93113243405,0.040362566756004595
CANBK,3010.9469798824625,152.84007,2026-01-14,20,9,151.81,-0.006739528449574705,457091.8610159566,0.04007455523129957
INDIANB,552.5442704239309,832.8624,2026-01-14,23,9,876.45,0.05233469538305502,484277.42581305426,0.0424579917150162
BANKINDIA,3059.384476261467,150.42024,2026-01-14,24,9,159.65,0.061359827640216524,488430.7316351432,0.04282212395572125
CUB,1542.6546501706403,279.7584,2026-01-23,19,0,275.45,-0.01540043122923207,424924.22338950285,0.037254326124930175
AUBANK,437.3459023965098,986.7946499999999,2026-01-23,21,0,966.1,-0.020971587148349347,422519.87630526815,0.037043530115987426
FEDERALBNK,1532.5683523645164,281.59957499999996,2026-01-23,22,0,278.55,-0.010829473020333769,426896.9145511361,0.03742727762035925
ABCAPITAL,1226.8295330845053,351.77714999999995,2026-01-23,23,0,347.45,-0.012300827384609692,426261.92127021134,0.03737160593709768
