stop_mode,stop_pct,trail,partial_r,timestop,n,meanR,medR,win,meanRet,hold,era1,era2,era3
fixed,0.08,none,2.0,40.0,1751,2.731892113769525,-1.0229999999999988,0.4237578526556254,0.21855136910156195,31.0,3.7580759361152043,4.507204002533321,0.8227630140653832
structure,0.1,none,3.0,40.0,1751,2.6874979768547274,-1.0180000000000007,0.3923472301541976,0.2110529219662241,29.0,3.287857204498793,4.416548220638626,1.032883170195181
structure,0.1,none,2.0,40.0,1751,2.609345127104127,-1.0180000000000002,0.4089091947458595,0.20567892451938177,27.0,3.2457789867018962,4.362748199103515,0.917254942808366
fixed,0.1,none,3.0,40.0,1751,2.152645654777034,-0.21430266909927012,0.46087949743004,0.21526456547770334,40.0,2.8143314887138806,3.4907248024349435,0.7710514927878982
fixed,0.1,none,2.0,40.0,1751,2.105908662563445,-0.18896043901400772,0.46659051970302684,0.21059086625634438,40.0,2.769637782879356,3.44866015085275,0.7196273134849442
structure,0.08,ma150,,,1751,1.0620731786280078,-1.0230000000000001,0.2747001713306682,0.06909517258908397,23.0,0.8090684054329632,0.8099911642467821,1.388207562985713
structure,0.1,ma150,,,1751,1.033119397949685,-1.0186805668584114,0.2866933181039406,0.07050779828230198,27.0,0.7715977578501148,0.7828870494372608,1.3621831810438263
structure,0.06,ma150,,,1751,1.0022728498155615,-1.031333333333333,0.23586521987435752,0.056174794200089286,15.0,0.5277854494959487,0.9044752373396745,1.321891489015092
structure,0.08,ma150,,40.0,1751,0.9489801717107037,-1.0229999999999997,0.35237007424328953,0.0615358516643895,23.0,0.5784491295670098,0.8006031009803983,1.2546510167432423
fixed,0.06,ma150,,,1751,0.9480297689441683,-1.0313333333333328,0.24386065105653912,0.05688178613665016,16.0,0.4699460201759524,0.8717283573016079,1.2527525038191214
fixed,0.08,ma150,,,1751,0.9440497622663374,-1.0229999999999992,0.30211307824100514,0.07552398098130696,31.0,0.7894829381826908,0.709174836203641,1.2062759089261461
structure,0.1,ma150,,40.0,1751,0.9140731665091255,-1.0180000000000002,0.3672187321530554,0.061708786355813415,27.0,0.5433531173579655,0.758037737491517,1.225805286316366
structure,0.06,ma150,,40.0,1751,0.9033686728259697,-1.0313333333333328,0.2952598515134209,0.05049779460444694,15.0,0.3912597494708275,0.8884451549128006,1.1777485041264297
fixed,0.06,ma150,,40.0,1751,0.8479552052129823,-1.0313333333333325,0.307824100513992,0.05087731231277899,16.0,0.35593729822698655,0.8400803079457883,1.1065371206743575
fixed,0.08,ma150,,40.0,1751,0.8119385676673625,-1.0229999999999984,0.3963449457452884,0.06495508541338897,31.0,0.5840581595359525,0.6869799192982919,1.026178771551014
fixed,0.1,ma150,,,1751,0.8018803368908739,-0.7175644637652843,0.33923472301541974,0.08018803368908736,43.0,0.6208804280648315,0.5981337275084654,1.0534264060562422
structure,0.1,ma150,3.0,,1751,0.6530345010836648,-1.0181345893332943,0.31810394060536834,0.045940626222733164,26.0,0.4628997908377338,0.5559440668131099,0.8262041539729121
