start,end,total_return,cagr,max_drawdown,max_drawdown_duration_days,cost_drag_pct,avg_turnover_pct,max_turnover_pct,annualized_turnover,avg_holding_days,median_holding_days,hit_rate_overall,hit_rate_q1,hit_rate_q2,hit_rate_q3,hit_rate_q4,hit_rate_q5,trades_total,buys,sells,trades_per_week,trades_per_month,trades_per_year
2020-07-10,2026-02-09,11.10811567183521,0.5628542829208334,-0.295985321489725,396,1.0814752159909922,0.27269606434087357,0.9980039920159688,96.81588790213478,46.38937198067633,21.0,0.5014492753623189,0.5,0.5555555555555556,0.5113636363636364,0.4943820224719101,0.4965675057208238,2094,1059,1035,7.146757679180888,30.794117647058822,299.14285714285717
