symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,3002.286002309344,223.558725,2025-08-22,20,165,284.75,0.2737145463680739,854900.9391575857,0.06054720170914449
NETWEB,306.7685214734623,2886.9123000000004,2025-09-05,12,151,3234.0,0.12022800276960255,992089.398445177,0.07026338862179148
ATHERENERG,801.9581833956252,645.100125,2025-11-07,2,88,679.45,0.05324735443199602,544890.4877081575,0.03859113115628303
NATIONALUM,1879.1540493277528,263.93431499999997,2025-11-14,13,81,370.75,0.40470556092715726,696696.3637882643,0.049342576825196195
MUTHOOTFIN,134.59227230658163,3685.0053000000003,2025-11-14,21,81,3608.7,-0.02070697157477641,485703.1330727611,0.03439926688804243
IDEA,46044.955371934884,10.7715,2025-11-14,22,81,11.37,0.055563292020609945,523531.14257889957,0.03707838445233067
HINDCOPPER,1109.3308616858935,366.99502500000006,2025-12-05,14,60,628.5,0.7125572751292744,697214.4465695841,0.049379269336837964
ASHOKLEY,3596.6211517761726,162.77991,2025-12-12,21,53,196.8,0.20899440231905775,707815.0426695509,0.05013004220525278
M&MFIN,1038.772223658429,371.3161500000001,2025-12-19,17,46,362.55,-0.02360831867937896,376606.86968736345,0.02667267172086596
JKTYRE,990.6219100500304,511.79654999999997,2025-12-24,15,41,543.55,0.06204311068529078,538452.539207694,0.0381351721689941
SHRIRAMFIN,522.5227511806726,970.2866999999999,2025-12-24,17,41,1008.3,0.039177389528270545,526859.6900154721,0.037314124318565005
HINDZINC,811.6211350295612,624.6718500000001,2025-12-24,18,41,620.6,-0.006518382411501378,503692.0763993457,0.03567330944694096
GPIL,1982.0393133392256,255.79556999999997,2025-12-24,22,41,252.72,-0.01202354677213513,500900.9752670891,0.035475633487651585
VEDL,228.5241097293926,608.84025,2026-01-09,18,25,669.8,0.10012437581122469,153065.44869674716,0.010840653194363056
MCX,290.1319312768546,2367.225,2026-01-14,10,20,2405.2,0.016041990093886183,697825.3211070906,0.0494225336989965
HINDALCO,723.0154137723889,949.9210499999998,2026-01-14,16,20,962.9,0.013663188114422908,696191.5419214333,0.04930682349987136
CANBK,4493.635478031723,152.84007,2026-01-14,20,20,148.63,-0.027545590629473038,667889.041099855,0.04730233719318191
INDIANB,824.6350910028499,832.8624,2026-01-14,23,20,869.2,0.0436297760590465,716772.8210996771,0.050764464736135856
BANKINDIA,4565.925177468488,150.42023999999998,2026-01-14,24,20,157.02,0.04387547845954787,716941.5713661021,0.05077641624531278
CUB,2101.1497218613526,279.7584,2026-01-23,19,11,299.05,0.06895807239389429,628348.8243226375,0.044501954866789144
AUBANK,595.6804532213233,986.7946499999998,2026-01-23,21,11,986.05,-0.0007546149545905045,587370.7108988859,0.04159973545693218
FEDERALBNK,2087.411830605132,281.59957499999996,2026-01-23,22,11,284.65,0.010832491490798679,594181.7775817508,0.04208212003438769
ABCAPITAL,1670.9848389765439,351.77715,2026-01-23,23,11,345.7,-0.017275567784888812,577659.4588341912,0.0409119491758821
GMDCLTD,113.37440662311265,591.2301,2026-01-30,16,4,591.0,-0.0003891885748036339,67004.27431425957,0.004745487022482382
KARURVYSYA,221.62189374844291,302.4537,2026-01-30,20,4,302.2,-0.0008388060718055312,66974.13629077944,0.004743352537768206
