symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,2117.9671869056215,223.558725,2025-08-22,20,164,272.1,0.2171298615162527,576298.8715570197,0.0480798841380527
NETWEB,167.33557325336912,2886.9123000000004,2025-09-05,12,150,3150.4,0.09126972786807541,527173.9899774141,0.043981457555571875
ATHERENERG,710.1486713538278,645.100125,2025-11-07,2,87,610.25,-0.054022815450547435,433368.2266936734,0.036155361665468067
NATIONALUM,1741.0242126219134,263.93431499999997,2025-11-14,13,80,360.55,0.36605958190771837,627726.2798608309,0.052370407605654055
MUTHOOTFIN,124.69887979720924,3685.0053000000003,2025-11-14,21,80,3434.9,-0.067871082844847,428328.18221543403,0.03573487714515367
IDEA,42660.356770809914,10.7715,2025-11-14,22,80,10.53,-0.022420275727614514,449213.5567966284,0.03747731746493192
HINDCOPPER,1256.7942748853836,366.99502500000006,2025-12-05,14,59,589.0,0.6049263883073073,740251.827907491,0.06175827140284876
ASHOKLEY,2883.0667676478224,162.77991,2025-12-12,21,52,189.67,0.16519292829194954,546831.2738197624,0.045621439822161144
M&MFIN,1458.7981337844292,371.31615000000005,2025-12-19,17,45,346.5,-0.06683294007007246,505473.5533563047,0.042171017643258306
JKTYRE,1014.7595177031491,511.79655,2025-12-24,15,40,512.55,0.0014721670163659883,520114.99079874903,0.04339253420452685
SHRIRAMFIN,535.2546007691702,970.2867,2025-12-24,17,40,943.5,-0.027606994922222516,505012.71582571213,0.042132570552398156
HINDZINC,831.3971891644157,624.6718500000001,2025-12-24,18,40,581.8,-0.06863099401709893,483706.88465585705,0.040355052072544265
GPIL,2030.3339117254282,255.79557,2025-12-24,22,40,241.67,-0.055222105683847444,490670.7964466842,0.04093604240338766
VEDL,811.0169907720804,608.84025,2026-01-09,18,24,644.05,0.057830851360434865,522335.4929067583,0.043577787879920914
MCX,211.1494389305846,2367.225,2026-01-14,10,19,2215.0,-0.06430525193000236,467696.00723124493,0.039019284869939656
HINDALCO,526.1892349605824,949.92105,2026-01-14,16,19,908.9,-0.04318364141946329,478253.39565567335,0.03990007439998946
CANBK,3270.3350016291743,152.84007,2026-01-14,20,19,144.83,-0.05240818065576647,473642.61828595336,0.03951540309025124
INDIANB,600.1450306466627,832.8624,2026-01-14,23,19,809.65,-0.02787063025056724,485907.42406307044,0.04053864028512256
BANKINDIA,3322.945306911172,150.42024,2026-01-14,24,19,148.79,-0.010837903197069898,494421.03221531323,0.04124891981846729
CUB,1632.4919337211077,279.75839999999994,2026-01-23,19,10,278.75,-0.003604538773455679,455057.12652475876,0.03796483907801795
AUBANK,462.81496498863584,986.7946499999999,2026-01-23,21,10,955.65,-0.0315614297260326,442289.1212913898,0.036899620590541374
FEDERALBNK,1621.8182551970228,281.59957499999996,2026-01-23,22,10,279.0,-0.009231459244922413,452487.2931999694,0.03775044114214111
GMDCLTD,775.3645000988327,591.2300999999999,2026-01-30,16,3,563.2,-0.04740979865537942,436685.2864556626,0.03643209975555759
KARURVYSYA,1515.6661364363654,302.4537,2026-01-30,20,3,292.5,-0.03290983049637031,443332.34490763687,0.03698665541409347
