start,end,total_return,cagr,max_drawdown,max_drawdown_duration_days,cost_drag_pct,avg_turnover_pct,max_turnover_pct,annualized_turnover,avg_holding_days,median_holding_days,hit_rate_overall,hit_rate_q1,hit_rate_q2,hit_rate_q3,hit_rate_q4,hit_rate_q5,trades_total,buys,sells,trades_per_week,trades_per_month,trades_per_year
2020-07-10,2026-01-19,11.02139864578356,0.5680891849303824,-0.27184060458937764,381,1.2193070659844176,0.296905092610905,0.9980039920159685,110.29021937860539,40.11962134251291,17.5,0.4810671256454389,,0.5,0.6666666666666666,0.5,0.5238095238095238,2348,1186,1162,8.096551724137932,35.04477611940298,335.42857142857144
