date,portfolio_value,cash,invested,benchmark,drawdown,exposure
2020-07-10,1000000.0,1000000.0,0.0,10919.7,0.0,1.0
2020-07-13,999696.1540443912,3.346940502524376e-10,999696.1540443909,10953.75,-0.00030384595560872807,1.0
2020-07-14,984542.1545221143,3.346940502524376e-10,984542.154522114,10768.6,-0.015457845477885646,1.0
2020-07-15,981055.9341027319,3.346940502524376e-10,981055.9341027315,10769.6,-0.01894406589726816,1.0
2020-07-16,973434.2309147791,3.346940502524376e-10,973434.2309147788,10879.9,-0.026565769085220903,1.0
2020-07-17,996324.7631336625,3.346940502524376e-10,996324.7631336622,11045.85,-0.003675236866337528,1.0
2020-07-20,1002347.2421007158,38756.457790622386,963590.7843100934,11159.45,0.0,1.0
2020-07-21,1000905.8244117004,38756.457790622386,962149.366621078,11283.9,-0.0014380422556902195,1.0
2020-07-22,1007418.0704403522,38756.457790622386,968661.6126497298,11249.45,0.0,1.0
2020-07-23,1010272.8940936592,38756.457790622386,971516.4363030369,11334.3,0.0,1.0
2020-07-24,1012398.1080292485,38756.457790622386,973641.6502386262,11297.75,0.0,1.0
2020-07-27,1008501.0248105559,3.637978807091713e-11,1008501.0248105559,11231.3,-0.0038493584567032,1.0
2020-07-28,1013779.5355129559,3.637978807091713e-11,1013779.5355129559,11388.4,0.0,1.0
2020-07-29,1021042.4883971016,3.637978807091713e-11,1021042.4883971016,11310.85,0.0,1.0
2020-07-30,1021206.2868988569,3.637978807091713e-11,1021206.2868988569,11231.3,0.0,1.0
2020-07-31,1049037.1574016064,3.637978807091713e-11,1049037.1574016064,11222.95,0.0,1.0
2020-08-03,1070104.345674169,39848.79786839857,1030255.5478057704,11056.0,0.0,1.0
2020-08-04,1076834.2145787843,39848.79786839857,1036985.4167103857,11244.1,0.0,1.0
2020-08-05,1082346.7712851986,39848.79786839857,1042497.9734168,11248.4,0.0,1.0
2020-08-06,1097814.0586974607,39848.79786839857,1057965.2608290622,11345.45,0.0,1.0
2020-08-07,1102835.7967798063,39848.79786839857,1062986.9989114078,11361.4,0.0,1.0
2020-08-10,1142810.656663094,43245.29575168346,1099565.3609114105,11433.0,0.0,1.0
2020-08-11,1122805.1924003854,43245.29575168346,1079559.896648702,11471.25,-0.017505493273157535,1.0
2020-08-12,1109319.854175692,43245.29575168346,1066074.5584240085,11458.25,-0.029305644195856684,1.0
2020-08-13,1108145.1483975584,43245.29575168346,1064899.852645875,11458.9,-0.030333553562368554,1.0
2020-08-14,1105041.5417647737,43245.29575168346,1061796.2460130902,11337.55,-0.033049319830988244,1.0
2020-08-17,1107268.4818058596,2.9103830456733704e-11,1107268.4818058596,11402.85,-0.031100668032808088,1.0
2020-08-18,1118794.8535865417,2.9103830456733704e-11,1118794.8535865417,11541.95,-0.021014682473014634,1.0
2020-08-19,1122895.5069564,2.9103830456733704e-11,1122895.5069564,11564.5,-0.017426464822129506,1.0
2020-08-20,1121417.4997399666,2.9103830456733704e-11,1121417.4997399666,11479.0,-0.018719773742391865,1.0
2020-08-21,1140659.1865688816,2.9103830456733704e-11,1140659.1865688816,11535.8,-0.0018826129085061094,1.0
2020-08-24,1161436.0103552688,2.1827872842550278e-11,1161436.0103552688,11619.15,0.0,1.0
2020-08-25,1150991.3277766472,2.1827872842550278e-11,1150991.3277766472,11625.6,-0.008992904030439619,1.0
2020-08-26,1153425.2494224145,2.1827872842550278e-11,1153425.2494224145,11694.35,-0.00689728995952521,1.0
2020-08-27,1147973.9820819034,2.1827872842550278e-11,1147973.9820819034,11709.45,-0.011590848013441235,1.0
