symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,2256.144206856201,223.558725,2025-08-22,,152,286.6,0.2819897769590518,646610.9296849873,0.04858643602294668
NETWEB,171.07261277563558,2886.9123,2025-09-05,,138,3146.0,0.0897456081364163,538194.4397921495,0.040440005753701096
ATHERENERG,791.8622948429359,645.100125,2025-11-07,,75,612.0,-0.05131005826421142,484619.72444387677,0.036414394122013166
NATIONALUM,1960.2356239584813,263.93431499999997,2025-11-14,,68,361.7,0.3704167266010865,709017.2251857826,0.05327565382700648
MUTHOOTFIN,140.3996479050055,3685.0053000000003,2025-11-14,,68,3976.0,0.07896724056272042,558229.0000703019,0.041945405425303534
IDEA,48031.69908072964,10.7715,2025-11-14,,68,10.23,-0.050271549923408876,491364.2815958642,0.036921181093164106
HINDCOPPER,1356.5920021432173,366.99502500000006,2025-12-05,,47,551.75,0.5034263747853256,748499.6371825201,0.056242367806687676
ASHOKLEY,3127.4821569645324,162.77991,2025-12-12,,40,182.17,0.11911844649625358,569733.4245342289,0.04280984949442825
M&MFIN,1578.182674013265,371.31615000000005,2025-12-19,,33,350.15,-0.05700304174757831,552600.6633057446,0.04152249141075078
SHRIRAMFIN,551.4467705855259,1018.8586499999999,2026-01-02,,19,988.9,-0.029404127844426586,545325.7114320266,0.04097585050575616
JKTYRE,1086.6497662374986,517.044525,2026-01-02,,19,507.95,-0.017589442611349648,551963.7487603374,0.04147463356240357
HEROMOTOCO,94.4876018958403,5946.24375,2026-01-02,,19,5595.0,-0.059069853972938735,528658.1326072265,0.03972344629319035
HINDZINC,901.4688008691581,623.256525,2026-01-02,,19,690.7,0.10821142225506586,622644.5007603276,0.046785595189319316
VEDL,886.9925452894532,608.84025,2026-01-09,,12,674.0,0.10702273708086807,597832.9755250915,0.044921253700286934
INDIACEM,1157.0916895182975,466.71907500000003,2026-01-09,,12,458.1,-0.018467372476687394,530063.7029683321,0.039829061047427304
MCX,1951.1449255835294,2372.235,2026-01-21,10.0,0,2359.0,-0.00557912685716222,4602750.879451546,0.34585134718180793
