start,end,total_return,cagr,max_drawdown,max_drawdown_duration_days,cost_drag_pct,avg_turnover_pct,max_turnover_pct,annualized_turnover,avg_holding_days,median_holding_days,hit_rate_overall,hit_rate_q1,hit_rate_q2,hit_rate_q3,hit_rate_q4,hit_rate_q5,trades_total,buys,sells,trades_per_week,trades_per_month,trades_per_year
2020-07-10,2026-01-21,12.308465954975626,0.596469729709312,-0.2859557404307147,383,1.3594822618227058,0.27390647809439805,0.9980039920159685,122.84782190270738,40.74150268336315,21.0,0.4669051878354204,,0.5,0.75,,,2252,1134,1118,7.76551724137931,33.61194029850746,321.7142857142857
