date,decile,fwd_pct,median_price,n
2021-05-21,10,10.437212025442227,4023.5,23
2021-06-04,1,-4.431513306181375,27.09,23
2021-06-04,2,6.487167666773791,94.15,22
2021-06-04,3,2.750527820465493,150.3,23
2021-06-04,4,18.6818363624963,295.9,22
2021-06-04,5,7.207028559224125,531.2,23
2021-06-04,6,11.08156346973956,713.9000000000001,22
2021-06-04,7,17.884562869641627,1039.2,22
2021-06-04,8,11.031280031317483,1497.3,23
2021-06-04,9,18.679961602555586,1969.525,22
2021-06-04,10,14.440710233612721,4261.6,23
2021-06-18,1,-1.6918991833687207,26.6,23
2021-06-18,2,6.793503801931274,94.245,22
2021-06-18,3,2.745482727668849,157.95,23
2021-06-18,4,16.379056149804416,299.425,22
2021-06-18,5,11.98163452472745,528.8,23
2021-06-18,6,6.851469236575871,718.0250000000001,22
2021-06-18,7,15.820658251384904,1014.95,22
2021-06-18,8,15.863270044286665,1445.5,23
2021-06-18,9,17.616659881726022,2005.5500000000002,22
2021-06-18,10,15.74966124929323,4197.3,23
2021-07-02,1,1.9546464786067383,27.45,23
2021-07-02,2,15.17576444482525,95.9,23
2021-07-02,3,10.397891880251589,170.325,22
2021-07-02,4,24.148359853889815,307.15,23
2021-07-02,5,14.582199533371584,526.825,22
2021-07-02,6,7.918940667940358,735.55,23
2021-07-02,7,19.01998233670839,1011.775,22
2021-07-02,8,16.36979952280309,1477.4,23
2021-07-02,9,16.021948715939452,2078.025,22
2021-07-02,10,14.61953631959519,4518.85,23
2021-07-16,1,9.688402887059016,25.9,23
2021-07-16,2,19.623570327649425,97.07,23
2021-07-16,3,13.359019861708063,159.2,22
2021-07-16,4,14.666708838001478,347.2,23
2021-07-16,5,17.058731778540395,534.3,22
2021-07-16,6,9.225082318393243,710.95,23
2021-07-16,7,16.579949969497736,1046.55,22
2021-07-16,8,20.036869199941936,1521.45,23
2021-07-16,9,12.018465040030451,2179.5249999999996,22
2021-07-16,10,16.962449221716064,4646.3,23
2021-07-30,1,14.559386791304727,26.25,23
2021-07-30,2,15.389857038869872,96.63225,23
2021-07-30,3,8.475445958396284,155.475,22
2021-07-30,4,8.261124426043514,337.65,23
2021-07-30,5,13.06963155687542,546.7,23
2021-07-30,6,9.721530955350968,725.95,22
2021-07-30,7,13.29824675933815,1036.75,23
2021-07-30,8,8.623284806701234,1540.375,22
2021-07-30,9,11.114087646561034,2139.1,23
2021-07-30,10,13.016519016723214,4684.35,23
2021-08-13,1,18.475728099234978,26.6,23
2021-08-13,2,16.038465104298876,102.7,23
2021-08-13,3,15.039569708846143,146.375,22
2021-08-13,4,16.7205569399531,338.8,23
2021-08-13,5,19.039188463647132,544.5,23
2021-08-13,6,4.564706253858321,752.675,22
2021-08-13,7,16.795851709933007,1024.15,23
2021-08-13,8,12.824500492034796,1494.95,22
2021-08-13,9,16.286847121949073,2142.45,23
2021-08-13,10,16.157708219919513,4862.5,23
2021-08-27,1,14.75944334756131,26.0,23
2021-08-27,2,6.606113819697758,93.41475,23
2021-08-27,3,11.852505201046846,146.39999999999998,22
2021-08-27,4,10.28721002948333,335.15,23
2021-08-27,5,9.548423900003367,524.95,23
2021-08-27,6,1.6647350808739894,728.225,22
2021-08-27,7,4.145145752518549,1091.0,23
2021-08-27,8,5.882888060587456,1503.6750000000002,22
2021-08-27,9,4.91721718088388,2290.85,23
2021-08-27,10,7.948590936545931,4910.7,23
2021-09-09,1,18.884272773844646,26.8,23
2021-09-09,2,9.167742968619141,96.63225,23
2021-09-09,3,12.387744312303996,151.925,22
2021-09-09,4,8.749511606438357,348.1,23
2021-09-09,5,4.752115673173804,568.25,23
2021-09-09,6,-0.35910646351764997,764.5999999999999,22
2021-09-09,7,1.9351594456981573,1174.1,23
2021-09-09,8,8.67720875675147,1596.7,22
2021-09-09,9,-0.8283563334399242,2456.2,23
2021-09-09,10,5.306100064747121,5054.9,23
2021-09-24,1,8.279466546417327,26.9,23
2021-09-24,2,1.9721029769606127,108.1,23
2021-09-24,3,2.8331851449727443,160.975,22
2021-09-24,4,0.25501780859918555,360.15,23
2021-09-24,5,1.9179267849283304,559.7,23
2021-09-24,6,-3.457023920783378,779.225,22
2021-09-24,7,-1.0643379820526955,1200.45,23
2021-09-24,8,5.881995759554879,1592.325,22
2021-09-24,9,-4.763130966275175,2410.3,23
2021-09-24,10,-0.8906027832981407,5866.95,23
2021-10-08,1,8.608237901390641,30.13,23
2021-10-08,2,2.928096841654378,111.45,23
2021-10-08,3,0.7706075849609705,176.14999999999998,22
2021-10-08,4,7.806004529344794,381.75,23
2021-10-08,5,1.7245911373070657,581.85,23
2021-10-08,6,-0.09459330151382793,801.325,22
2021-10-08,7,2.4822941558950875,1196.45,23
2021-10-08,8,7.227790713698325,1638.125,22
2021-10-08,9,-0.5771890980732824,2578.9,23
2021-10-08,10,1.0377529401464545,5983.55,23
2021-10-22,1,-1.5261056670055082,32.4,23
2021-10-22,2,-3.110163879822505,104.21125,23
2021-10-22,3,1.1121276653117664,178.02499999999998,22
2021-10-22,4,4.932119875383146,376.1,23
2021-10-22,5,2.9804108613066025,578.8,23
2021-10-22,6,1.267566686938421,800.075,22
2021-10-22,7,2.1296495059786476,1177.05,23
2021-10-22,8,7.923783609309167,1639.475,22
2021-10-22,9,1.80878469696702,2437.35,23
2021-10-22,10,-0.44746107253490774,6032.3,23
2021-11-04,1,3.730735066920333,30.95,23
2021-11-04,2,-3.5067815710089656,105.4,23
2021-11-04,3,1.176605425020781,180.975,22
2021-11-04,4,0.21345439081713263,348.65,23
2021-11-04,5,0.9942360348172974,608.35,23
2021-11-04,6,-1.3310949140071617,781.725,22
2021-11-04,7,0.1753061278186047,1189.1,23
2021-11-04,8,3.959914104989652,1686.45,22
2021-11-04,9,-1.2731640505759125,2431.45,23
2021-11-04,10,-4.517655145738926,6220.1,23
2021-11-18,1,1.5675674210608896,32.6,23
2021-11-18,2,-1.606579643041591,102.2,23
2021-11-18,3,-2.9766820230399884,178.0,23
2021-11-18,4,-3.44947431466181,370.05,23
2021-11-18,5,-2.6664738134902213,607.1,23
2021-11-18,6,-3.9744008357801364,778.75,23
2021-11-18,7,-6.761603387522362,1182.05,23
2021-11-18,8,-5.776091288256806,1742.15,23
2021-11-18,9,-2.8793461575607373,2478.2,23
2021-11-18,10,-7.2481886318977065,6390.75,23
2021-12-03,1,-5.2226260542351355,32.55,23
2021-12-03,2,-2.425915295414116,99.4,23
2021-12-03,3,-5.213640747399952,172.35,23
2021-12-03,4,-9.118332914379073,373.55,23
2021-12-03,5,-4.984575642296988,574.35,23
2021-12-03,6,-10.005104215994917,756.8,23
2021-12-03,7,-10.436558590121198,1165.95,23
2021-12-03,8,-8.171444846005556,1697.15,23
2021-12-03,9,-6.217492406471685,2364.9,23
2021-12-03,10,-9.27013085761608,5897.25,23
2021-12-17,1,-1.647467182217111,31.4,23
2021-12-17,2,3.4343468434492914,98.5,23
2021-12-17,3,-0.2278641395401498,172.6,23
2021-12-17,4,-3.250789711927029,353.25,23
2021-12-17,5,-0.7772069340912143,564.75,23
2021-12-17,6,0.5892749301683564,728.3,23
2021-12-17,7,-6.909242793007117,1115.45,23
2021-12-17,8,-2.4548802242351635,1685.05,23
2021-12-17,9,3.8249323584026493,2316.2,23
2021-12-17,10,-5.632210001156131,5732.65,23
2021-12-31,1,2.6380793772317306,30.95,23
2021-12-31,2,8.342119428638272,100.35,23
2021-12-31,3,3.790781736210559,178.15,23
2021-12-31,4,0.03585880486444921,359.2,23
2021-12-31,5,1.0973548008371783,612.4,23
2021-12-31,6,4.037971196282421,743.55,23
2021-12-31,7,-7.177143153698711,1178.0,23
2021-12-31,8,-1.663679807716657,1740.85,23
2021-12-31,9,3.76668337884286,2452.2,23
2021-12-31,10,-5.308319609924587,5868.0,23
2022-01-14,1,-2.3299704789361413,31.3,23
2022-01-14,2,-0.08088562612359704,108.2,23
2022-01-14,3,4.5951590831685385,187.85,23
2022-01-14,4,-2.231474319895525,370.4,23
2022-01-14,5,-3.9573157527420437,631.1,23
2022-01-14,6,-3.7905025538647794,791.05,23
2022-01-14,7,-10.923709421322734,1169.15,23
2022-01-14,8,-3.008708456821097,1824.15,23
2022-01-14,9,-2.41926524548186,2592.75,23
2022-01-14,10,-9.567900410921613,6312.0,23
2022-01-28,1,-2.648132410967611,30.05,23
2022-01-28,2,0.9613035453071451,100.2,23
2022-01-28,3,3.1260240206139565,180.75,23
2022-01-28,4,1.5951714709806126,364.1,23
2022-01-28,5,-4.863707659159353,605.35,23
2022-01-28,6,-1.704415727019362,781.15,23
2022-01-28,7,-4.515564441393804,1072.0,23
2022-01-28,8,1.1777865941888381,1686.2,23
2022-01-28,9,2.681023996466272,2401.35,23
2022-01-28,10,-5.809657742789192,5911.55,23
2022-02-11,1,-6.632491884925873,32.7,24
2022-02-11,2,-6.685577278962092,104.2,23
2022-02-11,3,1.453908973925211,175.5,23
2022-02-11,4,-0.4639439425582488,367.9,23
2022-02-11,5,-10.048048988822876,587.8,23
2022-02-11,6,-4.657027795692821,778.9,23
2022-02-11,7,-6.767981914233177,1003.55,23
2022-02-11,8,-2.615856243582521,1706.9,23
2022-02-11,9,-0.25139759911745185,2442.25,23
2022-02-11,10,-8.672331062771713,5999.85,23
2022-02-25,1,6.811113463728153,29.575,24
2022-02-25,2,3.283169457464906,92.9,23
2022-02-25,3,10.548082918503985,169.2,23
2022-02-25,4,5.4116780892444645,336.0,23
2022-02-25,5,-0.7041809625696295,544.85,23
2022-02-25,6,2.0256288728228427,728.0,23
2022-02-25,7,-1.9991292174244457,1021.5,23
2022-02-25,8,4.974046298980537,1573.2,23
2022-02-25,9,2.243535233850378,2398.25,23
2022-02-25,10,-4.147170338166687,5715.3,23
2022-03-11,1,-2.6796302729659214,30.75,24
2022-03-11,2,-5.765188672228934,95.3,23
2022-03-11,3,-2.362431549651345,171.4,23
2022-03-11,4,3.21554827545429,342.0,23
2022-03-11,5,-5.567459234227192,548.4,23
2022-03-11,6,-0.34861886270420234,707.65,23
2022-03-11,7,-6.417536268944116,1043.95,23
2022-03-11,8,-3.3104185298486715,1560.05,23
2022-03-11,9,-2.4355120718390633,2296.1,23
2022-03-11,10,-7.736045309106772,6021.0,23
2022-03-25,1,-4.122253479228102,30.669999999999998,24
2022-03-25,2,-11.623099204725666,97.5,23
2022-03-25,3,-4.324838365743664,180.25,23
2022-03-25,4,-3.345959167263033,345.45,23
2022-03-25,5,-2.4671850216131364,538.7,23
2022-03-25,6,-3.9043602264786688,724.35,23
2022-03-25,7,-8.640389620770007,1086.35,23
2022-03-25,8,-5.01082445172335,1633.35,23
2022-03-25,9,-3.781718162136325,2446.9,23
2022-03-25,10,-8.34336669465292,6183.25,23
2022-04-08,1,-12.831413668394262,35.125,24
2022-04-08,2,-14.92178217944401,105.55,23
2022-04-08,3,-7.460329268390535,185.35,23
2022-04-08,4,-9.419623426836637,358.1,23
2022-04-08,5,-4.356310516393543,576.6,23
2022-04-08,6,-7.916949828153797,790.35,23
2022-04-08,7,-8.48911952348662,1130.9,23
2022-04-08,8,-4.534721458609396,1674.9,23
2022-04-08,9,-3.434927083269055,2555.2,23
2022-04-08,10,-8.487272181003021,6215.05,23
2022-04-22,1,-7.349872598454777,35.135,24
2022-04-22,2,-12.044825056595974,101.4,23
2022-04-22,3,-3.9255002951431988,188.35,23
2022-04-22,4,-6.970977268800188,374.2,23
2022-04-22,5,-0.6733056387452073,559.85,23
2022-04-22,6,-4.054919577905367,755.2,23
2022-04-22,7,-3.422564642323477,1073.3,23
2022-04-22,8,1.0657581526799496,1624.0,23
2022-04-22,9,1.9070667723549335,2631.5,23
2022-04-22,10,-2.345926541941185,5294.3,23
2022-05-06,1,3.6641486282808797,32.185,24
2022-05-06,2,-2.7323234899437407,96.54,23
2022-05-06,3,1.0122456557709405,174.45,23
2022-05-06,4,0.5932487322349541,355.1,23
2022-05-06,5,5.3475020409200535,536.0,23
2022-05-06,6,9.681444853718672,719.25,23
2022-05-06,7,6.498180430740256,1008.6,23
2022-05-06,8,6.004886618191361,1568.1,23
2022-05-06,9,9.44222276309375,2428.1,23
2022-05-06,10,8.41675736860189,5020.25,23
2022-05-20,1,4.210358869249018,31.17,24
2022-05-20,2,5.626304757605038,95.1,23
2022-05-20,3,6.508473319657695,172.2,23
2022-05-20,4,4.57867152203396,363.0,23
2022-05-20,5,12.574422210998785,525.3,23
2022-05-20,6,11.3323414021377,698.0,23
2022-05-20,7,11.871119298273106,978.4,23
2022-05-20,8,12.722458621442229,1542.3,23
2022-05-20,9,17.166044527899654,2337.7,23
2022-05-20,10,11.324938162414762,4613.8,24
2022-06-03,1,13.414680876489578,32.575,24
2022-06-03,2,5.596985262172898,90.15,23
2022-06-03,3,11.085021094499156,178.2,23
2022-06-03,4,5.410857294606811,363.5,23
2022-06-03,5,7.599241971754231,543.4,23
2022-06-03,6,13.714484295988596,730.3,23
2022-06-03,7,9.757339538339806,996.75,23
2022-06-03,8,19.66574634831377,1521.7,23
2022-06-03,9,17.308082135719633,2373.95,23
2022-06-03,10,8.995055235446099,4664.25,24
2022-06-17,1,23.28008588343337,30.155,24
2022-06-17,2,24.46266890212257,83.97,23
2022-06-17,3,24.5753158164829,169.75,23
2022-06-17,4,17.377540654120853,328.3,23
2022-06-17,5,12.772900113800018,490.55,23
2022-06-17,6,19.171912611507587,675.0,23
2022-06-17,7,18.829111971094598,923.45,23
2022-06-17,8,19.99957469095428,1478.8,23
2022-06-17,9,32.29424602681927,2149.05,23
2022-06-17,10,16.04810307266945,4237.5,24
2022-07-01,1,16.2135976790711,29.515,24
2022-07-01,2,17.32576970814973,81.79,23
2022-07-01,3,15.010268686189882,170.6,23
2022-07-01,4,10.133832789074662,332.95,23
2022-07-01,5,8.137987764242538,508.2,23
2022-07-01,6,10.045845114479123,697.5,23
2022-07-01,7,12.55104031848493,965.1,23
2022-07-01,8,13.821070661485615,1495.5,23
2022-07-01,9,17.210986079375857,2275.45,23
2022-07-01,10,9.167597242258136,4285.05,24
2022-07-15,1,16.338059656338753,30.705,24
2022-07-15,2,15.321166446364193,84.94,23
2022-07-15,3,16.49501212246396,180.0,23
2022-07-15,4,10.431342552624475,346.7,23
2022-07-15,5,5.381304014151063,538.45,23
2022-07-15,6,10.752337547469946,715.95,23
2022-07-15,7,11.66777385094877,983.0,23
2022-07-15,8,8.208109023202374,1570.0,23
2022-07-15,9,12.56987745855759,2559.45,23
2022-07-15,10,4.636592605246446,4364.0,24
2022-07-29,1,23.054628219467645,31.729999999999997,24
2022-07-29,2,10.496288849558924,92.75,23
2022-07-29,3,19.05570238694813,176.55,23
2022-07-29,4,10.477901654173687,369.65,23
2022-07-29,5,3.2621248323894827,550.25,23
2022-07-29,6,5.829156406029532,763.7,23
2022-07-29,7,7.5173949004148355,1028.75,23
2022-07-29,8,7.3627487825496845,1599.65,23
2022-07-29,9,7.969694842791045,2651.5,23
2022-07-29,10,1.9549748370735285,4967.825,24
2022-08-12,1,28.910355782909253,32.725,24
2022-08-12,2,10.248851111351547,97.05,23
2022-08-12,3,16.61465346116255,196.45,23
2022-08-12,4,8.635257895723603,368.2,23
2022-08-12,5,-3.0980768817267688,569.85,23
2022-08-12,6,1.289148524964618,787.3,23
2022-08-12,7,2.3208864565665674,1094.4,23
2022-08-12,8,4.000174535865788,1616.15,23
2022-08-12,9,4.006265169018569,2777.1,23
2022-08-12,10,0.03405836179584722,5113.125,24
2022-08-26,1,37.79462312808168,34.455,24
2022-08-26,2,9.976152774262998,101.39,23
2022-08-26,3,14.66099433021501,200.8,23
2022-08-26,4,8.632777207603896,377.8,23
2022-08-26,5,-0.5653699467601221,566.9,23
2022-08-26,6,0.9550179316925465,792.1,23
2022-08-26,7,2.6220385801322763,1047.45,23
2022-08-26,8,6.0130082803741445,1628.6,23
2022-08-26,9,0.5604674418083505,2816.0,23
2022-08-26,10,-0.7596398691086276,5036.1,24
2022-09-09,1,39.70011087983213,36.765,24
2022-09-09,2,14.029353828307336,99.77,23
2022-09-09,3,10.413847482716278,203.7,23
2022-09-09,4,6.690817854122802,385.3,23
2022-09-09,5,-1.7964363211781544,572.95,23
2022-09-09,6,1.0806136860248416,790.75,23
2022-09-09,7,1.639775058977085,1078.9,23
2022-09-09,8,2.9784627529479706,1720.55,23
2022-09-09,9,-0.03172827178977952,2840.7,23
2022-09-09,10,-3.5868362354166705,5667.125,24
2022-09-23,1,39.57921404127012,35.89,24
2022-09-23,2,14.961295101489744,98.41,23
2022-09-23,3,9.111887128784401,204.9,23
2022-09-23,4,3.876070237590086,372.5,23
2022-09-23,5,-2.5659187505937497,545.55,23
2022-09-23,6,-2.118972785596205,771.95,23
2022-09-23,7,-0.498256559220226,1083.8,23
2022-09-23,8,3.127388341510393,1690.7,23
2022-09-23,9,-4.0853019539564395,2772.35,23
2022-09-23,10,-3.586779782270743,5279.2,24
2022-10-07,1,46.72128254926011,35.725,24
2022-10-07,2,20.795451516062307,97.43,23
2022-10-07,3,6.112120361146142,200.25,23
2022-10-07,4,4.56850488776687,398.05,23
2022-10-07,5,-0.5200169346049022,539.9,23
2022-10-07,6,-3.007874499964153,771.3,23
2022-10-07,7,0.40367518201960995,1144.9,23
2022-10-07,8,2.8406093283091334,1703.75,23
2022-10-07,9,-2.827323364059623,2745.55,23
2022-10-07,10,-3.137625487540797,5424.375,24
2022-10-21,1,41.15347179557236,35.8,24
2022-10-21,2,26.011750627272402,94.4,23
2022-10-21,3,6.639049499700499,194.45,23
2022-10-21,4,7.230358369957955,380.5,23
2022-10-21,5,-1.5487344362148923,537.95,23
2022-10-21,6,-0.952495205603109,772.5,23
2022-10-21,7,0.2572304324722291,1141.8,23
2022-10-21,8,3.5643897141686343,1670.4,23
2022-10-21,9,-0.6085593228308981,2707.05,23
2022-10-21,10,-3.654471638381365,5564.075,24
2022-11-04,1,12.466125298270935,39.61,24
2022-11-04,2,11.794785560966591,104.0,23
2022-11-04,3,-0.057901814894929134,201.0,23
2022-11-04,4,-2.765807899851427,387.3,23
2022-11-04,5,-9.794488063943492,557.5,23
2022-11-04,6,-3.773359236597661,778.5,23
2022-11-04,7,-5.481600255727,1146.1,23
2022-11-04,8,1.0113897664900884,1758.1,23
2022-11-04,9,-6.471346486780343,2885.05,23
2022-11-04,10,-9.793479249029936,5764.5,24
2022-11-18,1,4.00344037341518,42.675,24
2022-11-18,2,12.75433262573736,99.9,23
2022-11-18,3,2.974261962053353,196.85,23
2022-11-18,4,-0.8645793342882987,401.5,23
2022-11-18,5,-4.361902996418525,549.775,24
2022-11-18,6,-1.0565388960243307,793.2,23
2022-11-18,7,-0.5148512318361504,1103.15,23
2022-11-18,8,1.1256402068173597,1678.9,23
2022-11-18,9,-1.4361263310671923,2879.95,23
2022-11-18,10,-7.915992487506244,5737.275,24
2022-12-02,1,-7.820021108900349,46.114999999999995,24
2022-12-02,2,0.3133815815863839,110.25,23
2022-12-02,3,-3.3654897357432456,206.8,23
2022-12-02,4,-7.2288583901277566,415.5,23
2022-12-02,5,-7.149562213955209,560.375,24
2022-12-02,6,-5.9350595178736185,838.35,23
2022-12-02,7,-9.020795253454066,1178.7,23
2022-12-02,8,-4.559991791294136,1812.45,23
2022-12-02,9,-4.937808362626562,2806.0,23
2022-12-02,10,-12.030797070861004,5720.1,24
2022-12-16,1,-13.681114404990643,44.24,24
2022-12-16,2,-2.5834786831502603,113.3,23
2022-12-16,3,-6.997059056042907,214.0,23
2022-12-16,4,-4.882356222387575,407.9,23
2022-12-16,5,-6.085263386243903,538.425,24
2022-12-16,6,-5.344317396719893,819.8,23
2022-12-16,7,-6.305027944448789,1115.1,23
2022-12-16,8,-3.6160017101498,1749.4,23
2022-12-16,9,-5.760095319761508,2753.9,23
2022-12-16,10,-9.131095671947758,5331.825,24
2022-12-30,1,-12.032020200156438,44.59,24
2022-12-30,2,-2.5319872132455865,115.35,23
2022-12-30,3,-4.242459360660822,209.5,23
2022-12-30,4,-3.289648672595068,397.8,23
2022-12-30,5,-6.672657451326707,538.2,24
2022-12-30,6,-3.575864690387088,795.5,23
2022-12-30,7,-3.951938729753081,1092.0,23
2022-12-30,8,-1.179433645625489,1793.1,23
2022-12-30,9,-2.4174063834987063,2683.0,23
2022-12-30,10,-6.879057684343308,5109.6,24
2023-01-13,1,-9.572841317181673,45.8,24
2023-01-13,2,-1.8722442806162956,122.2,23
2023-01-13,3,-0.9078825513517531,208.3,23
2023-01-13,4,2.5362713483245636,390.5,23
2023-01-13,5,-1.5930481358914976,535.5,24
2023-01-13,6,-0.5627561326606212,787.35,23
2023-01-13,7,-2.006983576395737,1135.0,23
2023-01-13,8,-0.3566416456645837,1700.45,23
2023-01-13,9,-0.222738120116888,2689.05,23
2023-01-13,10,-5.445455154459427,5141.85,24
2023-01-27,1,6.8166170094521945,44.475,24
2023-01-27,2,14.110628404937978,114.15,23
2023-01-27,3,6.602512318935736,207.9,23
2023-01-27,4,14.443968379860648,368.1,23
2023-01-27,5,3.187706249616785,512.75,24
2023-01-27,6,5.471803641454912,744.95,23
2023-01-27,7,3.1779235717476317,1115.6,23
2023-01-27,8,4.3654034714903895,1572.2,23
2023-01-27,9,6.235667899442824,2624.2,23
2023-01-27,10,6.207103139740836,5152.025,24
2023-02-10,1,7.919370840460423,39.375,24
2023-02-10,2,10.41857793462433,113.65,23
2023-02-10,3,4.596183425789321,221.05,23
2023-02-10,4,9.319998231075454,361.45,23
2023-02-10,5,6.510515465177156,524.2249999999999,24
2023-02-10,6,2.9402364965492245,771.95,23
2023-02-10,7,1.9787828761995276,1113.65,23
2023-02-10,8,-0.24576397547528875,1608.55,23
2023-02-10,9,9.543193143530704,2704.55,23
2023-02-10,10,4.100677611809522,5402.475,24
2023-02-24,1,18.727376979297812,37.900000000000006,24
2023-02-24,2,13.1997024130652,105.7,23
2023-02-24,3,10.768892410497442,204.4,23
2023-02-24,4,18.761928561270874,345.25,23
2023-02-24,5,15.567206908610812,506.325,24
2023-02-24,6,9.797537630994649,743.4,23
2023-02-24,7,9.810520043804202,1071.4,23
2023-02-24,8,12.59839233341852,1550.65,23
2023-02-24,9,13.937106956578074,2726.75,23
2023-02-24,10,7.727466631874042,5478.425,24
2023-03-10,1,16.76786489150772,41.025,24
2023-03-10,2,13.218830933377337,116.4,23
2023-03-10,3,11.3064534162591,213.8,23
2023-03-10,4,22.770152565087038,350.05,23
2023-03-10,5,13.245628493221071,520.075,24
2023-03-10,6,13.74529668468116,753.75,23
2023-03-10,7,11.313820038110743,1014.7,23
2023-03-10,8,14.984453319927809,1589.6,23
2023-03-10,9,15.456033018367396,2787.5,23
