date,OM25,Nifty 50,Nifty 100,Nifty LargeMid 250,Nifty 500
2022-04-13,145.33415428265576,107.48789076315103,108.20064974262063,109.06509163439067,108.6364957427494
2022-04-18,145.37214244035408,105.63037227253857,106.56719315434572,107.62247846578008,107.1115640058701
2022-04-19,141.90604111706108,104.307966724586,105.13818405734237,106.2516920730865,105.68063982547605
2022-04-20,140.91074674303863,105.40218043147325,106.14677145864489,107.09703797426391,106.56797069260605
2022-04-21,142.62720425469723,106.97707317823257,107.68498099609002,108.42362327408546,108.0293935077377
2022-04-22,142.6642481631867,105.61991604262451,106.4164358796247,107.33793393041644,106.88766814614947
2022-04-25,139.85734622522457,104.2790583242354,104.95587998871594,105.6245890679647,105.29563941284746
2022-04-26,143.2909938076625,105.79736441498932,106.63908344430322,107.23350884850629,106.91278466887454
2022-04-27,142.69688836076426,104.79848692202421,105.5516290582372,106.24285185451211,105.89125980889915
2022-04-28,143.9008813077089,106.0695339289284,106.86719103100384,107.21361835671388,107.02437379126735
2022-04-29,142.6388202840499,105.19305583319237,105.90744049334332,106.36495737357106,106.0875274936222
2022-05-02,141.63342884990357,104.98731413282486,105.67842290297237,105.9770927836191,105.74988966670375
2022-05-04,137.96874567638608,102.5793058908554,103.15831940522159,103.62725218381024,103.2888292471143
2022-05-05,138.41097276971496,102.61036704442361,103.23445637897404,103.67753092695217,103.30425796821685
2022-05-06,136.76581117988195,100.94106069226393,101.49301268848451,101.91224978037583,101.51201466804928
2022-05-09,132.5869142130277,100.26817154367782,100.59665907319159,100.58290191224978,100.40688766814615
2022-05-10,128.46608016154917,99.88805683268494,99.89565291246674,99.31654060146639,99.43236658641341
2022-05-11,126.16562169083859,99.4393615549029,99.49191461738896,98.77783978208863,98.8284936186092
2022-05-12,122.54447054131828,97.23063675364814,97.2120520886101,96.58546557563635,96.62864503536048
2022-05-13,123.88054789012824,97.0716405517199,96.98515784013662,96.94404694156064,96.67349596879811
2022-05-16,126.91093513936053,97.44160656897267,97.54632677018463,97.84132912686269,97.38895805899513
2022-05-17,129.91737434201542,100.00645825965279,100.0913037015916,100.35195120199347,99.93541465584983
2022-05-18,130.9586574592155,99.88959451355466,100.01425672416879,100.25249874303142,99.87908188345216
2022-05-19,128.5630415085014,97.23924776651853,97.35431599574117,97.55678459149904,97.24328222718972
2022-05-20,130.7862433101684,100.0485907154829,99.95904983483433,99.85579393450504,99.7129540259992
2022-05-23,130.16672298264746,99.73213599249611,99.55288486330228,99.45356398936964,99.2877671770105
2022-05-24,128.48928051130758,99.18133870496517,98.96168581213277,98.85021907166656,98.6523191520662
2022-05-25,124.60545445872225,98.5702643273415,98.20243941650564,97.34903945500054,97.50772333073796
2022-05-26,126.34872419127815,99.45812126151338,99.14125986974814,98.39108021945844,98.4750682631207
2022-05-27,128.21291167355136,100.5793981517076,100.20232414937406,99.53367847020019,99.55579635523375
2022-05-30,132.29552771739063,102.47966417049807,102.15185534581657,101.67411639252781,101.57695881966696
2022-05-31,131.72059786430745,102.00698107114849,101.72324361708259,101.4807366112127,101.32435836254625
2022-06-01,131.89934507515727,101.62686636015562,101.24670502837694,101.4265902724445,101.0609936814005
2022-06-02,132.43111893268937,102.27423000630449,101.88856095052917,102.01280726665969,101.67132518361973
2022-06-03,130.74202979264197,102.00544339027878,101.44417582484249,101.0199402180219,101.0251129346504
2022-06-06,131.43659889872603,101.91472021896575,101.32102199478871,100.85860622903903,100.85432058011992
2022-06-07,131.5096646736385,100.97242938200604,100.40798497887275,100.05635639341183,100.00394688214251
2022-06-08,130.14343355732098,100.60277090092723,100.05308354743697,99.67235939908615,99.65446840879653
2022-06-09,130.62666539210383,101.35223655682498,100.80656658648525,100.25470879767504,100.30175708016836
2022-06-10,129.9419547305619,99.65279165961896,99.21163348692173,99.10271781469798,98.8998963046419
2022-06-13,126.50157856010385,97.02397244475881,96.67909327234285,96.49761590355322,96.281678214287
2022-06-14,126.00347457977145,96.7637968416035,96.49436252726218,96.28876573973294,96.07644034287642
2022-06-15,126.26308090502408,96.51807543862347,96.3081151093976,96.35672492002365,96.02297803021877
2022-06-16,123.51784670373955,94.47880306921101,94.29670366337143,94.27761601405597,93.93005407228536
2022-06-17,121.21705862784788,94.06608952378024,93.70489794308837,93.44718798172285,93.25226676617594
2022-06-20,116.56195552312636,94.41452800885705,93.92420882764226,92.64493814609568,92.93651619477505
2022-06-21,120.20824959649875,96.18993434102687,95.81216310905786,94.99864634153082,95.02585207803345
2022-06-22,119.28518610885774,94.80294619654637,94.3692006224425,93.59360410186142,93.63260268172702
2022-06-23,120.72918826399442,95.6846524072394,95.27617094722282,94.58149852755112,94.57303705404718
2022-06-24,121.85939050285565,96.5617455753233,96.20740803654574,95.69370852694334,95.60424971564508
2022-06-27,122.85999662685224,97.37856165331448,97.00821126645211,96.58436054831458,96.48009874381506
2022-06-28,123.62663866787274,97.49019728445559,97.1207483870185,96.82801907277158,96.62146888601046
2022-06-29,123.80356422980644,97.17589531468639,96.78040701430828,96.55065721499965,96.28849555616952
2022-06-30,123.70275425306421,97.05995417711009,96.63874977629077,96.2031261222934,96.07105823086391
2022-07-01,122.28981761835844,96.88650377500653,96.61781969187275,96.36004000198906,96.12057366137904
2022-07-04,122.77693508041655,97.39885904079468,97.17716861458007,96.95288716013503,96.68174854055063
2022-07-05,123.6544080650012,97.24816631556287,97.076764876285,96.84514699625947,96.6042461275704
2022-07-06,125.40069159591685,98.34883828210293,98.2576463058401,98.30157300639259,97.82024463493134
2022-07-07,126.03261436289846,99.22900681192625,99.1242731345683,99.39168245934881,98.78400149263906
2022-07-08,126.9573156633264,99.76842526102132,99.63933521198535,99.75413142089938,99.23358724941784
2022-07-11,129.0081701654478,99.74013193301862,99.88867621766073,100.382339453343,99.65410960132903
2022-07-12,128.76872253717065,98.7701628404041,99.0296327528521,99.68009459033875,98.88016189392934
2022-07-13,127.7763156902273,98.20644903356758,98.50638064240192,99.47069191285755,98.50664332026079
2022-07-14,128.43077231000956,98.0342287761598,98.35956671691909,99.35908415335568,98.3322628910553
2022-07-15,129.70327671134893,98.71419125674657,98.99141259869748,100.01215530053982,98.96053476664957
2022-07-18,131.76698952939267,100.12455215044669,100.39251491647684,101.39785956207767,100.35414297042351
2022-07-19,132.60721627154453,100.50620454230929,100.79230986231644,101.97855141968385,100.83673901421237
2022-07-20,132.7692130399397,101.61517998554578,101.76085710212364,102.52774999861872,101.64584985342715
2022-07-21,135.17142202274022,102.13430104716068,102.4160597447743,103.52890475217,102.41656829361933
2022-07-22,134.62455689024227,102.83671366844526,102.95599525584753,103.89135371372059,102.88158277150065
2022-07-25,135.6400045320394,102.29268217674104,102.47915333258508,103.61620191059224,102.47182464361448
2022-07-26,135.20914928168958,101.38760321682837,101.51576278024321,102.57416114613434,101.48115722584419
2022-07-27,135.84971420367194,102.3591099903126,102.46368327018918,103.4935438778724,102.35018891213164
2022-07-28,137.6930149305845,104.12928820752539,104.16326679184272,104.72730688266269,103.83242256037833
2022-07-29,140.07604739110462,105.53565113096428,105.56497577873563,106.16328988734246,105.24289471512482
2022-08-01,142.30907885488946,106.65385265941906,106.76648395815197,107.57275223629905,106.54321297734849
2022-08-02,142.94040183328812,106.68706656620485,106.88448110074043,107.8827124000641,106.7567034205116
2022-08-03,143.69588104836603,106.94970245875173,107.05283177975484,107.6804924001746,106.76710883706912
2022-08-04,144.89719073059732,106.91187550935679,107.09499528314764,107.99376764590507,106.87044538770941
2022-08-05,145.20483213654597,107.00721172327896,107.11046534554356,108.17278207203674,106.92749577504208
2022-08-08,146.69008414797545,107.7920440391801,107.89488850938365,108.7026426728401,107.59451885712646
2022-08-10,146.9065744290745,107.851398520751,107.89549517849723,108.58827234503374,107.5403389295338
2022-08-11,147.99490566835811,108.61562591299801,108.6784016695534,109.41704283638414,108.32505086095853
2022-08-12,149.2989054695616,108.85642673719498,108.93835938471618,109.90214983065457,108.65084804144945
2022-08-16,151.61111552555852,109.6381836913567,109.85109306607536,111.10883966606075,109.65515014298478
2022-08-17,151.44144034914268,110.37011978533975,110.6294495387798,111.72931250725175,110.36235966142928
2022-08-18,152.11884770264473,110.44546614795566,110.80447357804344,111.90722190606164,110.5457102773223
2022-08-19,150.8590038541191,109.22731536296956,109.63178218152144,110.61489245321592,109.34047599398639
2022-08-22,148.92591310509516,107.5804591515077,107.94129869657141,108.76176163455644,107.65479851166663
2022-08-23,150.801999661967,108.11434194947181,108.4627307996809,109.54080589642581,108.29168176648093
2022-08-24,152.14665881553336,108.28317930896621,108.69872508485784,110.02094026774813,108.64977161904694
2022-08-25,151.26844094459426,107.77574462196115,108.27618004725953,109.85960627876524,108.36451968238363
2022-08-26,152.57705503263946,107.99993849276522,108.55615784316996,110.21266250808053,108.70108108689959
2022-08-29,151.5403295658979,106.48686051696832,107.17689561347898,109.06011901144258,107.44669018051604
2022-08-30,155.24491687810422,109.2325434779266,109.882336525424,111.52598748004046,109.97484759652818
2022-09-01,155.28134409994226,107.90091184475574,108.74119192280742,111.09447431087733,109.15784299302838
2022-09-02,154.8254776656817,107.88030692110159,108.69083838638149,110.91987999403287,109.08895195926819
2022-09-05,156.08135826723307,108.65745083265419,109.33178430486338,111.54974556745917,109.75489861895007
2022-09-06,157.4979356532693,108.59471345316992,109.39032787432242,111.79064152361167,109.88873380432794
2022-09-07,158.18226471557355,108.40281088062984,109.24958063997524,112.0232497748507,109.93430235270057
2022-09-08,158.66493315761315,109.47518951916719,110.22480124003165,112.71223430999333,110.80476926885802
2022-09-09,158.94159446193845,109.68800455153536,110.40225195574953,113.03213971965458,110.99637245650356
2022-09-12,161.0660367096289,110.32152906985682,111.14056826695867,113.87085545690117,111.7857488850058
2022-09-13,161.15084830080846,111.14388079897898,111.95289821002278,114.36314512876332,112.44918389241518
2022-09-14,160.7324155447698,110.73608783233128,111.66109036639779,114.01671906337886,112.16823764536188
2022-09-15,162.36091712466813,109.9589439207787,111.12297486266529,113.93218447326112,111.80691852558836
2022-09-16,160.09342957087443,107.82741069918347,108.82491226047944,111.30884961130666,109.39286188424154
2022-09-19,160.70753007506045,108.3895868251503,109.35362439295172,111.59007906470488,109.74879889200254
2022-09-20,163.57827758715163,109.58282718004705,110.54785254300523,113.01943190545387,111.01754209708614
2022-09-21,161.47639240389432,108.9806713514677,109.75796935714308,112.22491726107928,110.23462420299892
2022-09-22,163.47332331270192,108.43602478741562,109.38486785230035,112.22657480206199,110.04840312736589
2022-09-23,159.79143939105978,106.57573847123767,107.49236355253299,110.06348381963745,108.05594526033276
2022-09-26,153.30093902743485,104.66255593314163,105.4075451437654,107.35395682658253,105.67382248359354
2022-09-27,152.7767163781775,104.60781449417989,105.35658493822592,107.36666464078327,105.68530432255356
2022-09-28,151.9704031309139,103.6925868405271,104.46569134495509,106.77492250995907,104.9196091869064
2022-09-29,151.62473958543694,103.4434825396337,104.15143674412819,106.85006436784151,104.78972088367104
2022-09-30,154.938002171546,105.1426199006658,105.79460003822014,108.46395677133118,106.41763036372313
2022-10-03,151.62734504475827,103.86942014054402,104.2918806439186,107.13129382123974,105.04806226027176
2022-10-04,156.3849654494921,106.24944259068472,106.70885039236325,109.58445447563692,107.39681594253341
2022-10-06,159.34410728541096,106.60310919071856,107.15475219083383,110.46239868280745,108.02293497332268
2022-10-07,159.4419396739401,106.49762428305631,107.02522833508762,110.25465354630893,107.90560493144984
2022-10-10,156.95762613338513,106.04462349883904,106.48953950780935,109.48058190738767,107.29527342923062
2022-10-11,154.32117494768525,104.46111973920932,104.86791296724896,107.76944709957955,105.64655311606346
2022-10-12,155.11915280488284,105.32252856242214,105.70238633295821,108.5009751866115,106.42193605333314
2022-10-13,154.14182999087603,104.65056202235786,104.96680003276015,107.78602250940655,105.70683277060363
2022-10-14,152.97126532285444,105.70448849045869,105.75789655684945,108.15123403926164,106.31537023548535
2022-10-17,154.97222335704882,106.48009472114157,106.5341296876564,108.64020862915838,106.9687586338047
2022-10-18,158.45025416375745,107.55739393846201,107.63038077586913,109.74247338265441,108.04805149604775
