date,OM25,Nifty 50,Nifty 100,Nifty LargeMid 250,Nifty 500
2021-08-09,100.0,100.0,100.0,100.0,100.0
2021-08-10,97.69480687063553,100.13439330801286,100.06309358781078,99.46737683089215,99.69644888249415
2021-08-11,97.41531021898085,100.14761736349239,100.04064683060889,99.25023896215836,99.58019526302382
2021-08-12,99.15712820319564,100.65289929727984,100.52082543399591,99.99834245901731,100.26479991101576
2021-08-13,99.39361982775674,101.6659234542463,101.41171902726676,100.38344448066479,100.93469345284015
2021-08-16,99.89343331000299,101.87474051635324,101.60494313993733,100.30940765010415,100.97416227426525
2021-08-17,100.56771860609145,102.1918103116879,101.95165453833998,100.66080633843673,101.27771339177112
2021-08-18,100.90957135859625,101.91041471253055,101.79179722691548,100.67517169362013,101.15177197067825
2021-08-20,98.68397337368621,101.18247658880875,100.96278388322834,99.32814338834528,100.06386772921519
2021-08-23,97.82307100918263,101.46510233266189,101.15206464666072,99.04857147592976,99.96770732792491
2021-08-24,99.14694400205398,102.2533175464764,101.96894460807658,100.05635639341183,100.9199823466726
2021-08-25,101.1108094761772,102.31513231743885,102.10301848217452,100.32598305993115,101.13777847944571
2021-08-26,101.86832890090261,102.32897144526626,102.17278543023455,100.44919360631194,101.23358007326848
2021-08-27,103.61602815570578,102.74906585887165,102.71423761409169,101.19011442557918,101.84749965016272
2021-08-30,105.90063883792509,104.13820675656974,104.12989999059663,102.81671464326958,103.32148072665689
2021-08-31,107.7667257745065,105.37542478434025,105.39723176883479,103.78029846787963,104.45531232396009
2021-09-01,107.9213917522888,105.03129180569864,105.2164443729923,104.00572404152692,104.42266084441749
2021-09-02,109.05815044170375,106.00249104300894,106.19500165317332,104.90908387709885,105.3770887079702
2021-09-03,110.01107207350101,106.55267325819199,106.75829392511882,105.3936383577084,105.91494110175421
2021-09-06,109.93901035349698,106.88604247074562,107.02249832407657,105.767137592477,106.24899085399765
2021-09-07,109.82577583981993,106.78947611212767,106.88721111175148,105.5925432756325,106.09398602803722
2021-09-08,110.4540853912449,106.73657989020958,106.93271129526889,105.81575879463621,106.23284451796012
2021-09-09,111.12837458688765,106.83345378500147,107.09469194859086,106.07378267427664,106.46858102410827
2021-09-13,112.18740364703575,106.74765119247151,107.06860517670752,106.32959649927345,106.5816053763711
2021-09-14,112.93971141034628,106.89957406239908,107.24969590710683,107.07714748247152,106.95584156497466
2021-09-15,113.70020433803747,107.7572924515246,108.04473578043431,107.99874026885315,107.78971011944701
2021-09-16,113.60681317041823,108.43417957037197,108.74574194115915,108.55622655270153,108.39501831712123
2021-09-17,112.37946430749747,108.16139498408502,108.37870712745207,107.65562928543409,107.83779032009215
2021-09-20,110.10224030950197,107.00352128919165,107.10197197795362,106.0036134393423,106.39897237541308
2021-09-21,110.11189461098611,108.01900573554964,108.0959993205306,106.76166218209747,107.256881030208
2021-09-22,111.38569255017967,107.92459213014932,108.09448264774667,107.52357852047892,107.57442563894641
2021-09-23,113.929059083438,109.62403702735534,109.72096254121558,109.02752070544945,109.11658013426576
2021-09-24,114.49771251110164,109.81009641259053,109.74765598221245,108.66728179854248,109.01970211804048
2021-09-27,113.92512109071987,109.82178278720033,109.71944586843166,108.60098015923444,108.99889128492542
2021-09-28,113.08757433765581,109.16673073670289,109.03754978478415,107.91089059677003,108.32828012816603
2021-09-29,114.07953013615703,108.93730875094182,108.75180863229481,108.23079600643126,108.26620643628836
2021-09-30,115.09270730891255,108.36436885888705,108.26070998486358,108.26007923045897,108.02006451358267
2021-10-01,115.9109886595701,107.83479156735811,107.85697168978581,108.11200556933771,107.74234753373688
2021-10-04,118.64573993055264,108.8139867451909,108.9380560501594,109.48886961230117,108.94219970506026
2021-10-05,119.30285601662573,109.62003905709409,109.70276246780861,110.11763015840567,109.65227968324477
2021-10-06,118.57176554232225,108.53566650777297,108.62926147135458,109.11371283654988,108.60779114534932
2021-10-07,119.81328872787988,109.42352344194484,109.55230852764439,110.5872667701709,109.72439998421248
2021-10-08,121.36734354611474,110.06842679870219,110.06009057569865,111.11712737097426,110.2629699929315
2021-10-11,122.48728642911793,110.3805760152538,110.40710530865809,111.60444441988831,110.71363217211277
2021-10-12,122.05843350703141,110.66350929528086,110.77080344224053,111.97186600438698,111.10042662207887
2021-10-13,123.96637677343871,111.70790214198945,111.82853104174187,113.20065638622916,112.17326094990689
2021-10-14,126.01341435471697,112.79535005304999,112.903245376423,114.093518462244,113.16249313780719
2021-10-18,128.5425131617294,113.6472252548706,113.65885175736877,115.05599725953223,114.00138499682456
2021-10-19,126.93225501551969,113.2886380760537,113.12043291907945,113.64100977396667,113.08068503521696
2021-10-20,122.73324563336388,112.35280549874678,112.03813522047872,111.93153250714124,111.72295757819312
2021-10-21,121.68883377380007,111.80846647086862,111.46998959562468,111.32597753479456,111.14168948084148
2021-10-22,120.2078605018534,111.41974074700538,110.93035741910826,110.63367791768653,110.5105471455072
2021-10-25,117.24368861233205,111.48432334353329,110.85300710712868,109.70048234442598,110.04158578548338
2021-10-26,120.66748362277092,112.36387680100873,111.77969417809986,111.08452906498114,111.22780327304173
2021-10-27,121.28939883368344,112.01051773714883,111.56675331923839,111.03977545844822,111.11800818798642
2021-10-28,117.30230942765037,109.83500684267987,109.37091446268832,109.03138830107575,109.01180835375547
2021-10-29,116.29892960642034,108.69343256500547,108.47729085840646,108.50871037786409,108.26584762882085
2021-11-01,119.45360066346399,110.28031922254857,110.0170170686355,110.17785414744381,109.81446065855523
2021-11-02,121.00518365963761,110.0299847769594,109.81317624647752,110.57566398329199,109.90021564328798
2021-11-03,121.90499169124767,109.66247904909815,109.6066054133085,110.33255797249588,109.67129647902233
2021-11-04,122.69542781051658,110.20128242584533,110.14775426260887,111.10552458409533,110.34693094032673
2021-11-08,123.88395512528695,111.13465471376071,111.145724954424,112.23375747965369,111.37491433471715
2021-11-09,125.80834299767957,110.98519213322467,111.07535133725038,112.77135327170964,111.53135439054758
2021-11-10,126.04900807375857,110.8188150631218,110.97039758060357,112.50006906420762,111.38173167659966
2021-11-11,125.90426906125738,109.93557117155905,110.15169761184703,111.72047228867736,110.59235524809743
2021-11-12,128.09306231033884,111.34500945673734,111.56341663911377,112.69510638650542,111.79723072396584
2021-11-15,128.0373779754325,111.38621930404564,111.63712693641199,112.92881966506621,111.89482635512611
2021-11-16,128.3560636618029,110.70810204050251,111.02924448461941,112.50890928278201,111.41258911880475
2021-11-17,128.69751438883333,110.08964679470424,110.48263561329695,111.98678387323126,110.90702939709581
2021-11-18,126.45551487872784,109.26637245706026,109.56140856434787,110.68892928377655,109.81338423615273
2021-11-22,123.41376804225844,107.12438300555102,107.43230331029001,108.06448939450028,107.47503597044862
2021-11-23,126.00666951706866,107.65826580351512,108.12966945633347,109.24686862882686,108.41582915023628
2021-11-24,126.2228975721776,107.11515692033275,107.58063390855676,108.81425043234196,107.97593119508004
2021-11-25,127.4623764628405,107.86062460596928,108.3611137231587,109.45682381996896,108.72296834241715
2021-11-26,123.81997738495826,104.72498577645196,105.19945763781247,106.2406417998685,105.54106372061815
2021-11-29,121.74653146518767,104.89413067212031,105.19126760477936,105.66602759253222,105.17687414110463
2021-11-30,123.40551247365397,104.45896698599172,104.77327258553275,105.86714256509993,105.11874733136946
2021-12-01,125.49122509125854,105.58885488905634,105.83009018136373,106.83293644435359,106.09721529524472
2021-12-02,127.6220442243139,107.03273722571619,107.22876582268881,108.16228431247964,107.45530155973607
2021-12-03,127.49448200553262,105.77214644872603,106.1288747197947,107.51584332922634,106.61102758870618
2021-12-06,124.75854638421501,104.02257315516738,104.33192080541392,105.91742130824184,104.90346285086886
2021-12-07,126.54281250203722,105.64913197914905,105.95445734964464,107.37108475007045,106.45458753287573
2021-12-08,128.77616410065707,107.4516014946258,107.69529437102064,109.05514638849446,108.16789319019308
2021-12-09,129.3647152824452,107.7413005704796,107.97375549414716,109.51152267239807,108.55074075801666
2021-12-10,131.2399578153375,107.70716405517199,108.00287561159828,109.89662469404557,108.75454339955724
2021-12-13,132.79393742788315,106.82730306152261,107.16718890766191,109.46455901122155,108.1033078460429
2021-12-14,133.80719497509423,106.5606691987145,107.00247824332891,109.23195075998255,107.95260870969247
2021-12-15,133.55665139962264,105.92406931865362,106.3269521853738,108.59158742699913,107.30567884578815
2021-12-16,132.9050624377621,106.09013885258256,106.40551583558053,108.2865998861822,107.18619595911031
2021-12-17,129.14679107628908,104.47126843294943,104.6443553989001,106.29368311131493,105.29671583524997
2021-12-20,124.33520758689845,102.18935002229637,102.26135912081511,103.26646076324238,102.62395900983492
2021-12-21,127.65965223767951,103.15286085525808,103.36276689649314,104.49304109044097,103.77716621038317
2021-12-22,129.77329401993578,104.28828440945367,104.5460750025025,105.86769507876082,105.0570324469593
2021-12-23,130.89664158518946,105.00884166500083,105.32170146419591,106.71083092529463,105.85860832935656
2021-12-24,131.14715173591023,104.58536435348208,104.793899335394,105.91907884922456,105.2367949881773
2021-12-27,133.13296445845836,105.09279904048714,105.26801124764536,106.33070152659526,105.68745716735857
2021-12-28,134.80435810399823,105.99695539187798,106.17771158343672,107.39429032382827,106.69391211369891
2021-12-29,134.61006652711674,105.87609367551858,106.03848102187345,107.40257802874179,106.66197824909132
2021-12-30,135.22847455320974,105.87609367551858,106.03848102187345,107.23240382118448,106.66197824909132
2021-12-31,136.2701383411823,106.73996278812295,106.88781778086505,107.23240382118448,107.61497088277402
2022-01-03,136.1778321781113,108.41080682115233,108.436037358684,109.84413589626004,109.11048040731825
2022-01-04,137.1733001751446,109.51516922177971,109.38820453242494,110.46074114182476,109.92963785562306
2022-01-05,135.802142621952,110.25325603924162,110.09527738428544,110.8320303219497,110.48686585265213
2022-01-06,136.0329395974497,109.15012378331002,109.11308008942301,110.30548480311177,109.72404117674498
2022-01-07,137.82800840902277,109.56099211169713,109.52773842854499,110.71931753512607,110.14348710625366
2022-01-10,138.62765007603574,110.7333200067658,110.59031938095482,111.6259924526634,111.19838106070664
2022-01-11,138.1423630605667,111.05592545323144,110.86969050775173,111.85639064925881,111.44954628795735
2022-01-12,138.28342943573222,112.0191287500192,111.81063430289169,112.99567381803516,112.43519040118264
2022-01-13,139.1600028089342,112.29867913213292,112.12731558017283,113.43768474675537,112.81660273913621
2022-01-14,139.60141712374053,112.28607014900128,112.14703232636371,113.42994955550277,112.8836997355589
2022-01-17,141.15196122898777,112.60806052311902,112.49586706666383,113.78079573017443,113.24860693000743
2022-01-18,138.96219866213437,111.40836190856949,111.21276189147295,112.07408103165353,111.75489144280071
2022-01-19,139.360942940127,110.3341380529885,110.29062483885352,111.52267239807504,111.03297081818867
2022-01-20,139.53262601559788,109.21839681392524,109.32844762473873,110.89777944759685,110.23354778059641
2022-01-21,136.73725004585432,108.3582181354082,108.32774692191259,109.21592786381643,108.93968805278776
2022-01-24,130.31895122910745,105.4793720111328,105.27802128801919,105.66326502422773,105.57586804496576
2022-01-25,132.30745037825753,106.27189273138252,106.10127127512749,106.53236901282386,106.43808238937069
2022-01-27,130.6920178759044,105.23980133163165,104.96801337098725,105.36546016100249,105.3437196134926
2022-01-28,131.79106044795353,105.18936539910507,105.04293700651259,106.09698824803444,105.65624091768598
2022-01-31,133.1637015030005,106.65262251472328,106.45465603377934,107.61805835649288,107.07855371886001
2022-02-01,133.73608178944485,108.11034397921054,107.9643521228869,108.93580343774002,108.47610880477644
2022-02-02,135.18140292238488,109.35986345393877,109.19285707785687,110.1717764971739,109.74736366213254
2022-02-03,134.92599288889645,108.00793443328772,107.95494875162663,109.00763021365705,108.61747894697184
2022-02-04,135.01816906682566,107.73791767256624,107.71592112088184,108.47113944892288,108.25544221226333
2022-02-07,134.03968585688847,105.87609367551858,106.03150432706747,107.13958152615324,106.71364652441147
2022-02-08,131.66627235424255,106.20300462841942,106.22654844707873,106.8169135481875,106.61640970071869
2022-02-09,132.28700748576037,107.41500468992665,107.42805662649504,108.01752573332377,107.75957029217693
2022-02-10,133.15984248628345,108.28871496009717,108.24736326436518,108.55401649805792,108.44740420737637
2022-02-11,130.7073584074071,106.86728276413513,106.81380414901005,106.77934261924625,106.86219281595689
2022-02-14,126.11979651084313,103.5954054095613,103.50199745805641,103.0846837688062,103.33942110003194
2022-02-15,128.84043334380792,106.7301216305568,106.53443302221318,105.92294644485085,106.24683800919266
2022-02-16,128.38805348243716,106.54406224532161,106.35303895725714,105.74614207336276,106.13453127186483
2022-02-17,129.93881930519774,106.43580951209384,106.31542547221606,105.5848080843799,106.00643700596697
2022-02-18,129.59588136245176,106.26174403764243,106.0026875441731,104.98422573498131,105.56618024334323
2022-02-21,127.65648819097991,105.83334614734059,105.4336319156487,104.10793906879347,104.75096967718093
2022-02-22,127.02418178492222,105.1293958451863,104.81118940513059,103.312871910758,103.97558673991124
2022-02-23,128.43352618738714,104.9513324004736,104.79268599716686,103.49409639153329,104.1040398132766
2022-02-24,121.7156624986323,99.93664754816785,99.66390531108475,98.17394235072462,98.85648060107428
2022-02-25,125.86365382678018,102.46121200006152,102.35933618265592,101.38957185716416,101.81090128847762
2022-02-28,127.15635550514934,103.2946350314456,103.23415304441727,102.25370322281219,102.67598609262257
2022-03-02,128.55489979221144,102.13860655359586,102.25832577524729,101.6420706001956,101.89988554041787
2022-03-03,130.31944215030612,101.47494349022804,101.68745013938221,101.22105519058958,101.44168840441908
2022-03-04,127.68278658061156,99.92065566712284,99.99635998531859,99.346376339155,99.69931934223416
2022-03-07,124.38194258925934,97.56984915350668,97.59455696471309,99.346376339155,97.3390838210125
2022-03-08,124.89276909421453,98.49430289237772,98.59374099475534,98.07227983711898,98.36168510339037
2022-03-09,126.96583824276689,100.53572801500776,100.53447548905113,100.03259830599312,100.31969745354341
2022-03-10,128.10229072432628,102.0706410591546,102.13577861430707,101.35255344188387,101.82238312743765
2022-03-11,128.36742234657177,102.28929927882767,102.39179298023168,101.75091579139296,102.16791471864113
2022-03-14,128.45643691446568,103.7707010287085,103.5984578471133,102.43106010796116,103.15427644680142
2022-03-15,127.77986313710888,102.48950532806421,102.36600954290515,101.40614726699117,102.01506273748569
2022-03-16,129.3283352791954,104.41068380668274,104.33495415098174,103.37033333149162,103.92355965712359
2022-03-17,130.5432408501824,106.32786431504006,106.19985500608186,104.92952688255218,105.64511788619345
2022-03-21,131.55772623054384,105.28562422154904,105.0972338921767,104.30794901403938,104.78864446126853
2022-03-22,131.7942286298519,106.50285239801332,106.1622415210408,104.91516152736877,105.661981837166
2022-03-23,132.6322075575155,106.07322436301571,105.83979688718077,104.93063190987398,105.45459112095041
2022-03-24,134.29525324593297,105.93237279535005,105.74212315989674,105.14942731959047,105.4847309482205
2022-03-25,134.90566161501195,105.50335983270033,105.38145837188209,104.86046267493964,105.14278743169203
2022-03-28,135.0486545556723,105.92775975274091,105.69480296903865,104.9356045328221,105.31609143849502
2022-03-29,135.62492975497338,106.56312948810604,106.31026878475075,105.55994496963939,105.93359909006426
2022-03-30,137.07495764989886,107.62689711377301,107.2851860502504,106.52131873960586,106.902379252317
2022-03-31,137.71612793125604,107.42084787723157,107.13988879755146,106.63734660839492,106.88515649387696
2022-04-01,138.59957473306469,108.68605169683084,108.46940415993011,107.97774474973895,108.26871808856086
2022-04-04,140.55287910010767,111.04147125305616,110.75412004161748,109.91541015851618,110.39931683058188
2022-04-05,142.19142366074016,110.45100179908663,110.38405188234258,110.54196064997707,110.44452657148702
2022-04-06,142.28248475184554,109.52993095812896,109.65604894606406,110.42814283583162,109.99529962217574
2022-04-07,142.00070110446703,108.4959943413344,108.71995850383263,109.47008414783055,109.08644030699567
2022-04-08,145.44919948935842,109.38661910107174,109.74219596019037,110.50052212540955,110.09935378775104
2022-04-11,148.3514260310779,108.71372995248566,109.39700123457166,110.71765999414338,109.9780768637357
2022-04-12,146.0151185867173,107.82402780127012,108.45757411221558,109.24244851953966,108.82415204825243
