index,company_name,spell_from,spell_to,isin,symbol,symbol_from,symbol_to,method,candidates
nse500,Hotel Leela Venture Ltd.,2016-04-01,2016-09-30,INE102A01024,HOTELEELA,2016-04-01,2016-09-30,manual-symbol,
nse500,I T C Bhadrachalam Paper Boards Ltd.,1998-08-01,2002-04-23,INE076A01012,,,,isin-only,
nse500,IBP Co. Ltd.,1998-08-01,2007-06-04,INE261A01010,IBP,2005-01-03,2007-06-01,norm-exact,
nse500,ICICI Ltd.,1998-08-01,2002-04-23,INE005A01011,,,,isin-only,
nse500,ICSA (India) Ltd.,2012-04-27,2012-09-28,INE306B01029,ICSA,2012-04-27,2012-09-28,norm-exact,
nse500,IDBI Bank Ltd.-OLD,2000-09-03,2005-05-09,,,,,unresolved,
nse500,IDFC Ltd.,2006-02-03,2015-05-29,INE043D01016,IDFC,2006-02-03,2015-05-29,norm-exact,
nse500,IDI Ltd.,1998-08-01,2001-04-25,INE888A01010,,,,isin-only,
nse500,IIFL Holdings Ltd.,2018-04-02,2018-12-28,INE530B01024,IIFL,2018-04-02,2018-12-28,manual-isin,
nse500,IL&FS Engineering and Construction Company Ltd.,2011-05-18,2015-03-27,INE369I01014,IL&FSENGG,2011-05-18,2015-03-27,norm-exact,
nse500,IL&FS Engineering and Construction Company Ltd.,2015-09-28,2016-04-01,INE369I01014,IL&FSENGG,2015-09-28,2016-04-01,norm-exact,
nse500,ING Vysya Bank Ltd.,1999-02-03,2015-02-02,INE166A01011,VYSYABANK,2005-01-03,2005-08-12,norm-exact,
nse500,ING Vysya Bank Ltd.,1999-02-03,2015-02-02,INE166A01011,INGVYSYABK,2005-08-16,2015-02-02,norm-exact,
nse500,ISMT Ltd.,1998-08-01,2000-05-24,,,,,unresolved,
nse500,ITD Cementation India Ltd.,1998-08-01,2004-12-10,,,,,unresolved,
nse500,ITD Cementation India Ltd.,2015-03-24,2016-04-01,INE686A01018,ITDCEM,2015-03-24,2015-08-21,manual-symbol+isin-set,
nse500,ITD Cementation India Ltd.,2015-03-24,2016-04-01,INE686A01026,ITDCEM,2015-03-24,2016-04-01,manual-symbol+isin-set,
nse500,ITD Cementation India Ltd.,2016-09-30,2020-06-26,INE686A01026,ITDCEM,2016-09-30,2020-06-26,manual-symbol,
nse500,ITW Signode India Ltd.- Sus,1998-08-01,2002-04-23,,,,,unresolved,
nse500,IVRCL Ltd.,2002-09-19,2016-04-01,INE875A01025,IVRCLINFRA,2005-01-03,2016-04-01,norm-exact,
nse500,India Gypsum Ltd.,1998-08-01,2005-01-05,INE561A01013,INDGYPSUM,2005-01-03,2005-01-04,norm-exact,
nse500,India Infoline Ltd.,2007-12-26,2017-06-23,INE530B01024,INDIAINFO,2007-12-26,2014-03-12,manual-isin,
nse500,India Infoline Ltd.,2007-12-26,2017-06-23,INE530B01024,IIFL,2014-03-13,2017-06-23,manual-isin,
nse500,India Securities Ltd.,1998-08-01,1999-05-26,INE134A01019,,,,isin-only,
nse500,Indiabulls Financial Services Ltd.,2005-02-18,2008-01-01,INE894F01025,INDIABULLS,2005-02-18,2008-01-01,norm-exact,
nse500,Indiabulls Financial Services Ltd.,2008-04-24,2013-03-19,INE894F01025,INDIABULLS,2008-04-24,2013-03-18,norm-exact,
nse500,Indiabulls Integrated Services Ltd.,2019-03-29,2020-06-26,INE126M01010,IBULISL,2019-03-29,2020-06-26,manual-symbol,
nse500,Indiabulls Real Estate Ltd.,2007-09-10,2011-04-21,INE069I01010,IBREALEST,2007-09-10,2011-04-21,manual-symbol,
nse500,Indiabulls Real Estate Ltd.,2011-06-21,2011-12-07,INE069I01010,IBREALEST,2011-06-21,2011-12-07,manual-symbol,
nse500,Indiabulls Securities Ltd.,2009-08-14,2016-04-01,INE274G01010,IBSEC,2009-08-14,2015-03-31,manual-isin,
nse500,Indiabulls Securities Ltd.,2009-08-14,2016-04-01,INE274G01010,IBVENTURES,2015-04-01,2016-04-01,manual-isin,
nse500,Indian Aluminium Co. Ltd.,1998-08-01,2003-12-11,INE249A01015,,,,isin-only,
nse500,Indian Metals & Ferro Alloys Ltd.,2013-04-01,2015-03-27,INE919H01018,IMFA,2013-04-01,2015-03-27,norm-exact,
nse500,Indian Organic Chemicals Ltd.,1998-08-01,2001-12-07,INE564A01017,,,,isin-only,
nse500,Indian Petrochemicals Corporation Ltd.,1998-08-01,2007-10-05,INE006A01019,IPCL,2005-01-03,2007-10-04,norm-exact,
nse500,Indo Gulf Corporation Ltd.,1998-08-01,2003-03-05,INE022A01016,,,,isin-only,
nse500,Indo Gulf Fertilisers Ltd.,2003-12-11,2006-04-10,INE911F01019,IGFLFERT,2005-01-03,2006-04-07,norm-exact,
nse500,Indo Rama Synthetics (India) Ltd. - Old,1998-08-01,2003-05-23,,,,,unresolved,
nse500,Industrial Oxygen Co. Ltd. -Sus,1998-08-01,1999-12-08,,,,,unresolved,
nse500,Infar (India) Ltd.,2002-03-29,2002-10-11,INE568A01018,,,,isin-only,
nse500,Infinite Computer Solutions (India) Ltd,2013-07-17,2014-09-19,INE486J01014,INFINITE,2013-07-17,2014-09-19,norm-exact,
nse500,Information Technologies India Ltd.,2002-03-29,2002-07-09,INE569A01024,,,,isin-only,
nse500,Innoventive Industries Ltd.,2012-09-28,2014-03-28,INE549I01011,INNOIND,2012-09-28,2014-03-28,norm-exact,
nse500,Inox Leisure Ltd.,2006-09-21,2012-04-27,INE312H01016,INOXLEISUR,2006-09-21,2012-04-27,norm-exact,
nse500,Insilco Ltd. - Sus,1999-02-03,2002-09-19,,,,,unresolved,
nse500,International Paper APPM Ltd.,2016-04-01,2017-03-31,INE435A01028,IPAPPM,2016-04-01,2017-03-31,manual-isin,
nse500,Ispat Alloys Ltd.,1998-08-01,2000-05-24,,,,,unresolved,
nse500,JBF Industries Ltd.,1998-08-01,2001-08-31,,,,,unresolved,
nse500,JBF Industries Ltd.,2012-09-28,2018-09-28,INE187A01017,JBFIND,2012-09-28,2018-09-28,norm-exact,
nse500,JCT Electronics Ltd.,1998-08-01,2001-10-11,,,,,unresolved,
nse500,JCT Ltd.,1998-08-01,2001-12-07,,,,,unresolved,
nse500,JD Orgochem Ltd.,1998-08-01,2000-09-03,,,,,unresolved,
nse500,JMT Auto Ltd.,2016-04-01,2017-09-29,INE988E01028,JMTAUTOLTD,2016-04-01,2016-09-21,norm-exact+symbol-chain,
nse500,JMT Auto Ltd.,2016-04-01,2017-09-29,INE988E01036,JMTAUTOLTD,2016-09-22,2017-09-29,norm-exact+symbol-chain,
nse500,JSW ISPAT Steel Ltd.,1998-08-01,2005-12-08,INE136A01022,ISPATIND|JSWISPAT,,,isin-only,
nse500,JSW ISPAT Steel Ltd.,2009-10-22,2013-06-11,INE136A01022,ISPATIND,2009-10-22,2011-08-12,norm-exact,
nse500,JSW ISPAT Steel Ltd.,2009-10-22,2013-06-11,INE136A01022,JSWISPAT,2011-08-16,2013-06-10,norm-exact,
nse500,Jagatjit Industries Ltd. -Sus,1998-08-01,2001-08-31,,,,,unresolved,
nse500,Jain Irrigation Systems Ltd. (Old),1998-08-01,2000-12-20,,,,,unresolved,
nse500,Jain Studios Ltd.,2000-09-20,2007-04-04,INE486B01011,JAINSTUDIO,2005-01-03,2007-04-04,norm-exact,
nse500,Jaiprakash Associates Ltd.,2004-12-10,2019-09-27,INE455F01025,JPASSOCIAT,2005-01-03,2019-09-27,norm-exact,
nse500,Jaiprakash Industries Ltd.- Suspended,1998-08-01,2004-03-22,,,,,unresolved,
nse500,Jaypee Infratech Ltd.,2010-09-17,2017-03-31,INE099J01015,JPINFRATEC,2010-09-17,2017-03-31,norm-exact,
nse500,Jet Airways (India) Ltd.,2005-08-05,2013-09-27,INE802G01018,JETAIRWAYS,2005-08-05,2013-09-27,norm-exact,
nse500,Jet Airways (India) Ltd.,2016-04-01,2019-09-24,INE802G01018,JETAIRWAYS,2016-04-01,2019-09-24,norm-exact,
nse500,Jindal Iron & Steel Co. Ltd.,1998-08-01,2001-12-07,INE020A01010,JINDALIRON,,,isin-only,
nse500,Jindal Iron & Steel Co. Ltd.,2003-04-25,2005-02-18,INE020A01010,JINDALIRON,2005-01-03,2005-02-17,norm-exact,
nse500,Jindal Strips Ltd.- Merged,1998-08-01,2003-09-09,,,,,unresolved,
nse500,Jubilant Life Sciences Ltd.,2002-04-23,2002-09-19,,,,,unresolved,
nse500,Jubilant Life Sciences Ltd.,2003-09-09,2010-11-25,INE700A01033,JUBILANT,2005-01-03,2010-11-25,manual-symbol,
nse500,K.S. Oils Ltd.,2009-03-27,2013-06-21,INE727D01022,KSOILS,2009-03-27,2013-06-20,norm-exact,
nse500,KDL Biotech Ltd.,2002-09-19,2006-03-02,INE746A01010,KOPDRUGS,2005-01-03,2006-03-02,norm-exact,
nse500,KSB Pumps Ltd.,1998-08-01,2016-04-01,INE999A01015,KSBPUMPS,2005-01-03,2016-04-01,manual-isin,
nse500,KSB Pumps Ltd.,2016-09-30,2017-03-31,INE999A01015,KSBPUMPS,2016-09-30,2017-03-31,manual-isin,
nse500,KSK Energy Ventures Ltd,2011-10-10,2016-09-30,INE143H01015,KSK,2011-10-10,2016-09-30,norm-exact,
nse500,Karuturi Global Ltd.,2010-04-08,2014-03-28,INE299C01024,KGL,2010-04-08,2014-03-28,norm-exact,
nse500,Kemrock Industries and Exports Ltd.,2011-03-25,2013-09-27,INE990B01012,KEMROCK,2011-03-25,2013-09-27,norm-exact,
nse500,Kerala Chemicals & Proteins Ltd.,1998-08-01,2002-03-29,,,,,unresolved,
nse500,Kinetic Motor Co. Ltd.,1998-08-01,2003-02-25,INE267B01015,KINETICMOT,,,isin-only,
nse500,Kitply Industries Ltd.,1998-08-01,2006-09-13,INE147B01019,KITPLYIND,2005-01-03,2006-09-13,norm-exact,
nse500,Kochi Refineries Ltd.,1998-08-01,2006-09-22,INE123A01012,COCHINREFN,2005-01-03,2006-09-21,norm-exact,
nse500,Kodak India Ltd. - Delisted,1998-08-01,2003-04-07,,,,,unresolved,
nse500,Koutons Retail India Ltd.,2009-03-27,2011-10-10,INE406I01014,KOUTONS,2009-03-27,2011-10-10,norm-exact,
nse500,Krebs Biochemicals Ltd.,2000-02-16,2002-07-09,,,,,unresolved,
nse500,Krishna Filaments Ltd.,1998-08-01,2001-08-31,,,,,unresolved,
nse500,Krishna Lifestyle Technologies Ltd.,1998-08-01,1999-02-03,INE218A01010,,,,isin-only,
nse500,Kwality Ltd.,2012-04-27,2013-04-01,INE775B01025,KWALITY,2012-04-27,2013-04-01,norm-exact,
nse500,Kwality Ltd.,2016-04-01,2018-09-28,INE775B01025,KWALITY,2016-04-01,2018-09-28,norm-exact,
nse500,LML Ltd.,1998-08-01,2004-12-10,INE862A01015,LML,,,isin-only,
nse500,Lakshmi Auto Components Ltd.- Delisted,2002-04-23,2004-04-16,,,,,unresolved,
nse500,Lakshmi Energy & Foods Ltd.,2007-09-24,2012-04-27,INE992B01026,LAKSHMIEFL,2007-09-24,2012-04-27,norm-exact,
nse500,Lakshmi Vilas Bank Ltd.,2002-04-23,2020-06-26,INE694C01018,LAKSHVILAS,2005-01-03,2020-06-26,norm-exact,
nse500,Lanco Infratech Ltd.,2007-06-04,2017-03-31,INE785C01048,LITL,2007-06-04,2017-03-31,norm-exact,
nse500,Larsen & Toubro Ltd.-Sus,1998-08-01,2004-05-24,,,,,unresolved,
nse500,Lloyds Finance Ltd.,1998-08-01,2002-03-29,,,,,unresolved,
nse500,Lloyds Metals & Engineers Ltd.,1998-08-01,1999-09-08,,,,,unresolved,
nse500,Lok Housing & Constructions Ltd.,1998-08-01,1999-02-03,,,,,unresolved,
nse500,Lupin Chemicals Ltd.  (Erstwhile),1998-08-01,2001-04-25,,,,,unresolved,
nse500,Lupin Laboratories Ltd.  (Erstwhile),1998-08-01,2001-08-31,,,,,unresolved,
nse500,MRO-TEK Ltd.,2002-09-19,2009-10-22,INE398B01018,MRO-TEK,2005-01-03,2009-10-22,manual-symbol,
nse500,MVL Ltd.,2011-12-14,2013-04-01,INE744I01034,MVL,2011-12-14,2013-04-01,norm-exact+symbol-chain,
nse500,Maars Software International Ltd.,2000-09-03,2007-04-04,INE390A01017,MAARSOFTW,2005-01-03,2007-04-04,norm-exact,
nse500,Madura Coats Ltd.,1998-08-01,2003-04-25,INE122A01014,,,,isin-only,
nse500,Magma Fincorp Ltd.,2013-09-27,2020-06-26,INE511C01022,MAGMA,2013-09-27,2020-06-26,manual-isin,
nse500,Mahindra Ugine Steel Co. Ltd.,1998-08-01,2011-03-25,INE850A01010,MAHINDUGIN,2005-01-03,2011-03-25,norm-exact,
nse500,Mahindra Ugine Steel Co. Ltd.,2014-03-28,2014-06-30,INE850A01010,MAHINDUGIN,2014-03-28,2014-06-30,norm-exact,
nse500,Malwa Cotton Spinning Mills Ltd.,1999-02-03,2002-04-23,,,,,unresolved,
nse500,Mandhana Industries Ltd.,2012-09-28,2015-12-14,INE087J01010,MANDHANA,2012-09-28,2015-12-14,norm-exact,
nse500,Mangalore Chemicals & Fertilizers Ltd.,2012-09-28,2015-09-28,INE558B01017,MANGCHEFER,2012-09-28,2015-09-28,norm-exact,
nse500,Manpasand Beverages Ltd.,2016-04-01,2019-03-29,INE122R01018,MANPASAND,2016-04-01,2019-03-29,norm-exact,
nse500,Mardia Chemicals Ltd.,1998-08-01,1999-12-08,,,,,unresolved,
nse500,Matrix Laboratories Ltd.,2004-12-10,2009-08-14,INE604D01023,MATRIXLABS,2005-01-03,2009-08-13,norm-exact,
nse500,McDowell & Co. Ltd. (Old),1998-08-01,2001-06-20,,,,,unresolved,
nse500,Melstar Information Technologies Ltd.,2002-09-19,2007-04-04,INE817A01019,MELSTAR,2005-01-03,2007-04-04,norm-exact,
nse500,Mercator Ltd.,2006-03-02,2016-04-01,INE934B01028,MLL,2006-03-02,2011-12-07,norm-exact,
nse500,Mercator Ltd.,2006-03-02,2016-04-01,INE934B01028,MERCATOR,2011-12-08,2016-04-01,norm-exact,
nse500,Merind Ltd.-Merged,1998-08-01,1999-05-26,,,,,unresolved,
nse500,Metalyst Forgings Ltd.,2015-09-28,2016-04-01,INE425A01011,METALFORGE,2015-09-28,2016-04-01,norm-exact,
nse500,Micro Inks Ltd.,1998-08-01,2010-04-06,INE056A01014,MICRO,2005-01-03,2010-04-05,norm-exact,
nse500,Mirc Electronics Ltd.,1998-08-01,2012-09-28,INE831A01028,MIRCELECTR,2005-01-03,2012-09-28,norm-exact,
nse500,Modern Denim Ltd.,1998-08-01,1999-02-03,,,,,unresolved,
nse500,Modern Syntex (India) Ltd.,1998-08-01,1999-02-03,,,,,unresolved,
nse500,Modern Terry Towels Ltd.,1998-08-01,1999-02-03,,,,,unresolved,
nse500,Modi Xerox Ltd.- Sus,1998-08-01,2000-05-24,,,,,unresolved,
nse500,Modiluft Ltd.,1998-08-01,1999-09-08,,,,,unresolved,
nse500,Monnet Ispat and Energy Ltd.,2004-12-10,2015-09-28,INE743C01013,MONNETISPA,2005-01-03,2015-09-28,norm-exact,
nse500,Monsanto India Ltd.,2001-04-25,2018-04-02,INE274B01011,MONSANTO,2005-01-03,2018-04-02,norm-exact,
nse500,Monsanto India Ltd.,2018-09-28,2019-06-28,INE274B01011,MONSANTO,2018-09-28,2019-06-28,norm-exact,
nse500,Moser Baer India Ltd.,1999-03-17,2012-09-28,INE739A01015,MOSERBAER,2005-01-03,2012-09-28,token-exact,
nse500,Mukand Ltd.- Old,1998-08-01,2004-01-02,,,,,unresolved,
nse500,NEPC Agro Foods Ltd.,1998-08-01,1999-09-08,,,,,unresolved,
nse500,NEPC India Ltd,1998-08-01,2009-03-27,INE588A01016,NEPCMICON,2005-01-03,2009-03-27,norm-exact,
nse500,NIIT Ltd.-Sus,1998-08-01,2004-07-09,,,,,unresolved,
nse500,Nagarjuna Fertilizers & Chemicals Ltd.,1998-08-01,2011-08-29,INE580A01013,NAGARFERT,2005-01-03,2011-08-26,manual-symbol,
nse500,Nahar Industrial Enterprises Ltd.,1998-08-01,2001-04-25,INE289A01011,NAHARINDUS,,,isin-only,
nse500,Narmada Chematur Petrochemicals Ltd.,2005-09-26,2007-03-15,INE693B01012,NARMDCHEMA,2005-09-26,2007-03-14,manual-isin,
nse500,National Aluminium Co. Ltd. (Old),1998-08-01,1999-04-29,,,,,unresolved,
nse500,Nava Bharat Ventures Ltd.,2004-03-15,2016-04-01,INE725A01022,NAVBARFERO,2005-01-03,2006-07-28,manual-isin,
nse500,Nava Bharat Ventures Ltd.,2004-03-15,2016-04-01,INE725A01022,NBVENTURES,2006-07-31,2016-04-01,manual-isin,
nse500,Nirma Ltd.,1998-08-01,2011-03-24,INE091A01029,NIRMA,2005-01-03,2011-03-23,norm-exact,
nse500,Nitin Fire Protection Industries Ltd.,2014-09-19,2017-09-29,INE489H01020,NITINFIRE,2014-09-19,2017-09-29,norm-exact+symbol-chain,
nse500,OCL India Ltd.,2016-09-30,2017-01-23,INE290B01025,OCL,2016-09-30,2017-01-23,norm-exact,
nse500,OTIS Elevator Company (India) Ltd.,1998-08-01,2003-05-02,INE099A01014,,,,isin-only,
nse500,Opto Circuits (I) Ltd.,2011-03-25,2016-04-01,INE808B01016,OPTOCIRCUI,2011-03-25,2016-04-01,token-exact,
nse500,Orbit Corporation Ltd.,2011-03-24,2014-09-19,INE628H01015,ORBITCORP,2011-03-24,2014-09-19,norm-exact,
nse500,Orchid Chemicals & Pharmaceuticals Ltd.,1998-08-01,2015-09-28,INE191A01019,ORCHIDCHEM,2005-01-03,2015-09-28,manual-symbol,
nse500,Orient Information Technologies Ltd.,2000-12-13,2007-04-04,INE067B01019,ORIENTINFO,2005-01-03,2007-04-04,manual-symbol,
nse500,Oriental Bank of Commerce,1998-08-01,2019-12-27,INE141A01014,ORIENTBANK,2005-01-03,2019-12-27,norm-exact,
nse500,Origin Agrostar Ltd.,2000-11-29,2001-12-07,,,,,unresolved,
nse500,Orkay Industries Ltd.,1998-08-01,1999-02-03,,,,,unresolved,
nse500,Oswal Chemicals & Fertilizers Ltd.,1998-08-01,2004-03-15,,,,,unresolved,
nse500,Oswal Chemicals & Fertilizers Ltd.,2007-09-24,2016-04-01,INE143A01010,BINDALAGRO,2007-09-24,2016-04-01,manual-symbol,
nse500,Oudh Sugar Mills Ltd.,1998-08-01,2002-04-23,,,,,unresolved,
nse500,PHIL Corporation Ltd.,1998-08-01,2002-04-23,,,,,unresolved,
nse500,PSI Data Systems Ltd.,1999-12-08,2004-03-15,INE299A01010,,,,isin-only,
nse500,PSL Ltd.,2002-09-19,2014-03-28,INE474B01017,PSL,2005-01-03,2014-03-28,norm-exact,
nse500,Padmini Technologies Ltd.,2001-06-20,2003-01-21,INE114B01019,,,,isin-only,
nse500,Panasonic AVC Networks India Co. Ltd.,2002-09-19,2002-11-11,,,,,unresolved,
nse500,Paper Products Ltd.,1999-09-08,2002-09-19,,,,,unresolved,
nse500,Paper Products Ltd.,2003-04-01,2012-04-27,INE275B01026,PAPERPROD,2005-01-03,2012-04-27,manual-symbol,
nse500,Parekh Platinum Ltd.,1998-08-01,2004-12-10,INE598A01015,PAREKHPLAT,,,isin-only,
nse500,Parke-Davis (India) Ltd.,1998-08-01,2003-03-06,INE254A01015,,,,isin-only,
nse500,Patheja Forgings & Auto Parts Manufacturers Ltd.,1998-08-01,1999-09-08,,,,,unresolved,
nse500,Patni Computer Systems Ltd.,2004-12-10,2012-05-21,INE660F01012,PATNI,2005-01-03,2012-05-18,norm-exact,
nse500,Peacock Industries Ltd.-old,1998-08-01,1999-05-26,,,,,unresolved,
nse500,Pearl Global Industries Ltd.,2008-02-15,2011-03-25,INE940H01014,HOPFL,2008-02-15,2011-03-25,norm-exact,
nse500,Pentafour Products Ltd.,1999-09-08,2001-04-25,INE237501015,,,,isin-only,
nse500,Pentamedia Graphics Ltd.,1998-08-01,2006-09-13,INE202A01014,PENTSFWARE,2005-01-03,2006-09-12,norm-exact,
nse500,Pentasoft Technologies Ltd.,2000-12-13,2006-09-13,INE408A01017,PENTACOMMU,2005-01-03,2006-09-12,norm-exact,
nse500,Pharmacia Healthcare Ltd.,1999-12-08,2005-03-04,INE252B01025,PHARMACIA,2005-01-03,2005-03-03,norm-exact,
nse500,Philips India Ltd.,1998-08-01,2002-09-19,INE319A01016,,,,isin-only,
nse500,Pipavav Defence and Offshore Engineering Company Ltd.,2011-03-25,2019-03-29,INE542F01012,PIPAVAVYD,2011-03-25,2011-09-28,manual-isin,
nse500,Pipavav Defence and Offshore Engineering Company Ltd.,2011-03-25,2019-03-29,INE542F01012,PIPAVAVDOC,2011-09-29,2016-03-17,manual-isin,
nse500,Pipavav Defence and Offshore Engineering Company Ltd.,2011-03-25,2019-03-29,INE542F01012,RDEL,2016-03-18,2017-09-15,manual-isin,
nse500,Pipavav Defence and Offshore Engineering Company Ltd.,2011-03-25,2019-03-29,INE542F01012,RNAVAL,2017-09-18,2019-03-29,manual-isin,
nse500,Piramal Holdings Ltd.-Delisted,1998-08-01,1999-02-03,,,,,unresolved,
nse500,Polaris Consulting & Services Ltd.,2016-04-01,2018-02-05,INE763A01023,POLARIS,2016-04-01,2018-02-05,norm-exact,
nse500,Polaris Financial Technology Ltd.,2000-05-24,2014-09-19,INE763A01023,POLARIS,2005-01-03,2014-09-19,namechange-master,
nse500,Precision Fasteners Ltd.,1998-08-01,1999-03-17,,,,,unresolved,
nse500,Provogue (India) Ltd.,2007-09-24,2012-03-07,INE968G01025,PROVOGUE,2007-09-24,2012-03-06,norm-exact+isin-set,
nse500,Pudumjee Pulp & Paper Mills Ltd.,1998-08-01,2007-09-24,,,,,unresolved,
nse500,Punj Lloyd Ltd.,2006-08-10,2017-09-29,INE701B01021,PUNJLLOYD,2006-08-10,2017-09-29,norm-exact,
nse500,Punjab Alkalies & Chemicals Ltd.,1998-08-01,2000-09-03,INE607A01014,,,,isin-only,
nse500,Punjab Anand Lamp Industries Ltd.,1999-09-08,2002-07-09,INE276B01016,,,,isin-only,
nse500,Punjab Tractors Ltd.,1998-08-01,2009-02-25,INE170A01013,PUNJABTRAC,2005-01-03,2009-02-24,norm-exact,
nse500,Punjab Wireless Systems Ltd.,1998-08-01,2000-01-12,,,,,unresolved,
nse500,Puravankara Projects Ltd.,2009-03-27,2016-09-30,INE323I01011,PURVA,2009-03-27,2016-09-30,manual-isin,
nse500,RPG Cables Ltd.,1998-08-01,2004-12-10,INE145A01015,RPGTELECOM|RPGCABLES,,,isin-only,
nse500,RPG Transmission Ltd.,1998-08-01,2002-04-23,,,,,unresolved,
nse500,Raasi Cement Ltd.- Sus,1998-08-01,2000-02-16,,,,,unresolved,
nse500,Rain Calcining Ltd.,1999-12-08,2007-12-26,INE329A01015,RAINCALCIN,2005-01-03,2007-12-24,norm-exact,
nse500,Rajinder Steels Ltd.,1998-08-01,1999-09-08,,,,,unresolved,
nse500,Ranbaxy Laboratories Ltd.,1998-08-01,2014-11-28,INE015A01028,RANBAXY,2005-01-03,2014-11-28,norm-exact,
nse500,Rane Brake Linings Ltd. -old,2004-04-16,2008-02-15,INE413A01017,RANEBRAKE,2005-01-03,2008-02-14,manual-symbol,
nse500,Rane Engine Valves Ltd. -old,2004-03-22,2008-02-15,INE385A01017,REVL,2005-01-03,2008-02-14,manual-symbol,
nse500,Rasoya Proteins Ltd.,2013-09-27,2015-09-28,INE904G01038,RASOYPR,2013-09-27,2015-09-28,norm-exact+symbol-chain,
nse500,Ravalgaon Sugar Farm Ltd.,1998-08-01,1999-02-03,INE615A01017,,,,isin-only,
nse500,Rayban Sun Optics India Ltd.,1999-05-26,2003-04-01,INE854A01012,,,,isin-only,
nse500,Reckitt Benckiser (India) Ltd,1998-08-01,2003-03-27,INE274A01013,,,,isin-only,
nse500,Recron Synthetics Ltd.,1998-08-01,2001-04-25,INE616A01015,,,,isin-only,
nse500,Rei Agro Ltd.,2008-09-10,2008-09-22,INE385B01015,REIAGRO,2008-09-10,2008-09-19,norm-exact+isin-set,
nse500,Rei Agro Ltd.,2009-05-11,2015-03-27,INE385B01031,REIAGROLTD,2009-05-11,2015-03-27,norm-exact+isin-set,
nse500,Reliance Capital Ltd.,1998-08-01,2017-09-05,INE013A01015,RELCAPITAL,2005-01-03,2017-09-05,norm-exact,
nse500,Reliance Capital Ltd.,2018-02-05,2020-06-26,INE013A01015,RELCAPITAL,2018-02-05,2020-06-26,norm-exact,
nse500,Reliance MediaWorks Ltd.,2002-03-29,2009-07-31,INE540B01015,ADLABSFILM,2005-01-03,2009-07-31,norm-exact,
nse500,Reliance MediaWorks Ltd.,2011-02-08,2012-09-28,INE540B01015,RELMEDIA,2011-02-08,2012-09-28,norm-exact,
nse500,Reliance Natural Resources Ltd.,2006-07-25,2010-10-07,INE328H01012,RNRL,2006-07-25,2010-10-07,norm-exact,
nse500,Reliance Petroleum Ltd.,2008-09-22,2009-06-17,INE475H01011,RPL,2008-09-22,2009-06-17,norm-exact,
nse500,Reliance Petroleum Ltd.- Merge,2000-05-24,2002-09-19,,,,,unresolved,
nse500,Rhone-Poulenc (India) Ltd.,1998-08-01,2002-01-17,INE223A01010,,,,isin-only,
nse500,Rolta India Ltd.,1998-08-01,2017-09-29,INE293A01013,ROLTA,2005-01-03,2017-09-29,norm-exact,
nse500,Roofit Industries Ltd.,2000-11-29,2003-03-17,INE743A01017,,,,isin-only,
nse500,Royal Cushion Vinyl Products Ltd.,1998-08-01,2000-02-16,,,,,unresolved,
nse500,Ruchi Soya Industries Ltd.,1998-08-01,2017-09-29,INE619A01027,RUCHISOYA,2005-01-03,2017-09-29,norm-exact,
nse500,S. Kumars Nationwide Ltd.,2002-09-19,2008-04-24,INE772A01016,SKUMARSYNF,2005-01-03,2008-04-24,norm-exact,
nse500,S. Kumars Nationwide Ltd.,2008-09-10,2014-09-19,INE772A01016,SKUMARSYNF,2008-09-10,2014-09-19,norm-exact,
nse500,S.B.& T. International Ltd.,2002-09-19,2007-09-24,INE465B01015,SB&TINTL,2005-01-03,2007-09-24,norm-exact,
nse500,S.E. Investments Ltd.,2012-05-21,2016-04-01,INE420C01042,SEINV,2012-05-21,2016-04-01,manual-symbol,
nse500,SIV Industries Ltd.,1998-08-01,2002-04-23,INE639A01017,,,,isin-only,
nse500,SKS Microfinance Ltd.,2011-10-10,2018-12-28,INE180K01011,SKSMICRO,2011-10-10,2016-06-30,manual-isin,
nse500,SKS Microfinance Ltd.,2011-10-10,2018-12-28,INE180K01011,BHARATFIN,2016-07-01,2018-12-28,manual-isin,
nse500,SML Isuzu Ltd.,2004-01-02,2009-03-27,INE294B01019,SWARAJMAZD,2005-01-03,2009-03-27,manual-isin,
nse500,SML Isuzu Ltd.,2016-04-01,2018-09-28,INE294B01019,SMLISUZU,2016-04-01,2018-09-28,manual-isin,
nse500,SOL Pharmaceuticals Ltd.,1998-08-01,1999-12-08,INE377901017,,,,isin-only,
nse500,SREI Infrastructure Finance Ltd.,2002-09-19,2019-09-27,INE872A01014,SREINTFIN,2005-01-03,2010-07-20,norm-exact,
nse500,SREI Infrastructure Finance Ltd.,2002-09-19,2019-09-27,INE872A01014,SREINFRA,2010-07-21,2019-09-27,norm-exact,
nse500,Samtel Color Ltd.,1998-08-01,2009-03-27,INE381A01016,SAMTEL,2005-01-03,2009-03-27,norm-exact,
nse500,Sandvik Asia Ltd. - Delisted,1998-08-01,2002-08-20,,,,,unresolved,
nse500,Sanghi Polysters Ltd.,1998-08-01,2001-04-25,,,,,unresolved,
nse500,Satyam Computer Services Ltd.,1998-08-01,2009-01-12,INE275A01028,SATYAMCOMP,2005-01-03,2009-01-12,norm-exact,
nse500,Schenectady Beck India Ltd.,1998-08-01,2002-04-23,,,,,unresolved,
nse500,Search Chem. Industries Ltd. - Sus,2003-04-07,2003-12-05,,,,,unresolved,
