index,company_name,spell_from,spell_to,isin,symbol,symbol_from,symbol_to,method,candidates
nse500,Sequent Scientific Ltd.,2016-09-30,2017-03-31,INE807F01027,SEQUENT,2016-09-30,2017-03-31,manual-isin,
nse500,Shankara Building Products Ltd.,2018-04-02,2019-09-27,INE274V01019,SHANKARA,2018-04-02,2019-09-27,norm-exact,
nse500,Shasun Pharmaceuticals Ltd.,2000-02-16,2015-03-27,INE317A01028,SHASUNCHEM,2005-01-03,2011-01-27,norm-exact,
nse500,Shasun Pharmaceuticals Ltd.,2000-02-16,2015-03-27,INE317A01028,SHASUNPHAR,2011-01-28,2015-03-27,norm-exact,
nse500,Shaw Wallace & Co. Ltd.-Sus,1998-08-01,2000-05-24,,,,,unresolved,
nse500,Shilpi Cable Tech Ltd.,2017-03-31,2017-11-13,INE510K01019,SHILPI,2017-03-31,2017-11-13,manual-isin,
nse500,Shirpur Gold Refinery Ltd.,2002-09-19,2005-04-20,INE196B01016,AGEEGOLD,2005-01-03,2005-04-19,norm-exact,
nse500,Shree Ashtavinayak Cine Vision Ltd.,2011-01-20,2014-03-28,INE538H01024,SHREEASHTA,2011-01-20,2014-03-28,norm-exact,
nse500,Shrenuj & Co. Ltd.,1998-08-01,2016-04-01,INE633A01028,SHRENUJ,2005-01-03,2016-04-01,norm-exact,
nse500,Shri Lakshmi Cotsyn Ltd.,2012-09-28,2013-04-01,INE851B01016,SHLAKSHMI,2012-09-28,2013-04-01,norm-exact,
nse500,Shriram Investments Ltd.-Merged,2005-03-15,2005-12-14,,,,,unresolved,
nse500,Siltap Chemicals Ltd.- Merged,2002-09-19,2003-10-01,,,,,unresolved,
nse500,Silverline Technologies Ltd. -Sus,1999-09-08,2003-04-07,,,,,unresolved,
nse500,Sintex Industries Ltd.,2002-09-19,2017-03-31,INE429C01027,SINTEX,2005-01-03,2011-06-21,norm-exact,
nse500,Sintex Plastics Technology Ltd.,2018-04-02,2019-09-27,INE501W01021,SPTL,2018-04-02,2019-09-27,norm-exact,
nse500,Sirpur Paper Mills Ltd.,2002-09-19,2010-04-08,INE202C01010,SIRPAPER,2005-01-03,2010-04-08,norm-exact,
nse500,Smartlink Network Systems Ltd.,2002-04-23,2010-04-08,INE178C01020,D-LINK,2005-01-03,2009-07-28,namechange-master,
nse500,Smartlink Network Systems Ltd.,2002-04-23,2010-04-08,INE178C01020,SMARTLINK,2009-07-29,2010-04-08,namechange-master,
nse500,Smithkline Beecham Pharmaceuticals (I) Ltd.-Merged,1998-08-01,2001-12-07,,,,,unresolved,
nse500,Snowcem India Ltd.,1998-08-01,2004-12-10,INE734A01016,SNOWCEMIND,,,isin-only,
nse500,Sona Koyo Steering Systems Ltd.,1998-08-01,2002-03-29,INE643A01035,SONASTEER|JTEKTINDIA,,,isin-only,
nse500,Sona Koyo Steering Systems Ltd.,2004-12-10,2013-04-01,INE643A01035,SONASTEER,2005-01-03,2013-04-01,manual-isin,
nse500,Sona Koyo Steering Systems Ltd.,2014-03-28,2016-04-01,INE643A01035,SONASTEER,2014-03-28,2016-04-01,manual-isin,
nse500,Soundcraft Industries Ltd.,2001-12-07,2002-09-19,INE271A01027,,,,isin-only,
nse500,Southern Petrochemicals Industries Corporation Ltd.,1998-08-01,2004-12-10,INE147A01011,SPIC,,,isin-only,
nse500,Sree Rayalaseema Alkalies & Allied Chemicals Ltd.,1998-08-01,2001-04-25,INE284B01010,,,,isin-only,
nse500,Sri Adhikari Brothers Television Network Ltd.,2000-05-24,2007-10-25,INE416A01028,SRIADIKARI,2005-01-03,2007-10-24,manual-isin,
nse500,Sri Vishnu Cement Ltd.- Merged,1999-05-26,2001-08-31,,,,,unresolved,
nse500,Srikalahasthi Pipes Ltd.,2015-09-28,2016-04-01,INE943C01027,SRIPIPES,2015-09-28,2016-04-01,norm-exact,
nse500,Standard Industries Ltd.- Delisted,1998-08-01,2003-11-19,,,,,unresolved,
nse500,Star Ferro & Cement Ltd.,2016-09-30,2017-01-23,INE935O01010,SFCL,2016-09-30,2017-01-23,norm-exact,
nse500,State Bank of Bikaner & Jaipur Ltd.,2011-10-10,2017-03-16,INE648A01026,SBBJ,2011-10-10,2017-03-15,norm-exact,
nse500,State Bank of Mysore,2016-09-30,2017-03-16,INE651A01020,MYSOREBANK,2016-09-30,2017-03-15,norm-exact,
nse500,State Bank of Travancore,2011-10-10,2016-04-01,INE654A01024,SBT,2011-10-10,2016-04-01,norm-exact,
nse500,State Bank of Travancore,2016-09-30,2017-03-16,INE654A01024,SBT,2016-09-30,2017-03-15,norm-exact,
nse500,State Trading Corporation of India Ltd.,2003-12-05,2012-04-27,INE655A01013,STCINDIA,2005-01-03,2012-04-27,norm-exact,
nse500,State Trading Corporation of India Ltd.,2016-04-01,2017-09-29,INE655A01013,STCINDIA,2016-04-01,2017-09-29,norm-exact,
nse500,Sterling Biotech Ltd,2001-12-07,2013-04-01,INE324C01038,STERLINBIO,2005-01-03,2013-04-01,norm-exact,
nse500,Sterling Holiday Resorts (India) Ltd.-Delisted,1998-08-01,1999-09-08,,,,,unresolved,
nse500,Sterlite Industries (India) Ltd (Erstwhile),1998-08-01,2000-09-20,,,,,unresolved,
nse500,Sterlite Industries (India) Ltd.,2004-12-10,2012-09-28,INE268A01031,STER,2005-01-03,2011-06-21,norm-exact,
nse500,Sterlite Industries (India) Ltd. -Sus,2001-04-25,2002-05-14,,,,,unresolved,
nse500,Strides Arcolab Ltd.,2004-12-10,2018-02-05,INE939A01011,STAR,2005-01-03,2018-02-05,manual-isin,
nse500,Styrolution ABS (India) Ltd.,1998-08-01,2009-03-27,,,,,unresolved,
nse500,Styrolution ABS (India) Ltd.,2016-04-01,2016-09-30,INE189B01011,STYABS,2016-04-01,2016-04-01,manual-symbol,
nse500,Styrolution ABS (India) Ltd.,2016-04-01,2016-09-30,INE189B01011,INEOSSTYRO,2016-04-04,2016-09-30,manual-symbol,
nse500,Sujana Towers Ltd.-old,2011-10-10,2013-08-07,INE333I01028,SUJANATOW,2011-10-10,2013-08-06,manual-isin+symbol-chain,
nse500,Summit Securities Ltd.- Old,1998-08-01,2009-03-27,,,,,unresolved,
nse500,Sun Earth Ceramics Ltd.,2002-01-17,2003-03-17,INE744A01015,,,,isin-only,
nse500,Sun Pharma Advanced Research Company Ltd.,2013-03-07,2013-09-27,INE232I01014,SPARC,2013-03-07,2013-09-27,norm-exact,
nse500,Sundaram Clayton Ltd.- OLD,1998-08-01,2008-04-24,INE105A01019,SUNDRMCLAY,2005-01-03,2008-04-23,manual-symbol,
nse500,Supreme Infrastructure India Ltd.,2012-09-28,2016-04-01,INE550H01011,SUPREMEINF,2012-09-28,2016-04-01,norm-exact,
nse500,Syndicate Bank,2001-12-07,2019-12-27,INE667A01018,SYNDIBANK,2005-01-03,2019-12-27,norm-exact,
nse500,Synthetics & Chemicals Ltd.,1998-08-01,1999-12-08,,,,,unresolved,
nse500,TVS Electronics Ltd. - Merge,1999-09-08,2003-09-11,,,,,unresolved,
nse500,TVS Suzuki Ltd. (old),1998-08-01,2000-05-10,,,,,unresolved,
nse500,Tata Coffee Ltd.,2002-07-18,2019-09-27,INE493A01019,CONSCOFFEE,2005-01-03,2006-04-03,norm-exact,
nse500,Tata Coffee Ltd.,2002-07-18,2019-09-27,INE493A01019,TATACOFFEE,2006-04-04,2015-01-23,norm-exact,
nse500,Tata Finance Ltd.,1998-08-01,2005-08-05,INE265A01011,TATAFIN,2005-01-03,2005-08-04,norm-exact,
nse500,Tata Hydro-Electric Power Supply Co. Ltd.,1998-08-01,2000-11-29,INE246A01011,,,,isin-only,
nse500,Tata Infotech Ltd.-Merged,1998-08-01,2003-04-01,,,,,unresolved,
nse500,Tata Metaliks Ltd.,2005-04-06,2012-04-27,INE056C01010,TATAMETALI,2005-04-06,2012-04-27,norm-exact,
nse500,Tata SSL Ltd.,1998-08-01,2002-06-06,INE675A01011,,,,isin-only,
nse500,Tata Sponge Iron Ltd.,1998-08-01,2002-09-19,INE674A01014,TATASPONGE|TATASTLLP,,,isin-only,
nse500,Tata Sponge Iron Ltd.,2003-04-07,2019-03-29,INE674A01014,TATASPONGE,2005-01-03,2019-03-29,manual-isin,
nse500,Techno Elt & Eng Co. Ltd.,2012-04-27,2018-08-08,INE286K01024,TECHNO,2012-04-27,2018-08-07,manual-isin,
nse500,Television Eighteen India Ltd.,2001-04-25,2006-11-17,INE889A01018,TV18,2005-01-03,2006-11-16,manual-symbol,
nse500,Television Eighteen India Ltd.,2007-09-24,2011-06-21,INE889A01026,TV-18,2007-09-24,2011-06-20,manual-symbol,
nse500,Textool Co. Ltd.- Merger,1998-08-01,2000-09-03,,,,,unresolved,
nse500,Thiru Arooran Sugars Ltd.,1998-08-01,2009-03-27,INE409A01015,THIRUSUGAR,2005-01-03,2009-03-27,norm-exact,
nse500,Tide Water Oil (India) Ltd.,2016-04-01,2017-09-29,INE484C01022,TIDEWATER,2016-04-01,2017-09-29,manual-symbol+isin-set,
nse500,Tide Water Oil (India) Ltd.,2016-04-01,2017-09-29,INE484C01030,TIDEWATER,2016-04-01,2017-09-29,manual-symbol+isin-set,
nse500,Timex Watches Ltd.,1998-08-01,2002-04-23,INE064A01018,,,,isin-only,
nse500,Tinplate Company of India Ltd.,2010-07-08,2014-09-19,INE422C01014,TINPLATE,2010-07-08,2014-09-19,norm-exact,
nse500,Tips Industries Ltd.,2001-12-07,2007-04-04,INE716B01029,TIPSINDLTD,2005-01-03,2007-04-04,norm-exact,
nse500,Todays Writing Instruments Ltd.,2003-05-02,2007-09-24,INE944B01019,TODAYS,2005-01-03,2007-09-24,norm-exact,
nse500,Torrent Power AEC Ltd.,1998-08-01,2006-09-21,INE424A01014,AHMEDELEC,2005-01-03,2005-06-16,norm-exact,
nse500,Torrent Power AEC Ltd.,1998-08-01,2006-09-21,INE424A01014,TORRENTAEC,2005-06-17,2006-09-20,norm-exact,
nse500,Tourism Finance Corporation of India Ltd.,1999-02-03,2011-10-10,INE305A01015,TFCILTD,2005-01-03,2011-10-10,norm-exact,
nse500,Triveni Engineering & Industries Ltd. (Old),1998-08-01,1999-02-03,,,,,unresolved,
nse500,Tulip Telecom Ltd.,2009-06-19,2014-03-28,INE122H01019,TULIP,2009-06-19,2011-06-21,norm-exact,
nse500,UCAL Fuel Systems Ltd.,1998-08-01,2009-10-22,INE139B01016,UCALFUEL,2005-01-03,2009-10-22,manual-symbol,
nse500,UTV Software Communication Ltd.,2009-03-27,2012-03-09,INE507B01022,UTVSOF,2009-03-27,2012-03-07,manual-isin,
nse500,United Bank of India,2017-09-29,2018-04-02,INE695A01019,UNITEDBNK,2017-09-29,2018-04-02,norm-exact,
nse500,United Breweries (Holdings) Ltd.,2012-04-09,2014-03-28,INE696A01025,UBHOLDINGS,2012-04-09,2014-03-28,norm-exact,
nse500,United Breweries Ltd.-Old,1998-08-01,2002-08-13,,,,,unresolved,
nse500,United Phosphorous Ltd. -Sus,1998-08-01,2003-12-05,,,,,unresolved,
nse500,United Western Bank Ltd.,2002-04-23,2006-10-05,INE165A01013,UNIWESTBNK,2005-01-03,2006-09-29,norm-exact,
nse500,Unity Infraprojects Ltd.,2007-03-06,2013-04-01,INE466H01028,UNITY,2007-03-06,2013-04-01,norm-exact,
nse500,Usha (India) Ltd.,1998-08-01,2002-09-19,INE068A01019,,,,isin-only,
nse500,Uttam Galva Steels Ltd.,1998-08-01,2016-04-01,INE699A01011,UTTAMSTL,2005-01-03,2016-04-01,norm-exact,
nse500,Uttam Value Steels Ltd.,1998-08-01,2002-03-29,,,,,unresolved,
nse500,Value Industries Ltd.,1998-08-01,2009-10-22,INE352A01017,VDOCONAPPL,2005-01-03,2008-05-21,norm-exact,
nse500,Value Industries Ltd.,1998-08-01,2009-10-22,INE352A01017,VALUEIND,2008-05-22,2009-10-22,norm-exact,
nse500,Varun Shipping Co. Ltd.,1998-08-01,2002-09-19,,,,,unresolved,
nse500,Varun Shipping Co. Ltd.,2007-04-04,2013-09-27,INE702A01013,VARUNSHIP,2007-04-04,2013-09-27,norm-exact,
nse500,Vashisti Detergents Ltd.,1999-05-26,2006-03-23,INE330A01013,TATAVASHIS,2005-01-03,2006-03-22,norm-exact,
nse500,Videocon Industries Ltd.,2006-07-14,2018-03-13,INE703A01011,VIDEOIND,2006-07-14,2018-03-13,norm-exact,
nse500,Videocon International Ltd.,1998-08-01,2006-01-06,INE341A01010,VDOCONINTL,2005-01-03,2006-01-05,norm-exact,
nse500,Vijaya Bank,2002-04-23,2019-01-28,INE705A01016,VIJAYABANK,2005-01-03,2019-01-28,norm-exact,
nse500,Viral Filaments Ltd.,1998-08-01,1999-03-17,,,,,unresolved,
nse500,Vishal Exports Overseas Ltd.,2005-05-09,2009-03-27,INE167C01023,VISHALEXPO,2005-05-09,2009-03-27,norm-exact,
nse500,Vision Organics Ltd,2002-03-29,2002-09-19,INE514B01010,,,,isin-only,
nse500,Visualsoft Technologies Ltd.,2000-05-24,2007-04-30,INE755A01011,VISUALSOFT,2005-01-03,2007-04-27,norm-exact,
nse500,Wartsila India Ltd.,1998-08-01,2003-05-02,,,,,unresolved,
nse500,Wellwin Industry Ltd.,2002-09-19,2005-04-20,INE752A01018,WELLWININD,2005-01-03,2005-04-20,norm-exact,
nse500,Western India Industries Ltd.,1998-08-01,1999-02-03,,,,,unresolved,
nse500,Widia (India) Ltd.,1998-08-01,2002-09-19,,,,,unresolved,
nse500,Williamson Tea Assam Ltd.,2002-03-29,2006-07-14,INE222A01012,GEORGWILIM,2005-01-03,2006-07-13,norm-exact,
nse500,Wimco Ltd.-Delisted,1998-08-01,2005-03-24,,,,,unresolved,
nse500,Winsome Diamonds and Jewellery Ltd.,1998-08-01,2002-09-19,,,,,unresolved,
nse500,Wockhardt Ltd. (old),1998-08-01,2000-01-12,,,,,unresolved,
nse500,Woolworth (India) Ltd.,1998-08-01,2000-12-13,,,,,unresolved,
nse500,Wyeth Ltd.,1998-08-01,2014-05-12,INE378A01012,WYETHLEDE,2005-01-03,2006-08-31,norm-exact,
nse500,Wyeth Ltd.,1998-08-01,2014-05-12,INE378A01012,WYETH,2006-09-01,2014-05-12,norm-exact,
nse500,Yokogawa Ltd.,1998-08-01,2004-12-10,INE718A01019,YOKOGAWA,,,isin-only,
nse500,Zandu Realty Ltd.,1998-08-01,2009-12-22,INE719A01017,ZANDUPHARM,2005-01-03,2009-12-22,norm-exact,
nse500,Zenith Computer Ltd.,2002-09-19,2008-09-10,INE598B01013,ZENITHCOMP,2005-01-03,2008-09-10,manual-symbol,
nse500,Zuari Global Ltd.,1998-08-01,2012-04-09,INE217A01012,ZUARIAGRO,2005-01-03,2012-04-09,manual-symbol,
nse500,e-Serve International Ltd.,1999-05-26,2004-12-10,INE784A01011,,,,isin-only,
nse500,iGate Global Solutions Ltd.,2001-10-11,2008-01-28,INE177B01016,IGS,2005-01-03,2008-01-25,norm-exact,
nifty50,Andhra Valley Power Supply Co. Ltd.,1996-09-17,1998-10-07,INE247A01019,,,,isin-only,
nifty50,Arvind Mills Ltd,1996-09-17,1999-05-26,,,,,unresolved,
nifty50,Brooke Bond Lipton India Ltd.,1996-09-17,1997-05-07,,,,,unresolved,
nifty50,Cairn India Ltd.,2007-12-12,2016-04-01,INE910H01017,CAIRN,2007-12-12,2016-04-01,norm-exact,
nifty50,Colgate Palmolive (I) Ltd,1996-09-17,2005-09-26,INE259A01014,COLGATE,2005-01-03,2005-09-26,token-exact,
nifty50,Digital Globalsoft Ltd.,2000-09-01,2004-04-12,INE124A01010,,,,isin-only,
nifty50,Essar Gujarat Ltd.,1996-09-17,1997-12-24,,,,,unresolved,
nifty50,GlaxoSmithkline Consumer Healthcare Ltd.,1998-10-07,2004-03-01,,,,,unresolved,
nifty50,ICICI Ltd.,1996-09-17,2002-05-31,INE005A01011,,,,isin-only,
nifty50,IDFC Ltd.,2009-10-22,2015-05-29,INE043D01016,IDFC,2009-10-22,2015-05-29,norm-exact,
nifty50,Indian Aluminium Co. Ltd.,1996-09-17,1996-09-18,,,,,unresolved,
nifty50,Indian Petrochemicals Corporation Ltd.,1996-09-17,2007-10-05,INE006A01019,IPCL,2005-01-03,2007-10-04,norm-exact,
nifty50,Indian Rayon & Industries Ltd.,1996-09-17,1999-09-08,,,,,unresolved,
nifty50,Indo Gulf Corporation Ltd.,1996-09-17,1998-10-07,,,,,unresolved,
nifty50,Industrial Development Bank of India Limited,1996-09-17,2000-05-24,,,,,unresolved,
nifty50,Industrial Finance Corporation Of India Ltd.,1996-09-17,1999-09-08,,,,,unresolved,
nifty50,Jaiprakash Associates Ltd.,2009-10-22,2014-03-28,INE455F01025,JPASSOCIAT,2009-10-22,2014-03-28,norm-exact,
nifty50,Jet Airways (India) Ltd.,2005-09-26,2007-04-04,INE802G01018,JETAIRWAYS,2005-09-26,2007-04-04,norm-exact,
nifty50,Kochi Refineries Ltd.,1996-09-17,2002-01-17,,,,,unresolved,
nifty50,Madras Refineries Ltd.,1996-09-17,1996-09-18,,,,,unresolved,
nifty50,Nagarjuna Fertilizers & Chemicals Ltd.,1996-09-17,1996-09-18,,,,,unresolved,
nifty50,Oriental Bank of Commerce,1996-09-17,2007-04-04,INE141A01014,ORIENTBANK,2005-01-03,2007-04-04,norm-exact,
nifty50,Ponds (India) Ltd.,1996-09-17,1998-10-07,,,,,unresolved,
nifty50,Procter & Gamble India Ltd.,1998-10-07,2002-10-28,,,,,unresolved,
nifty50,Ranbaxy Laboratories Ltd.,1996-09-17,2014-03-28,INE015A01028,RANBAXY,2005-01-03,2014-03-28,norm-exact,
nifty50,Reckitt Benckiser (India) Ltd,1999-05-26,2002-01-25,INE274A01013,,,,isin-only,
nifty50,Reliance Capital Ltd.,1996-09-17,1999-05-26,,,,,unresolved,
nifty50,Reliance Capital Ltd.,2009-01-12,2011-10-10,INE013A01015,RELCAPITAL,2009-01-12,2011-10-10,norm-exact,
nifty50,Reliance Petroleum Ltd.,1996-09-17,2002-10-10,INE014A01013,,,,isin-only,
nifty50,Reliance Petroleum Ltd.,2007-04-04,2009-06-17,INE475H01011,RPL,2007-04-04,2009-06-17,norm-exact,
nifty50,SCICI Ltd.,1996-09-17,1997-05-14,,,,,unresolved,
nifty50,Satyam Computer Services Ltd.,1999-09-08,2009-01-12,INE275A01028,SATYAMCOMP,2005-01-03,2009-01-12,norm-exact,
nifty50,Sterlite Industries (India) Ltd.,2007-04-04,2012-09-28,INE268A01031,STER,2007-04-04,2011-06-21,norm-exact,
nifty50,TVS Suzuki Ltd.,1996-09-17,2000-05-10,,,,,unresolved,
nifty50,Tata Motors Ltd DVR,2016-04-01,2017-09-29,IN9155A01020,TATAMTRDVR,2016-04-01,2017-09-29,manual-isin+symbol-chain,
nifty50,Tata Tea Limited,1996-09-17,2006-09-01,INE192A01025,TATATEA,2005-01-03,2006-09-01,manual-isin,
nifty100,ABB Ltd.,2003-03-18,2010-10-01,INE117A01022,ABB,2005-01-03,2010-10-01,token-exact,
nifty100,Aditya Birla Nuvo Ltd.,2007-12-12,2015-10-19,INE069A01017,ABIRLANUVO,2007-12-12,2015-10-19,norm-exact,
nifty100,Andhra Bank,2003-05-02,2012-09-28,INE434A01013,ANDHRABANK,2005-01-03,2012-09-28,norm-exact,
nifty100,Aventis Pharma Ltd.,2003-03-18,2009-03-27,INE058A01010,AVENTIS,2005-01-03,2009-03-27,manual-symbol,
nifty100,Bongaigaon Refinery & Petrochemicals Ltd.,2004-03-01,2007-12-12,INE241A01012,BONGAIREFN,2005-01-03,2007-12-12,norm-exact,
nifty100,CMC Ltd.,2003-03-18,2006-03-02,INE314A01017,CMC,2005-01-03,2006-03-02,norm-exact,
nifty100,Cairn India Ltd.,2007-12-12,2016-11-15,INE910H01017,CAIRN,2007-12-12,2016-11-15,norm-exact,
nifty100,Carrier Aircon Ltd.,2003-03-18,2003-04-01,INE480A01016,,,,isin-only,
nifty100,Corporation Bank,2003-03-18,2011-03-25,INE112A01015,CORPBANK,2005-01-03,2011-03-25,manual-symbol,
nifty100,Digital Equipment (india) Ltd.,2003-03-18,2004-04-12,,,,,unresolved,
nifty100,Flextronics Software Systems Ltd.,2003-03-18,2006-02-03,INE801A01021,HUGHESSOFT,2005-01-03,2005-03-16,norm-exact,
nifty100,Flextronics Software Systems Ltd.,2003-03-18,2006-02-03,INE801A01021,FSS,2005-03-17,2006-02-02,norm-exact,
nifty100,German Remedies Ltd.,2003-03-18,2003-05-02,INE382A01014,,,,isin-only,
nifty100,Glaxo (India) Ltd.,2003-03-18,2008-03-14,INE159A01016,GLAXO,2005-01-03,2008-03-14,namechange-master,
nifty100,GlaxoSmithkline Consumer Healthcare Ltd.,2012-04-27,2018-04-02,INE264A01014,GSKCONS,2012-04-27,2018-04-02,norm-exact,
nifty100,Global Trust Bank Ltd.,2003-03-18,2003-08-04,INE130A01017,,,,isin-only,
nifty100,Himachal Futuristic Communications Ltd.,2003-03-18,2004-03-01,INE548A01010,HIMACHLFUT,,,isin-only,
nifty100,IBP Co. Ltd.,2004-03-01,2007-06-04,INE261A01010,IBP,2005-01-03,2007-06-01,norm-exact,
nifty100,IDFC Ltd.,2006-06-27,2015-05-29,INE043D01016,IDFC,2006-06-27,2015-05-29,norm-exact,
nifty100,ING Vysya Bank Ltd.,2003-03-18,2009-03-27,INE166A01011,VYSYABANK,2005-01-03,2005-08-12,norm-exact,
nifty100,ING Vysya Bank Ltd.,2003-03-18,2009-03-27,INE166A01011,INGVYSYABK,2005-08-16,2009-03-27,norm-exact,
nifty100,ING Vysya Bank Ltd.,2014-03-28,2015-02-02,INE166A01011,INGVYSYABK,2014-03-28,2015-02-02,norm-exact,
nifty100,Indiabulls Real Estate Ltd.,2009-10-22,2011-04-21,INE069I01010,IBREALEST,2009-10-22,2011-04-21,manual-symbol,
nifty100,Indian Petrochemicals Corporation Ltd.,2003-03-18,2007-10-05,INE006A01019,IPCL,2005-01-03,2007-10-04,norm-exact,
nifty100,Indo Gulf Corporation Ltd.,2003-03-18,2003-03-19,INE022A01016,,,,isin-only,
nifty100,Jaiprakash Associates Ltd.,2004-12-10,2014-03-28,INE455F01025,JPASSOCIAT,2005-01-03,2014-03-28,norm-exact,
nifty100,Jet Airways (India) Ltd.,2005-09-26,2007-04-04,INE802G01018,JETAIRWAYS,2005-09-26,2007-04-04,norm-exact,
nifty100,Kochi Refineries Ltd.,2004-03-01,2006-09-22,INE123A01012,COCHINREFN,2005-01-03,2006-09-21,norm-exact,
nifty100,Larsen & Toubro Ltd.-Sus,2003-03-18,2004-05-24,,,,,unresolved,
nifty100,Madras Cements Ltd.,2003-03-18,2003-05-02,,,,,unresolved,
nifty100,Merck Ltd.,2003-03-18,2004-03-01,,,,,unresolved,
nifty100,Moser Baer India Ltd.,2003-03-18,2010-04-08,INE739A01015,MOSERBAER,2005-01-03,2010-04-08,token-exact,
nifty100,NIIT Ltd.-Sus,2003-03-18,2004-03-01,,,,,unresolved,
nifty100,Nirma Ltd.,2003-08-04,2009-03-27,INE091A01029,NIRMA,2005-01-03,2009-03-27,norm-exact,
nifty100,Orchid Chemicals & Pharmaceuticals Ltd.,2003-03-18,2003-05-02,,,,,unresolved,
nifty100,Oriental Bank of Commerce,2003-03-18,2007-04-04,INE141A01014,ORIENTBANK,2005-01-03,2007-04-04,norm-exact,
nifty100,Patni Computer Systems Ltd.,2004-12-10,2011-10-10,INE660F01012,PATNI,2005-01-03,2011-10-10,norm-exact,
nifty100,Pentamedia Graphics Ltd.,2003-03-18,2003-08-04,INE202A01014,PENTSFWARE,,,isin-only,
nifty100,Piramal Healthcare Ltd.,2003-03-18,2008-02-15,INE140A01024,NICOLASPIR,2005-01-03,2008-02-15,manual-symbol,
nifty100,Polaris Software Lab Ltd.,2003-03-18,2007-12-12,INE763A01023,POLARIS,2005-01-03,2007-12-12,manual-isin,
nifty100,Punj Lloyd Ltd.,2010-04-08,2011-10-10,INE701B01021,PUNJLLOYD,2010-04-08,2011-10-10,norm-exact,
nifty100,Punjab Tractors Ltd.,2003-03-18,2008-03-14,INE170A01013,PUNJABTRAC,2005-01-03,2008-03-14,norm-exact,
nifty100,Ranbaxy Laboratories Ltd.,2003-03-18,2014-11-28,INE015A01028,RANBAXY,2005-01-03,2014-11-28,norm-exact,
nifty100,Reliance Capital Ltd.,2006-03-02,2016-04-01,INE013A01015,RELCAPITAL,2006-03-02,2016-04-01,norm-exact,
nifty100,Reliance Natural Resources Ltd.,2008-03-14,2010-10-07,INE328H01012,RNRL,2008-03-14,2010-10-07,norm-exact,
nifty100,Reliance Petroleum Ltd.,2006-09-22,2009-06-17,INE475H01011,RPL,2006-09-22,2009-06-17,norm-exact,
nifty100,Rolta India Ltd.,2003-03-18,2004-03-01,INE293A01013,ROLTA,,,isin-only,
nifty100,Satyam Computer Services Ltd.,2003-03-18,2009-01-12,INE275A01028,SATYAMCOMP,2005-01-03,2009-01-12,norm-exact,
nifty100,Silverline Technologies Ltd. -Sus,2003-03-18,2003-04-07,,,,,unresolved,
nifty100,Smithkline Beecham Consumer Healthcare Ltd.,2003-03-18,2004-03-01,INE264A01014,GSKCONS,,,isin-only,
nifty100,Sterlite Industries (India) Ltd.,2005-02-21,2012-09-28,INE268A01031,STER,2005-02-21,2011-06-21,norm-exact,
nifty100,Syndicate Bank,2004-03-01,2011-10-10,INE667A01018,SYNDIBANK,2005-01-03,2011-10-10,norm-exact,
nifty100,Tata Infotech Ltd.-Merged,2003-03-18,2003-04-01,,,,,unresolved,
nifty100,Tata Motors Ltd DVR,2016-04-01,2020-06-26,IN9155A01020,TATAMTRDVR,2016-04-01,2020-06-26,manual-isin+symbol-chain,
nifty100,Videsh Sanchar Nigam Ltd.,2003-03-18,2009-10-22,INE151A01013,VSNL,2005-01-03,2008-02-22,manual-isin,
nifty100,Videsh Sanchar Nigam Ltd.,2003-03-18,2009-10-22,INE151A01013,TATACOMM,2008-02-25,2009-10-22,manual-isin,
nifty100,Vijaya Bank,2004-05-24,2009-10-22,INE705A01016,VIJAYABANK,2005-01-03,2009-10-22,norm-exact,
nifty100,Zee Telefilms Ltd,2003-03-18,2009-03-27,INE256A01028,ZEETELE,2005-01-03,2007-02-27,namechange-master,
nifty100,Zee Telefilms Ltd,2003-03-18,2009-03-27,INE256A01028,ZEEL,2007-02-28,2009-03-27,namechange-master,
nifty250,Aditya Birla Nuvo Ltd.,2005-09-25,2015-09-28,INE069A01017,INDRAYON,2005-09-25,2005-12-06,norm-exact,
nifty250,Aditya Birla Nuvo Ltd.,2005-09-25,2015-09-28,INE069A01017,ABIRLANUVO,2005-12-07,2015-09-28,norm-exact,
nifty250,Aditya Birla Nuvo Ltd.,2016-09-30,2017-05-26,INE069A01017,ABIRLANUVO,2016-09-30,2017-05-26,norm-exact,
nifty250,Aftek Ltd.,2005-09-25,2005-09-26,INE796A01023,AFTEKINFO,2005-09-25,2005-09-26,norm-exact,
nifty250,Alfa Laval (India) Ltd.,2005-09-25,2008-09-10,INE427A01017,ALFALAVAL,2005-09-25,2008-09-10,norm-exact,
nifty250,Allahabad Bank,2005-09-25,2016-09-30,INE428A01015,ALBK,2005-09-25,2016-09-30,norm-exact,
nifty250,Allahabad Bank,2019-09-27,2019-12-27,INE428A01015,ALBK,2019-09-27,2019-12-27,norm-exact,
nifty250,Alstom India Ltd.,2005-09-25,2013-04-01,,,,,unresolved,
nifty250,Amtek Auto Ltd.,2005-09-25,2013-04-01,INE130C01021,AMTEKAUTO,2005-09-25,2013-04-01,norm-exact,
nifty250,Amtek Auto Ltd.,2014-09-19,2015-09-28,INE130C01021,AMTEKAUTO,2014-09-19,2015-09-28,norm-exact,
nifty250,Andhra Bank,2005-09-25,2016-04-01,INE434A01013,ANDHRABANK,2005-09-25,2016-04-01,norm-exact,
