isin,symbol,ex_date,type,factor_or_amount,detail,face_val,series,subject,source
IN0000000000,KSHITIJPOL,2024-06-18,rights,,4:5@prem=4.4,2,EQ,Rights 4:5 @ Premium Rs 4.40/-,nse-filing
INE498L01015,LTF,2024-06-18,dividend,2.5,final,10,EQ,Dividend - Rs 2.50 Per Share,nse-filing
INE672A01018,TATAINVEST,2024-06-18,dividend,28.0,final,1,EQ,Annual General Meeting/Dividend - Rs 28 Per Share,nse-filing
INE474E01029,BHANDARI,2024-06-19,rights,,15:32@prem=5.26,1,EQ,Rights 15:32 @ Premium Rs 5.26/-,nse-filing
INE00R701025,DALBHARAT,2024-06-19,dividend,5.0,final,2,EQ,Dividend - Rs 5 Per Share,nse-filing
INE306R01017,INTELLECT,2024-06-19,dividend,3.5,final,5,EQ,Annual General Meeting/Dividend - Rs 3.50 Per Share,nse-filing
INE214T01019,LTM,2024-06-19,dividend,45.0,final,1,EQ,Dividend - Rs 45 Per Share,nse-filing
INE229C01013,SAGCEM,2024-06-19,dividend,0.7,final,2,EQ,Annual General Meeting/Dividend - Re 0.70 Per Share,nse-filing
INE671H01015,SOBHA,2024-06-19,rights,,6:47@prem=1641.0,10,EQ,Rights 6:47 @ Premium Rs 1641/-,nse-filing
INE01QM01018,EMUDHRA,2024-06-20,dividend,1.25,final,5,EQ,Annual General Meeting/Dividend - Rs 1.25 Per Share,nse-filing
INE018A01030,LT,2024-06-20,dividend,28.0,final,2,EQ,Dividend - Rs 28 Per Share,nse-filing
INE828O01033,MITCON,2024-06-20,rights,,6:19@prem=66.0,10,EQ,Rights 6:19 @ Premium Rs 66/-,nse-filing
INE032B01021,PRIMESECU,2024-06-20,dividend,1.0,final,5,EQ,Annual General Meeting /Dividend - 1 Rs Per Share,nse-filing
INE128X01021,ACI,2024-06-21,dividend,1.0,final,2,EQ,Dividend - Re 1 Per Share,nse-filing
INE918I01018,BAJAJFINSV,2024-06-21,dividend,1.0,final,1,EQ,Dividend - Re 1 Per Share,nse-filing
INE296A01016,BAJFINANCE,2024-06-21,dividend,36.0,final,1,EQ,Dividend - Rs 36 Per Share,nse-filing
INE922A01025,BEPL,2024-06-21,dividend,1.0,final,1,EQ,Annual General Meeting/Dividend - Re 1 Per Share,nse-filing
INE029A01011,BPCL,2024-06-21,bonus,0.5,1:1,10,EQ,Bonus 1:1,nse-filing
INE752H01013,CARERATING,2024-06-21,dividend,11.0,final,10,EQ,Dividend - Rs 11 Per Share,nse-filing
INE338H01029,CONCORDBIO,2024-06-21,dividend,8.75,final,1,EQ,Dividend - Rs 8.75 Per Share,nse-filing
INE136B01020,CYIENT,2024-06-21,dividend,18.0,final,5,EQ,Dividend - Rs 18 Per Share,nse-filing
INE291W01011,GLOBAL,2024-06-21,dividend,1.0,final,2,EQ,Annual General Meeting/Dividend - Re 1 Per Share,nse-filing
INE544R01013,GREENLAM,2024-06-21,dividend,1.65,final,1,EQ,Dividend - Rs 1.65 Per Share,nse-filing
INE795G01014,HDFCLIFE,2024-06-21,dividend,2.0,final,10,EQ,Dividend - Rs 2 Per Share,nse-filing
INE094A01015,HINDPETRO,2024-06-21,bonus,0.66666667,1:2,10,EQ,Bonus 1:2,nse-filing
INE531A01016,KANSAINER,2024-06-21,dividend,3.75,special,1,EQ,Annual General Meeting/Special Dividend - Rs 1.25 Per Share/ Dividend - Rs 2.50 Per Share,nse-filing
INE160A01014,PNB,2024-06-21,dividend,1.5,final,2,EQ,Dividend - Rs 1.50 Per Share,nse-filing
INE863B01011,PREMEXPLN,2024-06-21,split,0.2,10->2,2,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,nse-filing
INE195A01010,SUPREMEIND,2024-06-21,dividend,22.0,final,2,EQ,Annual General Meeting/Dividend - Rs 22 Per Share,nse-filing
INE081A01012,TATASTEEL,2024-06-21,dividend,3.6,final,1,EQ,Dividend - Rs 3.60 Per Share,nse-filing
INE685A01028,TORNTPHARM,2024-06-21,dividend,6.0,final,5,EQ,Dividend - Rs 6 Per Share,nse-filing
INE093I01010,OBEROIRLTY,2024-06-24,dividend,2.0,final,10,EQ,Dividend - Rs 2 Per Share,nse-filing
INE150B01013,ALKYLAMINE,2024-06-25,dividend,10.0,final,2,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,nse-filing
INE739E01017,CERA,2024-06-25,dividend,60.0,final,5,EQ,Annual General Meeting/Dividend - Rs 60 Per Share,nse-filing
INE964H01014,SEPC,2024-06-25,rights,,6:55@prem=3.0,10,EQ,Rights 6:55 @ Premium Rs 3,nse-filing
INE670A01012,TATAELXSI,2024-06-25,dividend,70.0,final,10,EQ,Annual General Meeting/Dividend - Rs 70 Per Share,nse-filing
INE226A01021,VOLTAS,2024-06-25,dividend,5.5,final,1,EQ,Annual General Meeting/Dividend - Rs 5.50 Per Share,nse-filing
INE208C01025,AEGISLOG,2024-06-26,dividend,2.0,final,1,EQ,Dividend - Rs 2 Per Share,nse-filing
INE192B01031,WELSPUNLIV,2024-06-26,dividend,0.1,final,1,EQ,Annual General Meeting/Dividend - Re 0.10 Per Share,nse-filing
INE132H01018,AURIONPRO,2024-06-27,bonus,0.5,1:1,10,EQ,Bonus 1:1,nse-filing
INE932X01018,SHAREINDIA,2024-06-27,split,0.2,10->2,2,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,nse-filing
INE663A01025,SPLPETRO,2024-06-27,dividend,7.0,final,2,EQ,Annual General Meeting/Dividend - Rs 7 Per Share,nse-filing
INE280A01010,TITAN,2024-06-27,dividend,11.0,final,1,EQ,Annual General Meeting/Dividend - Rs 11 Per Share,nse-filing
INE024001021,AEROFLEX,2024-06-28,dividend,0.25,final,2,EQ,Dividend - Re 0.25 Per Share,nse-filing
INE323B01016,AVONMORE,2024-06-28,split,0.1,10->1,1,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 1/- Per Share,nse-filing
INE118A01012,BAJAJHLDNG,2024-06-28,dividend,21.0,final,10,EQ,Dividend - Rs 21 Per Share,nse-filing
INE028A01013,BANKBARODA,2024-06-28,dividend,7.6,final,2,EQ,Annual General Meeting/Dividend - Rs 7.60 Per Share,nse-filing
INE0I3401014,DBOL,2024-06-28,dividend,2.5,final,10,EQ,Dividend - Rs 2.50 Per Share,nse-filing
INE289B01019,GICHSGFIN,2024-06-28,dividend,4.5,final,10,EQ,Dividend - Rs 4.50 Per Share,nse-filing
INE095A01012,INDUSINDBK,2024-06-28,dividend,16.5,final,10,EQ,Dividend - Rs 16.50 Per Share,nse-filing
INE220B01022,KPIL,2024-06-28,dividend,8.0,final,2,EQ,Dividend - Rs 8 Per Share,nse-filing
INE0D6I01015,KSOLVES,2024-06-28,dividend,8.0,interim,5,EQ,Interim Dividend - Rs 8 Per Share,nse-filing
INE288A01013,MAHSCOOTER,2024-06-28,dividend,60.0,final,10,EQ,Dividend - Rs 60 Per Share,nse-filing
INE636A01039,MAWANASUG,2024-06-28,dividend,4.0,final,10,EQ,Dividend - Rs 4 Per Share,nse-filing
INE298J01013,NAM-INDIA,2024-06-28,dividend,11.0,final,10,EQ,Dividend - Rs 11 Per Share,nse-filing
INE020B01018,RECLTD,2024-06-28,dividend,5.0,final,10,EQ,Dividend - Rs 5 Per Share,nse-filing
INE105J01010,RPGLIFE,2024-06-28,dividend,16.0,final,8,EQ,Dividend - Rs 16 Per Share,nse-filing
INE277A01016,SWARAJENG,2024-06-28,dividend,95.0,final,10,EQ,Dividend - Rs 95 Per Share,nse-filing
INE398R01022,SYNGENE,2024-06-28,dividend,1.25,final,10,EQ,Dividend - Rs 1.25 Per Share,nse-filing
INE884A01019,VAIBHAVGBL,2024-06-28,dividend,1.5,final,2,EQ,Annual General Meeting/Dividend - Rs 1.50 Per Share,nse-filing
INE191B01025,WELCORP,2024-06-28,dividend,5.0,final,5,EQ,Dividend - Rs 5 Per Share,nse-filing
INE007B01023,GEOJITFSL,2024-07-01,dividend,1.5,final,1,EQ,Dividend - Rs 1.50 Per Share,nse-filing
INE539A01019,GHCL,2024-07-01,dividend,12.0,final,10,EQ,Dividend - Rs 12 Per Share,nse-filing
INE0PA801013,GHCLTEXTIL,2024-07-01,dividend,0.5,final,2,EQ,Dividend - Re 0.50 Per Share,nse-filing
INE321D01016,OCCL,2024-07-01,demerger,,,10,EQ,Demerger,nse-filing
INE151A01013,TATACOMM,2024-07-01,dividend,16.7,final,10,EQ,Dividend - Rs 16.70 Per Share,nse-filing
INE071N01016,EPIGRAL,2024-07-02,dividend,5.0,final,10,EQ,Annual General Meeting/Dividend - Rs 5 Per Share,nse-filing
INE274J01014,OIL,2024-07-02,bonus,0.66666667,1:2,10,EQ,Bonus 1:2,nse-filing
INE495A01022,DALMIASUG,2024-07-03,dividend,1.25,final,2,EQ,Dividend - Rs 1.25 Per Share,nse-filing
INE390G01014,GPTINFRA,2024-07-03,bonus,0.5,1:1,10,EQ,Bonus 1:1,nse-filing
INE668F01031,JYOTHYLAB,2024-07-03,dividend,3.5,final,1,EQ,Annual General Meeting/Dividend - Rs 3.50 Per Share,nse-filing
INE050E01019,BALAMINES,2024-07-04,dividend,11.0,final,2,EQ,Annual General Meeting/Dividend - Rs 11 Per Share,nse-filing
INE696V01013,JAIPURKURT,2024-07-04,rights,,100:224@prem=20.0,10,EQ,Rights 100:224 @ Premium Rs 20/-,nse-filing
INE640A01023,SKFINDIA,2024-07-04,dividend,130.0,final,10,EQ,Annual General Meeting/Dividend - Rs 130 Per Share,nse-filing
INE343H01011,SOLARINDS,2024-07-04,dividend,8.5,final,2,EQ,Annual General Meeting/Dividend - Rs 8.50 Per Share,nse-filing
INE245A01013,TATAPOWER,2024-07-04,dividend,2.0,final,1,EQ,Dividend - Rs 2 Per Share,nse-filing
INE484C01030,VEEDOL,2024-07-04,dividend,20.0,final,2,EQ,Dividend - Rs 20 Per Share,nse-filing
INE470A01017,3MINDIA,2024-07-05,dividend,685.0,special,10,EQ,Special Dividend - Rs 525 Per Share/ Dividend - Rs 160 Per Share,nse-filing
INE835G01018,ALLDIGI,2024-07-05,dividend,15.0,final,10,EQ,Dividend - Rs 15 Per Share,nse-filing
INE438A01022,APOLLOTYRE,2024-07-05,dividend,6.0,final,1,EQ,Dividend - Rs 6 Per Share,nse-filing
INE025R01013,ARTEMISMED,2024-07-05,dividend,0.45,final,1,EQ,Dividend - Rs 0.45 Per Share,nse-filing
INE203A01020,ASTRAZEN,2024-07-05,dividend,24.0,final,2,EQ,Dividend - Rs 24 Per Share,nse-filing
INE787D01018,BALKRISIND,2024-07-05,dividend,4.0,final,2,EQ,Dividend - Rs 4 Per Share,nse-filing
INE465A01025,BHARATFORG,2024-07-05,dividend,6.5,final,2,EQ,Dividend - Rs 6.50 Per Share,nse-filing
INE376G01013,BIOCON,2024-07-05,dividend,0.5,final,5,EQ,Dividend - Re 0.50 Per Share,nse-filing
INE0B1K01014,DJML,2024-07-05,dividend,0.2,final,10,EQ,Annual General Meeting/Dividend - Re 0.20 Per Share,nse-filing
INE042A01014,ESCORTS,2024-07-05,dividend,18.0,final,10,EQ,Annual General Meeting/Dividend - Rs 18 Per Share,nse-filing
INE878H01016,INVENTURE,2024-07-05,rights,,1:4@prem=1.33,1,EQ,Rights 1:4 @ Premium Rs 1.33/-,nse-filing
INE101A01026,M&M,2024-07-05,dividend,21.1,final,5,EQ,Annual General Meeting/Dividend - Rs 21.10 Per Share,nse-filing
INE048G01018,NAVINFLUOR,2024-07-05,dividend,7.0,final,2,EQ,Dividend - Rs 7 Per Share,nse-filing
INE096B01018,NUCLEUS,2024-07-05,dividend,12.5,final,10,EQ,Dividend - Rs 12.5 Per Share,nse-filing
INE140A01024,PEL,2024-07-05,dividend,10.0,final,2,EQ,Dividend - Rs 10 Per Share,nse-filing
INE891D01018,REDINGTON,2024-07-05,dividend,6.2,final,2,EQ,Dividend - Rs 6.20 Per Share,nse-filing
INE474C01015,REMSONSIND,2024-07-05,split,0.2,10->2,2,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,nse-filing
INE152A01029,THERMAX,2024-07-05,dividend,12.0,final,2,EQ,Dividend - Rs 12 Per Share,nse-filing
INE202Z01029,TSFINV,2024-07-05,dividend,2.05,final,5,EQ,Annual General Meeting/Dividend - Rs 2.05 Per Share,nse-filing
INE188Y01015,VERTOZ,2024-07-05,bonus,0.5,1:1,10,EQ,Bonus 1:1,nse-filing
INE188Y01015,VERTOZ,2024-07-05,split,0.1,10->1,10,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,nse-filing
INE625G01013,WELENT,2024-07-05,dividend,3.0,final,10,EQ,Annual General Meeting/Dividend - Rs 3 Per Share,nse-filing
INE596I01012,CAMS,2024-07-08,dividend,16.5,final,2,EQ,Dividend - Rs 16.50 Per Share,nse-filing
INE020D01022,BAIDFIN,2024-07-09,dividend,0.1,final,2,EQ,Dividend - Re 0.10 Per Share,nse-filing
INE499A01024,DCMSHRIRAM,2024-07-09,dividend,2.6,final,2,EQ,Dividend - Rs 2.60 Per Share,nse-filing
INE0FHS01016,DEEPINDS,2024-07-09,dividend,2.44,final,5,EQ,Dividend - Rs 2.44 Per Share,nse-filing
INE536A01023,GRINDWELL,2024-07-09,dividend,17.0,final,5,EQ,Annual General Meeting/Dividend - Rs 17 Per Share,nse-filing
INE177A01018,INGERRAND,2024-07-09,dividend,20.0,final,10,EQ,Annual General Meeting/Dividend - Rs 20 Per Share,nse-filing
INE823G01014,JKCEMENT,2024-07-09,dividend,20.0,special,10,EQ,Annual General Meeting/Dividend - Rs 15 Per Share/Special Dividend - Rs 5 Per Share,nse-filing
INE019A01020,JSWSTEEL,2024-07-09,dividend,7.3,final,1,EQ,Annual General Meeting/Dividend - Rs 7.30 Per Share,nse-filing
INE548Z01017,LAGNAM,2024-07-09,dividend,0.5,final,10,EQ,Dividend - Re 0.50 Per Share,nse-filing
INE262H01013,PERSISTENT,2024-07-09,dividend,10.0,final,5,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,nse-filing
INE455K01017,POLYCAB,2024-07-09,dividend,30.0,final,10,EQ,Annual General Meeting/Dividend - Rs 30 Per Share,nse-filing
INE299U01018,CROMPTON,2024-07-10,dividend,3.0,final,2,EQ,Dividend - Rs 3 Per Share,nse-filing
INE356A01018,MPHASIS,2024-07-10,dividend,55.0,final,10,EQ,Annual General Meeting/Dividend - Rs 55 Per Share,nse-filing
INE457L01011,PGEL,2024-07-10,split,0.1,10->1,1,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,nse-filing
INE715A01015,WHEELS,2024-07-10,dividend,7.39,final,10,EQ,Annual General Meeting/Dividend - Rs 7.39 Per Share,nse-filing
INE055A01016,ABREL,2024-07-11,dividend,5.0,final,10,EQ,Annual General Meeting/Dividend - Rs 5 Per Share,nse-filing
INE750A01012,ORIENTHOT,2024-07-11,dividend,0.5,final,1,EQ,Dividend - Re 0.50 Per Share,nse-filing
INE301A01014,RAYMOND,2024-07-11,demerger,,,10,EQ,Demerger,nse-filing
INE450U01017,ROUTE,2024-07-11,dividend,2.0,final,10,EQ,Dividend - Rs 2 Per Share,nse-filing
INE985A01022,SINCLAIR,2024-07-11,dividend,1.0,final,2,EQ,Dividend - Rs 1 Per Share,nse-filing
INE579C01029,VIMTALABS,2024-07-11,dividend,2.0,final,2,EQ,Annual General Meeting/Dividend - Rs 2 Per Share,nse-filing
INE144J01019,20MICRONS,2024-07-12,dividend,1.25,final,5,EQ,Dividend - Rs 1.25 Per Share,nse-filing
INE065D01027,AEROENTER,2024-07-12,dividend,0.15,final,2,EQ,Dividend - Rs 0.15 Per Share,nse-filing
INE242C01024,ANANTRAJ,2024-07-12,dividend,0.73,final,2,EQ,Annual General Meeting/Dividend - Re 0.73 Per Share,nse-filing
INE100A01010,ATUL,2024-07-12,dividend,20.0,final,10,EQ,Annual General Meeting/Dividend - Rs 20 Per Share,nse-filing
INE949L01017,AUBANK,2024-07-12,dividend,1.0,final,10,EQ,Dividend - Re 1 Per Share,nse-filing
INE238A01026,AXISBANK,2024-07-12,dividend,1.0,final,2,EQ,Dividend - Re 1 Per Share,nse-filing
INE233B01017,BLUEDART,2024-07-12,dividend,25.0,final,10,EQ,Annual General Meeting/Dividend - Rs 25 Per Share,nse-filing
INE836A01035,BSOFT,2024-07-12,dividend,4.0,final,2,EQ,Dividend - Rs 4 Per Share,nse-filing
INE250K01012,DLINKINDIA,2024-07-12,dividend,13.0,special,2,EQ,Annual General Meeting/Dividend - Rs 8 Per Share & Special Dividend Rs 5 Per Share,nse-filing
INE242A01010,IOC,2024-07-12,dividend,7.0,final,10,EQ,Dividend - Rs 7 Per Share,nse-filing
INE07U701015,IRMENERGY,2024-07-12,dividend,1.5,final,10,EQ,Dividend - Rs 1.5 Per Share,nse-filing
INE785A01026,JAYAGROGN,2024-07-12,dividend,7.5,special,5,EQ,Dividend - Rs 5 Per Share & Special Dividend - Rs 2.5 Per Share,nse-filing
INE797F01012,JUBLFOOD,2024-07-12,dividend,1.2,final,2,EQ,Dividend - Rs 1.20 Per Share,nse-filing
INE900B01011,KABRAEXTRU,2024-07-12,dividend,3.5,final,5,EQ,Annual General Meeting/Dividend - Rs 3.50 Per Share,nse-filing
INE811A01020,KIRLPNU,2024-07-12,dividend,4.0,final,1,EQ,Annual General Meeting/Dividend - Rs 4 Per Share,nse-filing
INE813A01018,MAHLIFE,2024-07-12,dividend,2.65,final,10,EQ,Dividend - Rs 2.65 Per Share,nse-filing
INE766P01016,MAHLOG,2024-07-12,dividend,2.5,final,10,EQ,Annual General Meeting/Dividend - Rs 2.50 Per Share,nse-filing
INE794A01010,NEULANDLAB,2024-07-12,dividend,14.0,final,10,EQ,Annual General Meeting/Dividend - Rs 14 Per Share,nse-filing
INE310A01015,NILKAMAL,2024-07-12,dividend,20.0,final,10,EQ,Annual General Meeting/Dividend - Rs 20 Per Share,nse-filing
INE229A01017,ONWARDTEC,2024-07-12,dividend,5.0,final,10,EQ,Annual General Meeting/Dividend - Rs 5 Per Share,nse-filing
INE347G01014,PETRONET,2024-07-12,dividend,3.0,final,10,EQ,Dividend - Rs 3 Per Share,nse-filing
INE0DK501011,PPLPHARMA,2024-07-12,dividend,0.11,final,10,EQ,Dividend - Rs 0.11 Per Share,nse-filing
INE034D01031,PTL,2024-07-12,dividend,1.75,final,1,EQ,Dividend - Rs 1.75 Per Share,nse-filing
INE429E01023,SAFARI,2024-07-12,dividend,1.5,final,2,EQ,Dividend - Rs 1.50 Per Share,nse-filing
INE715Y01015,SHRADHA,2024-07-12,dividend,1.0,final,2,EQ,Dividend - Re 1 Per Share,nse-filing
INE044A01028,SUNPHARMA,2024-07-12,dividend,5.0,final,1,EQ,Dividend - Rs 5 Per Share,nse-filing
INE083B01016,THEMISMED,2024-07-12,dividend,0.5,final,1,EQ,Annual General Meeting/Dividend - Rs 0.50 Per Share,nse-filing
INE551W01018,UJJIVANSFB,2024-07-12,dividend,1.5,final,10,EQ,Dividend - Rs 1.50 Per Share,nse-filing
INE854D01024,UNITDSPR,2024-07-12,dividend,5.0,final,2,EQ,Dividend - Rs 5 Per Share,nse-filing
INE735W01017,UTKARSHBNK,2024-07-12,dividend,0.5,final,10,EQ,Dividend - Re 0.50 Per Share,nse-filing
INE274C01019,WENDT,2024-07-12,dividend,20.0,final,10,EQ,Annual General Meeting/Dividend - Rs  20 Per Share,nse-filing
INE901L01018,APLLTD,2024-07-15,dividend,11.0,final,2,EQ,Dividend - Rs 11 Per Share,nse-filing
INE547E01014,IMPAL,2024-07-15,dividend,18.0,final,10,EQ,Annual General Meeting/Dividend - Rs 18 Per Share,nse-filing
INE930H01015,KPRMILL,2024-07-15,dividend,2.5,final,1,EQ,Annual General Meeting/Dividend - Rs 2.50 Per Share,nse-filing
INE07OG01012,NDRAUTO,2024-07-15,dividend,3.75,final,10,EQ,Annual General Meeting/Dividend - Rs 3.75 Per Share,nse-filing
INE244J01017,RBL,2024-07-15,dividend,30.0,final,10,EQ,Annual General Meeting/Dividend - Rs 30 Per Share,nse-filing
INE076B01010,SIYSIL,2024-07-15,dividend,,unparsed:final,2,EQ,Annual General Meeting/Dividend - Rs  Per Sh/,nse-filing
INE342J01019,ZFCVINDIA,2024-07-15,dividend,17.0,final,5,EQ,Dividend - Rs 17 Per Share,nse-filing
INE736A01011,CDSL,2024-07-16,dividend,3.0,special,10,EQ,Dividend - Rs 19/ Special Dividend - Rs 3 Per Share,nse-filing
INE089A01023,DRREDDY,2024-07-16,dividend,40.0,final,1,EQ,Annual General Meeting/Dividend - Rs 40 Per Share,nse-filing
INE224E01028,GATECH,2024-07-16,rights,,1:1@prem=0.0,1,EQ,Rights 1:1 @ Premium Rs 0/-,nse-filing
INE224E01036,GATECHDVR,2024-07-16,rights,,1:1@prem=0.0,1,EQ,Rights 1:1 @ Premium Rs 0/-,nse-filing
INE008A01015,IDBI,2024-07-16,dividend,1.5,final,10,EQ,Dividend - Rs 1.50 Per Share,nse-filing
INE043D01016,IDFC,2024-07-16,dividend,1.0,interim,10,EQ,Interim Dividend - Re 1 Per Share,nse-filing
INE227G01018,INDOWIND,2024-07-16,rights,,1:5@prem=12.5,10,EQ,Rights 1:5 @ Premium Rs 12.50/-,nse-filing
INE326A01029,LUPIN,2024-07-16,dividend,8.0,final,2,EQ,Dividend - Rs 8 Per Share,nse-filing
INE774D01016,M&MFIN,2024-07-16,dividend,6.3,final,2,EQ,Annual General Meeting/Dividend - Rs 6.30 Per Share,nse-filing
INE227C01017,MMFL,2024-07-16,bonus,0.5,1:1,10,EQ,Bonus 1:1,nse-filing
INE239A01016,NESTLEIND,2024-07-16,dividend,2.75,interim,1,EQ,Interim Dividend - Rs 2.75 Per Share,nse-filing
INE239A01016,NESTLEIND,2024-07-16,dividend,8.5,final,1,EQ,Dividend - Rs 8.50 Per Share,nse-filing
INE751B01018,PIXTRANS,2024-07-16,dividend,7.0,final,10,EQ,Dividend - Rs 7 Per Sh,nse-filing
INE608A01012,PSB,2024-07-16,dividend,0.2,final,10,EQ,Dividend - Re 0.20 Per Share,nse-filing
INE222J01013,RANEENGINE,2024-07-16,dividend,5.0,final,10,EQ,Annual General Meeting/Dividend - Rs 5 Per Share,nse-filing
INE190H01016,SAKUMA,2024-07-16,dividend,0.05,final,1,EQ,Annual General Meeting/Dividend - Re 0.05 Per Share,nse-filing
INE526E01018,SHRIPISTON,2024-07-16,dividend,5.0,final,10,EQ,Dividend - Rs 5 Per Share,nse-filing
INE073D01013,SUNDRMBRAK,2024-07-16,dividend,2.0,final,10,EQ,Annual General Meeting/Dividend - Rs 2 Per Share,nse-filing
INE338A01016,TIRUMALCHM,2024-07-16,dividend,1.0,final,1,EQ,Annual General Meeting/Dividend - Rs  Re 1 Per Share,nse-filing
INE910C01018,TTKHLTCARE,2024-07-16,dividend,10.0,final,10,EQ,Annual General Meeting/Dividend - Rs10 Per Sh/,nse-filing
INE837H01012,ADVENZYMES,2024-07-18,dividend,1.1,final,2,EQ,Dividend - Re 1.1 Per Share,nse-filing
INE885A01032,ARE&M,2024-07-18,dividend,5.1,final,1,EQ,Dividend - Rs 5.10 Per Share,nse-filing
INE034S01021,ARVSMART,2024-07-18,dividend,3.5,special,10,EQ,Annual General Meeting/Dividend - Rs 2.50 Per Share/Special Dividend - Re 1 Per Share,nse-filing
INE991I01015,ASPINWALL,2024-07-18,dividend,6.0,final,10,EQ,Annual General Meeting/Dividend - Rs 6 Per Share,nse-filing
INE416D01022,BLISSGVS,2024-07-18,dividend,0.5,final,1,EQ,Annual General Meeting/Dividend - Rs 0.50 Per Share,nse-filing
INE477A01012,CANFINHOME,2024-07-18,dividend,4.0,final,2,EQ,Dividend - Rs 4 Per Share,nse-filing
INE486R01017,GPTHEALTH,2024-07-18,dividend,1.5,final,10,EQ,Annual General Meeting/Dividend - Rs 1.50 Per Share,nse-filing
INE720A01015,KOTHARIPET,2024-07-18,dividend,1.0,final,10,EQ,Annual General Meeting/Dividend - Re 1 Per Share,nse-filing
INE542W01017,KPIGREEN,2024-07-18,split,0.5,10->5,5,EQ,Face Value Split (Sub-Division) - From Rs10/- Per Share To Rs 5/- Per Share,nse-filing
INE189I01016,NELCAST,2024-07-18,dividend,0.4,final,2,EQ,Annual General Meeting/Dividend - Rs 0.40 Per Share,nse-filing
INE619B01017,NEWGEN,2024-07-18,dividend,4.0,final,10,EQ,Annual General Meeting/Dividend - Rs 4 Per Share,nse-filing
INE074A01025,PRAJIND,2024-07-18,dividend,6.0,final,2,EQ,Annual General Meeting/Dividend - Rs 6 Per Sh,nse-filing
INE483C01032,TANLA,2024-07-18,dividend,6.0,final,1,EQ,Dividend - Rs 6 Per Share,nse-filing
INE085J01014,THANGAMAYL,2024-07-18,dividend,6.0,final,10,EQ,Dividend - Rs 6 Per Share,nse-filing
INE094J01016,UTIAMC,2024-07-18,dividend,47.0,special,10,EQ,Dividend - Rs 24 Per Share & Special Dividend Rs 23 Per Share,nse-filing
INE358A01014,ABBOTINDIA,2024-07-19,dividend,410.0,final,10,EQ,Dividend - Rs 410 Per Share,nse-filing
INE116A01016,APCOTEXIND,2024-07-19,dividend,3.5,final,2,EQ,Dividend - Rs 3.50 Per Share,nse-filing
INE034A01011,ARVIND,2024-07-19,dividend,4.75,special,10,EQ,Dividend - Rs 3.75 Per Share/Special Dividend - Re 1 Per Share,nse-filing
INE193E01025,BAJAJELEC,2024-07-19,dividend,3.0,final,2,EQ,Annual General Meeting/Dividend - Rs 3 Per Share,nse-filing
INE472A01039,BLUESTARCO,2024-07-19,dividend,7.0,final,2,EQ,Dividend - Rs 7 Per Share,nse-filing
INE323A01026,BOSCHLTD,2024-07-19,dividend,170.0,final,10,EQ,Annual General Meeting/Dividend - Rs 170 Per Share,nse-filing
INE178A01016,CHENNPETRO,2024-07-19,dividend,55.0,final,10,EQ,Dividend - Rs 55 Per Share,nse-filing
INE121A01016,CHOLAFIN,2024-07-19,dividend,0.7,final,2,EQ,Dividend - Re 0.70 Per Share,nse-filing
INE298A01020,CUMMINSIND,2024-07-19,dividend,20.0,final,2,EQ,Annual General Meeting/Dividend - Rs 20 Per Share,nse-filing
INE016A01026,DABUR,2024-07-19,dividend,2.75,final,1,EQ,Annual General Meeting/Dividend - Rs 2.75 Per Share,nse-filing
INE124G01033,DELTACORP,2024-07-19,dividend,1.25,final,1,EQ,Dividend - Rs 1.25 Per Share,nse-filing
INE435G01025,DHANUKA,2024-07-19,dividend,6.0,final,2,EQ,Dividend - Rs 6 Per Share,nse-filing
INE205B01023,ELECON,2024-07-19,split,0.5,2->1,1,EQ,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,nse-filing
INE371A01025,GRAPHITE,2024-07-19,dividend,11.0,final,2,EQ,Dividend - Rs 11 Per Share,nse-filing
INE120D01012,HITECHCORP,2024-07-19,dividend,1.0,final,10,EQ,Dividend - Re 1 Per Share,nse-filing
INE725G01011,ICRA,2024-07-19,dividend,100.0,final,10,EQ,Annual General Meeting/Dividend - Rs 100 Per Share,nse-filing
INE323C01022,INDIANHUME,2024-07-19,dividend,1.5,final,2,EQ,Annual General Meeting/Dividend - Rs 1.50 Per Share,nse-filing
INE880J01026,JSWINFRA,2024-07-19,dividend,0.55,final,2,EQ,Dividend - Re 0.55 Per Share,nse-filing
INE237A01010,KOTAKBANK,2024-07-19,dividend,2.0,final,1,EQ,Dividend - Rs 2 Per Share,nse-filing
INE0J1Y01017,LICI,2024-07-19,dividend,6.0,final,10,EQ,Dividend - Rs 6 Per Share,nse-filing
INE093R01011,LLOYDSENGG,2024-07-19,dividend,0.2,final,1,EQ,Dividend - Rs 0.20 Per Share,nse-filing
