date,turnover,turnover_pct
2020-07-10,998003.9920159684,0.9980039920159685
2020-07-17,348887.02857929724,0.350174000977322
2020-07-24,316521.23060712614,0.3126450238269131
2020-07-31,358187.8640610033,0.3423901713582095
2020-08-07,308750.3653994394,0.27668806374089744
2020-08-14,392607.4229553241,0.3506182559028535
2020-08-21,308197.0573505339,0.266781144188283
2020-08-28,387753.8573406268,0.33205394216780143
2020-09-04,292396.5105267854,0.24883488113603314
2020-09-11,242613.06019190967,0.2077275924977698
2020-09-18,330973.5941358006,0.2690229525475079
2020-09-25,655148.1551164201,0.575124585726981
2020-10-01,380248.3447926307,0.31831946575906594
2020-10-09,293425.9366802539,0.24380886523049072
2020-10-16,594689.8603577288,0.5094979514097779
2020-10-23,311552.14698237024,0.2567025439781959
2020-10-30,231699.15486900136,0.19115417888136454
2020-11-06,227865.67319725244,0.18831607451747492
2020-11-13,177851.79277527053,0.1406416256321881
2020-11-20,462961.3146413459,0.3563099091754761
2020-11-27,387156.73019742355,0.2800226910509714
2020-12-04,547871.005286761,0.3802532148822626
2020-12-11,385257.1769149363,0.2704863450348377
2020-12-18,379326.80716245965,0.26364606322994666
2020-12-24,446122.17014438985,0.30801286930575883
2021-01-01,311064.76855527185,0.20674193656691647
2021-01-08,426374.8392831472,0.27443968603801244
2021-01-15,410998.5253834156,0.26550023235722076
2021-01-22,148541.8352285961,0.09441761187208897
2021-01-29,466205.323482357,0.2956675535221837
2021-02-05,834298.075189973,0.4846197467089637
2021-02-12,504319.89307021105,0.28493168163493143
2021-02-19,154385.55856067507,0.08217483388252197
2021-02-26,406424.649113741,0.20893674473643106
2021-03-05,718477.3246885512,0.3499708021680132
2021-03-10,202529.34036511375,0.09592356724982774
2021-03-19,203941.3981048021,0.10029449396328849
2021-03-26,303203.0043194957,0.14639150047004282
2021-04-01,529991.0386593962,0.240452708429057
2021-04-09,335132.25248317537,0.14826676908024314
2021-04-16,249833.36426154448,0.11653745017856047
2021-04-23,254025.36334683193,0.11810080621551039
2021-04-30,476854.7272400874,0.21082423889024446
2021-05-07,136303.739312386,0.054749948147280326
2021-05-12,139061.55610729434,0.056332066306292776
2021-05-21,1010286.2077951457,0.3967685662271772
