symbol,shares,avg_cost,entry_date,entry_rank,holding_days,last_price,pnl_pct,notional,contribution_pct
LTF,1956.9138503672755,223.558725,2025-08-22,,150,299.15,0.33812715204919863,585410.7783373704,0.04977463831009986
NETWEB,155.1584831163895,2886.9123,2025-09-05,,136,3449.9,0.19501378687534077,535281.2509032321,0.0455123678001905
ATHERENERG,663.0047679735447,645.100125,2025-11-07,,73,618.8,-0.04076905891159155,410267.35042202944,0.0348830423582174
NATIONALUM,1617.3418856777105,263.93431499999997,2025-11-14,,66,365.8,0.3859508946383121,591623.6617809065,0.05030288964695277
PAYTM,327.0347421664279,1305.28035,2025-11-14,,66,1311.4,0.004688379779868912,428873.3608770536,0.036465021158510434
MUTHOOTFIN,115.84027374863062,3685.0053000000003,2025-11-14,,66,3956.6,0.07370266197446163,458333.6271138319,0.03896988466754857
IDEA,39629.76583736293,10.7715,2025-11-14,,66,10.61,-0.014993269275402676,420471.81553442066,0.0357506785188632
HINDCOPPER,1146.8389833270223,366.99502500000006,2025-12-05,,45,546.9,0.49021093678313465,627206.2399815485,0.05332830363934277
ASHOKLEY,2713.4869763830297,162.77991,2025-12-12,,38,187.47,0.1516777469652122,508697.40346252656,0.04325207222618343
HBLENGINE,543.6511398511501,812.4716999999999,2025-12-12,,38,763.35,-0.06045958277685237,414996.09760537546,0.035285104789284066
M&MFIN,1360.0698883631449,371.31615000000005,2025-12-19,,31,361.9,-0.02535884851763137,492209.2925986221,0.04185016815294699
JKTYRE,941.8625410499229,511.79655,2025-12-24,15.0,26,505.5,-0.012302837914792586,476111.514500736,0.04048145218107132
SHRIRAMFIN,496.803675742009,970.2867,2025-12-24,17.0,26,1009.0,0.03989882578005033,501274.90882368706,0.042620973517929074
HINDZINC,771.6723573882573,624.6718500000001,2025-12-24,18.0,26,651.45,0.04286754717696972,502705.95722058025,0.04274264862025962
GPIL,1884.4814203920102,255.79557,2025-12-24,22.0,26,250.8,-0.019529540718785654,472627.94023431616,0.04018526076206486
GMDCLTD,889.9409691620485,541.6561499999999,2025-12-24,24.0,26,540.4,-0.0023190911798932623,480924.099735171,0.04089064295487439
HEROMOTOCO,82.30238464135347,5946.24375,2026-01-02,,17,5746.0,-0.03367567130089477,472909.50214921706,0.04020920060566647
VEDL,772.605084388744,608.84025,2026-01-09,,10,675.8,0.10997917762500098,522126.51602991315,0.04439388451526648
INDIACEM,1007.8719682295263,466.71907500000003,2026-01-09,,10,470.65,0.008422464841403743,474354.9418472265,0.040332099330510275
MCX,196.415242522091,2367.225,2026-01-14,10.0,5,2423.0,0.023561342922620465,475914.1326310265,0.040464669758305434
HINDALCO,489.4712802494027,949.92105,2026-01-14,16.0,5,939.45,-0.01102307397019997,459833.7942303014,0.039097436599269134
CANBK,3042.128104752614,152.84007,2026-01-14,20.0,5,156.13,0.0215253107382114,474967.46099502564,0.04038417886195706
INDIANB,558.2663744687679,832.8624000000001,2026-01-14,23.0,5,851.55,0.02243780004956375,475391.73117887933,0.040420252497306
BANKINDIA,3091.067215950173,150.42024,2026-01-14,24.0,5,161.34,0.07259501779813671,498712.7846214009,0.0424031285273798
