Index Name,Event Date,Scrip Name,Description
Nifty 500,15-03-2005,Shriram Investments Ltd.-Merged,Inclusion into Index
Nifty 500,24-03-2005,NTPC Ltd.,Inclusion into Index
Nifty 500,24-03-2005,Wimco Ltd.-Delisted,Exclusion from Index
Nifty 500,06-04-2005,Suryalakshmi Cotton Mills Ltd.,Exclusion from Index
Nifty 500,06-04-2005,Tata Metaliks Ltd.,Inclusion into Index
Nifty 500,08-04-2005,Gujarat NRE Coke Ltd.,Inclusion into Index
Nifty 500,08-04-2005,ITC Hotels Ltd.,Exclusion from Index
Nifty 500,13-04-2005,Fresenius Kabi Oncology Ltd.,Inclusion into Index
Nifty 500,13-04-2005,Vardhman Holdings Ltd.,Exclusion from Index
Nifty 500,20-04-2005,Aarti Industries Ltd.,Inclusion into Index
Nifty 500,20-04-2005,Eicher Ltd.,Inclusion into Index
Nifty 500,20-04-2005,Radico Khaitan Ltd,Inclusion into Index
Nifty 500,20-04-2005,Shirpur Gold Refinery Ltd.,Exclusion from Index
Nifty 500,20-04-2005,Wellwin Industry Ltd.,Exclusion from Index
Nifty 500,20-04-2005,Welspun Corp Ltd.,Exclusion from Index
Nifty 500,25-04-2005,Essar Steel Ltd.,Exclusion from Index
Nifty 500,25-04-2005,Ind-Swift Laboratories Ltd.,Inclusion into Index
Nifty 500,09-05-2005,IDBI Bank Ltd.-OLD,Exclusion from Index
Nifty 500,09-05-2005,Vishal Exports Overseas Ltd.,Inclusion into Index
Nifty 500,29-06-2005,Morepen Laboratories Ltd.,Exclusion from Index
Nifty 500,29-06-2005,Patel Engineering Ltd.,Inclusion into Index
Nifty 500,05-08-2005,Jet Airways (India) Ltd.,Inclusion into Index
Nifty 500,05-08-2005,Tata Finance Ltd.,Exclusion from Index
Nifty 500,26-09-2005,Ashima Ltd.,Exclusion from Index
Nifty 500,26-09-2005,Bhansali Engineering Polymers Ltd.,Inclusion into Index
Nifty 500,26-09-2005,Consolidated Finvest & Holdings Ltd.,Inclusion into Index
Nifty 500,26-09-2005,Creative Eye Ltd.,Exclusion from Index
Nifty 500,26-09-2005,Cybertech Systems & Software Ltd.,Exclusion from Index
Nifty 500,26-09-2005,DSQ Software Ltd.,Exclusion from Index
Nifty 500,26-09-2005,Digjam Ltd.,Exclusion from Index
Nifty 500,26-09-2005,Dwarikesh Sugar Industrial Ltd.,Inclusion into Index
Nifty 500,26-09-2005,Gateway Distriparks Ltd.,Inclusion into Index
Nifty 500,26-09-2005,HSIL Ltd.,Inclusion into Index
Nifty 500,26-09-2005,Hindustan Organic Chemicals Ltd.,Exclusion from Index
Nifty 500,26-09-2005,Narmada Chematur Petrochemicals Ltd.,Inclusion into Index
Nifty 500,26-09-2005,Rajesh Exports Ltd.,Inclusion into Index
Nifty 500,26-09-2005,Tamilnadu Telecommunications Ltd.,Exclusion from Index
Nifty 500,06-10-2005,Bank of Punjab Ltd.,Exclusion from Index
Nifty 500,06-10-2005,JSW Steel Ltd.,Inclusion into Index
Nifty 500,08-12-2005,Financial Technologies (India) Ltd.,Inclusion into Index
Nifty 500,08-12-2005,JSW ISPAT Steel Ltd.,Exclusion from Index
Nifty 500,14-12-2005,Essar Steel Ltd.,Inclusion into Index
Nifty 500,14-12-2005,Shriram Investments Ltd.-Merged,Exclusion from Index
Nifty 500,06-01-2006,Shoppers Stop Ltd.,Inclusion into Index
Nifty 500,06-01-2006,Videocon International Ltd.,Exclusion from Index
Nifty 500,03-02-2006,Flextronics Software Systems Ltd.,Exclusion from Index
Nifty 500,03-02-2006,IDFC Ltd.,Inclusion into Index
Nifty 500,02-03-2006,BSL Ltd.,Exclusion from Index
Nifty 500,02-03-2006,Fertilisers and Chemicals Travancore Ltd.,Exclusion from Index
Nifty 500,02-03-2006,Gokaldas Exports Ltd.,Inclusion into Index
Nifty 500,02-03-2006,Greaves Cotton Ltd.,Inclusion into Index
Nifty 500,02-03-2006,HSBC InvestDirect (India) Ltd.,Inclusion into Index
Nifty 500,02-03-2006,HT Media Ltd.,Inclusion into Index
Nifty 500,02-03-2006,India Glycols Ltd.,Inclusion into Index
Nifty 500,02-03-2006,KDL Biotech Ltd.,Exclusion from Index
Nifty 500,02-03-2006,Mercator Ltd.,Inclusion into Index
Nifty 500,02-03-2006,Regency Ceramics Ltd.,Exclusion from Index
Nifty 500,02-03-2006,Shree Rama Multi Tech Ltd.,Exclusion from Index
Nifty 500,02-03-2006,Simplex Infrastructures Ltd.,Inclusion into Index
Nifty 500,02-03-2006,Tata Teleservices (Maharashtra) Ltd.,Exclusion from Index
Nifty 500,02-03-2006,Vinyl Chemicals (India) Ltd.,Exclusion from Index
Nifty 500,23-03-2006,Suzlon Energy Ltd.,Inclusion into Index
Nifty 500,23-03-2006,Vashisti Detergents Ltd.,Exclusion from Index
Nifty 500,10-04-2006,Indo Gulf Fertilisers Ltd.,Exclusion from Index
Nifty 500,10-04-2006,Triveni Engineering & Industries Ltd.,Inclusion into Index
Nifty 500,13-04-2006,Clariant (India) Ltd.,Exclusion from Index
Nifty 500,13-04-2006,Shree Renuka Sugars Ltd.,Inclusion into Index
Nifty 500,17-05-2006,Munjal Auto Industries Ltd.,Exclusion from Index
Nifty 500,17-05-2006,Deccan Chronicle Holdings Ltd.,Inclusion into Index
Nifty 500,10-07-2006,Birla Global Finance Ltd.,Exclusion from Index
Nifty 500,10-07-2006,Reliance Communications Ltd.,Inclusion into Index
Nifty 500,14-07-2006,Videocon Industries Ltd.,Inclusion into Index
Nifty 500,14-07-2006,Williamson Tea Assam Ltd.,Exclusion from Index
Nifty 500,25-07-2006,Shyam Telecom Ltd.,Exclusion from Index
Nifty 500,25-07-2006,Reliance Natural Resources Ltd.,Inclusion into Index
Nifty 500,02-08-2006,Shree Rama Newsprint Ltd.,Exclusion from Index
Nifty 500,02-08-2006,B L Kashyap & Sons Ltd.,Inclusion into Index
Nifty 500,10-08-2006,Infomedia Press Ltd.,Exclusion from Index
Nifty 500,10-08-2006,Punj Lloyd Ltd.,Inclusion into Index
Nifty 500,13-09-2006,Pentasoft Technologies Ltd.,Exclusion from Index
Nifty 500,13-09-2006,Pentamedia Graphics Ltd.,Exclusion from Index
Nifty 500,13-09-2006,Kitply Industries Ltd.,Exclusion from Index
Nifty 500,13-09-2006,Ansal Properties & Infrastructure Ltd.,Inclusion into Index
Nifty 500,13-09-2006,Kirloskar Brothers Ltd.,Inclusion into Index
Nifty 500,13-09-2006,Kalpataru Power Transmission Ltd.,Inclusion into Index
Nifty 500,21-09-2006,Torrent Power AEC Ltd.,Exclusion from Index
Nifty 500,21-09-2006,Inox Leisure Ltd.,Inclusion into Index
Nifty 500,22-09-2006,Kochi Refineries Ltd.,Exclusion from Index
Nifty 500,22-09-2006,Sun TV Network Ltd.,Inclusion into Index
Nifty 500,28-09-2006,Manali Petrochemicals Ltd.,Exclusion from Index
Nifty 500,28-09-2006,Gitanjali Gems Ltd.,Inclusion into Index
Nifty 500,05-10-2006,Mahindra & Mahindra Financial Services Ltd.,Inclusion into Index
Nifty 500,05-10-2006,Welspun Corp Ltd.,Inclusion into Index
Nifty 500,05-10-2006,Central India Polyesters Ltd.,Exclusion from Index
Nifty 500,05-10-2006,United Western Bank Ltd.,Exclusion from Index
Nifty 500,08-11-2006,Great Eastern Shipping Co. Ltd.,Exclusion from Index
Nifty 500,08-11-2006,Era Infra Engineering Ltd.,Inclusion into Index
Nifty 500,17-11-2006,D.S. Kulkarni Developers Ltd.,Inclusion into Index
Nifty 500,17-11-2006,Television Eighteen India Ltd.,Exclusion from Index
Nifty 500,15-12-2006,FCL Technologies & Products Ltd.,Exclusion from Index
Nifty 500,15-12-2006,GMR Infrastructure Ltd.,Inclusion into Index
Nifty 500,24-01-2007,Nahar Spinning Mills Ltd.,Exclusion from Index
Nifty 500,24-01-2007,Nahar Poly Films Ltd.,Exclusion from Index
Nifty 500,24-01-2007,Tech Mahindra Ltd.,Inclusion into Index
Nifty 500,24-01-2007,Shree Precoated Steels Ltd.,Inclusion into Index
Nifty 500,06-03-2007,Eicher Ltd.,Exclusion from Index
Nifty 500,06-03-2007,Unity Infraprojects Ltd.,Inclusion into Index
Nifty 500,15-03-2007,Narmada Chematur Petrochemicals Ltd.,Exclusion from Index
Nifty 500,15-03-2007,Hindustan Zinc Ltd.,Inclusion into Index
Nifty 500,29-03-2007,Hinduja Ventures Ltd.,Exclusion from Index
Nifty 500,29-03-2007,Great Eastern Shipping Co. Ltd.,Inclusion into Index
Nifty 500,04-04-2007,Cinevista Ltd.,Exclusion from Index
Nifty 500,04-04-2007,Maars Software International Ltd.,Exclusion from Index
Nifty 500,04-04-2007,Melstar Information Technologies Ltd.,Exclusion from Index
Nifty 500,04-04-2007,Trigyn Technologies Ltd.,Exclusion from Index
Nifty 500,04-04-2007,Jain Studios Ltd.,Exclusion from Index
Nifty 500,04-04-2007,Tips Industries Ltd.,Exclusion from Index
Nifty 500,04-04-2007,GTN Industries Ltd.,Exclusion from Index
Nifty 500,04-04-2007,Atlas Cycle (Haryana) Ltd.,Exclusion from Index
Nifty 500,04-04-2007,Orient Information Technologies Ltd.,Exclusion from Index
Nifty 500,04-04-2007,Pritish Nandy Communications Ltd.,Exclusion from Index
Nifty 500,04-04-2007,Noida-Toll Bridge Co. Ltd.,Inclusion into Index
Nifty 500,04-04-2007,Jagran Prakashan Ltd.,Inclusion into Index
Nifty 500,04-04-2007,McLeod Russel India Ltd.,Inclusion into Index
Nifty 500,04-04-2007,Allcargo Logistics Ltd.,Inclusion into Index
Nifty 500,04-04-2007,Bombay Rayon Fashions Ltd.,Inclusion into Index
Nifty 500,04-04-2007,Uttam Sugar Mills Ltd.,Inclusion into Index
Nifty 500,04-04-2007,Varun Shipping Co. Ltd.,Inclusion into Index
Nifty 500,04-04-2007,Geojit BNP Paribas Financial Services Ltd.,Inclusion into Index
Nifty 500,04-04-2007,Amtek India Ltd.,Inclusion into Index
Nifty 500,04-04-2007,Entertainment Network India Ltd.,Inclusion into Index
Nifty 500,30-04-2007,Visualsoft Technologies Ltd.,Exclusion from Index
Nifty 500,30-04-2007,Parsvnath Developer Ltd.,Inclusion into Index
Nifty 500,04-06-2007,IBP Co. Ltd.,Exclusion from Index
Nifty 500,04-06-2007,Lanco Infratech Ltd.,Inclusion into Index
Nifty 500,10-09-2007,FCI OEN Connectors Ltd.,Exclusion from Index
Nifty 500,10-09-2007,Indiabulls Real Estate Ltd.,Inclusion into Index
Nifty 500,24-09-2007,Patspin India Ltd.,Exclusion from Index
Nifty 500,24-09-2007,S.B.& T. International Ltd.,Exclusion from Index
Nifty 500,24-09-2007,Jagsonpal Pharmaceuticals Ltd.,Exclusion from Index
Nifty 500,24-09-2007,GSL Nova Petrochemicals Ltd.,Exclusion from Index
Nifty 500,24-09-2007,Onward Technologies Ltd.,Exclusion from Index
Nifty 500,24-09-2007,Pudumjee Pulp & Paper Mills Ltd.,Exclusion from Index
Nifty 500,24-09-2007,Maral Overseas Ltd.,Exclusion from Index
Nifty 500,24-09-2007,Birla Ericsson Optical Ltd.,Exclusion from Index
Nifty 500,24-09-2007,Kakatiya Cement Sugar & Industries Ltd.,Exclusion from Index
Nifty 500,24-09-2007,Todays Writing Instruments Ltd.,Exclusion from Index
Nifty 500,24-09-2007,Lakshmi Energy & Foods Ltd.,Inclusion into Index
Nifty 500,24-09-2007,Oswal Chemicals & Fertilizers Ltd.,Inclusion into Index
Nifty 500,24-09-2007,Provogue (India) Ltd.,Inclusion into Index
Nifty 500,24-09-2007,JM Financial Ltd.,Inclusion into Index
Nifty 500,24-09-2007,Power Finance Corporation Ltd.,Inclusion into Index
Nifty 500,24-09-2007,Television Eighteen India Ltd.,Inclusion into Index
Nifty 500,24-09-2007,Sobha Developers Ltd.,Inclusion into Index
Nifty 500,24-09-2007,Donear Industries Ltd.,Inclusion into Index
Nifty 500,24-09-2007,Idea Cellular Ltd.,Inclusion into Index
Nifty 500,24-09-2007,GTL Infrastructure Ltd.,Inclusion into Index
Nifty 500,05-10-2007,Indian Petrochemicals Corporation Ltd.,Exclusion from Index
Nifty 500,05-10-2007,MindTree Ltd.,Inclusion into Index
Nifty 500,25-10-2007,Sri Adhikari Brothers Television Network Ltd.,Exclusion from Index
Nifty 500,25-10-2007,Educomp Solutions Ltd.,Inclusion into Index
Nifty 500,29-11-2007,Colgate Palmolive (India) Ltd.,Exclusion from Index
Nifty 500,29-11-2007,TV18 Broadcast Ltd.,Inclusion into Index
Nifty 500,07-12-2007,Essar Steel Ltd.,Exclusion from Index
Nifty 500,07-12-2007,DLF Ltd.,Inclusion into Index
Nifty 500,26-12-2007,Rain Calcining Ltd.,Exclusion from Index
Nifty 500,26-12-2007,Ceat Ltd.,Exclusion from Index
Nifty 500,26-12-2007,India Infoline Ltd.,Inclusion into Index
Nifty 500,26-12-2007,Firstsource Solutions Ltd.,Inclusion into Index
Nifty 500,01-01-2008,Indiabulls Financial Services Ltd.,Exclusion from Index
Nifty 500,01-01-2008,Hubtown Ltd.,Inclusion into Index
Nifty 500,28-01-2008,iGate Global Solutions Ltd.,Exclusion from Index
Nifty 500,28-01-2008,Info Edge (India) Ltd.,Inclusion into Index
Nifty 500,15-02-2008,Piramal Enterprises Ltd.,Exclusion from Index
Nifty 500,15-02-2008,Siti Cable Network Ltd.,Inclusion into Index
Nifty 500,15-02-2008,Rane Engine Valves Ltd. -old,Exclusion from Index
Nifty 500,15-02-2008,Rane Brake Linings Ltd. -old,Exclusion from Index
Nifty 500,15-02-2008,Godavari Fertilisers & Chemicals Ltd.,Exclusion from Index
Nifty 500,15-02-2008,Brabourne Enterprises Ltd.,Exclusion from Index
Nifty 500,15-02-2008,Pearl Global Industries Ltd.,Inclusion into Index
Nifty 500,15-02-2008,Anant Raj Ltd.,Inclusion into Index
Nifty 500,15-02-2008,NIIT Ltd.,Inclusion into Index
Nifty 500,15-02-2008,ABG Shipyard Ltd.,Inclusion into Index
Nifty 500,29-02-2008,Ballarpur Industries Ltd.,Exclusion from Index
Nifty 500,29-02-2008,Zee Media Corporation Ltd.,Inclusion into Index
Nifty 500,14-03-2008,Bajaj Auto Ltd.,Exclusion from Index
Nifty 500,14-03-2008,Power Grid Corporation of India Ltd.,Inclusion into Index
Nifty 500,23-04-2008,Elgi Rubber Company Ltd.,Exclusion from Index
Nifty 500,23-04-2008,Housing Development and Infrastructure Ltd.,Inclusion into Index
Nifty 500,24-04-2008,Sundaram Clayton Ltd.- OLD,Exclusion from Index
Nifty 500,24-04-2008,S. Kumars Nationwide Ltd.,Exclusion from Index
Nifty 500,24-04-2008,Indiabulls Financial Services Ltd.,Inclusion into Index
Nifty 500,24-04-2008,Adani Ports and Special Economic Zone Ltd.,Inclusion into Index
Nifty 500,21-05-2008,LG Balakrishnan & Bros Ltd.,Exclusion from Index
Nifty 500,21-05-2008,Edelweiss Financial Services Ltd.,Inclusion into Index
Nifty 500,10-09-2008,Blue Star Infotech Ltd.,Exclusion from Index
Nifty 500,10-09-2008,Zenith Computer Ltd.,Exclusion from Index
Nifty 500,10-09-2008,Vardhman Polytex Ltd.,Exclusion from Index
Nifty 500,10-09-2008,Archies Ltd.,Exclusion from Index
Nifty 500,10-09-2008,Accelya Kale Solutions Ltd.,Exclusion from Index
Nifty 500,10-09-2008,Indian Card Clothing Co. Ltd.,Exclusion from Index
Nifty 500,10-09-2008,Kopran Ltd.,Exclusion from Index
Nifty 500,10-09-2008,Sundaram Brake Linings Ltd.,Exclusion from Index
Nifty 500,10-09-2008,India Nippon Electricals Ltd.,Exclusion from Index
Nifty 500,10-09-2008,Visaka Industries Ltd.,Exclusion from Index
Nifty 500,10-09-2008,Bajaj Auto Ltd.,Inclusion into Index
Nifty 500,10-09-2008,Reliance Power Ltd.,Inclusion into Index
Nifty 500,10-09-2008,NMDC Ltd.,Inclusion into Index
Nifty 500,10-09-2008,Rei Agro Ltd.,Inclusion into Index
Nifty 500,10-09-2008,Bajaj Holdings & Investment Ltd.,Inclusion into Index
Nifty 500,10-09-2008,Fortis Healthcare Ltd.,Inclusion into Index
Nifty 500,10-09-2008,Essar Ports Ltd.,Inclusion into Index
Nifty 500,10-09-2008,S. Kumars Nationwide Ltd.,Inclusion into Index
Nifty 500,10-09-2008,Rural Electrification Corporation Ltd.,Inclusion into Index
Nifty 500,10-09-2008,Castrol (India) Ltd.,Inclusion into Index
Nifty 500,22-09-2008,Rei Agro Ltd.,Exclusion from Index
Nifty 500,22-09-2008,Reliance Petroleum Ltd.,Inclusion into Index
Nifty 500,31-10-2008,Bosch Chassis Systems India Ltd.,Exclusion from Index
Nifty 500,31-10-2008,Bajaj Finserv Ltd.,Inclusion into Index
Nifty 500,05-11-2008,MPS Ltd.,Exclusion from Index
Nifty 500,05-11-2008,Omaxe Ltd.,Inclusion into Index
Nifty 500,03-12-2008,Kothari Products Ltd.,Exclusion from Index
Nifty 500,03-12-2008,Religare Enterprises Ltd.,Inclusion into Index
Nifty 500,29-12-2008,Cadila Healthcare Ltd.,Exclusion from Index
Nifty 500,29-12-2008,Colgate Palmolive (India) Ltd.,Inclusion into Index
Nifty 500,12-01-2009,Satyam Computer Services Ltd.,Exclusion from Index
Nifty 500,12-01-2009,Cairn India Ltd.,Inclusion into Index
Nifty 500,25-02-2009,Punjab Tractors Ltd.,Exclusion from Index
Nifty 500,25-02-2009,GVK Power & Infrastructures Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Styrolution ABS (India) Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Foseco India Ltd.,Exclusion from Index
Nifty 500,27-03-2009,DIC India Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Maharashtra Scooters Ltd.,Exclusion from Index
Nifty 500,27-03-2009,NEPC India Ltd,Exclusion from Index
Nifty 500,27-03-2009,Summit Securities Ltd.- Old,Exclusion from Index
Nifty 500,27-03-2009,Sandesh Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Samtel Color Ltd.,Exclusion from Index
Nifty 500,27-03-2009,SML Isuzu Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Salora International Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Siti Cable Network Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Wheels India Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Thiru Arooran Sugars Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Vishal Exports Overseas Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Vindhya Telelinks Ltd.,Exclusion from Index
Nifty 500,27-03-2009,Advanta Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Capital First Ltd.,Inclusion into Index
Nifty 500,27-03-2009,V2 Retail Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Puravankara Projects Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Piramal Enterprises Ltd.,Inclusion into Index
Nifty 500,27-03-2009,UTV Software Communication Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Alstom T&D India Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Chettinad Cement Corporation Ltd.,Inclusion into Index
Nifty 500,27-03-2009,IRB Infrastructure Developers Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Koutons Retail India Ltd.,Inclusion into Index
Nifty 500,27-03-2009,K.S. Oils Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Ballarpur Industries Ltd.,Inclusion into Index
Nifty 500,27-03-2009,National Fertilizers Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Jai Corp Ltd.,Inclusion into Index
Nifty 500,27-03-2009,Dynamatic Technologies Ltd.,Inclusion into Index
Nifty 500,17-04-2009,RSWM Ltd.,Exclusion from Index
Nifty 500,17-04-2009,Motilal Oswal Financial Services Ltd.,Inclusion into Index
Nifty 500,21-04-2009,Bongaigaon Refinery & Petrochemicals Ltd.,Exclusion from Index
Nifty 500,21-04-2009,Cadila Healthcare Ltd.,Inclusion into Index
Nifty 500,11-05-2009,Rei Agro Ltd.,Inclusion into Index
Nifty 500,11-05-2009,Shree Precoated Steels Ltd.,Exclusion from Index
Nifty 500,17-06-2009,Phoenix Mills Ltd.,Inclusion into Index
Nifty 500,17-06-2009,Reliance Petroleum Ltd.,Exclusion from Index
Nifty 500,19-06-2009,Tulip Telecom Ltd.,Inclusion into Index
Nifty 500,19-06-2009,Welspun India Ltd.,Exclusion from Index
Nifty 500,23-06-2009,Aztecsoft Ltd.,Exclusion from Index
Nifty 500,23-06-2009,Century Plyboards (India) Ltd.,Inclusion into Index
Nifty 500,31-07-2009,Reliance MediaWorks Ltd.,Exclusion from Index
Nifty 500,31-07-2009,Torrent Power Ltd.,Inclusion into Index
Nifty 500,14-08-2009,Indiabulls Securities Ltd.,Inclusion into Index
Nifty 500,14-08-2009,Matrix Laboratories Ltd.,Exclusion from Index
Nifty 500,22-10-2009,Agro Dutch Industries Ltd.,Exclusion from Index
Nifty 500,22-10-2009,MRO-TEK Ltd.,Exclusion from Index
Nifty 500,22-10-2009,UCAL Fuel Systems Ltd.,Exclusion from Index
Nifty 500,22-10-2009,Chettinad Cement Corporation Ltd.,Exclusion from Index
Nifty 500,22-10-2009,Crest Animation Studios Ltd.,Exclusion from Index
Nifty 500,22-10-2009,Honda SIEL Power Products Ltd.,Exclusion from Index
Nifty 500,22-10-2009,Lumax Industries Ltd.,Exclusion from Index
Nifty 500,22-10-2009,Seshasayee Paper & Boards Ltd.,Exclusion from Index
Nifty 500,22-10-2009,Uttam Sugar Mills Ltd.,Exclusion from Index
Nifty 500,22-10-2009,Value Industries Ltd.,Exclusion from Index
Nifty 500,22-10-2009,IFCI Ltd.,Inclusion into Index
Nifty 500,22-10-2009,United Breweries Ltd.,Inclusion into Index
Nifty 500,22-10-2009,JSW ISPAT Steel Ltd.,Inclusion into Index
Nifty 500,22-10-2009,PTC India Ltd.,Inclusion into Index
Nifty 500,22-10-2009,GOL Offshore Ltd.,Inclusion into Index
Nifty 500,22-10-2009,Kec International Ltd.,Inclusion into Index
Nifty 500,22-10-2009,Gujarat State Petronet Ltd.,Inclusion into Index
Nifty 500,22-10-2009,Yes Bank Ltd.,Inclusion into Index
Nifty 500,22-10-2009,Everest Kanto Cylinder Ltd.,Inclusion into Index
Nifty 500,22-10-2009,Redington (India) Ltd.,Inclusion into Index
Nifty 500,22-12-2009,3i Infotech Ltd.,Inclusion into Index
Nifty 500,22-12-2009,Zandu Realty Ltd.,Exclusion from Index
Nifty 500,24-02-2010,Asian Hotels (North) Ltd.,Exclusion from Index
Nifty 500,24-02-2010,Peninsula Land Ltd.,Inclusion into Index
Nifty 500,09-03-2010,Brigade Enterprises Ltd.,Inclusion into Index
Nifty 500,09-03-2010,Kirloskar Brothers Ltd.,Exclusion from Index
Nifty 500,06-04-2010,Micro Inks Ltd.,Exclusion from Index
Nifty 500,06-04-2010,NHPC Ltd.,Inclusion into Index
Nifty 500,08-04-2010,Banco Products (India) Ltd.,Inclusion into Index
Nifty 500,08-04-2010,Binani Cement Ltd.,Inclusion into Index
Nifty 500,08-04-2010,Consolidated Finvest & Holdings Ltd.,Exclusion from Index
Nifty 500,08-04-2010,Donear Industries Ltd.,Exclusion from Index
Nifty 500,08-04-2010,Gammon Infrastructure Projects Ltd.,Inclusion into Index
Nifty 500,08-04-2010,JSW Holdings Ltd.,Inclusion into Index
Nifty 500,08-04-2010,Karuturi Global Ltd.,Inclusion into Index
Nifty 500,08-04-2010,Mukta Arts Ltd,Exclusion from Index
Nifty 500,08-04-2010,Sirpur Paper Mills Ltd.,Exclusion from Index
Nifty 500,08-04-2010,Smartlink Network Systems Ltd.,Exclusion from Index
Nifty 500,15-04-2010,Adani Power Ltd.,Inclusion into Index
Nifty 500,15-04-2010,Kirloskar Industries Ltd.,Exclusion from Index
Nifty 500,15-04-2010,Oil India Ltd.,Inclusion into Index
Nifty 500,15-04-2010,Zee Media Corporation Ltd.,Exclusion from Index
Nifty 500,26-05-2010,Grasim Industries Ltd.,Exclusion from Index
Nifty 500,26-05-2010,JSW Energy Ltd.,Inclusion into Index
Nifty 500,08-07-2010,HSBC InvestDirect (India) Ltd.,Exclusion from Index
Nifty 500,08-07-2010,Tinplate Company of India Ltd.,Inclusion into Index
Nifty 500,31-08-2010,Grasim Industries Ltd.,Inclusion into Index
Nifty 500,31-08-2010,Harrisons Malayalam Ltd.,Exclusion from Index
Nifty 500,17-09-2010,Future Retail Ltd.,Exclusion from Index
Nifty 500,17-09-2010,Jaypee Infratech Ltd.,Inclusion into Index
Nifty 500,24-09-2010,D B Realty Ltd.,Inclusion into Index
Nifty 500,24-09-2010,Dalmia Bharat Sugar and Industries Ltd.,Exclusion from Index
Nifty 500,07-10-2010,Jaiprakash Power Ventures Ltd.,Inclusion into Index
Nifty 500,07-10-2010,Jubilant Foodworks Ltd.,Inclusion into Index
Nifty 500,07-10-2010,Reliance Natural Resources Ltd.,Exclusion from Index
Nifty 500,07-10-2010,Zee Entertainment Enterprises Ltd.,Exclusion from Index
Nifty 500,25-11-2010,Jubilant Life Sciences Ltd.,Exclusion from Index
Nifty 500,25-11-2010,Sunteck Realty Ltd.,Inclusion into Index
Nifty 500,20-01-2011,Hathway Cable & Datacom Ltd.,Inclusion into Index
Nifty 500,20-01-2011,Hindustan Motors Ltd.,Exclusion from Index
Nifty 500,20-01-2011,Next Mediaworks Ltd.,Exclusion from Index
Nifty 500,20-01-2011,Shree Ashtavinayak Cine Vision Ltd.,Inclusion into Index
Nifty 500,08-02-2011,Himachal Fut Com Ltd.- Old,Exclusion from Index
Nifty 500,08-02-2011,Reliance MediaWorks Ltd.,Inclusion into Index
Nifty 500,24-03-2011,Nirma Ltd.,Exclusion from Index
Nifty 500,24-03-2011,Orbit Corporation Ltd.,Inclusion into Index
Nifty 500,25-03-2011,AGC Networks Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Ajanta Pharmaceuticals Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Allied Digital Services Ltd.,Inclusion into Index
Nifty 500,25-03-2011,Asian Electronics Ltd.,Exclusion from Index
Nifty 500,25-03-2011,BGR Energy Systems Ltd,Inclusion into Index
Nifty 500,25-03-2011,BPL Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Bajaj Electricals Ltd,Inclusion into Index
Nifty 500,25-03-2011,CORE Education & Technologies Ltd.,Inclusion into Index
Nifty 500,25-03-2011,Cox & Kings Ltd.,Inclusion into Index
Nifty 500,25-03-2011,Delta Corp Ltd.,Inclusion into Index
Nifty 500,25-03-2011,Dwarikesh Sugar Industrial Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Emami Ltd.,Inclusion into Index
Nifty 500,25-03-2011,Future Retail Ltd.,Inclusion into Index
Nifty 500,25-03-2011,Godrej Properties Ltd.,Inclusion into Index
Nifty 500,25-03-2011,Gokaldas Exports Ltd.,Exclusion from Index
Nifty 500,25-03-2011,HMT Ltd.,Exclusion from Index
Nifty 500,25-03-2011,JK Tyre & Industries Ltd..,Inclusion into Index
Nifty 500,25-03-2011,Kemrock Industries and Exports Ltd.,Inclusion into Index
Nifty 500,25-03-2011,Kohinoor Foods Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Mahindra Ugine Steel Co. Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Mirza International Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Munjal Showa Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Omax Autos Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Opto Circuits (I) Ltd.,Inclusion into Index
Nifty 500,25-03-2011,Orissa Min Dev Co Ltd.,Inclusion into Index
Nifty 500,25-03-2011,PVP Ventures Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Pearl Global Industries Ltd.,Exclusion from Index
Nifty 500,25-03-2011,Pipavav Defence and Offshore Engineering Company Ltd.,Inclusion into Index
